Time frequency,Unit of measure,Weight,Geopolitical entity (reporting)\Time,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0
Annual,Number,From 10 000 to 14 999 kg,Austria,:,1083.0,1283.0,1270.0,261.0,315.0,789.0,289.0,193.0,192.0,1442.0,1386.0,1335.0,1325.0,1121.0,1298.0,6660.0,4625.0,962.0,1027.0,1097.0,780.0,1210.0,1363.0,1445.0
Annual,Number,From 10 000 to 14 999 kg,Bulgaria,:,:,:,:,:,:,:,:,2.0,1.0,3.0,1.0,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Number,From 10 000 to 14 999 kg,Switzerland,:,:,:,:,50.0,25.0,191.0,331.0,330.0,323.0,:,:,:,:,:,:,420.0,437.0,400.0,400.0,500.0,400.0,300.0,400 e,400 n
Annual,Number,From 10 000 to 14 999 kg,Cyprus,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Number,From 10 000 to 14 999 kg,Germany,:,:,:,:,11742.0,7703.0,7437.0,8034.0,6461.0,6701.0,8140.0,12645.0,13307.0,11040.0,9524.0,8065.0,9962.0,10187.0,11143.0,12761.0,13330.0,:,:,:,:
Annual,Number,From 10 000 to 14 999 kg,Estonia,:,:,:,:,:,:,:,:,:,:,:,:,16.0,37.0,28.0,36.0,21.0,24.0,66.0,132.0,140.0,20.0,11.0,32.0,24.0
Annual,Number,From 10 000 to 14 999 kg,Greece,:,:,:,:,17.0,17.0,19.0,35.0,7.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Number,From 10 000 to 14 999 kg,Spain,:,:,:,:,:,365.0,447.0,575.0,563.0,682.0,426.0,640.0,1180.0,2133.0,2165.0,:,:,:,686.0,710.0,703.0,187.0,199.0,218.0,150.0
Annual,Number,From 10 000 to 14 999 kg,Finland,:,:,33.0,29.0,54.0,7.0,6.0,16.0,14.0,37.0,42.0,20.0,34.0,51.0,52.0,71.0,84.0,21.0,34.0,17.0,30.0,17.0,7.0,10.0,9.0
Annual,Number,From 10 000 to 14 999 kg,France,1060.0,1163.0,1148.0,995.0,787.0,640.0,671.0,848.0,994.0,794.0,896.0,978.0,899.0,799.0,1133.0,1052.0,1219.0,1599.0,1473.0,1756.0,1785.0,1033.0,:,:,1129.0
Annual,Number,From 10 000 to 14 999 kg,Croatia,:,:,:,:,:,:,:,256.0,228.0,272.0,157.0,140.0,149.0,239.0,302.0,347.0,314.0,301.0,355.0,356.0,349.0,228.0,157.0,241.0,175.0
Annual,Number,From 10 000 to 14 999 kg,Hungary,:,:,:,:,142.0,73.0,78.0,71.0,64.0,37.0,65.0,137.0,135.0,161.0,179.0,366.0,:,:,:,:,:,:,:,:,:
Annual,Number,From 10 000 to 14 999 kg,Iceland,:,:,:,:,:,3.0,5.0,13.0,8.0,10.0,20.0,17.0,7.0,36.0,11.0,12.0,23 e,10 e,:,:,:,:,:,:,:
Annual,Number,From 10 000 to 14 999 kg,Italy,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,800.0,674.0,870.0,556.0
Annual,Number,From 10 000 to 14 999 kg,Liechtenstein,:,:,:,:,:,:,:,:,:,:,:,:,12.0,26.0,12.0,4.0,8.0,:,8.0,7.0,6.0,3.0,9.0,:,:
Annual,Number,From 10 000 to 14 999 kg,Lithuania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,371.0,437.0,684.0,628.0,860.0,1107.0,802.0,235.0,1089.0,1655.0,:
Annual,Number,From 10 000 to 14 999 kg,Luxembourg,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4.0,3.0,10.0,7.0,67.0,92.0,1.0,:,:,:,:
Annual,Number,From 10 000 to 14 999 kg,Latvia,:,:,:,:,:,:,:,:,:,:,:,:,113.0,158.0,206.0,184.0,309.0,355.0,404.0,448.0,223.0,70.0,79.0,171.0,191.0
Annual,Number,From 10 000 to 14 999 kg,Netherlands,:,:,:,:,:,511.0,652.0,750.0,828.0,689.0,737.0,747.0,595.0,486.0,:,:,:,:,:,:,:,:,:,:,:
Annual,Number,From 10 000 to 14 999 kg,Norway,:,739.0,858.0,665.0,572.0,804.0,:,124.0,133.0,:,:,:,:,:,:,:,107.0,114.0,110.0,130.0,130.0,87.0,88.0,124.0,134.0
Annual,Number,From 10 000 to 14 999 kg,Poland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1140.0,1495.0,1796.0,2181.0,2432.0,2821.0,2685.0,1444.0,1830.0,1958.0,1975.0
Annual,Number,From 10 000 to 14 999 kg,Romania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,439.0,479.0,463.0
Annual,Number,From 10 000 to 14 999 kg,Sweden,:,293.0,324.0,177.0,201.0,216.0,107.0,129.0,99.0,177.0,189.0,231.0,260.0,204.0,202.0,190.0,178.0,242.0,205.0,248.0,185.0,135.0,:,162.0,:
Annual,Number,From 10 000 to 14 999 kg,Slovenia,:,:,:,:,:,25.0,47.0,82.0,101.0,116.0,142.0,183.0,132.0,146.0,140.0,:,:,183.0,266.0,417.0,273.0,94.0,65.0,105.0,87.0
Annual,Number,From 5 000 to 9 999 kg,Austria,:,:,:,:,332.0,273.0,483.0,419.0,463.0,633.0,644.0,632.0,467.0,560.0,468.0,453.0,452.0,463.0,455.0,456.0,382.0,237.0,493.0,648.0,775.0
Annual,Number,From 5 000 to 9 999 kg,Bulgaria,:,:,:,:,:,:,:,:,:,2.0,1.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Number,From 5 000 to 9 999 kg,Switzerland,:,:,:,:,672.0,380.0,290.0,422.0,194.0,148.0,:,:,:,:,:,:,151.0,161.0,100.0,200.0,200.0,200.0,100.0,200 e,200 n
