Time frequency,Rail network segment (2020),Train category,Unit of measure\Time,2020.0
Annual,Riihimäki - Lahti,Passenger trains,Number,5376.0
Annual,Lahti - Kouvola,Goods trains,Number,3075.0
Annual,Lahti - Kouvola,Passenger trains,Number,6895.0
Annual,Kouvola - Luumäki,Goods trains,Number,6286.0
Annual,Kouvola - Luumäki,Passenger trains,Number,3172.0
Annual,Luumäki - Lappeenranta,Goods trains,Number,3715.0
Annual,Luumäki - Lappeenranta,Passenger trains,Number,2786.0
Annual,Lappeenranta - Imatra,Goods trains,Number,3702.0
Annual,Lappeenranta - Imatra,Passenger trains,Number,2549.0
Annual,Imatra - Parikkala,Goods trains,Number,1908.0
Annual,Imatra - Parikkala,Passenger trains,Number,1918.0
Annual,Parikkala - Säkäniemi,Goods trains,Number,1740.0
Annual,Parikkala - Säkäniemi,Passenger trains,Number,1950.0
Annual,Säkäniemi - Niirala,Goods trains,Number,485.0
Annual,Säkäniemi - Niirala,Passenger trains,Number,0.0
Annual,Säkäniemi - Joensuu,Goods trains,Number,1963.0
Annual,Säkäniemi - Joensuu,Passenger trains,Number,1944.0
Annual,Kouvola - Mikkeli,Goods trains,Number,2245.0
Annual,Kouvola - Mikkeli,Passenger trains,Number,2009.0
Annual,Mikkeli - Pieksämäki,Goods trains,Number,2134.0
Annual,Mikkeli - Pieksämäki,Passenger trains,Number,2002.0
Annual,Pieksämäki - Kuopio,Goods trains,Number,2553.0
Annual,Pieksämäki - Kuopio,Passenger trains,Number,2440.0
Annual,Kuopio - Siilinjärvi,Goods trains,Number,2265.0
Annual,Kuopio - Siilinjärvi,Passenger trains,Number,2013.0
Annual,Siilinjärvi - Iisalmi,Goods trains,Number,2542.0
Annual,Siilinjärvi - Iisalmi,Passenger trains,Number,2016.0
Annual,Iisalmi - Kontiomäki,Goods trains,Number,1348.0
Annual,Iisalmi - Kontiomäki,Passenger trains,Number,1986.0
Annual,Juurikorpi - Kouvola,Goods trains,Number,5011.0
Annual,Juurikorpi - Kouvola,Passenger trains,Number,2726.0
Annual,Kotka - Juurikorpi,Goods trains,Number,3697.0
Annual,Kotka - Juurikorpi,Passenger trains,Number,2726.0
Annual,Juurikorpi - Hamina,Goods trains,Number,1145.0
Annual,Juurikorpi - Hamina,Passenger trains,Number,0.0
Annual,Luumäki - Vainikkala,Goods trains,Number,2528.0
Annual,Luumäki - Vainikkala,Passenger trains,Number,386.0
Annual,Viinijärvi - Joensuu,Goods trains,Number,416.0
Annual,Viinijärvi - Joensuu,Passenger trains,Number,704.0
Annual,Siilinjärvi - Viinijärvi,Goods trains,Number,230.0
Annual,Siilinjärvi - Viinijärvi,Passenger trains,Number,0.0
Annual,Kontiomäki - Vartius,Goods trains,Number,1110.0
Annual,Kontiomäki - Vartius,Passenger trains,Number,0.0
Annual,Iisalmi - Haapajärvi,Goods trains,Number,1515.0
Annual,Iisalmi - Haapajärvi,Passenger trains,Number,651.0
Annual,Haapajärvi - Ylivieska,Goods trains,Number,1563.0
Annual,Haapajärvi - Ylivieska,Passenger trains,Number,650.0
Annual,Tampere - Orivesi,Goods trains,Number,3457.0
Annual,Tampere - Orivesi,Passenger trains,Number,4313.0
Annual,Orivesi - Jämsänkoski,Goods trains,Number,2788.0
Annual,Orivesi - Jämsänkoski,Passenger trains,Number,2956.0
Annual,Jämsänkoski - Jyväskylä,Goods trains,Number,1841.0
Annual,Jämsänkoski - Jyväskylä,Passenger trains,Number,2945.0
Annual,Jyväskylä - Pieksämäki,Goods trains,Number,1253.0
Annual,Jyväskylä - Pieksämäki,Passenger trains,Number,1530.0
Annual,Kerava - Sköldvik,Goods trains,Number,598.0
Annual,Kerava - Sköldvik,Passenger trains,Number,0.0
Annual,Kontiomäki - Oulu,Goods trains,Number,1839.0
Annual,Kontiomäki - Oulu,Passenger trains,Number,1305.0
Annual,Imatrankoski - Imatra,Goods trains,Number,1464.0
Annual,Imatrankoski - Imatra,Passenger trains,Number,0.0
Annual,Kerava - Lahti,Goods trains,Number,512.0
Annual,Kerava - Lahti,Passenger trains,Number,11505.0
Annual,Kerava - Vuosaari,Goods trains,Number,1372.0
Annual,Kerava - Vuosaari,Passenger trains,Number,0.0
Annual,Huopalahti - Tikkurila,Goods trains,Number,0.0
Annual,Huopalahti - Tikkurila,Passenger trains,Number,35488.0
Annual,Pasila - Helsinki,Goods trains,Number,0.0
Annual,Pasila - Helsinki,Passenger trains,Number,191340.0
Annual,Huopalahti - Pasila,Goods trains,Number,0.0
Annual,Huopalahti - Pasila,Passenger trains,Number,86460.0
Annual,Leppävaara - Huopalahti,Goods trains,Number,0.0
Annual,Leppävaara - Huopalahti,Passenger trains,Number,52531.0
Annual,Espoo - Leppävaara,Goods trains,Number,0.0
Annual,Espoo - Leppävaara,Passenger trains,Number,32452.0
Annual,Kirkkonummi - Espoo,Goods trains,Number,0.0
Annual,Kirkkonummi - Espoo,Passenger trains,Number,21384.0
Annual,Karjaa - Kirkkonummi,Goods trains,Number,0.0
Annual,Karjaa - Kirkkonummi,Passenger trains,Number,4439.0
Annual,Turku - Karjaa,Goods trains,Number,78.0
Annual,Turku - Karjaa,Passenger trains,Number,4005.0
Annual,Hanko - Karjaa,Goods trains,Number,849.0
Annual,Hanko - Karjaa,Passenger trains,Number,2078.0
Annual,Hyvinkää - Karjaa,Goods trains,Number,1235.0
Annual,Hyvinkää - Karjaa,Passenger trains,Number,22.0
Annual,Tikkurila - Pasila,Goods trains,Number,6.0
Annual,Tikkurila - Pasila,Passenger trains,Number,105384.0
Annual,Kerava - Tikkurila,Goods trains,Number,6.0
Annual,Kerava - Tikkurila,Passenger trains,Number,69739.0
Annual,Hyvinkää - Kerava,Goods trains,Number,1579.0
Annual,Hyvinkää - Kerava,Passenger trains,Number,24254.0
Annual,Riihimäki - Hyvinkää,Goods trains,Number,2814.0
Annual,Riihimäki - Hyvinkää,Passenger trains,Number,24263.0
Annual,Toijala - Riihimäki,Goods trains,Number,3576.0
Annual,Toijala - Riihimäki,Passenger trains,Number,13978.0
Annual,Tampere - Toijala,Goods trains,Number,4696.0
Annual,Tampere - Toijala,Passenger trains,Number,16729.0
Annual,Lielahti - Tampere,Goods trains,Number,3325.0
Annual,Lielahti - Tampere,Passenger trains,Number,9413.0
Annual,Parkano - Lielahti,Goods trains,Number,1429.0
Annual,Parkano - Lielahti,Passenger trains,Number,5273.0
Annual,Seinäjoki - Parkano,Goods trains,Number,1167.0
Annual,Seinäjoki - Parkano,Passenger trains,Number,5273.0
Annual,Kokkola - Seinäjoki,Goods trains,Number,1079.0
Annual,Kokkola - Seinäjoki,Passenger trains,Number,3561.0
Annual,Ylivieska - Kokkola,Goods trains,Number,3204.0
Annual,Ylivieska - Kokkola,Passenger trains,Number,3542.0
Annual,Tuomioja - Ylivieska,Goods trains,Number,1890.0
Annual,Tuomioja - Ylivieska,Passenger trains,Number,3233.0
Annual,Oulu - Tuomioja,Goods trains,Number,1764.0
Annual,Oulu - Tuomioja,Passenger trains,Number,3238.0
Annual,Kemi - Oulu,Goods trains,Number,912.0
Annual,Kemi - Oulu,Passenger trains,Number,1957.0
Annual,Laurila - Kemi,Goods trains,Number,1210.0
Annual,Laurila - Kemi,Passenger trains,Number,1957.0
Annual,Rovaniemi - Laurila,Goods trains,Number,868.0
Annual,Rovaniemi - Laurila,Passenger trains,Number,1778.0
Annual,Toijala - Turku,Goods trains,Number,901.0
Annual,Toijala - Turku,Passenger trains,Number,2243.0
Annual,Kokemäki - Lielahti,Goods trains,Number,1799.0
Annual,Kokemäki - Lielahti,Passenger trains,Number,2382.0
Annual,Pori - Kokemäki,Goods trains,Number,1370.0
Annual,Pori - Kokemäki,Passenger trains,Number,2379.0
Annual,Rauma - Kokemäki,Goods trains,Number,1381.0
Annual,Rauma - Kokemäki,Passenger trains,Number,0.0
Annual,Raahe - Tuomioja,Goods trains,Number,604.0
Annual,Raahe - Tuomioja,Passenger trains,Number,0.0
Annual,Tornio - Laurila,Goods trains,Number,314.0
Annual,Tornio - Laurila,Passenger trains,Number,178.0
Annual,Lahti - Riihimäki,Goods trains,Number,2561.0
Annual,Lahti - Riihimäki,Passenger trains,Number,4754.0
Annual,Kouvola - Lahti,Goods trains,Number,3371.0
Annual,Kouvola - Lahti,Passenger trains,Number,7089.0
Annual,Luumäki - Kouvola,Goods trains,Number,7363.0
Annual,Luumäki - Kouvola,Passenger trains,Number,3157.0
Annual,Lappeenranta - Luumäki,Goods trains,Number,3952.0
Annual,Lappeenranta - Luumäki,Passenger trains,Number,2771.0
Annual,Imatra - Lappeenranta,Goods trains,Number,4139.0
Annual,Imatra - Lappeenranta,Passenger trains,Number,2534.0
Annual,Parikkala - Imatra,Goods trains,Number,1983.0
Annual,Parikkala - Imatra,Passenger trains,Number,1918.0
Annual,Säkäniemi - Parikkala,Goods trains,Number,1817.0
Annual,Säkäniemi - Parikkala,Passenger trains,Number,1952.0
Annual,Niirala - Säkäniemi,Goods trains,Number,426.0
Annual,Niirala - Säkäniemi,Passenger trains,Number,0.0
Annual,Joensuu - Säkäniemi,Goods trains,Number,1983.0
Annual,Joensuu - Säkäniemi,Passenger trains,Number,1946.0
Annual,Mikkeli - Kouvola,Goods trains,Number,2288.0
Annual,Mikkeli - Kouvola,Passenger trains,Number,2010.0
Annual,Pieksämäki - Mikkeli,Goods trains,Number,2171.0
Annual,Pieksämäki - Mikkeli,Passenger trains,Number,2003.0
Annual,Kuopio - Pieksämäki,Goods trains,Number,2563.0
Annual,Kuopio - Pieksämäki,Passenger trains,Number,2436.0
Annual,Siilinjärvi - Kuopio,Goods trains,Number,2249.0
Annual,Siilinjärvi - Kuopio,Passenger trains,Number,2010.0
Annual,Iisalmi - Siilinjärvi,Goods trains,Number,2519.0
Annual,Iisalmi - Siilinjärvi,Passenger trains,Number,2013.0
Annual,Kontiomäki - Iisalmi,Goods trains,Number,1272.0
Annual,Kontiomäki - Iisalmi,Passenger trains,Number,1996.0
Annual,Kouvola - Juurikorpi,Goods trains,Number,5744.0
Annual,Kouvola - Juurikorpi,Passenger trains,Number,2731.0
Annual,Juurikorpi - Kotka,Goods trains,Number,4299.0
Annual,Juurikorpi - Kotka,Passenger trains,Number,2729.0
Annual,Hamina - Juurikorpi,Goods trains,Number,966.0
Annual,Hamina - Juurikorpi,Passenger trains,Number,0.0
Annual,Vainikkala - Luumäki,Goods trains,Number,3363.0
Annual,Vainikkala - Luumäki,Passenger trains,Number,386.0
Annual,Joensuu - Viinijärvi,Goods trains,Number,434.0
Annual,Joensuu - Viinijärvi,Passenger trains,Number,710.0
Annual,Viinijärvi - Siilinjärvi,Goods trains,Number,231.0
Annual,Viinijärvi - Siilinjärvi,Passenger trains,Number,0.0
Annual,Vartius - Kontiomäki,Goods trains,Number,1082.0
Annual,Vartius - Kontiomäki,Passenger trains,Number,0.0
Annual,Haapajärvi - Iisalmi,Goods trains,Number,1548.0
Annual,Haapajärvi - Iisalmi,Passenger trains,Number,649.0
Annual,Ylivieska - Haapajärvi,Goods trains,Number,1593.0
Annual,Ylivieska - Haapajärvi,Passenger trains,Number,649.0
Annual,Orivesi - Tampere,Goods trains,Number,3659.0
Annual,Orivesi - Tampere,Passenger trains,Number,4315.0
Annual,Jämsänkoski - Orivesi,Goods trains,Number,3027.0
Annual,Jämsänkoski - Orivesi,Passenger trains,Number,2951.0
Annual,Jyväskylä - Jämsänkoski,Goods trains,Number,1951.0
Annual,Jyväskylä - Jämsänkoski,Passenger trains,Number,2951.0
Annual,Pieksämäki - Jyväskylä,Goods trains,Number,1337.0
Annual,Pieksämäki - Jyväskylä,Passenger trains,Number,1529.0
Annual,Sköldvik - Kerava,Goods trains,Number,566.0
Annual,Sköldvik - Kerava,Passenger trains,Number,0.0
Annual,Oulu - Kontiomäki,Goods trains,Number,1946.0
Annual,Oulu - Kontiomäki,Passenger trains,Number,1304.0
Annual,Imatra - Imatrankoski,Goods trains,Number,1464.0
Annual,Imatra - Imatrankoski,Passenger trains,Number,0.0
Annual,Lahti - Kerava,Goods trains,Number,474.0
Annual,Lahti - Kerava,Passenger trains,Number,12219.0
Annual,Vuosaari - Kerava,Goods trains,Number,1292.0
Annual,Vuosaari - Kerava,Passenger trains,Number,0.0
Annual,Tikkurila - Huopalahti,Goods trains,Number,0.0
Annual,Tikkurila - Huopalahti,Passenger trains,Number,33864.0
