Time frequency,Unit of measure,Vehicles,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0
Annual,Number,Locomotives,Algeria,245.0,245.0,267.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,295.0,295.0,303.0,:
Annual,Number,Locomotives,Egypt,:,:,701.0,772.0,820.0,820.0,1001.0,1000.0,1002.0,820.0,816.0,810.0,810.0,791.0,:
Annual,Number,Locomotives,Israel,74.0,72.0,77.0,81.0,81.0,88.0,88.0,103.0,115.0,121.0,127.0,130.0,134.0,139.0,:
Annual,Number,Locomotives,Jordan,29.0,29.0,33.0,33.0,33.0,33.0,33.0,35.0,46.0,47.0,48.0,49.0,49.0,36.0,:
Annual,Number,Locomotives,Morocco,209.0,209.0,224.0,232.0,228.0,233.0,231.0,231.0,257.0,258.0,256.0,251.0,234 p,230.0,:
Annual,Number,Locomotives,Tunisia,131.0,131.0,131.0,130.0,130.0,130.0,129.0,129.0,148.0,148.0,138.0,138.0,138.0,138.0,138.0
Annual,Number,Passenger railway vehicles,Algeria,454.0,440.0,432.0,440.0,480.0,505.0,505.0,505.0,505.0,505.0,497.0,497.0,497.0,336 bd,:
Annual,Number,Passenger railway vehicles,Egypt,:,:,:,:,3619.0,3620.0,3562.0,3562.0,:,:,3745.0,3524.0,3516.0,3242.0,:
Annual,Number,Passenger railway vehicles,Israel,315.0,359.0,361.0,372.0,372.0,412.0,444.0,592.0,591.0,648.0,645.0,645.0,674.0,719.0,:
Annual,Number,Passenger railway vehicles,Jordan,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,10.0,13.0,15.0,15.0,13.0,15.0,:
Annual,Number,Passenger railway vehicles,Morocco,330.0,310.0,328.0,408.0,443.0,486.0,492.0,500.0,500.0,500.0,546.0,562.0,594 p,555.0,:
Annual,Number,Passenger railway vehicles,Tunisia,286.0,292.0,280.0,288.0,290.0,319.0,264.0,287.0,285.0,301.0,309.0,308.0,308.0,292.0,292.0
