Time frequency,Sex,Age class,Unit of measure,International Standard Classification of Education (ISCED 2011),Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Austria,80.4,80.1 b,79.9,80.9,81.6,82.4,82.4,82.9,83.0,83.9 b,84.6,84.5,85.0,85.3,85.6,85.7,85.9 b,85.9,86.0
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,80.1,80.9,81.3
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Belgium,66.1,66.9,68.0,69.6 b,70.6,70.5,71.3,71.6,72.8,73.6 b,74.7,75.1,76.8 b,78.2,78.7,79.8,81.5 b,82.4,82.2
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Bulgaria,72.5,75.5 b,77.4,77.5,77.9,79.1 b,80.0 b,81.0,81.8,81.1 b,81.9,82.3,82.8,82.6,82.6 b,83.4,83.7 b,84.4,85.2
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Switzerland,83.0,85.2,86.0,86.8,86.9,85.0 b,84.8,85.7,86.4,87.2 b,87.3,87.4,87.8,88.4,89.0,89.3,87.3 b,86.0,86.3
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Cyprus,66.6,69.5,72.1,73.1,72.3 b,74.0,75.2,77.4,78.5,77.6 b,77.9,79.5,81.1,82.2,82.3,83.0,84.5 b,85.2,86.2
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Czechia,89.9,90.3,90.5,90.9,91.4,91.9,92.3 b,92.5,92.8,93.2 b,93.2,93.4,93.8,93.9,93.8,94.1,94.4 b,94.4,94.1
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Germany,83.1 b,83.2,84.4,85.3,85.5,86.1 b,86.6,86.6,86.7,86.9 b,86.8,86.5,86.5,86.6,86.6,85.7 b,83.7 b,83.0,83.1
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Denmark,81.0,81.6,74.3 b,73.5 b,74.5,75.3,76.7,77.6,77.9,78.9 b,79.7,80.3 b,81.0 b,81.1,81.6,81.5,82.1 b,81.8,82.2
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Euro area – 20 countries (from 2023),65.4,65.9,66.8,67.6,68.2,68.9,69.7,70.5,71.7,72.7 b,73.4,73.8,74.3,75.1,75.8,76.3,76.3 b,76.6,77.2
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Estonia,89.0,88.5,89.1,88.4,88.8,89.3,89.1,90.0,90.6,88.2 b,87.7,88.6,88.1,88.0,89.0,89.3,89.5 b,89.8,89.4
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Greece,60.2,59.2,60.1,61.3,61.5 b,62.7,64.6,65.8,67.2,68.4 b,70.4,71.8,72.9,73.6,76.8,78.8,79.8 b,80.8,81.1
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Spain,48.8 b,49.7,50.6,51.1,51.6,52.9,54.0,54.7,55.5,56.6 b,57.4,58.3,59.1,60.1,61.3,62.9,63.4 b,63.7,64.2
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",European Union - 27 countries (from 2020),69.0,69.6,70.3,71.1,71.6,72.2,73.0,73.8,74.7,75.5 b,76.1,76.6,77.2,77.8,78.5,79.0,79.0 b,79.4,79.8
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Finland,78.8,79.6,80.5,81.1,82.0,83.0,83.7,84.8,85.9,86.5 b,87.7,88.1,88.3,89.2,90.1,91.1,88.9 b,89.1,88.8
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",France,66.7,67.3,68.5,69.5,70.1,70.7,71.5,72.4,75.0 b,76.7 b,77.6,78.1,78.4,79.4,80.5,81.5,82.2 b,83.3,83.7
Annual,Total,From 25 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Croatia,72.8,74.1,75.7,76.7,77.5,77.3 b,78.2,81.0 b,81.8,82.8 b,83.0,82.5,83.6,84.9,85.6,86.5,87.4 b,88.2,89.2
