Time frequency,Statistical information,Unit of measure,Currency\Time,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,Average,National currency,Algerian dinar,111.42899,121.16146,125.33669,137.64132,133.66209,144.82579,159.7536,149.54942,146.84168,:
Annual,Average,National currency,Egyptian pound,8.54193,11.12308,20.09237,20.97721,18.79835,18.06844,18.54031,20.3095,33.269,:
Annual,Average,National currency,Israeli shekel,4.3122,4.2489,4.0622,4.2423,3.9901,3.9258,3.8208,3.5345,3.988,4.0067
Annual,Average,National currency,Jordanian dinar,0.78188,0.78109,0.80575,0.83608,0.79385,0.81194,0.83737,0.74426,0.76809,:
Annual,Average,National currency,Lebanese pound,1670.51,1666.27,1705.71,1782.68,1688.52,1724.92,1784.25,1588.07,15050.0,:
Annual,Average,National currency,Libyan dinar,1.527,1.53597,1.57737,1.61066,1.56528,1.58599,5.33304,5.05474,5.2099,:
Annual,Average,National currency,Moroccan dirham,10.83156,10.84323,10.94083,11.08873,10.77213,10.83595,10.63314,10.68512,10.95724,:
Annual,Average,National currency,Syrian pound,266.782,517.368,568.807,515.868,488.904,1482.231,2587.121,2939.541,8532.475,:
Annual,Average,National currency,Tunisian dinar,2.16467,2.36073,2.70872,3.10841,3.27374,3.20708,3.28759,3.23113,3.35228,:
Annual,Value at the end of the period,National currency,Algerian dinar,117.11265,116.58645,137.61955,135.3253,133.61965,162.35185,157.19125,146.0457,148.44165,:
Annual,Value at the end of the period,National currency,Egyptian pound,8.5247,19.15285,21.23325,20.40475,17.9954,19.28705,17.77615,26.2649,34.06335,:
Annual,Value at the end of the period,National currency,Israeli shekel,4.2481,4.0477,4.1635,4.2972,3.8845,3.9447,3.5159,3.7554,3.9993,3.7885
Annual,Value at the end of the period,National currency,Jordanian dinar,0.77349,0.74052,0.8495,0.81139,0.79522,0.87091,0.80319,0.75382,0.78409,:
Annual,Value at the end of the period,National currency,Lebanese pound,1646.64,1596.29,1806.59,1724.73,1686.89,1851.21,1701.52,1603.83,16695.0,:
Annual,Value at the end of the period,National currency,Libyan dinar,1.52245,1.5076,1.62805,1.58975,1.56485,1.6428,5.2028,5.1286,5.272,:
Annual,Value at the end of the period,National currency,Moroccan dirham,10.783,10.654,11.1885,10.9525,10.7645,10.9351,10.5165,11.1592,10.9445,:
Annual,Value at the end of the period,National currency,Syrian pound,342.145,522.275,517.345,498.43,489.02,1532.625,2843.145,3208.965,13777.295,:
Annual,Value at the end of the period,National currency,Tunisian dinar,2.19625,2.42585,2.9361,3.42895,3.1427,3.2918,3.25605,3.2807,3.39685,:
