Time frequency,Rail network segment (2020),Train category,Unit of measure\Time,2020.0
Annual,Hatvan - Fuzesabony,Passenger trains,Number,13365.0
Annual,Miskolc - Felsozsolca,Goods trains,Number,2486.0
Annual,Miskolc - Felsozsolca,Passenger trains,Number,16481.0
Annual,Hidasnemeti - Hid-Kec,Goods trains,Number,1474.0
Annual,Hidasnemeti - Hid-Kec,Passenger trains,Number,504.0
Annual,Nyiregyhaza - Zahony,Goods trains,Number,2076.0
Annual,Nyiregyhaza - Zahony,Passenger trains,Number,8562.0
Annual,Bekescsaba - Lokoshaza,Goods trains,Number,5030.0
Annual,Bekescsaba - Lokoshaza,Passenger trains,Number,8016.0
Annual,Kecskemet - Kiskunfelegyhaza,Goods trains,Number,1611.0
Annual,Kecskemet - Kiskunfelegyhaza,Passenger trains,Number,9438.0
Annual,Kunszentmiklos-Tass - Kiskunhalas,Goods trains,Number,1949.0
Annual,Kunszentmiklos-Tass - Kiskunhalas,Passenger trains,Number,3181.0
Annual,Pusztaszabolcs - Pincehely,Goods trains,Number,919.0
Annual,Pusztaszabolcs - Pincehely,Passenger trains,Number,6403.0
Annual,Pincehely - Dombovar,Goods trains,Number,798.0
Annual,Pincehely - Dombovar,Passenger trains,Number,4081.0
Annual,Kaposvar - Gyekenyes,Goods trains,Number,640.0
Annual,Kaposvar - Gyekenyes,Passenger trains,Number,4819.0
Annual,Siofok - Fonyod,Goods trains,Number,3018.0
Annual,Siofok - Fonyod,Passenger trains,Number,7379.0
Annual,Fonyod - Balatonszentgyorgy,Goods trains,Number,3177.0
Annual,Fonyod - Balatonszentgyorgy,Passenger trains,Number,8141.0
Annual,Balatonszentgyorgy - Nagykanizsa,Goods trains,Number,3125.0
Annual,Balatonszentgyorgy - Nagykanizsa,Passenger trains,Number,4239.0
Annual,Nagykanizsa - Murakeresztur,Goods trains,Number,3486.0
Annual,Nagykanizsa - Murakeresztur,Passenger trains,Number,4796.0
Annual,Pecs - Magyarboly,Goods trains,Number,927.0
Annual,Pecs - Magyarboly,Passenger trains,Number,4687.0
Annual,Magyarboly - Bel_Mag,Goods trains,Number,426.0
Annual,Magyarboly - Bel_Mag,Passenger trains,Number,1042.0
Annual,Tatabanya - Komarom,Goods trains,Number,12828.0
Annual,Tatabanya - Komarom,Passenger trains,Number,19996.0
Annual,Boba - Celldomolk,Goods trains,Number,1687.0
Annual,Boba - Celldomolk,Passenger trains,Number,11543.0
Annual,Szabadbattyan - Siofok,Goods trains,Number,3049.0
Annual,Szabadbattyan - Siofok,Passenger trains,Number,9307.0
Annual,Szabadbattyan - Balatonfured,Goods trains,Number,40.0
Annual,Szabadbattyan - Balatonfured,Passenger trains,Number,2743.0
Annual,Balatonfured - Tapolca,Goods trains,Number,19.0
Annual,Balatonfured - Tapolca,Passenger trains,Number,4076.0
Annual,Tapolca - Ukk,Goods trains,Number,263.0
Annual,Tapolca - Ukk,Passenger trains,Number,4369.0
Annual,Pusztaszabolcs - Dunaujvaros,Goods trains,Number,2477.0
Annual,Pusztaszabolcs - Dunaujvaros,Passenger trains,Number,4818.0
Annual,Bra-Raj - Hegyeshalom,Goods trains,Number,2664.0
Annual,Bra-Raj - Hegyeshalom,Passenger trains,Number,3497.0
Annual,Gyor - Bif Gyorszabadhegy,Goods trains,Number,12009.0
Annual,Gyor - Bif Gyorszabadhegy,Passenger trains,Number,28174.0
Annual,Hegyeshalom - Gyor,Goods trains,Number,9380.0
Annual,Hegyeshalom - Gyor,Passenger trains,Number,11873.0
Annual,Celldomolk - Szombathely,Goods trains,Number,662.0
Annual,Celldomolk - Szombathely,Passenger trains,Number,8429.0
Annual,Bif Gyorszabadhegy - Celldomolk,Goods trains,Number,532.0
Annual,Bif Gyorszabadhegy - Celldomolk,Passenger trains,Number,9891.0
Annual,Graz-Sze - Szentgotthard,Goods trains,Number,321.0
Annual,Graz-Sze - Szentgotthard,Passenger trains,Number,3453.0
Annual,Szekesfehervar - Boba,Goods trains,Number,2153.0
Annual,Szekesfehervar - Boba,Passenger trains,Number,7345.0
Annual,Budapest - Erd,Goods trains,Number,5121.0
Annual,Budapest - Erd,Passenger trains,Number,50959.0
Annual,Kom-Kom - Komarom,Goods trains,Number,2115.0
Annual,Kom-Kom - Komarom,Passenger trains,Number,3.0
Annual,Murakeresztur Hatar/Kotoriba - Murakeresztur,Goods trains,Number,355.0
Annual,Murakeresztur Hatar/Kotoriba - Murakeresztur,Passenger trains,Number,0.0
Annual,Gyekenyes Hatar/Botovo - Gyekenyes,Goods trains,Number,3921.0
Annual,Gyekenyes Hatar/Botovo - Gyekenyes,Passenger trains,Number,337.0
Annual,Dombovar - Kaposvar,Goods trains,Number,1034.0
Annual,Dombovar - Kaposvar,Passenger trains,Number,5470.0
Annual,Pecs - Dombovar,Goods trains,Number,1260.0
Annual,Pecs - Dombovar,Passenger trains,Number,6333.0
Annual,Stu-Szob - Szob,Goods trains,Number,3773.0
Annual,Stu-Szob - Szob,Passenger trains,Number,2196.0
Annual,Szolnok - Budapest,Goods trains,Number,3239.0
Annual,Szolnok - Budapest,Passenger trains,Number,26234.0
Annual,Kunszentmiklos-Tass - Budapest,Goods trains,Number,6975.0
Annual,Kunszentmiklos-Tass - Budapest,Passenger trains,Number,9608.0
Annual,Kelebia - Kiskunhalas,Goods trains,Number,2321.0
Annual,Kelebia - Kiskunhalas,Passenger trains,Number,3683.0
Annual,Kecskemet - Cegled,Goods trains,Number,1464.0
Annual,Kecskemet - Cegled,Passenger trains,Number,7176.0
Annual,Kiskunhalas - Kiskunfelegyhaza,Goods trains,Number,632.0
Annual,Kiskunhalas - Kiskunfelegyhaza,Passenger trains,Number,3212.0
Annual,Szeged - Kiskunfelegyhaza,Goods trains,Number,306.0
Annual,Szeged - Kiskunfelegyhaza,Passenger trains,Number,8465.0
Annual,Szajol - Szolnok,Goods trains,Number,9885.0
Annual,Szajol - Szolnok,Passenger trains,Number,25617.0
Annual,Bekescsaba - Szajol,Goods trains,Number,6008.0
Annual,Bekescsaba - Szajol,Passenger trains,Number,12590.0
Annual,Biharkeresztes - Puspokladany,Goods trains,Number,849.0
Annual,Biharkeresztes - Puspokladany,Passenger trains,Number,4269.0
Annual,Cop-Zah - Zahony,Goods trains,Number,254.0
Annual,Cop-Zah - Zahony,Passenger trains,Number,682.0
Annual,Hod-Zal - Zalalovo,Goods trains,Number,3109.0
Annual,Hod-Zal - Zalalovo,Passenger trains,Number,1892.0
Annual,Vac - Budapest,Goods trains,Number,3979.0
Annual,Vac - Budapest,Passenger trains,Number,52702.0
Annual,Fuzesabony - Hatvan,Goods trains,Number,5054.0
Annual,Fuzesabony - Hatvan,Passenger trains,Number,13389.0
Annual,Felsozsolca - Miskolc,Goods trains,Number,2199.0
Annual,Felsozsolca - Miskolc,Passenger trains,Number,16459.0
Annual,Hid-Kec - Hidasnemeti,Goods trains,Number,1282.0
Annual,Hid-Kec - Hidasnemeti,Passenger trains,Number,506.0
Annual,Zahony - Nyiregyhaza,Goods trains,Number,2338.0
Annual,Zahony - Nyiregyhaza,Passenger trains,Number,8090.0
Annual,Lokoshaza - Bekescsaba,Goods trains,Number,5092.0
Annual,Lokoshaza - Bekescsaba,Passenger trains,Number,8221.0
Annual,Kiskunfelegyhaza - Kecskemet,Goods trains,Number,1585.0
Annual,Kiskunfelegyhaza - Kecskemet,Passenger trains,Number,9239.0
Annual,Kiskunhalas - Kunszentmiklos-Tass,Goods trains,Number,1900.0
Annual,Kiskunhalas - Kunszentmiklos-Tass,Passenger trains,Number,3181.0
Annual,Pincehely - Pusztaszabolcs,Goods trains,Number,839.0
Annual,Pincehely - Pusztaszabolcs,Passenger trains,Number,6405.0
Annual,Dombovar - Pincehely,Goods trains,Number,721.0
Annual,Dombovar - Pincehely,Passenger trains,Number,4215.0
Annual,Gyekenyes - Kaposvar,Goods trains,Number,608.0
Annual,Gyekenyes - Kaposvar,Passenger trains,Number,4804.0
Annual,Fonyod - Siofok,Goods trains,Number,3293.0
Annual,Fonyod - Siofok,Passenger trains,Number,7690.0
Annual,Balatonszentgyorgy - Fonyod,Goods trains,Number,3472.0
Annual,Balatonszentgyorgy - Fonyod,Passenger trains,Number,8278.0
Annual,Nagykanizsa - Balatonszentgyorgy,Goods trains,Number,3375.0
Annual,Nagykanizsa - Balatonszentgyorgy,Passenger trains,Number,4441.0
Annual,Murakeresztur - Nagykanizsa,Goods trains,Number,3764.0
Annual,Murakeresztur - Nagykanizsa,Passenger trains,Number,4568.0
Annual,Magyarboly - Pecs,Goods trains,Number,875.0
Annual,Magyarboly - Pecs,Passenger trains,Number,4667.0
Annual,Bel_Mag - Magyarboly,Goods trains,Number,426.0
Annual,Bel_Mag - Magyarboly,Passenger trains,Number,1042.0
Annual,Komarom - Tatabanya,Goods trains,Number,12293.0
Annual,Komarom - Tatabanya,Passenger trains,Number,20085.0
Annual,Celldomolk - Boba,Goods trains,Number,1855.0
Annual,Celldomolk - Boba,Passenger trains,Number,11829.0
Annual,Siofok - Szabadbattyan,Goods trains,Number,3320.0
Annual,Siofok - Szabadbattyan,Passenger trains,Number,9588.0
Annual,Balatonfured - Szabadbattyan,Goods trains,Number,34.0
Annual,Balatonfured - Szabadbattyan,Passenger trains,Number,2759.0
Annual,Tapolca - Balatonfured,Goods trains,Number,12.0
Annual,Tapolca - Balatonfured,Passenger trains,Number,4094.0
Annual,Ukk - Tapolca,Goods trains,Number,283.0
Annual,Ukk - Tapolca,Passenger trains,Number,4658.0
Annual,Dunaujvaros - Pusztaszabolcs,Goods trains,Number,2276.0
Annual,Dunaujvaros - Pusztaszabolcs,Passenger trains,Number,5159.0
