Time frequency,Income and living conditions indicator,Geopolitical entity (reporting)\Time,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Gini coefficient (scale from 0 to 100),Albania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,47.5,45.3,44.1,42.7,43.1,:,:
Annual,Gini coefficient (scale from 0 to 100),Austria,46.2,43.9,45.0,45.0,46.3,46.3 b,46.8,47.9,47.6,47.1,47.0,47.8,47.6,47.3,47.5,46.3,47.6,46.7,47.5,47.4 b,47.4
Annual,Gini coefficient (scale from 0 to 100),Belgium,50.8,48.6,50.6,48.7,46.7,48.0,46.6,46.5,47.1,47.7,47.1,47.6,48.0,48.7,48.5,46.9,46.2 b,46.1,47.4,46.6 b,46.2
Annual,Gini coefficient (scale from 0 to 100),Bulgaria,:,:,:,52.8,50.4,49.7,46.4,46.7,48.1,47.5,49.1,50.8,51.6,52.8 b,55.2,54.8,54.5,53.4,54.0,52.4 b,52.9
Annual,Gini coefficient (scale from 0 to 100),Switzerland,:,:,:,:,46.5,48.1,48.1,48.9,48.9,47.7,47.9,50.2 b,50.3,51.8,52.2,52.4,54.1,54.5,55.8,55.4,54.7
Annual,Gini coefficient (scale from 0 to 100),Cyprus,:,:,38.2,37.7,37.3,39.0 b,39.4,42.4,42.3,43.9,45.1,46.7,49.9,50.2,48.6,47.6,47.4,46.2,46.0,42.1 b,40.9
Annual,Gini coefficient (scale from 0 to 100),Czechia,:,:,46.0,45.2,44.9,44.1,43.7,43.8,44.1,44.5,44.1,45.0,44.9,44.9,43.7,42.4,42.1,42.3,44.1,43.1 b,42.6
Annual,Gini coefficient (scale from 0 to 100),Germany,:,:,49.1,55.2,54.4,56.0,54.4,55.4,55.5,54.4,56.4,57.7,56.4,55.5,54.4,56.4,55.4,54.9 b,56.4,48.9 b,48.9
Annual,Gini coefficient (scale from 0 to 100),Denmark,46.4,44.7,44.5,44.2,45.2,46.4,58.8,51.3 b,50.8 b,51.2,51.4,53.1,51.7,50.7,49.9,49.0,48.6,49.4 b,49.2,48.6 b,48.4
Annual,Gini coefficient (scale from 0 to 100),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",:,:,:,:,:,49.1,48.8,49.6,50.4,50.4,51.3,51.9 e,51.6 e,51.6 e,50.8 e,51.0 e,50.5,51.3 b,53.3,:,:
Annual,Gini coefficient (scale from 0 to 100),Euro area - 18 countries (2014),:,48.6,48.2,49.7,49.3,49.0,48.7,49.6,50.4,50.4,51.3,51.9,51.5,51.6,50.8,51.0,50.5,51.4 b,:,:,:
Annual,Gini coefficient (scale from 0 to 100),Euro area - 19 countries  (2015-2022),:,:,48.2,49.7,49.3,49.0,48.8,49.6,50.4,50.4,51.3,51.9,51.6,51.6,50.8,51.0,50.5,51.3 b,53.3,:,:
Annual,Gini coefficient (scale from 0 to 100),Euro area – 20 countries (from 2023),:,:,:,:,:,:,:,:,:,:,:,51.9,51.5,51.6,50.8,51.0,50.5,51.3,52.9,49.6,49.0
Annual,Gini coefficient (scale from 0 to 100),Estonia,:,52.5,49.4,47.4,46.9,44.2,45.1,47.4,48.2,47.9,48.0,50.9 b,49.1,46.9,45.7,44.1,44.5,44.7,45.5,45.3 b,45.4
Annual,Gini coefficient (scale from 0 to 100),Greece,49.0,47.7,48.1,48.9,49.4,49.1,49.4,49.1,51.9,56.9,61.6,61.0,60.7,60.7,58.2,57.0,55.1,53.9,54.1,51.7 b,52.6
Annual,Gini coefficient (scale from 0 to 100),Spain,:,47.7,46.0,45.6,45.4,43.4 b,44.5,46.8,48.8,48.7,49.3,50.9,50.8,50.7,49.7,48.7,48.4,46.9,50.1,48.1 b,46.3
Annual,Gini coefficient (scale from 0 to 100),"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",:,:,:,:,:,49.6,49.6,50.1,50.7,50.9,51.4,51.9 e,51.8 e,51.6 e,51.0 e,51.1 e,50.6 e,:,:,:,:
Annual,Gini coefficient (scale from 0 to 100),European Union - 27 countries (2007-2013),:,:,49.7 e,50.2 e,49.6,49.6,49.6,50.1,50.8,50.9,51.5,52.0,51.8,51.6,51.1,51.1,50.7 e,:,:,:,:
Annual,Gini coefficient (scale from 0 to 100),European Union - 27 countries (from 2020),:,:,:,:,:,:,:,49.6,50.4,50.2,51.0,51.6 e,51.3 e,51.2 e,50.6 e,50.7 e,50.2 e,50.5 b,51.9,48.8,48.4
Annual,Gini coefficient (scale from 0 to 100),European Union - 28 countries (2013-2020),:,:,:,:,:,:,:,50.1,50.7,50.9,51.4,51.9,51.8,51.6,51.0,51.1,50.6 e,:,:,:,:
Annual,Gini coefficient (scale from 0 to 100),Finland,:,46.2,46.3,46.0,46.4,45.4,44.9,45.8,46.6,46.4,46.5,47.5,47.4,48.4,48.4,48.8,48.7,48.9,49.4,49.5,48.5
Annual,Gini coefficient (scale from 0 to 100),France,:,50.6,49.6,50.7,49.9,48.8 b,48.7,49.2,49.7,49.8,50.0,49.7,50.2,50.8,50.9,50.9,51.0,57.8 b,58.8,55.3 b,54.5
Annual,Gini coefficient (scale from 0 to 100),Croatia,:,:,:,:,:,:,:,48.2,49.4,49.6,49.3,48.6,49.3,48.5,47.8,49.8,48.7,47.2,48.5,44.7 b,45.0 b
