Annual,Gini coefficient (scale from 0 to 100),Hungary,:,:,51.5,55.5,48.8,49.6,49.2,49.3,52.7,51.6,53.0,52.9,51.5,51.3,50.7,49.1,47.9,44.2,47.4,42.9 b,43.2
Annual,Gini coefficient (scale from 0 to 100),Ireland,44.2,46.8,48.7,48.5,48.2,48.2,50.1,53.9,54.1,53.5,54.3,53.6,51.0,49.9,49.6,47.6,45.6 b,46.2 b,46.5,44.7 b,44.0
Annual,Gini coefficient (scale from 0 to 100),Iceland,:,36.4,37.3,38.0,39.0,38.2,39.2,39.4,40.4,41.3,40.7,39.3,41.8,39.7,40.3,39.0,44.1,:,:,:,:
Annual,Gini coefficient (scale from 0 to 100),Italy,:,48.0,48.3,47.9,47.7,46.7,47.0,47.5,48.7,48.3,49.4,49.1,48.6,49.4,48.3,48.5,47.9,47.6,49.8,49.2 b,48.0
Annual,Gini coefficient (scale from 0 to 100),Lithuania,:,:,51.8,49.3,46.9,48.5,51.2,55.1,53.7,51.1,53.2,51.8,53.7,52.3,52.0,51.1,50.3,49.6,51.2,51.5 b,51.2
Annual,Gini coefficient (scale from 0 to 100),Luxembourg,44.6,43.2,43.5,44.6,44.0,44.0,47.0,46.3,45.7,47.8,49.5,48.0,48.1,48.6 b,48.9,52.6,52.3,58.5 b,52.2 b,44.4 b,45.2
Annual,Gini coefficient (scale from 0 to 100),Latvia,:,:,51.1,51.6,47.2,47.2,47.9,50.9,52.3,52.1,50.8,50.3,49.1,47.6,47.2,48.1,47.7,46.8,48.2,46.9 b,47.0
Annual,Gini coefficient (scale from 0 to 100),Montenegro,:,:,:,:,:,:,:,:,:,:,55.4,52.6,52.0,51.4,53.3,47.9,46.8,45.3,46.7,44.2,:
Annual,Gini coefficient (scale from 0 to 100),North Macedonia,:,:,:,:,:,:,:,:,:,54.2,52.3,50.7,48.7,48.7,48.3,47.0,44.7,46.1,:,:,:
Annual,Gini coefficient (scale from 0 to 100),Malta,:,:,40.1,40.5,40.4,41.6,40.9,42.7,42.3,42.7,44.0,44.1,44.2,44.5,43.6,44.0,42.9,43.9,45.0,44.9 b,44.0
Annual,Gini coefficient (scale from 0 to 100),Netherlands,:,:,44.9,44.2,45.4,45.5,45.3,44.2,45.8,46.1,44.9,45.8,46.1,46.5 b,46.4,46.6,46.4,47.1,47.0,46.5 b,47.1
Annual,Gini coefficient (scale from 0 to 100),Norway,42.1,42.1,46.9,55.1,43.1,43.1,40.5,45.8,47.7,41.7,40.4,42.6,44.2,46.5,48.2,51.0,46.5,46.8,45.6 b,46.7,42.5 b
Annual,Gini coefficient (scale from 0 to 100),Poland,:,:,56.1,53.0,51.4,49.8,48.2,47.9,47.8,47.5,47.7,47.9,47.9,46.7,47.3,46.3,46.5,45.3,44.7,44.1 b,44.4
Annual,Gini coefficient (scale from 0 to 100),Portugal,:,50.8,51.2,51.4,51.0,50.2,50.7,50.0,50.3,55.9,55.9,60.4,59.7,60.5,58.2,56.5,55.0,54.4,55.9,48.9 b,49.7
Annual,Gini coefficient (scale from 0 to 100),Romania,:,:,:,:,55.6,54.7,54.0,53.2,53.4,52.9,53.2,53.2,53.2,53.3,51.6,54.6,52.1,50.5,52.2,49.7 b,50.1
Annual,Gini coefficient (scale from 0 to 100),Serbia,:,:,:,:,:,:,:,:,:,:,57.1,59.3,61.3,61.7,59.8,57.0,52.0,52.0,52.9,46.8,:
Annual,Gini coefficient (scale from 0 to 100),Sweden,:,44.3,44.2,43.2,44.3,55.8 b,55.1,56.0,58.3,55.3,55.6,57.8,56.7,57.7,57.6,57.1,57.3,56.0,56.9,46.7 b,48.1
Annual,Gini coefficient (scale from 0 to 100),Slovenia,:,:,42.6,41.8,41.0,40.4,39.4,42.1,42.6,43.1,44.1,44.3,43.9,43.6,43.1,42.5,42.7,42.3,42.8,41.5 b,41.4
Annual,Gini coefficient (scale from 0 to 100),Slovakia,:,:,45.2,44.7,42.2,41.1,41.3,43.3,42.9,42.1,41.3,42.8,40.4,41.2,39.3,37.2,39.1,38.1,39.7,39.1 b,37.7
Annual,Gini coefficient (scale from 0 to 100),Türkiye,:,:,:,50.8,49.0,49.2,50.8,51.0,50.3,49.9,49.5,49.1,50.2,51.2,51.5,51.7,50.7,51.4,52.9,54.6,53.5
Annual,Gini coefficient (scale from 0 to 100),United Kingdom,:,:,53.7,51.0,50.4,51.9,53.0,53.6,53.4,55.3 b,54.5,54.2,55.4,54.0,54.0 b,53.7,:,:,:,:,:
Annual,Gini coefficient (scale from 0 to 100),Kosovo*,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,51.4,:,:,:,:,:
