Time frequency,Type of building,Unit of measure,Geopolitical entity (reporting)\Time,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,1-bedroom flats,Square metre,Tiranë (Tirana),70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
Annual,1-bedroom flats,Square metre,Wien,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
Annual,1-bedroom flats,Square metre,Sarajevo,:,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
Annual,1-bedroom flats,Square metre,Bruxelles/Brussel,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
Annual,1-bedroom flats,Square metre,Sofia,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
Annual,1-bedroom flats,Square metre,Bern (Berne),70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
Annual,1-bedroom flats,Square metre,Genève,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
Annual,1-bedroom flats,Square metre,Lefkosia,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
Annual,1-bedroom flats,Square metre,Praha,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
Annual,1-bedroom flats,Square metre,Berlin,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
Annual,1-bedroom flats,Square metre,Karlsruhe,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
Annual,1-bedroom flats,Square metre,München,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
Annual,1-bedroom flats,Square metre,Bonn,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,:,:,:
Annual,1-bedroom flats,Square metre,København,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Annual,1-bedroom flats,Square metre,Tallinn,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Annual,1-bedroom flats,Square metre,Athina,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
Annual,1-bedroom flats,Square metre,Madrid,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Annual,1-bedroom flats,Square metre,Helsinki,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Annual,1-bedroom flats,Square metre,Paris,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Annual,1-bedroom flats,Square metre,Zagreb,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
Annual,1-bedroom flats,Square metre,Budapest,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Annual,1-bedroom flats,Square metre,Dublin,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Annual,1-bedroom flats,Square metre,Reykjavik,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Annual,1-bedroom flats,Square metre,Roma,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
Annual,1-bedroom flats,Square metre,Varese,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
Annual,1-bedroom flats,Square metre,Vilnius,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Annual,1-bedroom flats,Square metre,Luxembourg,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
Annual,1-bedroom flats,Square metre,Riga,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
Annual,1-bedroom flats,Square metre,Podgorica,50.0,50.0,70.0,70.0,70.0,70.0,50.0,50.0,50.0,50.0,50.0
Annual,1-bedroom flats,Square metre,Skopje,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Annual,1-bedroom flats,Square metre,Valletta,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Annual,1-bedroom flats,Square metre,Den Haag,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
Annual,1-bedroom flats,Square metre,Oslo,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
Annual,1-bedroom flats,Square metre,Warszawa,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
