Time frequency,Indicator used in Euro_Med,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0
Annual,"Number of main telephone lines per 1,000 inhabitants (per 1000 Inhab)",Algeria,78.1,86.3,91.2,88.8,73.2,81.2,83.3,87.7,82.0,79.2,81.8,83.4,98.3,97.7
Annual,"Number of main telephone lines per 1,000 inhabitants (per 1000 Inhab)",Egypt,144.0,148.0,150.0,156.0,132.0,121.0,107.0,102.0,80.0,72.0,69.3,66.4,68.6,80.2
Annual,"Number of main telephone lines per 1,000 inhabitants (per 1000 Inhab)",Israel,278.0,277.0,277.0,274.0,269.0,266.0,260.1,261.0,247.5,235.0,222.9,206.4,193.2,177.3
Annual,"Number of main telephone lines per 1,000 inhabitants (per 1000 Inhab)",Jordan,112.0,108.0 e,97.7,:,:,:,:,:,:,:,:,:,:,:
Annual,"Number of main telephone lines per 1,000 inhabitants (per 1000 Inhab)",Libya,:,414.4,:,:,:,1095.9,:,1095.9,:,:,:,:,:,:
Annual,"Number of main telephone lines per 1,000 inhabitants (per 1000 Inhab)",Morocco,45.0,42.4,78.5,97.0,112.8,119.0,110.8,100.8,89.0,75.0,65.7,61.2,58.7,62.4
Annual,"Number of main telephone lines per 1,000 inhabitants (per 1000 Inhab)",Palestine*,94.0 i,89.0 i,98.0 i,97.0 i,94.0,95.0,91.0 i,97.3,96.7,93.9,91.9,94.9,105.0,101.4
Annual,"Number of main telephone lines per 1,000 inhabitants (per 1000 Inhab)",Tunisia,124.5,124.4,123.6,119.1,121.5,122.0,114.0,101.0,93.0,86.0,84.0,86.0,97.0,:
Annual,"Number of subscriptions to cellular mobile telephone services per 1,000 inhabitants (per 1000 Inhab)",Algeria,415.2,627.2,808.4,781.5,928.0,911.1,970.0,1000.9,1034.8,1107.0,1062.6,1098.2,1076.7,1209.3
Annual,"Number of subscriptions to cellular mobile telephone services per 1,000 inhabitants (per 1000 Inhab)",Egypt,191.0,247.0,404.0,542.0,711.0,887.0,1023.0,1157.0,1162.0,1084.0,1044.0,1061.0,1051.8,956.0
Annual,"Number of subscriptions to cellular mobile telephone services per 1,000 inhabitants (per 1000 Inhab)",Israel,595.0,615.0,634.0,655.0,678.0,674.5,678.0,691.0,708.0,728.0,743.5,752.7,761.6,772.2
Annual,"Number of subscriptions to cellular mobile telephone services per 1,000 inhabitants (per 1000 Inhab)",Jordan,573.0,775.2 e,833.7,:,:,:,:,:,:,:,:,:,:,:
Annual,"Number of subscriptions to cellular mobile telephone services per 1,000 inhabitants (per 1000 Inhab)",Libya,:,855.8,:,:,:,1643.8,:,1643.8,:,:,:,:,:,:
Annual,"Number of subscriptions to cellular mobile telephone services per 1,000 inhabitants (per 1000 Inhab)",Morocco,411.0,535.4,656.6,739.8,811.8,1014.9,1135.7,1196.9,1291.3,1329.6,1272.7,1226.5,1260.1,1270.3
Annual,"Number of subscriptions to cellular mobile telephone services per 1,000 inhabitants (per 1000 Inhab)",Palestine*,148.0 i,210.0 i,271.0 i,344.0,457.0 i,590.0,685.0 i,788.0,784.0,766.0,798.0,803.1,886.0,873.6
Annual,"Number of subscriptions to cellular mobile telephone services per 1,000 inhabitants (per 1000 Inhab)",Tunisia,562.3,719.8,761.6,826.5,931.1,1049.0,1156.0,1186.0,1161.0,1291.0,1300.0,1256.0,1245.0,:
