Time frequency,Energy consumption,product,unit,geo\TIME_PERIOD,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Consumption from 2 500 kWh to 4 999 kWh - band DC,6000.0,PC,EA,18.9439,21.6885,25.5294,32.6047,32.036,:,:
Annual,Consumption from 2 500 kWh to 4 999 kWh - band DC,6000.0,PC,EE,23.8917,20.3772,27.1691,26.836,16.701,21.4844,22.5827
Annual,Consumption from 2 500 kWh to 4 999 kWh - band DC,6000.0,PC,EL,42.79,42.58,41.45,39.61,40.45,40.0569,44.09
Annual,Consumption from 2 500 kWh to 4 999 kWh - band DC,6000.0,PC,ES,:,:,34.5307,36.6875,34.1,33.9,35.6732
Annual,Consumption from 2 500 kWh to 4 999 kWh - band DC,6000.0,PC,EU27_2020,23.0995,25.7197,29.4668,30.6996,30.2268,30.0659,:
Annual,Consumption from 2 500 kWh to 4 999 kWh - band DC,6000.0,PC,FI,10.62,10.0,10.0,10.4,9.8064,9.5314,10.09
Annual,Consumption from 2 500 kWh to 4 999 kWh - band DC,6000.0,PC,FR,21.4456,22.0203,22.6535,25.2573,24.6383,24.7695,26.89
Annual,Consumption from 2 500 kWh to 4 999 kWh - band DC,6000.0,PC,GE,:,29.1,28.2,28.5,27.4,23.3,25.6
Annual,Consumption from 2 500 kWh to 4 999 kWh - band DC,6000.0,PC,HR,35.25,33.52,33.4426,34.9153,32.4641,32.2382,33.1556
Annual,Consumption from 2 500 kWh to 4 999 kWh - band DC,6000.0,PC,HU,37.455,38.3996,38.3141,36.8532,35.9954,34.6069,32.2793
Annual,Consumption from 2 500 kWh to 4 999 kWh - band DC,6000.0,PC,IE,36.5259,33.4063,35.6284,35.261,34.0368,36.0154,35.5576
Annual,Consumption from 2 500 kWh to 4 999 kWh - band DC,6000.0,PC,IS,21.5424,19.8658,21.9116,22.005,21.0787,20.069,18.3483
Annual,Consumption from 2 500 kWh to 4 999 kWh - band DC,6000.0,PC,IT,:,35.9036,41.175,40.84,41.535,40.81,37.8827
Annual,Consumption from 2 500 kWh to 4 999 kWh - band DC,6000.0,PC,LI,:,27.7487,27.4962,27.2993,26.1778,26.7969,27.0225
Annual,Consumption from 2 500 kWh to 4 999 kWh - band DC,6000.0,PC,LT,28.0057,27.6143,27.5441,28.929,27.7113,24.044,23.8474
Annual,Consumption from 2 500 kWh to 4 999 kWh - band DC,6000.0,PC,LU,31.25,33.05,32.05,33.28,30.5,29.3,29.6
Annual,Consumption from 2 500 kWh to 4 999 kWh - band DC,6000.0,PC,LV,18.5848,28.01,27.81,32.162,28.6592,26.1214,28.4797
Annual,Consumption from 2 500 kWh to 4 999 kWh - band DC,6000.0,PC,MD,10.7138,12.0958,14.3471,13.3501,14.2784,14.2644,12.8317
Annual,Consumption from 2 500 kWh to 4 999 kWh - band DC,6000.0,PC,ME,24.3926,26.0739,26.4852,28.6908,27.5667,26.1223,25.5696
Annual,Consumption from 2 500 kWh to 4 999 kWh - band DC,6000.0,PC,MK,24.7103,26.0862,22.3271,24.406,23.0971,23.8976,26.6026
Annual,Consumption from 2 500 kWh to 4 999 kWh - band DC,6000.0,PC,MT,38.3959,38.4417,33.7052,33.6528,31.2634,29.9866,32.407
Annual,Consumption from 2 500 kWh to 4 999 kWh - band DC,6000.0,PC,NL,42.0,42.0,41.0,41.0,41.0,41.0,39.0
Annual,Consumption from 2 500 kWh to 4 999 kWh - band DC,6000.0,PC,NO,5.19,5.19,5.19,5.19,5.19,2.1325,2.985
Annual,Consumption from 2 500 kWh to 4 999 kWh - band DC,6000.0,PC,PL,33.229,32.689,30.2115,33.7242,33.0838,30.813,30.1226
Annual,Consumption from 2 500 kWh to 4 999 kWh - band DC,6000.0,PC,PT,38.1,38.21,37.1,37.8,37.706,36.231,36.5
Annual,Consumption from 2 500 kWh to 4 999 kWh - band DC,6000.0,PC,RO,20.5102,20.0341,20.3709,24.0182,24.5641,24.9449,25.2534
Annual,Consumption from 2 500 kWh to 4 999 kWh - band DC,6000.0,PC,RS,27.172,28.7552,29.0369,28.5095,26.0946,27.4016,29.197
Annual,Consumption from 2 500 kWh to 4 999 kWh - band DC,6000.0,PC,SE,8.0,8.0,8.0,8.51,8.51,8.51,8.0257
Annual,Consumption from 2 500 kWh to 4 999 kWh - band DC,6000.0,PC,SI,30.7,30.0,29.5896,29.4,27.1191,26.5672,27.5294
Annual,Consumption from 2 500 kWh to 4 999 kWh - band DC,6000.0,PC,SK,33.0,32.4,32.2,31.3,30.8,30.9,30.4
Annual,Consumption from 2 500 kWh to 4 999 kWh - band DC,6000.0,PC,TR,26.9201,29.3875,29.6997,31.9607,32.9578,29.5915,28.8896
Annual,Consumption from 2 500 kWh to 4 999 kWh - band DC,6000.0,PC,UA,:,27.9078,27.9692,33.2148,:,:,:
Annual,Consumption from 2 500 kWh to 4 999 kWh - band DC,6000.0,PC,XK,21.1439,19.85,50.3494,47.4228,42.2459,43.8025,45.5344
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,AL,:,:,:,0.0000 e,:,1.0000 e,:
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,AT,39.8,39.1,39.5,39.2,39.4,40.6,39.3
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,BA,47.953,47.2478,47.3313,49.3573,48.6705,48.3631,49.1249
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,BE,36.4468,35.4857,32.7276,31.8368,32.9553,33.4449,34.0767
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,BG,45.7,44.8568,43.9295,46.7044,47.1185,47.5732,47.4272
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,CY,:,43.7342,44.1701,47.6039,46.1228,35.4161,37.7414
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,CZ,38.0,38.0,38.0,41.0,37.0,37.0,37.0
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,DE,22.0,23.0,20.6327,20.14,22.905,21.79,20.87
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,DK,28.0,28.0,27.8,28.3,28.3,28.3,28.3
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,EA,22.9875,23.7049,25.8082,30.3547,30.9184,:,:
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,EE,41.4081,41.4748,37.0161,40.5476,42.7137,46.6545,46.2984
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,EL,37.6,31.89,33.85,32.79,37.37,33.301,23.05
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,ES,:,:,21.8385,25.8346,21.8,21.6,20.8795
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,EU27_2020,27.4959,28.1946,30.1044,30.1534,30.9107,32.1083,:
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,FI,37.87,35.0,37.0,39.0,38.059,36.8701,42.15
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,FR,53.8906,54.056,54.4963,52.4934,52.3934,52.2821,51.9342
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,GE,:,10.1,9.8,10.5,11.5,9.4,9.9
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,HR,39.55,41.06,40.9146,39.7977,42.247,40.9295,38.9631
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,HU,23.732,24.0959,24.6846,22.7381,24.5272,26.8066,18.7942
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,IE,42.7928,44.688,43.1355,43.5207,46.393,43.1003,41.7189
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,IS,34.8757,31.9483,34.1495,33.7376,34.1937,33.5621,32.5042
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,IT,:,8.4365,10.761,10.68,12.139,13.19,11.6634
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,LI,:,48.8523,48.9013,48.9952,49.1998,47.9201,46.2959
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,LT,23.1053,25.3778,24.5848,25.6047,24.7386,23.3944,18.6345
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,LU,41.13,40.22,38.89,38.29,40.68,41.3,40.4
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,LV,7.4119,23.48,23.29,20.7066,22.2678,20.448,12.88
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,MD,2.6903,3.1092,3.1237,3.0537,3.6488,3.9484,3.5952
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,ME,55.769,53.9815,53.0345,53.5023,51.4332,53.1929,53.5182
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,MK,56.1877,55.2523,57.4142,57.2069,56.8822,54.6104,52.7582
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,MT,39.5275,39.842,48.049,48.3181,51.3794,53.4348,50.6594
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,NL,27.0,27.0,23.0,22.0,22.0,22.0,21.0
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,NO,44.17,44.17,44.17,44.17,44.17,27.5544,35.1563
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,PL,18.3975,18.189,16.4864,18.9943,19.6466,17.6532,17.3175
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,PT,23.0,23.04,22.6,23.6,25.949,25.257,25.01
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,RO,9.4349,11.5056,9.8625,11.541,12.9173,13.9867,11.5384
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,RS,58.1204,56.408,55.7768,56.1813,59.2915,57.4351,55.8788
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,SE,34.0,34.0,34.0,39.5,39.5,39.5,42.1678
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,SI,45.0,45.8,46.1572,46.6,48.8017,48.327,47.7261
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,SK,28.8,29.3,29.7,31.0,32.0,31.8,32.0
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,TR,11.9879,10.3136,11.1387,9.6913,9.0808,8.772,8.0775
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,UA,:,14.7826,14.4332,19.7873,:,:,:
Annual,Consumption from 5 000 kWh to 14 999 kWh - band DD,6000.0,PC,XK,67.595,67.5416,24.4698,31.0975,35.874,33.1595,32.7785
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,AL,:,:,:,100.0000 e,100.0000 e,0.0000 e,100.0000 e
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,AT,10.6,12.0,11.4,10.9,11.6,12.9,12.6
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,BA,6.1648,6.0565,6.4071,6.2455,6.7731,7.0752,6.4294
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,BE,7.5296,6.3861,6.5983,5.6968,5.469,6.369,6.974
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,BG,5.7,5.4224,4.6743,5.1408,5.087,5.6332,5.8824
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,CY,:,4.9963,8.0339,8.025,7.6378,6.6585,6.5909
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,CZ,14.0,16.0,20.0,17.0,18.0,18.0,18.0
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,DE,4.0,9.0,7.5276,7.06,7.519,7.92,9.09
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,DK,27.0,27.0,25.8,24.3,24.3,24.3,24.3
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,EA,: u,7.5542,8.014,7.6848,8.5276,:,:
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,EE,15.9377,19.3565,17.1845,15.3862,18.5293,15.4545,15.9105
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,EL,7.0,4.36,4.83,3.92,4.01,4.6516,2.9
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,ES,:,:,10.6308,9.5646,12.0,12.4,7.2096
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,EU27_2020,: u,10.488,10.9847,10.3823,10.7197,12.4052,:
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,FI,41.79,46.0,43.0,41.2,43.5534,44.3659,36.43
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,FR,14.1507,13.3053,11.8364,10.876,12.1303,11.9168,9.2937
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,GE,:,3.7,3.3,3.6,3.6,3.6,5.1
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,HR,4.65,6.01,6.0909,4.989,6.191,7.2408,6.876
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,HU,3.6727,1.9284,2.0132,2.0868,2.7065,3.3434,3.1521
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,IE,7.9825,9.9292,8.3202,8.1446,8.2869,7.7856,7.8402
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,IS,34.3084,39.192,33.4246,33.0844,34.0237,34.6294,37.4733
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,IT,:,1.0246,1.265,1.436,1.352,1.61,1.7236
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,LI,:,10.1592,10.1307,9.8545,11.4163,10.4863,9.9389
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,LT,5.8353,7.2131,6.3469,5.8526,6.5814,6.0058,4.2079
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,LU,14.6,11.93,14.54,13.15,15.0,16.0,15.9
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,LV,1.8923,8.55,8.55,8.8507,10.1668,9.7889,9.7945
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,MD,1.5241,1.5508,1.4561,1.4679,4.3446,1.6536,1.6031
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,ME,9.9201,9.4377,9.7912,6.7154,9.3813,10.2619,11.0692
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,MK,9.4381,9.3458,12.1947,9.8244,11.2857,11.8481,9.8288
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,MT,3.7405,3.5227,4.3223,4.0189,4.519,4.8293,4.1393
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,NL,: u,10.0,11.0,11.0,11.0,9.0,8.0
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,NO,49.07,49.07,49.07,49.07,49.07,69.791,61.073
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,PL,5.6625,4.7853,4.3203,5.2248,5.22,4.6541,4.3803
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,PT,5.1,5.04,5.3,5.2,6.02,7.676,6.72
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,RO,2.4217,5.5678,2.978,3.1011,4.0325,5.1193,6.9396
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,RS,5.1146,4.5879,4.6817,4.7196,6.2786,5.9614,4.8817
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,SE,51.0,51.0,51.0,44.64,44.64,44.64,41.8654
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,SI,7.5,9.1,9.0866,8.9,10.3143,11.2888,9.6184
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,SK,7.6,7.8,8.1,8.0,9.4,9.3,8.6
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,TR,5.6199,4.5291,4.2166,3.9403,4.2448,5.4547,7.3087
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,UA,:,4.9705,5.5667,6.5899,:,:,:
Annual,Consumption 15 000 kWh or over - band DE,6000.0,PC,XK,5.2287,7.0675,2.0506,3.1656,5.41,4.6435,3.0587
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,AL,:,:,:,0.0000 e,:,18.0000 e,:
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,AT,2.3,2.6,2.4,2.6,2.5,2.3,2.6
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,BA,2.072,2.1471,2.1687,2.0613,2.1385,2.2051,2.1767
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,BE,1.8216,2.1941,2.6196,3.1052,3.3223,3.0917,3.9429
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,BG,3.3,3.4606,4.0404,3.3751,3.6247,3.4888,3.5155
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,CY,:,2.2515,1.9619,1.8006,1.8902,2.7373,2.4159
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,CZ,6.0,5.0,4.0,5.0,5.0,5.0,5.0
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,DE,4.0,4.0,5.4595,6.46,5.415,6.44,7.0
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,DK,3.0,3.0,2.5,2.5,2.5,2.5,2.5
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,EA,1.6049,3.4689,3.2103,3.9767,3.9311,:,:
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,EE,2.3144,3.7855,3.6123,3.2863,2.9461,3.5426,3.4344
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,EL,1.98,3.59,3.39,4.34,3.12,4.4503,5.0
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,ES,:,:,5.345,4.1677,5.8,5.1,6.3383
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,EU27_2020,2.7306,4.5828,4.3239,4.325,4.4322,4.5887 e,:
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,FI,1.93,2.0,2.0,1.6,1.4402,2.0633,3.32
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,FR,1.3666,1.4848,1.4336,1.412,1.4301,1.4308,1.387
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,GE,:,10.2,10.6,9.6,9.9,17.6,11.6
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,HR,3.83,3.59,3.6311,3.6157,3.7302,3.6259,3.9071
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,HU,6.4982,6.5109,6.29,7.3358,7.3941,6.3696,9.4313
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,IE,2.2685,2.7639,2.6772,2.779,2.5064,2.7855,3.9343
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,IS,0.8307,0.8085,0.9477,1.0103,0.9713,1.105,1.2235
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,IT,:,19.9581,7.492,7.406,7.467,7.72,9.1826
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,LI,:,1.7659,1.8255,1.7639,1.6351,1.984,2.3426
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,LT,10.5148,9.4437,10.1317,9.334,13.3106,20.3382,24.2428
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,LU,1.58,1.94,1.73,1.78,1.75,1.6,1.7
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,LV,32.3056,9.16,9.57,10.5595,10.2747,12.0322,14.1465
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,MD,41.2484,38.9805,36.4518,36.1626,32.693,35.8503,38.0054
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,ME,2.0401,2.1503,2.1872,2.3665,2.3006,2.2339,2.0868
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,MK,2.2152,1.7984,1.6202,1.5894,1.8106,1.9958,2.1792
