Time frequency,Type of vessel,Unit of measure,Geopolitical entity (reporting)\Time,Janvier-Mars 2015,Avril-Juin 2015,Jullet-Septembre 2015,Octobre-Décembre 2015,Janvier-Mars 2016,Avril-Juin 2016,Jullet-Septembre 2016,Octobre-Décembre 2016,Janvier-Mars 2017,Avril-Juin 2017,Jullet-Septembre 2017,Octobre-Décembre 2017,Janvier-Mars 2018,Avril-Juin 2018,Jullet-Septembre 2018,Octobre-Décembre 2018,Janvier-Mars 2019,Avril-Juin 2019,Jullet-Septembre 2019,Octobre-Décembre 2019
Quarterly,Dry bulk carrier,Number,European Union - 27 countries (from 2020),10159.0,10164.0,9924.0,10153.0,10222.0,10124.0,10125.0,10113.0,9991.0,9988.0,10039.0,10060.0,10210.0,10224.0,10292.0,10292.0,10693.0,10488.0,9814.0,10491.0
Quarterly,Liquid bulk tanker,Number,European Union - 27 countries (from 2020),22065.0,21999.0,20552.0,22123.0,19012.0,19665.0,20590.0,19718.0,19882.0,20067.0,21364.0,22018.0,19578.0,20582.0,21320.0,21211.0,19793.0,21189.0,22082.0,21667.0
Quarterly,Container ship,Number,European Union - 27 countries (from 2020),16731.0,17109.0,17199.0,17522.0,17732.0,17940.0,19183.0,18804.0,16901.0,18212.0,17957.0,19162.0,18715.0,18635.0,19339.0,18988.0,16914.0,17805.0,18049.0,17657.0
Quarterly,"General cargo, non-specialised",Number,European Union - 27 countries (from 2020),343777.0,394207.0,444617.0,349053.0,289014.0,379189.0,425722.0,325502.0,301889.0,364798.0,413913.0,329016.0,312607.0,376867.0,458932.0,385543.0,364976.0,428104.0,481625.0,381609.0
Quarterly,Passenger ship (excluding cruise ship),Number,European Union - 27 countries (from 2020),45347.0,79097.0,124575.0,69491.0,39921.0,95958.0,133727.0,58048.0,41589.0,90247.0,139849.0,56105.0,41894.0,98898.0,151380.0,60690.0,45948.0,107592.0,150130.0,63519.0
Quarterly,Cruise ship,Number,European Union - 27 countries (from 2020),4382.0,1864.0,4203.0,4267.0,4282.0,2215.0,4216.0,5053.0,1088.0,6461.0,8546.0,3688.0,1361.0,6445.0,7353.0,3858.0,1248.0,6578.0,7917.0,4076.0
Quarterly,Specialised carrier,Number,European Union - 27 countries (from 2020),3916.0,3881.0,4283.0,4446.0,4221.0,4138.0,4341.0,4320.0,4440.0,4572.0,4378.0,4861.0,4543.0,4901.0,4417.0,4701.0,4331.0,4523.0,4076.0,4384.0
Quarterly,Total,Number,European Union - 27 countries (from 2020),446377.0,528321.0,625353.0,477055.0,384404.0,529229.0,617904.0,441558.0,395780.0,514345.0,616046.0,444910.0,408908.0,536552.0,673033.0,505283.0,463903.0,596279.0,693693.0,503403.0
