Time frequency,Air pollutants and greenhouse gases,Health indicator,Unit of measure,Geopolitical entity (reporting)\Time,2005.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Particulates < 2.5µm,Premature death,Number,Albania,6513.0,4900.0,4372.0,5197.0,6244.0,5702.0,4944.0,4297.0,3333.0,4660.0,5138.0,5280.0,4781.0,3664.0,3648.0,4605.0,3458.0
Annual,Particulates < 2.5µm,Premature death,Number,Austria,7167.0,5416.0,5921.0,5826.0,6737.0,6720.0,5391.0,5856.0,4289.0,4901.0,3961.0,4234.0,5007.0,3682.0,3168.0,3204.0,3321.0
Annual,Particulates < 2.5µm,Premature death,Number,Bosnia and Herzegovina,7699.0,6313.0,5910.0,7000.0,6772.0,7314.0,5338.0,4165.0,3957.0,5351.0,7477.0,6219.0,7313.0,5797.0,9159.0,8986.0,6212.0
Annual,Particulates < 2.5µm,Premature death,Number,Belgium,9333.0,7197.0,8628.0,9500.0,9829.0,9064.0,8132.0,8690.0,6256.0,6214.0,5775.0,5679.0,5917.0,4537.0,3930.0,4469.0,4147.0
Annual,Particulates < 2.5µm,Premature death,Number,Bulgaria,19288.0,17315.0,19064.0,16173.0,15923.0,20014.0,16041.0,13770.0,14467.0,15036.0,13748.0,13611.0,12552.0,10413.0,11243.0,11482.0,9003.0
Annual,Particulates < 2.5µm,Premature death,Number,Switzerland,4698.0,3773.0,4187.0,4122.0,4579.0,4203.0,3412.0,3979.0,2929.0,3306.0,2356.0,2312.0,2260.0,1792.0,1722.0,1684.0,1902.0
Annual,Particulates < 2.5µm,Premature death,Number,Cyprus,1136.0,884.0,963.0,753.0,792.0,931.0,1070.0,589.0,620.0,709.0,541.0,620.0,527.0,583.0,564.0,629.0,693.0
Annual,Particulates < 2.5µm,Premature death,Number,Czechia,13121.0,8613.0,9119.0,10233.0,11846.0,11180.0,10216.0,10922.0,9858.0,9250.0,8638.0,9336.0,10312.0,6947.0,6903.0,8489.0,6884.0
Annual,Particulates < 2.5µm,Premature death,Number,Germany,66678.0,48899.0,54721.0,63395.0,68740.0,64513.0,51724.0,58421.0,52069.0,49729.0,44221.0,45212.0,49311.0,34375.0,28926.0,32356.0,32628.0
Annual,Particulates < 2.5µm,Premature death,Number,Denmark,2994.0,2741.0,2416.0,2335.0,2580.0,3388.0,1918.0,1764.0,2422.0,1845.0,1652.0,1367.0,2204.0,1720.0,1041.0,1256.0,1195.0
Annual,Particulates < 2.5µm,Premature death,Number,Estonia,776.0,633.0,454.0,277.0,445.0,347.0,323.0,306.0,401.0,214.0,129.0,72.0,231.0,80.0,59.0,114.0,87.0
Annual,Particulates < 2.5µm,Premature death,Number,Greece,15315.0,12577.0,13202.0,13421.0,11990.0,13003.0,12276.0,11479.0,9651.0,12502.0,12169.0,20695.0,11151.0,9480.0,8813.0,11026.0,10729.0
Annual,Particulates < 2.5µm,Premature death,Number,Spain,34031.0,31439.0,24590.0,24482.0,19199.0,20928.0,20396.0,15816.0,15454.0,22199.0,17515.0,20152.0,15124.0,14745.0,16994.0,14088.0,18549.0
Annual,Particulates < 2.5µm,Premature death,Number,European Union - 27 countries (from 2020),431202.0,349335.0,354004.0,362672.0,367509.0,391884.0,343480.0,328781.0,291671.0,322139.0,283047.0,304667.0,291931.0,231973.0,238582.0,254867.0,239086.0
Annual,Particulates < 2.5µm,Premature death,Number,Finland,1242.0,1261.0,846.0,629.0,1010.0,954.0,774.0,369.0,883.0,229.0,228.0,98.0,455.0,171.0,63.0,162.0,68.0
Annual,Particulates < 2.5µm,Premature death,Number,France,38735.0,32812.0,34929.0,39699.0,40526.0,40048.0,36665.0,35682.0,22700.0,28192.0,24435.0,22995.0,22902.0,18697.0,16476.0,19704.0,20683.0
Annual,Particulates < 2.5µm,Premature death,Number,Croatia,6542.0,5256.0,4912.0,5375.0,5435.0,5907.0,4254.0,4127.0,3796.0,4714.0,5199.0,4753.0,4804.0,3563.0,4260.0,4369.0,3813.0
Annual,Particulates < 2.5µm,Premature death,Number,Hungary,18008.0,13054.0,12961.0,13498.0,13702.0,16364.0,12509.0,11577.0,10763.0,13034.0,11298.0,12620.0,12171.0,8672.0,9504.0,10393.0,8573.0
Annual,Particulates < 2.5µm,Premature death,Number,Ireland,644.0,325.0,832.0,737.0,1009.0,770.0,642.0,880.0,816.0,392.0,466.0,277.0,625.0,597.0,489.0,487.0,527.0
Annual,Particulates < 2.5µm,Premature death,Number,Iceland,31.0,26.0,48.0,18.0,36.0,4.0,0.0,24.0,25.0,21.0,11.0,14.0,7.0,2.0,0.0,1.0,0.0
Annual,Particulates < 2.5µm,Premature death,Number,Italy,71867.0,60498.0,58572.0,58013.0,51817.0,65837.0,59739.0,54592.0,46040.0,61503.0,50044.0,55162.0,47316.0,42679.0,52312.0,44461.0,48606.0
Annual,Particulates < 2.5µm,Premature death,Number,Liechtenstein,27.0,20.0,22.0,18.0,23.0,20.0,10.0,13.0,8.0,12.0,10.0,9.0,8.0,6.0,7.0,7.0,7.0
Annual,Particulates < 2.5µm,Premature death,Number,Lithuania,3224.0,2632.0,3030.0,2157.0,3158.0,2574.0,2257.0,2477.0,2791.0,2086.0,2027.0,1463.0,2079.0,1860.0,1454.0,2138.0,1472.0
Annual,Particulates < 2.5µm,Premature death,Number,Luxembourg,261.0,207.0,235.0,279.0,278.0,238.0,207.0,241.0,182.0,201.0,175.0,149.0,149.0,94.0,74.0,77.0,75.0
Annual,Particulates < 2.5µm,Premature death,Number,Latvia,2639.0,1616.0,2400.0,1690.0,2044.0,1427.0,1526.0,1553.0,1783.0,1247.0,1241.0,898.0,1434.0,1002.0,836.0,1405.0,822.0
Annual,Particulates < 2.5µm,Premature death,Number,Montenegro,1031.0,1018.0,929.0,965.0,1265.0,1254.0,898.0,737.0,666.0,879.0,962.0,875.0,975.0,856.0,920.0,1079.0,712.0
Annual,Particulates < 2.5µm,Premature death,Number,North Macedonia,6303.0,4173.0,4236.0,5315.0,4973.0,5676.0,5269.0,4892.0,4442.0,4856.0,6048.0,6174.0,5124.0,3278.0,3758.0,4980.0,3636.0
Annual,Particulates < 2.5µm,Premature death,Number,Malta,351.0,271.0,227.0,260.0,188.0,243.0,181.0,173.0,162.0,199.0,150.0,173.0,196.0,190.0,151.0,196.0,173.0
Annual,Particulates < 2.5µm,Premature death,Number,Netherlands,11988.0,10169.0,11278.0,11239.0,11897.0,11675.0,8649.0,9198.0,8603.0,7682.0,6645.0,6702.0,7563.0,6063.0,4976.0,5700.0,5254.0
