Time frequency,Country of citizenship,Unit of measure,Geopolitical entity (reporting)\Time,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,EU27 countries (from 2020) except reporting country,Number,Austria,0.0,5.0,3.0,1.0,13.0,3.0,207.0
Annual,EU27 countries (from 2020) except reporting country,Number,Bosnia and Herzegovina,1.0,:,:,14.0,2.0,1.0,4.0
Annual,EU27 countries (from 2020) except reporting country,Number,Belgium,:,:,11.0,:,16.0,:,27.0
Annual,EU27 countries (from 2020) except reporting country,Number,Bulgaria,:,0.0,:,:,0.0,0.0,0.0
Annual,EU27 countries (from 2020) except reporting country,Number,Cyprus,5.0,0.0,3.0,3.0,4.0,8.0,14.0
Annual,EU27 countries (from 2020) except reporting country,Number,Czechia,5.0,2.0,9.0,4.0,7.0,13.0,56.0
Annual,EU27 countries (from 2020) except reporting country,Number,Germany,:,:,480.0,388.0,460.0,545.0,488.0
Annual,EU27 countries (from 2020) except reporting country,Number,Denmark,:,0.0,2.0,0.0,0.0,1.0,0.0
Annual,EU27 countries (from 2020) except reporting country,Number,Greece,96.0,158.0,186.0,178.0,90.0,88.0,120.0
Annual,EU27 countries (from 2020) except reporting country,Number,Spain,22.0,47.0,50.0,24.0,26.0,31.0,16.0
Annual,EU27 countries (from 2020) except reporting country,Number,Finland,110.0,3.0,4.0,0.0,16.0,6.0,3.0
Annual,EU27 countries (from 2020) except reporting country,Number,France,:,768.0,811.0,922.0,671.0,947.0,867.0
Annual,EU27 countries (from 2020) except reporting country,Number,Croatia,27.0,24.0,126.0,189.0,136.0,121.0,108.0
Annual,EU27 countries (from 2020) except reporting country,Number,Hungary,119.0,:,:,:,:,:,:
Annual,EU27 countries (from 2020) except reporting country,Number,Iceland,:,1.0,0.0,3.0,:,:,:
Annual,EU27 countries (from 2020) except reporting country,Number,Italy,118.0,125.0,115.0,201.0,98.0,119.0,90.0
Annual,EU27 countries (from 2020) except reporting country,Number,Liechtenstein,:,0.0,:,:,:,:,:
Annual,EU27 countries (from 2020) except reporting country,Number,Lithuania,11.0,10.0,:,:,4.0,19.0,21.0
Annual,EU27 countries (from 2020) except reporting country,Number,Latvia,7.0,3.0,2.0,:,:,7.0,1.0
Annual,EU27 countries (from 2020) except reporting country,Number,Netherlands,57.0,:,:,:,:,:,:
Annual,EU27 countries (from 2020) except reporting country,Number,Poland,10.0,4.0,8.0,1.0,4.0,51.0,44.0
Annual,EU27 countries (from 2020) except reporting country,Number,Romania,0.0,63.0,35.0,46.0,54.0,137.0,276.0
Annual,EU27 countries (from 2020) except reporting country,Number,Serbia,26.0,14.0,5.0,10.0,7.0,7.0,16.0
Annual,EU27 countries (from 2020) except reporting country,Number,Slovenia,28.0,:,65.0,149.0,135.0,83.0,114.0
Annual,EU27 countries (from 2020) except reporting country,Number,Slovakia,13.0,:,9.0,:,9.0,8.0,44.0
Annual,EU27 countries (from 2020) except reporting country,Number,Türkiye,:,:,:,13.0,9.0,14.0,29.0
Annual,EU27 countries (from 2020) except reporting country,Number,Kosovo*,0.0,0.0,:,0.0,0.0,0.0,:
Annual,EU27 countries (from 2020) except reporting country,Per hundred thousand inhabitants,Austria,0.0,0.06,0.03,0.01,0.15,0.03,2.31
Annual,EU27 countries (from 2020) except reporting country,Per hundred thousand inhabitants,Belgium,:,:,0.1,:,0.14,:,0.23
