Time frequency,Unit of measure,Sex,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Year,Females,Algeria,:,29.8,:,29.3,:,:,:,28.0,:,:,:,:,:,:,:,:,:,:
Annual,Year,Females,Egypt,23.2,:,23.0 i,23.2,23.1,23.1,23.8,24.1,24.1,24.1,24.5,24.4,:,24.8,24.9,24.7,25.0,:
Annual,Year,Females,Israel,28.8,28.9,28.8,28.7,28.5,28.4,28.5,28.5,28.6,28.5,28.5,28.5,28.4,28.2,28.2,28.1,28.3,:
Annual,Year,Females,Jordan,25.9,26.7,26.4,26.3,26.1,25.9,25.8,25.9,25.8,25.6,26.1,26.9,26.3,26.6 d,26.6 d,27.1 d,27.5,27.5 d
Annual,Year,Females,Lebanon,:,:,:,:,27.7 e,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Year,Females,Libya,30.0,32.0,32.8,32.5,32.6,33.7,:,33.0,33.5,33.0,33.0,33.0,33.0,33.0,33.0,33.0,:,:
Annual,Year,Females,Morocco,:,:,27.2 e,:,:,26.6,:,:,:,25.7,:,:,:,25.5,:,:,:,:
Annual,Year,Females,Palestine*,20.4,20.5,20.5,20.6,20.7,20.8,20.9,20.1,20.2,20.3,20.3,20.4,20.5,20.5,20.7,21.0,21.1,21.0
Annual,Year,Females,Tunisia,26.8,26.0,27.1,27.2,27.4,27.5,27.7,:,:,22.5 d,:,:,:,:,:,28.7,:,:
Annual,Year,Males,Algeria,:,33.5,:,33.0,:,:,:,32.3,:,:,:,:,:,:,:,:,:,:
Annual,Year,Males,Egypt,28.7,:,:,28.2,29.3,28.7,28.7,29.2,29.2,29.2,30.1,30.2,:,30.6,30.6,30.4,30.8,:
Annual,Year,Males,Israel,32.3,32.3,32.2,32.1,31.5,31.5,31.4,31.5,31.3,31.1,31.1,30.9,30.8,30.6,30.6,30.3,30.5,:
Annual,Year,Males,Jordan,29.3,29.7,29.5,29.8,29.6,29.5,29.7,30.0,29.9,29.8,30.2,31.3,30.7,31.0 d,31.0 d,31.8 d,32.0,32.4 d
Annual,Year,Males,Libya,31.0,33.0,35.2,35.5,35.6,35.9,:,35.0,35.4,35.0,35.0,35.0,35.0,35.0,35.0,35.0,:,:
Annual,Year,Males,Morocco,:,:,31.8 e,:,:,31.4,:,:,:,31.3,:,:,:,31.9,:,:,:,:
Annual,Year,Males,Palestine*,25.1,25.2,25.1,25.1,25.1,25.1,25.1,24.6,24.7,24.7,24.7,24.8,24.9,25.1,25.3,25.7,25.9,26.0
Annual,Year,Males,Tunisia,32.2,31.7,32.5,32.4,32.5,32.4,32.6,:,:,:,:,:,:,:,:,33.2,:,:
