Time frequency,Accommodation unit,Unit of measure,Statistical classification of economic activities in the European Community (NACE Rev. 2),Geopolitical entity (reporting)\Time,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,Bedplaces,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Finland,254112.0,250984.0,252032.0,252902.0,258738.0,260071.0,257041.0,256454.0,257250.0,256882.0,256028.0,:
Annual,Bedplaces,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",France,5049726.0,5109884.0,5133314.0,5133645.0,5113963.0,5111960.0,5098729.0,5096857.0,5058665.0,5058665.0,5094909.0,5070615.0
Annual,Bedplaces,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Croatia,867110.0,893827.0,938613.0,987272.0,1059992.0,1115659.0,1157870.0,1048350.0,1085713.0,1127178.0,1149340.0,:
Annual,Bedplaces,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Hungary,422039.0,435620.0,440449.0,446400.0,418912.0,419199.0,414233.0,:,344327.0,368759.0,361716.0,:
Annual,Bedplaces,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Ireland,211034 e,205860 e,199756.0,199756.0,199756.0,207974.0,207974.0,:,215499 e,211137.0,245774.0,:
Annual,Bedplaces,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Iceland,:,38674.0,42177.0,43623.0,44508.0,46867.0,48662.0,51528.0,:,:,:,:
Annual,Bedplaces,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Italy,4728180.0,4849432.0,4879333.0,4942512.0,5037798.0,5113197.0,5175803.0,5151356.0,5120175.0,5200234.0,5207116.0,:
Annual,Bedplaces,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Liechtenstein,:,2011.0,2041.0,2434.0,2378.0,2459.0,2475.0,2195.0,2296.0,:,2359.0,:
Annual,Bedplaces,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Lithuania,69287.0,72926.0,73762.0,77024.0,80766.0,89813.0,108488.0,107750.0,129924.0,110037.0,121556.0,:
Annual,Bedplaces,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,66747.0,64858.0,55673.0,56423.0,63612.0,56728.0,56977.0,57557.0,57538.0,57830.0,57949.0,:
Annual,Bedplaces,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,38400.0,39074.0,41811.0,47083.0,53066.0,53948.0,55800.0,:,46928.0,48857.0,52263.0,:
Annual,Bedplaces,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Montenegro,:,:,:,153424.0,43061 b,43175.0,44783.0,:,:,:,53787.0,:
Annual,Bedplaces,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",North Macedonia,42542.0,43432.0,44270.0,45377.0,46446.0,48247.0,48636.0,48581.0,48301.0,48305.0,48974.0,:
Annual,Bedplaces,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Malta,43360.0,41873.0,42883.0,43379.0,44631.0,45239.0,48096.0,49408.0,48212.0,50980.0,51041.0,:
Annual,Bedplaces,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Netherlands,1404852 b,1373588.0,1371951.0,1369903.0,1377631.0,1397897.0,1412906.0,1404472.0,1406166.0,1408156.0,1400003.0,:
Annual,Bedplaces,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Norway,573070.0,575295.0,547568.0,542394.0,568297.0,588267.0,:,:,617803.0,609973.0,608908.0,:
Annual,Bedplaces,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,679445.0,694023.0,710274.0,749191.0,773957.0,798723.0,825522.0,:,784159.0,779938.0,793056.0,:
Annual,Bedplaces,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Portugal,491099 b,519871.0,551687.0,567772.0,620175.0,648530.0,671644.0,653980.0,650934.0,692340.0,709602.0,:
Annual,Bedplaces,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Romania,303236.0,308997.0,325841.0,326098.0,338791.0,348592.0,351161.0,352484.0,399186.0,409688.0,419921.0,:
Annual,Bedplaces,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Serbia,101729.0,102420.0,:,:,:,109165.0,:,:,103561.0,157134 e,172739 e,:
Annual,Bedplaces,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Sweden,805033.0,805287.0,799025.0,801695.0,806178.0,819055.0,823331.0,:,836120.0,834872.0,840127.0,:
Annual,Bedplaces,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Slovenia,105559 u,106557 u,109596 u,113157 u,117137 u,:,186590.0,:,180887.0,189531.0,188674.0,:
Annual,Bedplaces,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Slovakia,190306.0,183404.0,189634.0,183903.0,185771.0,190773.0,206104.0,198377.0,199329.0,198505.0,203394.0,:
Annual,Bedplaces,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Türkiye,:,:,:,1245948.0,1441934.0,1485650.0,1537838.0,1596525.0,1685886.0,:,:,:
Annual,Bedplaces,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",United Kingdom,4001019.0,3931576.0,3946159.0,3943507.0,:,:,:,:,:,:,:,:
Annual,Bedplaces,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Kosovo*,:,:,:,:,8433 u,:,:,:,:,:,:,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,20334.0,20329.0,20315.0,20619.0,20885.0,21494.0,21951.0,22399.0,22695.0,23984.0,25097.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Belgium,5005.0,5139.0,7990.0,8210.0,8570.0,9211.0,9651.0,9853.0,9516.0,10269.0,10685.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Bulgaria,2953.0,3163.0,3202.0,3331.0,3346.0,3458.0,3664.0,3317.0,3335.0,4031.0,4019.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Switzerland,:,:,:,41319.0,40280.0,39057.0,37581.0,:,36755.0,:,35696.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Cyprus,795.0,802.0,788.0,785.0,796.0,802.0,816.0,816.0,811.0,806.0,771.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Czechia,9970.0,9013.0,9163.0,9168.0,9007.0,9426.0,9383.0,:,10898.0,10652.0,10293.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Germany,51652.0,50925.0,50572.0,50152.0,50032.0,50020.0,50498.0,49987.0,49197.0,48742.0,48275.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Denmark,1102.0,1118.0,1113.0,1136.0,1167.0,1167.0,1197.0,:,1230.0,1239.0,1237.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Euro area - 19 countries  (2015-2022),:,:,388812.0,401623.0,:,449524 e,461610.0,453984 e,451403.0,466883.0,:,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Euro area – 20 countries (from 2023),:,:,:,:,:,:,:,:,:,577376.0,591133.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Estonia,1320.0,1419.0,1417.0,1454.0,1500.0,1535.0,1424.0,1327.0,1324.0,1337.0,1307.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Greece,33657.0,34563.0,35112.0,35597.0,35867.0,37919.0,37827.0,23128.0,24513.0,30221.0,28854.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Spain,46488.0,47689.0,48328.0,48701.0,50518.0,51418.0,52894.0,53174.0,55565.0,56174.0,57492.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),475200.0,483230.0,501242.0,524651.0,571674.0,599419 e,617870.0,594403 e,599045.0,622442.0,636308.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Finland,1443.0,1408.0,1392.0,1368.0,1383.0,1372.0,1374.0,1372.0,1347.0,1377.0,1367.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",France,28246.0,28895.0,30045.0,30047.0,29835.0,29652.0,29683.0,29435.0,28834.0,28834.0,29375.0,29029.0
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Croatia,62026.0,67724.0,73439.0,83233.0,98341.0,108212.0,113761.0,99270.0,103315.0,110493.0,117476.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Hungary,4000.0,4176.0,4356.0,4436.0,4457.0,4587.0,4444.0,:,3793.0,4023.0,3959.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Ireland,7469.0,6574.0,3145.0,3145.0,3145.0,2579.0,2579.0,:,2471 e,3470.0,2459.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Iceland,916.0,1149.0,1188.0,1111.0,1103.0,1120.0,1176.0,1124.0,:,:,:,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Italy,157521.0,158412.0,167718.0,178449.0,204903.0,216141.0,218327.0,226855.0,220457.0,224644.0,229531.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Liechtenstein,89.0,86.0,87.0,91.0,87.0,96.0,106.0,91.0,78.0,:,99.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Lithuania,1837.0,2062.0,2319.0,2686.0,2971.0,3616.0,3756.0,3352.0,4268.0,4580.0,4793.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,457.0,434.0,318.0,331.0,425.0,334.0,339.0,345.0,351.0,357.0,363.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,628.0,644.0,677.0,759.0,1131.0,1145.0,1220.0,:,1084.0,1114.0,1182.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Montenegro,:,:,:,348.0,370 b,382.0,406.0,:,:,:,453.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",North Macedonia,430.0,441.0,447.0,454.0,471.0,494.0,512.0,516.0,508.0,509.0,518.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Malta,170.0,166.0,178.0,184.0,203.0,211.0,244.0,260.0,268.0,311.0,335.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Netherlands,9126 b,9214.0,9101.0,8950.0,8956.0,9145.0,8844.0,8642.0,9256.0,9548.0,9122.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Norway,2833.0,2707.0,2555.0,2514.0,2423.0,2351.0,:,:,2911.0,2968.0,3040.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,9775.0,9885.0,10024.0,10509.0,10681.0,11076.0,11251.0,:,9942.0,9766.0,9809.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Portugal,3357 b,3429.0,3485.0,4171.0,5100.0,5964.0,7196.0,6850.0,7046.0,7667.0,8141.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Romania,6027.0,6191.0,6949.0,7028.0,7762.0,7720.0,8202.0,8362.0,10767.0,11053.0,11547.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Serbia,891.0,987.0,:,:,:,3651.0,:,:,5941.0,20464.0,24242.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Sweden,4261.0,4269.0,4184.0,4187.0,4222.0,4249.0,4358.0,:,4362.0,4302.0,4311.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Slovenia,2778 u,2900 u,3004 u,3260 u,3699 u,:,9567.0,:,8940.0,9952.0,10860.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Slovakia,2803.0,2687.0,2908.0,2755.0,2772.0,3087.0,3420.0,3331.0,3460.0,3496.0,3648.0,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Türkiye,:,:,:,8847.0,11377.0,11596.0,12142.0,12822.0,14246.0,:,:,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",United Kingdom,87079.0,85827.0,87053.0,84580.0,:,:,:,:,:,:,:,:
Annual,Establishments,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Kosovo*,:,:,:,:,217 u,:,:,:,:,:,:,:
