Time frequency,Monetary value by size class,Statistical classification of economic activities in the European Community (NACE Rev. 1.1),Geopolitical entity (reporting)\Time,1997.0,1998.0,1999.0,2000.0,2001.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0
Annual,From 2 501 to 5 000 million euros,Pension funding,Austria,0.0,0.0,0.0,0.0,:,5.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,3.0,2.0
Annual,From 2 501 to 5 000 million euros,Pension funding,Belgium,0.0,0.0,0.0,:,1.0,5.0,6.0,6.0,:,:,:,:,:,:,:
Annual,From 2 501 to 5 000 million euros,Pension funding,Bulgaria,:,:,:,:,:,:,0.0,0.0,0.0,0.0,: @C,0.0,0.0,0.0,:
Annual,From 2 501 to 5 000 million euros,Pension funding,Switzerland,7.0,12.0,:,13.0,:,:,:,:,:,:,553.0,585.0,667.0,665.0,672.0
Annual,From 2 501 to 5 000 million euros,Pension funding,Czechia,:,:,:,:,:,1.0,2.0,7.0,:,5.0,0.0,0.0,0.0,0.0,: @C
Annual,From 2 501 to 5 000 million euros,Pension funding,Germany,:,:,:,:,:,:,:,:,:,:,6.0,5.0,4.0,:,:
Annual,From 2 501 to 5 000 million euros,Pension funding,Denmark,0.0,0.0,0.0,0.0,:,1.0,1.0,:,:,:,:,:,:,:,:
Annual,From 2 501 to 5 000 million euros,Pension funding,Estonia,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Annual,From 2 501 to 5 000 million euros,Pension funding,Greece,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0
Annual,From 2 501 to 5 000 million euros,Pension funding,Spain,0.0,1.0,1.0,2.0,2.0,16.0,19.0,22.0,24.0,26.0,2.0,3.0,3.0,3.0,4.0
Annual,From 2 501 to 5 000 million euros,Pension funding,Finland,:,:,1.0,0.0,:,0.0,1.0,1.0,1.0,1.0,15.0,15.0,12.0,0.0,0.0
Annual,From 2 501 to 5 000 million euros,Pension funding,France,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0
Annual,From 2 501 to 5 000 million euros,Pension funding,Hungary,:,:,:,:,:,0.0,0.0,0.0,2.0,3.0,22 d,20 d,1 d,0 d,:
Annual,From 2 501 to 5 000 million euros,Pension funding,Iceland,0.0,0.0,0.0,0.0,:,5.0,5.0,5.0,8.0,:,:,:,:,:,:
Annual,From 2 501 to 5 000 million euros,Pension funding,Italy,0.0,0.0,0.0,0.0,1.0,17.0,17.0,15.0,18.0,22.0,109.0,109 d,115.0,122.0,120.0
Annual,From 2 501 to 5 000 million euros,Pension funding,Lithuania,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,From 2 501 to 5 000 million euros,Pension funding,Latvia,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Annual,From 2 501 to 5 000 million euros,Pension funding,Malta,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0
Annual,From 2 501 to 5 000 million euros,Pension funding,Netherlands,:,:,:,14.0,13.0,:,61.0,73.0,81.0,67.0,14.0,14.0,14.0,14.0,:
Annual,From 2 501 to 5 000 million euros,Pension funding,Norway,0.0,0.0,0.0,0.0,:,:,6.0,8.0,5.0,8.0,944.0,4506.0,5944.0,6197.0,7050.0
Annual,From 2 501 to 5 000 million euros,Pension funding,Poland,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0
Annual,From 2 501 to 5 000 million euros,Pension funding,Portugal,0.0,0.0,0.0,0.0,:,5.0,6.0,6.0,7.0,6.0,0.0,0.0,0 d,0 d,1.0
Annual,From 2 501 to 5 000 million euros,Pension funding,Romania,:,:,:,:,:,:,:,:,:,:,: u,: u,: u,: u,:
Annual,From 2 501 to 5 000 million euros,Pension funding,Sweden,:,0.0,0.0,0.0,:,5.0,5.0,2.0,:,:,:,:,:,:,:
Annual,From 2 501 to 5 000 million euros,Pension funding,Slovenia,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,From 2 501 to 5 000 million euros,Pension funding,Slovakia,:,:,:,:,:,3.0,3.0,:,:,0.0,0.0,0.0,0.0,0.0,0.0
Annual,From 50 to 500 million euros,Pension funding,Austria,8.0,7.0,7.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,11.0,11.0,11.0
Annual,From 50 to 500 million euros,Pension funding,Belgium,28.0,30.0,31.0,:,31.0,0.0,0.0,0.0,:,:,:,:,:,:,:
Annual,From 50 to 500 million euros,Pension funding,Bulgaria,:,:,:,:,:,:,0.0,0.0,0.0,0.0,: @C,: @C,: @C,: @C,:
Annual,From 50 to 500 million euros,Pension funding,Switzerland,444.0,503.0,:,505.0,:,:,:,:,:,:,14.0,13.0,15.0,16.0,22.0
Annual,From 50 to 500 million euros,Pension funding,Czechia,:,:,:,:,:,0.0,0.0,0.0,:,0.0,: @C,4.0,4.0,: @C,: @C
Annual,From 50 to 500 million euros,Pension funding,Germany,:,:,:,:,:,:,:,:,:,:,86.0,81.0,81.0,:,:
Annual,From 50 to 500 million euros,Pension funding,Denmark,18.0,16.0,16.0,16.0,14.0,39.0,37.0,:,:,:,:,:,:,:,:
Annual,From 50 to 500 million euros,Pension funding,Estonia,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,5.0
Annual,From 50 to 500 million euros,Pension funding,Greece,:,:,:,:,:,:,:,:,:,0.0,0 d,0.0,0.0,0.0,: @C
Annual,From 50 to 500 million euros,Pension funding,Spain,62.0,83.0,104.0,131.0,153.0,0.0,0.0,0.0,0.0,0.0,259.0,285.0,293.0,292.0,305.0
Annual,From 50 to 500 million euros,Pension funding,Finland,:,:,16.0,15.0,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0
Annual,From 50 to 500 million euros,Pension funding,France,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0
Annual,From 50 to 500 million euros,Pension funding,Hungary,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0 d,0 d,25 d,18 d,:
Annual,From 50 to 500 million euros,Pension funding,Iceland,21.0,23.0,22.0,22.0,:,0.0,0.0,0.0,0.0,:,:,:,:,:,:
Annual,From 50 to 500 million euros,Pension funding,Italy,25.0,30.0,45.0,65.0,61.0,0.0,0.0,0.0,0.0,0.0,2.0,2 d,1.0,1.0,2.0
Annual,From 50 to 500 million euros,Pension funding,Lithuania,:,:,:,:,:,:,0.0,0.0,0.0,0.0,4.0,5.0,6.0,6.0,7.0
Annual,From 50 to 500 million euros,Pension funding,Latvia,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Annual,From 50 to 500 million euros,Pension funding,Malta,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0
Annual,From 50 to 500 million euros,Pension funding,Netherlands,:,:,:,242.0,246.0,:,13.0,17.0,19.0,21.0,190.0,189.0,178.0,160.0,:
Annual,From 50 to 500 million euros,Pension funding,Norway,29.0,31.0,29.0,38.0,41.0,:,0.0,0.0,0.0,0.0,5895.0,8505.0,8253.0,8932.0,10179.0
Annual,From 50 to 500 million euros,Pension funding,Poland,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
Annual,From 50 to 500 million euros,Pension funding,Portugal,19.0,16.0,21.0,23.0,22.0,0.0,0.0,1.0,1.0,1.0,26.0,28.0,32 d,31 d,32.0
Annual,From 50 to 500 million euros,Pension funding,Romania,:,:,:,:,:,:,:,:,:,:,: u,: u,: u,: u,:
Annual,From 50 to 500 million euros,Pension funding,Sweden,:,6.0,6.0,6.0,6.0,39.0,38.0,38.0,:,:,:,:,:,:,:
Annual,From 50 to 500 million euros,Pension funding,Slovenia,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0
