Time frequency,Water pollutants,Unit of measure,Geopolitical entity (reporting)\Time,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0
Annual,Nitrate in groundwater,Milligrams per litre,Austria,26.01,25.61,27.26,26.84,26.8,25.9,26.25,25.46,24.77,25.52,26.35,26.24,25.77,24.67,24.5,24.0,23.23,22.89,21.93,21.89,21.0,22.28
Annual,Nitrate in groundwater,Milligrams per litre,Belgium,27.91,26.79,26.96,27.9,27.65,30.25,32.37,31.36,32.73,31.01,30.19,29.65,29.87,28.5,28.22,27.9,30.34,29.38,28.63,28.25,27.9,28.64
Annual,Nitrate in groundwater,Milligrams per litre,Bulgaria,29.52,26.73,24.1,26.11,23.57,24.34,25.79,26.0,25.82,27.99,25.13,25.09,28.05,28.31,26.23,31.26,32.76,29.68,29.79,29.54,30.51,30.51
Annual,Nitrate in groundwater,Milligrams per litre,Switzerland,15.72,15.72,15.71,15.5,16.69,16.37,17.09,16.5,15.86,15.8,15.69,15.26,15.13,16.14,15.23,14.76,14.7,13.92,13.91,14.27,14.65,15.27
Annual,Nitrate in groundwater,Milligrams per litre,Cyprus,14.65,16.08,12.79,18.91,22.18,27.68,30.14,38.25,37.05,41.58,47.38,39.14,41.16,43.57,62.5,70.48,97.64,51.85,55.27,48.84,7.84,7.84
Annual,Nitrate in groundwater,Milligrams per litre,Czechia,23.11,20.78,19.69,20.02,19.6,20.17,20.43,20.7,19.22,18.66,19.62,19.16,19.25,18.64,18.61,18.15,18.66,18.32,17.98,17.67,18.71,18.45
Annual,Nitrate in groundwater,Milligrams per litre,Germany,25.04,25.23,24.8,24.27,24.45,24.65,23.53,22.7,24.9,23.95,24.91,23.76,23.79,24.82,25.85,26.88,27.91,27.22,27.05,26.36,25.04,24.2
Annual,Nitrate in groundwater,Milligrams per litre,Denmark,49.98,51.45,45.67,41.84,40.18,38.47,33.92,36.96,38.71,36.95,40.38,38.95,46.43,40.48,40.74,32.73,21.66,18.78,29.71,20.5,27.45,18.28
Annual,Nitrate in groundwater,Milligrams per litre,Estonia,4.12,3.11,2.51,3.61,1.75,3.12,3.65,3.31,5.41,4.6,3.55,4.27,5.62,4.63,4.37,4.52,4.56,4.17,4.83,5.03,5.5,5.24
Annual,Nitrate in groundwater,Milligrams per litre,Spain,53.68,54.15,54.61,55.07,56.06,55.12,52.05,61.7,51.54,49.41,47.45,53.92,53.45,53.11,52.77,52.44,52.1,56.84,51.66,48.19,43.37,40.68
Annual,Nitrate in groundwater,Milligrams per litre,European Union (aggregate changing according to the context),21.19,21.01,20.53,20.86,20.7,20.77,20.79,21.24,21.41,21.1,21.47,20.63,21.25,21.14,21.27,21.31,21.61,21.05,21.15,20.78,20.42,20.51
Annual,Nitrate in groundwater,Milligrams per litre,Finland,0.59,0.42,0.32,0.45,0.36,0.43,0.5,0.57,0.42,0.24,0.26,0.24,0.37,0.7,0.79,0.6,0.41,0.34,0.35,0.22,0.24,0.16
Annual,Nitrate in groundwater,Milligrams per litre,France,18.34,18.61,18.12,18.72,18.37,18.17,18.23,18.94,19.56,19.59,19.78,18.63,19.77,19.32,18.89,18.17,18.07,17.97,18.52,18.29,18.51,19.27
Annual,Nitrate in groundwater,Milligrams per litre,Ireland,15.78,15.82,16.54,16.52,17.02,16.6,16.75,16.85,13.27,11.05,13.55,13.47,11.84,11.86,14.25,14.21,12.67,12.83,12.78,14.42,13.91,13.31
Annual,Nitrate in groundwater,Milligrams per litre,Italy,18.62,18.62,17.42,14.54,16.32,16.94,18.5,18.92,22.39,25.76,16.32,20.93,19.13,21.08,23.03,22.81,20.94,19.97,19.0,18.59,18.17,17.76
Annual,Nitrate in groundwater,Milligrams per litre,Latvia,0.19,0.17,0.46,0.11,1.23,0.86,1.36,6.21,6.64,7.06,6.01,4.97,3.92,2.87,5.1,3.92,4.85,4.54,3.27,3.62,3.33,3.38
Annual,Nitrate in groundwater,Milligrams per litre,Malta,51.11,51.11,51.11,49.18,53.99,54.64,54.92,51.58,48.32,53.04,57.76,62.49,63.63,59.75,59.8,59.85,59.9,59.95,53.38,59.43,59.21,59.0
Annual,Nitrate in groundwater,Milligrams per litre,Portugal,24.01,20.09,24.42,26.66,18.47,18.85,22.36,20.72,18.05,18.2,23.02,18.52,20.46,17.33,14.88,16.76,19.32,18.46,18.28,17.99,21.47,22.56
Annual,Nitrate in groundwater,Milligrams per litre,Serbia,4.84,4.84,4.84,4.84,2.78,5.15,7.08,3.38,4.15,3.8,2.36,2.47,1.9,5.2,8.43,13.1,16.89,11.58,7.56,7.55,11.6,11.6
Annual,Nitrate in groundwater,Milligrams per litre,Slovenia,15.0,17.21,18.8,16.58,17.68,17.71,18.92,14.5,14.9,14.8,14.09,13.84,13.57,14.86,13.85,12.84,14.18,13.31,14.38,12.58,12.45,14.05
Annual,Nitrate in groundwater,Milligrams per litre,Slovakia,19.39,19.33,14.91,13.88,20.9,18.89,20.26,18.6,18.83,18.9,23.99,14.79,15.85,19.89,17.84,19.5,16.47,16.16,18.25,16.19,18.58,17.91
