Time frequency,Demographic indicator,Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Andorra,17.6,17.5,:,:,:,:,:,18.7,:,:,:,:
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Albania,16.6,17.0,17.5,18.2,18.6,19.1,19.7,20.5,21.6,22.3,23.1,24.4
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Armenia,:,:,:,15.4,15.8,16.3,17.0,17.6,18.3,18.7,:,:
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Austria,26.3,26.8,27.2,27.4,27.4,27.6,27.9,28.2,28.6,28.9,29.4,29.6
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Azerbaijan,8.0,8.0,8.1,8.3,8.6,8.9,9.2,9.6,10.2,10.6,11.3,12.2
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Belgium,26.5,26.9,27.4,27.8,28.2,28.6,29.1,29.5,29.9,30.2,30.6,30.8
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Bulgaria,27.8,29.1,30.1,31.2,32.4,33.4,34.3,35.4,36.3,36.7,37.5,37.7
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Belarus,19.3,19.5,19.8,20.4,20.9,21.4,21.9,22.4,:,:,:,:
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Switzerland,25.3,25.7,26.1,26.4,26.7,27.0,27.4,27.8,28.1,28.4,28.9,29.2
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Cyprus,18.1,18.8,19.9,21.2,22.1,22.8,23.4,23.8,24.1,24.3,24.5,24.7
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Czechia,23.4,24.6,25.7,26.6,27.6,28.6,29.6,30.4,31.1,32.3 b,32.6,32.1
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Germany,31.4,31.5,31.6 b,32.0,32.0,32.4,32.8,33.2,33.7,34.2,34.7,34.7
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Denmark,26.7,27.6,28.3,28.8,29.3,29.7,30.1,30.6,31.1,31.7,32.0,32.2
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Euro area - 19 countries  (2015-2022),28.3 b,28.9,:,30.2 be,30.6,31.2 b,31.7,32.1 b,32.7,33.1,33.6 p,33.9 p
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Euro area – 20 countries (from 2023),:,:,:,30.1 be,30.6,31.2 b,31.7,32.1 b,32.7,33.2,33.6 p,33.9 p
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Estonia,26.5,27.2,27.9,28.7 b,29.3,30.0,30.6,31.0,31.6,32.2,32.3,31.9
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Greece,30.0,30.7,31.6,32.4,33.1,33.6,34.1,34.6,35.1,35.6,35.6 b,36.0
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Spain,25.7,26.3,27.2,27.8,28.2,28.6,29.0,29.2,29.5,29.7,30.2,30.4
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),European Union - 27 countries (from 2020),27.1 b,27.7,:,29.0 be,29.6 be,30.2 be,30.8 e,31.4 b,32.0 e,32.6 bep,33.1 ep,33.4 ep
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Finland,27.7,28.9,30.2,31.3,32.4,33.2,34.2,35.1,36.0,36.8,37.4,37.8
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),France,26.7 b,27.5,28.3 b,29.2,30.1,30.9,31.6 p,32.3,33.0,33.4,34.0 p,34.5 p
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Metropolitan France,26.9,27.8,:,:,:,:,:,:,:,:,:,:
