Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Georgia,19.7,:,20.3,20.3,21.6,21.9,22.4,22.9,23.4,23.7,24.3,24.4
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Croatia,26.7,27.1,27.7,28.6,29.4,30.3,31.5,32.7,33.8,34.9,35.6,36.1
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Hungary,24.6 b,25.1,25.7,26.4,27.0,27.7,28.3,29.0,30.1,30.9,31.4,31.6
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Ireland,17.9,18.6,19.1,19.7,20.2,20.6,21.2,21.5,22.0,22.5,23.0,23.2
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Iceland,18.9,19.5,19.9,20.5,21.0,21.2,21.1,21.3,21.6,22.1,22.5,22.5
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Italy,32.0,32.6,33.3,34.0,34.5,35.0,35.4,35.8 b,36.4,37.0,37.5,37.8
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Liechtenstein,20.6,21.4,22.4,23.2,24.0,24.9,25.8,26.5,27.3,27.9,28.9,29.8
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Lithuania,26.9,27.1,27.4,27.8,28.3,28.8,29.4,29.6,29.9,30.5,30.7,30.8
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Luxembourg,20.3 b,20.2,20.4,20.5,20.5,20.5 b,20.6,20.7,20.9,21.0,21.3,21.5
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Latvia,27.6,28.1,28.8,29.5,30.2,30.8,31.4,31.7,32.3,32.9,33.1,33.3
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Moldova,13.5,13.5,13.6,14.0,16.3 e,17.2 e,18.3 e,19.4 e,20.4 e,21.5 e,23.0 e,24.4 ep
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Montenegro,19.0,19.2,19.6,20.2,20.8,21.4,22.0,22.7,23.5,24.0,24.2,24.9
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),North Macedonia,16.6,16.9,17.5,18.0,18.5,18.9,19.5,20.2,20.9,21.4,25.9 b,27.0
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Malta,23.9,25.0,26.0,26.6,27.1,27.6,27.4,26.9,26.3,27.0,27.6,27.1
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Netherlands,24.4,25.5,26.4,27.2,27.8,28.4,29.0,29.5,30.1,30.6,31.1,31.4
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Norway,23.3,23.7,24.1,24.5,25.0,25.4,25.9,26.4,26.9,27.6,28.1,28.4
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Poland,19.7,20.4,21.2,22.2,23.1,24.2,25.3,26.4,27.5,28.9 bep,29.7 ep,30.8 ep
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Portugal,29.1,29.7,30.6,31.4,32.1,33.0,33.8,34.6,35.6,36.5,37.3,37.8
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Romania,23.7,23.9,24.3 e,25.2,25.9,26.7,27.5,28.1,29.0 e,29.7 e,30.3 e,30.7 e
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Serbia,25.3,25.9,26.7,27.5,28.5,29.2,30.3,31.3,32.4,33.0,33.1,34.9 b
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Russia,:,:,18.6,:,:,:,:,:,:,:,:,:
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Sweden,29.2,29.9,30.6,31.1,31.5,31.6,31.7,31.9,32.1,32.4,32.6,32.8
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Slovenia,24.4,25.0,25.7,26.6,27.6,28.6,29.6,30.5,31.3,32.1,33.1,33.7
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Slovakia,17.8,18.4,19.0,19.7,20.6,21.5,22.5,23.5,24.5,25.5,26.1,27.0
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),San Marino,26.0,26.6,:,:,:,:,28.7,:,:,:,:,:
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Türkiye,10.9,11.1,11.3,11.8,12.2,12.3,12.6,12.9,13.4,14.1,:,14.5
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Ukraine,21.7,21.7,21.9,22.5,23.1,23.7,24.3,24.7,25.3,25.8,26.2,:
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),United Kingdom,25.6,26.4,27.0,27.5,27.8,28.2,28.6,28.9,:,:,:,:
Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Kosovo*,:,:,:,:,10.9,12.1,12.1,12.7,13.2,13.2,13.6,:
