Time frequency,Interest rate,Geopolitical entity (reporting)\Time,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024,Décembre 2024
Monthly,Day-to-day rate,Bulgaria,3.79,3.8,3.79,3.78,3.78,3.63,3.53,3.54,3.43,3.22,3.04,2.95
Monthly,Day-to-day rate,Czechia,6.75,6.39,6.12,5.75,5.27,5.23,4.75,4.51,4.46,4.25,4.06,4.0
Monthly,Day-to-day rate,Denmark,3.7118,3.7058,3.7115,3.7179,3.7207,3.511,3.4736,3.4664,3.343,3.1162,2.9731,2.8057
Monthly,Day-to-day rate,Hungary,10.59,9.81,8.8,8.11,7.61,7.11,6.92,6.73,6.7,6.49,6.45,6.48
Monthly,Day-to-day rate,Poland,5.55,5.6,5.59,5.65,5.63,5.59,5.66,5.72,5.61,5.64,5.7,5.61
Monthly,Day-to-day rate,Romania,5.87,5.86,5.86,5.86,5.86,5.86,5.67,5.44,5.37,5.38,5.47,5.51
Monthly,Day-to-day rate,Sweden,4.0008,3.996,3.9924,3.9941,3.8535,3.7465,3.746,3.6556,3.4977,3.2633,2.94,2.7526
Monthly,Day-to-day rate,Türkiye,41.33,45.48,47.72,52.49,50.89,50.52,50.05,50.73,50.23,49.18,49.41,49.32
