Time frequency,Water pollutants,Unit of measure,Geopolitical entity (reporting)\Time,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0
Annual,Phosphate in rivers,Milligrams per litre,Albania,0.025,0.024,0.026,0.027,0.018,0.061,0.096,0.087,0.285,0.14,0.259,0.118,0.051,0.048,0.045,0.042,0.285,0.135,0.091,0.058,0.082,0.051
Annual,Phosphate in rivers,Milligrams per litre,Belgium,0.269,0.243,0.247,0.317,0.3,0.282,0.228,0.192,0.16,0.227,0.215,0.217,0.16,0.166,0.173,0.188,0.169,0.215,0.192,0.22,0.197,0.174
Annual,Phosphate in rivers,Milligrams per litre,Bulgaria,0.224,0.305,0.261,0.243,0.239,0.133,0.321,0.424,0.323,0.294,0.332,0.133,0.15,0.141,0.112,0.094,0.098,0.131,0.105,0.146,0.189,0.189
Annual,Phosphate in rivers,Milligrams per litre,Switzerland,0.025,0.025,0.022,0.02,0.021,0.02,0.024,0.02,0.019,0.019,0.019,0.021,0.019,0.015,0.016,0.021,0.019,0.016,0.013,0.015,0.016,0.016
Annual,Phosphate in rivers,Milligrams per litre,Czechia,0.257,0.218,0.206,0.278,0.22,0.152,0.123,0.117,0.121,0.08,0.068,0.109,0.125,0.104,0.127,0.126,0.125,0.123,0.133,0.108,0.078,0.085
Annual,Phosphate in rivers,Milligrams per litre,Denmark,0.057,0.055,0.056,0.053,0.054,0.048,0.053,0.049,0.048,0.045,0.049,0.051,0.051,0.046,0.047,0.051,0.047,0.05,0.049,0.05,0.055,0.053
Annual,Phosphate in rivers,Milligrams per litre,Estonia,0.036,0.039,0.037,0.045,0.033,0.031,0.031,0.028,0.031,0.033,0.027,0.029,0.025,0.024,0.023,0.023,0.027,0.026,0.027,0.023,0.025,0.022
Annual,Phosphate in rivers,Milligrams per litre,Spain,0.113,0.09,0.103,0.093,0.102,0.125,0.131,0.107,0.075,0.047,0.046,0.052,0.142,0.13,0.144,0.159,0.18,0.194,0.194,0.189,0.187,0.199
Annual,Phosphate in rivers,Milligrams per litre,European Union (aggregate changing according to the context),0.09,0.092,0.09,0.094,0.083,0.075,0.09,0.092,0.08,0.078,0.073,0.057,0.064,0.06,0.061,0.063,0.061,0.066,0.066,0.07,0.08,0.074
Annual,Phosphate in rivers,Milligrams per litre,Finland,0.019,0.02,0.014,0.017,0.017,0.018,0.016,0.015,0.017,0.018,0.015,0.016,0.017,0.012,0.011,0.016,0.016,0.016,0.011,0.013,0.016,0.015
Annual,Phosphate in rivers,Milligrams per litre,Croatia,0.065,0.065,0.065,0.065,0.055,0.043,0.058,0.037,0.034,0.026,0.038,0.032,0.031,0.028,0.025,0.022,0.024,0.025,0.022,0.026,0.022,0.018
Annual,Phosphate in rivers,Milligrams per litre,Ireland,0.047,0.043,0.037,0.036,0.034,0.035,0.036,0.035,0.034,0.035,0.038,0.034,0.024,0.022,0.025,0.023,0.026,0.026,0.025,0.025,0.023,0.022
Annual,Phosphate in rivers,Milligrams per litre,Iceland,0.008,0.008,0.009,0.009,0.013,0.013,0.008,0.011,0.007,0.002,0.006,0.008,0.006,0.007,0.01,0.007,0.026,0.022,0.023,0.026,0.021,0.021
Annual,Phosphate in rivers,Milligrams per litre,Italy,0.026,0.02,0.046,0.053,0.039,0.041,0.049,0.047,0.043,0.039,0.04,0.037,0.039,0.049,0.06,0.071,0.05,0.043,0.042,0.044,0.054,0.055
Annual,Phosphate in rivers,Milligrams per litre,Lithuania,0.118,0.094,0.141,0.093,0.07,0.129,0.155,0.051,0.082,0.087,0.055,0.053,0.044,0.067,0.051,0.08,0.064,0.086,0.121,0.113,0.279,0.205
Annual,Phosphate in rivers,Milligrams per litre,Latvia,0.029,0.033,0.028,0.034,0.026,0.023,0.031,0.022,0.021,0.015,0.026,0.021,0.02,0.017,0.017,0.013,0.019,0.019,0.018,0.019,0.02,0.017
Annual,Phosphate in rivers,Milligrams per litre,North Macedonia,0.473,0.271,0.397,0.444,0.411,0.239,0.196,0.239,0.235,0.246,0.159,0.192,0.221,0.062,0.094,0.063,0.066,0.085,0.065,0.094,0.09,0.079
Annual,Phosphate in rivers,Milligrams per litre,Norway,0.004,0.003,0.004,0.002,0.003,0.002,0.004,0.005,0.003,0.003,0.004,0.005,0.005,0.005,0.005,0.003,0.003,0.004,0.004,0.004,0.004,0.005
Annual,Phosphate in rivers,Milligrams per litre,Romania,0.15,0.15,0.145,0.16,0.114,0.12,0.107,0.13,0.127,0.127,0.084,0.09,0.102,0.09,0.101,0.105,0.085,0.08,0.095,0.097,0.107,0.087
Annual,Phosphate in rivers,Milligrams per litre,Serbia,0.076,0.08,0.077,0.087,0.07,0.084,0.089,0.081,0.082,0.076,0.08,0.074,0.081,0.065,0.07,0.075,0.069,0.066,0.062,0.066,0.065,0.065
Annual,Phosphate in rivers,Milligrams per litre,Sweden,0.009,0.01,0.012,0.011,0.014,0.012,0.012,0.011,0.011,0.01,0.012,0.012,0.01,0.01,0.009,0.008,0.008,0.007,0.007,0.007,0.007,0.007
Annual,Phosphate in rivers,Milligrams per litre,Slovenia,0.048,0.047,0.045,0.043,0.031,0.038,0.054,0.046,0.032,0.034,0.026,0.032,0.035,0.023,0.027,0.045,0.039,0.033,0.029,0.029,0.029,0.029
Annual,Phosphate in rivers,Milligrams per litre,Slovakia,0.184,0.163,0.143,0.186,0.153,0.12,0.117,0.119,0.108,0.104,0.073,0.081,0.102,0.085,0.104,0.092,0.096,0.072,0.072,0.071,0.055,0.05
