Annual,Crude divorce rate,Moldova,3.1,3.0,:,3.1,3.5 e,:,:,:,:,:,:,:
Annual,Crude divorce rate,Montenegro,0.8,0.8,0.8,0.9,0.9,1.1,1.2,1.4,1.4,1.3,1.2,:
Annual,Crude divorce rate,North Macedonia,0.9,0.9,1.0,1.1,1.0,1.0,1.0,0.8,1.0,0.8,1.0,:
Annual,Crude divorce rate,Malta,0.1,1.1,0.8,0.7,0.8,0.8,0.7,0.7,0.7,0.5,0.6 p,0.9
Annual,Crude divorce rate,Netherlands,2.0,2.1,2.0,2.1,2.0,2.0,1.9,1.8,1.7,1.7,1.5,1.3
Annual,Crude divorce rate,Norway,2.1,2.0,2.0,1.9,1.9,1.9,2.0,1.9,1.9,1.8,:,:
Annual,Crude divorce rate,Poland,1.7 b,1.7,1.7,1.7,1.8,1.7,1.7,1.7,1.7,1.4 ep,1.6 ep,1.6
Annual,Crude divorce rate,Portugal,2.5,2.4,2.2,2.1,2.3,2.2,2.1,2.0,2.0,1.7,1.7 bp,1.8 bp
Annual,Crude divorce rate,Romania,1.8,1.6,1.4,1.4,1.6,1.5,1.6,1.6,1.6,1.2 e,1.4 e,1.2 e
Annual,Crude divorce rate,Serbia,1.1 b,1.0,1.1,1.1,1.3,1.3,1.3,1.4,1.6,1.3,1.4,1.5
Annual,Crude divorce rate,Russia,4.7,:,:,:,:,:,:,:,:,:,:,:
Annual,Crude divorce rate,Sweden,2.5,2.5,2.8,2.7,2.5,2.4,2.4,2.5,2.5,2.5,2.3,2.1
Annual,Crude divorce rate,Slovenia,1.1,1.2,1.1,1.2,1.2,1.2,1.2,1.1,1.2,0.8,1.1,1.0
Annual,Crude divorce rate,Slovakia,2.1,2.0,2.0,1.9,1.8,1.7,1.8,1.8,1.7,1.5,1.5,1.5
Annual,Crude divorce rate,San Marino,2.5,1.5,:,:,:,:,:,:,:,:,:,:
Annual,Crude divorce rate,Türkiye,1.6,1.6,1.6,1.7,1.7,1.6,1.6,1.7,1.9,1.6,:,2.1
Annual,Crude divorce rate,Ukraine,1.4,1.1,:,:,3.0,3.1,3.0,3.7,3.3,2.9,2.9,:
Annual,Crude divorce rate,United Kingdom,2.1,2.0,2.0,1.9,1.7,1.8,:,:,:,:,:,:
Annual,Crude divorce rate,Kosovo*,0.8,0.7,:,:,0.7,0.6,0.6,0.6,0.5,:,:,:
