Time frequency,Demographic indicator,Geopolitical entity (reporting)\Time,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Crude divorce rate,Albania,:,:,:,1.5,1.3,1.9,1.6,1.7,2.1,1.5,1.1,:
Annual,Crude divorce rate,Armenia,1.0,:,:,:,1.2,1.2,:,1.3,1.3,1.1,:,:
Annual,Crude divorce rate,Austria,2.1,2.0,1.9,1.9,1.9,1.8,1.8,1.8,1.8,1.7,:,:
Annual,Crude divorce rate,Azerbaijan,1.2,1.2,1.2,1.3,1.3,1.3,1.5,1.5,1.7,1.4,:,:
Annual,Crude divorce rate,Bosnia and Herzegovina,:,0.6,:,:,:,:,:,:,:,:,:,:
Annual,Crude divorce rate,Belgium,2.5,2.3,2.2,2.2,2.2,2.1,2.0,2.0,2.0,1.8,1.9,1.7
Annual,Crude divorce rate,Bulgaria,1.4,1.6,1.5,1.5,1.5,1.5,1.5,1.5,1.6,1.3,1.5,1.4
Annual,Crude divorce rate,Belarus,4.1,4.1,3.8,3.7,3.5,3.4,3.4,3.5,:,:,:,:
Annual,Crude divorce rate,Switzerland,2.2 b,2.2,2.1,2.0,2.1,2.0,1.9,1.9,2.0,1.9,2.0,1.8
Annual,Crude divorce rate,Cyprus,2.3,2.4,2.2,2.2,2.1,2.3,2.2,2.4,2.6,:,:,:
Annual,Crude divorce rate,Czechia,2.7,2.5,2.7,2.5,2.5,2.4,2.4,2.3,2.3,2.0,2.0 b,1.9
Annual,Crude divorce rate,Germany,2.3,2.2,2.1,2.1,2.0,2.0,1.9,1.8,1.8,1.7,1.7,:
Annual,Crude divorce rate,Denmark,2.6,2.8,3.4,3.4,2.9,3.0,2.6,2.6,1.8,2.7,2.2,:
Annual,Crude divorce rate,Euro area - 19 countries  (2015-2022),1.9,1.9,1.8,1.8,1.9,1.9,:,:,:,:,1.7 e,1.6 e
Annual,Crude divorce rate,Euro area – 20 countries (from 2023),:,:,:,:,:,:,:,:,:,:,1.7 e,1.6 e
Annual,Crude divorce rate,Estonia,2.3,2.4,2.5,2.4,2.6,2.5,2.5,2.4,2.1,1.9,1.9,1.9
Annual,Crude divorce rate,Greece,1.1,1.3,1.5,1.3,1.4,1.0,1.8,:,:,:,:,:
Annual,Crude divorce rate,Spain,2.2,2.2,2.0,2.2,2.1,2.1,2.1,2.0,1.9,1.6,1.8,1.7
Annual,Crude divorce rate,European Union - 27 countries (from 2020),1.9,1.9,1.8,1.8,1.9,1.9,1.9 e,1.8 e,1.8 e,1.6 e,1.7 e,1.6 e
Annual,Crude divorce rate,Finland,2.5,2.4,2.5,2.5,2.5,2.5,2.4,2.4,2.4,2.4,2.2,2.0
Annual,Crude divorce rate,France,2.0,2.0,1.9,1.9,1.9,1.9,:,:,:,:,:,:
Annual,Crude divorce rate,Metropolitan France,2.1,:,:,:,:,:,:,:,:,:,:,:
Annual,Crude divorce rate,Georgia,1.3,:,:,2.2,2.4,2.6,2.7,2.8,3.0,2.1,:,:
Annual,Crude divorce rate,Croatia,1.3,1.3,1.4,1.4,1.4,1.7,1.5,1.5,1.5,1.3,1.3,1.2
Annual,Crude divorce rate,Hungary,2.3,2.2 b,2.0,2.0,2.1,2.0,1.9,1.7,1.8,1.5,1.9,1.8
Annual,Crude divorce rate,Ireland,0.6,0.6,0.6,0.6,0.7,0.7,0.7,:,:,:,:,:
Annual,Crude divorce rate,Iceland,1.6,:,:,:,:,:,:,:,:,1.9,:,:
Annual,Crude divorce rate,Italy,0.9,0.9,0.9,0.9,1.4,1.6,1.5,1.5,1.4,1.1,1.4,1.4
Annual,Crude divorce rate,Liechtenstein,2.5,2.4,:,:,:,:,:,:,:,:,:,:
Annual,Crude divorce rate,Lithuania,3.4,3.5,3.4,3.3,3.2,3.1,3.0,3.1,3.1,2.7,2.8,2.6
Annual,Crude divorce rate,Luxembourg,2.3,2.0,2.1,2.6,2.4,2.1,2.0,2.0,3.1,2.3,2.2,1.9
Annual,Crude divorce rate,Latvia,4.0,3.6,3.5,3.1,2.6,3.1,3.1,3.1,3.1,2.7,2.5,2.9
