Time frequency,Unit of measure,National accounts indicator (ESA 2010),Sector,Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,General government,Austria,51.8,52.4,52.4,51.2,50.6,49.8,49.2,49.1,57.3,56.0,53.0,52.7
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,General government,Belgium,56.2,55.9,55.4,53.9,53.4,52.3,52.5,51.8,58.5,54.9,52.2,53.3
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,General government,Bulgaria,34.3,37.8,43.2,40.4,34.8,34.8,37.0,36.4,41.3,41.5,41.2,38.8
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,General government,Switzerland,32.7,33.6,33.3,33.6,33.7,33.7,33.0,33.3,38.3,35.8,33.2,33.6
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,General government,Cyprus,54.6,46.3,52.1,43.1,39.6,38.5,44.3,40.3,45.9,42.6,37.9,41.9
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,General government,Czechia,44.4,42.4,42.3,41.7,39.4,38.5,40.1,40.4,46.3,45.0,43.0,43.9
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,General government,Germany,45.1,45.2,44.5,44.5,44.7,44.6,44.7,45.6,51.1,50.7,49.0,48.4
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,General government,Denmark,57.9,55.6,55.1,54.4,52.4,50.6,50.8,49.8,53.3,49.4,44.9,46.8
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,General government,Euro area - 19 countries  (2015-2022),50.3,50.3,49.6,48.6,47.9,47.4,47.1,47.0,53.6,52.0,50.0,49.5
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,General government,Euro area – 20 countries (from 2023),50.3,50.3,49.6,48.6,47.9,47.4,47.0,47.0,53.6,52.0,50.0,49.5
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,General government,Estonia,39.4,38.3,37.6,39.3,38.9,38.9,38.8,39.1,44.7,42.1,40.0,43.3
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,General government,Greece,57.9,63.9,51.5,54.8,50.3,48.6,48.6,47.7,59.3,56.7,52.9,49.5
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,General government,Spain,49.2,46.2,45.0,43.7,42.1,41.0,41.5,42.0,51.4,49.5,46.4,45.4
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,General government,European Union - 27 countries (from 2020),50.0,50.0,49.2,48.3,47.5,47.0,46.7,46.6,52.9,51.1,49.2,49.0
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,General government,Finland,55.7,57.1,57.6,55.7 b,55.1,52.8,52.7,52.6,56.5,55.1,52.6,55.8
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,General government,France,57.9,58.6,58.4,57.6,57.4,57.7,56.4,55.3,61.7,59.5,58.4,57.0
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,General government,Croatia,47.3,47.9,48.7,47.5,45.9,44.3,45.1,46.3,53.7,48.1,44.9,46.6
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,General government,Hungary,49.2,50.1,50.0,50.4,46.7,46.6,45.9,45.8,51.0,48.1,48.7,49.5
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,General government,Ireland,42.2,39.8,36.5,28.0,27.5,25.3,24.8,23.9,26.7,23.6,20.6,22.7
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,General government,Iceland,47.7,46.0,45.8,43.5,46.4,44.4,43.8,43.6,51.1,49.4,46.6,45.5
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,General government,Italy,50.5,50.9,50.7,50.2,49.0,48.8,48.3,48.4,56.8,56.0,54.9,53.8
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,General government,Lithuania,36.6,35.7,35.0,35.2,34.5,33.4,33.7,34.5,42.3,37.3,36.2,37.4
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,General government,Luxembourg,41.8,41.2,40.6,40.4,40.0,41.3,42.4,43.1,47.0,42.8,43.8,47.9
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,General government,Latvia,40.4,39.9,40.4,40.0,38.8,39.6,40.7,39.7,44.3,46.5,44.2,44.0
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,General government,Malta,41.7,40.1,39.6,37.8,35.5,32.7,34.5,34.9,42.1,39.5,37.8,36.3
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,General government,Netherlands,47.6,47.5,46.7,45.3,43.9,42.8,42.4,42.1,47.8,45.9,43.2,43.2 p
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,General government,Norway,43.0,44.1,45.9,49.0,51.2,50.1,48.5,51.1,57.6,47.1,38.3,46.5
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,General government,Poland,43.2,43.2,42.7,41.5,41.1,41.1,41.0,41.4,47.7,43.6,43.3,47.0
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,General government,Portugal,48.8,50.0,51.7,48.3,44.9,45.5,43.3,42.5,49.1,47.3,43.9,42.4
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,General government,Romania,36.1,35.8,35.5,35.9,34.8,33.6,34.3,36.1,41.5,39.7,40.4,40.3
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,General government,Sweden,51.4,52.4,51.8,50.3,50.4,50.2,50.7,49.7,53.0,49.9,48.9,49.4
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,General government,Slovenia,50.0,57.7,50.6,49.5,46.9,44.6,44.1,43.8,51.8,49.9,47.7,46.5
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,General government,Slovakia,40.0,41.1,42.0,44.1,40.9,39.8,39.7,40.6,44.5,44.9,43.0,48.5
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,Central government,Austria,34.9,35.3,35.2,34.2,33.5,32.7,31.9,31.5,38.2,37.4,36.1,34.2
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,Central government,Belgium,31.4,30.9,30.9,27.7,27.6,26.9,26.7,26.5,30.8,28.9,27.0,28.0
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,Central government,Bulgaria,25.2,27.0,30.9,27.9,24.6,24.0,24.2,24.6,28.9,30.1,31.5,29.0
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,Central government,Switzerland,10.4,10.4,10.3,10.6,10.6,10.6,10.3,10.4,13.2,12.5,10.7,10.8
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,Central government,Cyprus,46.0,36.8,42.2,33.4,30.4,29.9,36.7,31.9,35.8,33.2,29.5,34.5
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,Central government,Czechia,37.0,35.3,35.1,34.9,34.0,32.9,33.9,34.3,39.4,38.6,36.9,37.5
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,Central government,Germany,14.7,14.2,13.6,13.5,13.4,13.6,13.4,13.5,16.0,17.3,16.3,15.3
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,Central government,Denmark,43.8,41.6,41.3,40.7,38.8,37.3,37.3,36.3,39.8,37.1,33.0,34.1
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,Central government,Euro area - 19 countries  (2015-2022),24.9,24.5,23.8,23.2,22.8,22.5,22.1,21.7,26.2,26.1,24.9,24.4
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,Central government,Euro area – 20 countries (from 2023),25.0,24.5,23.9,23.2,22.8,22.5,22.1,21.8,26.2,26.1,25.0,24.5
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,Central government,Estonia,33.6,32.2,32.1,34.1,33.6,33.2,33.7,33.5,38.1,36.9,35.1,38.0
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,Central government,Greece,44.4,53.4,39.8,42.1,38.7,36.9,37.1,34.9,45.3,43.2,40.2,36.9
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,Central government,Spain,26.7,23.2,21.9,20.7,19.6,18.7,19.0,18.8,24.8,24.9,23.2,21.4
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,Central government,European Union - 27 countries (from 2020),25.9,25.5,24.8,24.2,23.7,23.5,23.0,22.7,27.3,26.9,25.8,25.5
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,Central government,Finland,28.1,28.6,28.6,27.8,27.6,26.5,26.1,25.9,29.5,28.0,26.4,32.9
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,Central government,France,24.6,24.9,24.7,24.2,24.2,24.7,23.4,22.5,26.0,25.1,24.8,23.6
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,Central government,Croatia,30.4,32.1,32.6,31.3,29.8,28.3,28.0,29.1,35.0,31.9,29.9,31.2
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,Central government,Hungary,33.8,37.7,36.7,35.2,32.8,33.9,33.3,32.9,38.8,38.4,38.9,39.1
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,Central government,Ireland,36.7,34.3,31.5,24.2,23.4,21.3,21.0,20.1,22.3,20.1,17.5,19.4
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,Central government,Iceland,36.7,35.1,34.3,32.5,35.9,31.8,32.1,31.9,37.9,36.4,34.3,33.1
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,Central government,Italy,30.8,30.9,30.9,30.8,30.8,30.6,29.8,29.4,37.3,37.3,36.2,36.0
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,Central government,Lithuania,24.1,24.0,23.1,24.2,23.1,22.0,30.0,25.7,32.7,28.8,28.0,28.4
Annual,Percentage of gross domestic product (GDP),Total general government expenditure,Central government,Luxembourg,30.7,30.0,29.4,29.2,29.0,29.6,30.5,31.0,34.3,30.8,31.5,34.3
