Time frequency,Unit of measure,Sex,Age class,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Percentage,Females,From 18 to 24 years,Armenia,3.1,2.6,3.8,3.4,3.3,:,:,:,:,:,:,:,:,2.7,3.0,5.0,4.8,3.1
Annual,Percentage,Females,From 18 to 24 years,Azerbaijan,:,:,:,:,:,7.7 d,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Percentage,Females,From 18 to 24 years,Belarus,:,:,:,:,2.1 d,:,:,:,:,:,:,:,:,:,0.9 d,:,:,:
Annual,Percentage,Females,From 18 to 24 years,Georgia,:,:,:,:,:,:,:,5.8,5.2,6.4,4.7,6.3,8.3,9.5,8.9,7.4,7.0,5.9
Annual,Percentage,Females,From 18 to 24 years,Moldova,18.8,20.1,16.7,16.1,16.2,16.9,17.2,16.2,15.5,16.2,16.7,16.1,18.2,20.1,15.3 bd,13.1,16.1,18.7
Annual,Percentage,Males,From 18 to 24 years,Armenia,7.2,8.5,7.7,9.6,10.3,:,:,:,:,:,:,:,:,6.5,5.8,1.8,1.2,2.4
Annual,Percentage,Males,From 18 to 24 years,Azerbaijan,:,:,:,:,:,6.1 d,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Percentage,Males,From 18 to 24 years,Belarus,:,:,:,:,4.3 d,:,:,:,:,:,:,:,:,:,1.9 d,:,:,:
Annual,Percentage,Males,From 18 to 24 years,Georgia,:,:,:,:,:,:,:,8.6,6.5,6.8,6.8,6.2,9.4,9.7,9.6,8.8,7.6,6.1
Annual,Percentage,Males,From 18 to 24 years,Moldova,26.4,27.1,25.1,23.9,25.1,27.0,27.2,25.8,25.9,25.3,25.6,23.5,20.6,22.0,22.6 bd,20.6,23.1,24.5
Annual,Percentage,Total,From 18 to 24 years,Armenia,4.9,5.1,5.4,6.0,6.3,:,:,:,:,:,:,:,:,4.6,4.4,3.5,3.0,2.8
Annual,Percentage,Total,From 18 to 24 years,Azerbaijan,:,:,:,:,:,6.9 d,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Percentage,Total,From 18 to 24 years,Belarus,:,:,:,:,3.2 d,:,:,:,:,:,:,:,:,:,1.4 d,:,:,:
Annual,Percentage,Total,From 18 to 24 years,Georgia,:,:,:,:,:,:,:,7.1,5.8,6.6,5.8,6.2,8.9,9.6,9.3,8.2,7.3,6.0
Annual,Percentage,Total,From 18 to 24 years,Moldova,22.6,23.6,21.0,20.1,20.8,22.1,22.4,21.2,21.0,21.1,21.3,20.0,19.5,21.1,19.0 bd,16.9,19.6,21.5
