Time frequency,Rail network segment (2010),Train category,Unit of measure\Time,2010.0
Annual,Abzw Weyer 1 Kastenreith Hst - St.Valentin,Other trains,Number,0.0
Annual,Abzw Weyer 1 Kastenreith Hst - St.Valentin,Passenger trains,Number,8640.0
Annual,Hieflau - Abzw Weyer 1 Kastenreith Hst,Goods trains,Number,1875.0
Annual,Hieflau - Abzw Weyer 1 Kastenreith Hst,Other trains,Number,125.0
Annual,Hieflau - Abzw Weyer 1 Kastenreith Hst,Passenger trains,Number,7200.0
Annual,Selzthal - Hieflau,Goods trains,Number,2000.0
Annual,Selzthal - Hieflau,Other trains,Number,0.0
Annual,Selzthal - Hieflau,Passenger trains,Number,0.0
Annual,Bischofshofen - Selzthal,Goods trains,Number,1875.0
Annual,Bischofshofen - Selzthal,Other trains,Number,250.0
Annual,Bischofshofen - Selzthal,Passenger trains,Number,6660.0
Annual,Wien Meidling - Wien Südbf,Goods trains,Number,7375.0
Annual,Wien Meidling - Wien Südbf,Other trains,Number,1625.0
Annual,Wien Meidling - Wien Südbf,Passenger trains,Number,65160.0
Annual,Mödling - Wien Meidling,Goods trains,Number,7375.0
Annual,Mödling - Wien Meidling,Other trains,Number,1625.0
Annual,Mödling - Wien Meidling,Passenger trains,Number,65160.0
Annual,Wiener Neustadt - Mödling,Goods trains,Number,7125.0
Annual,Wiener Neustadt - Mödling,Other trains,Number,1000.0
Annual,Wiener Neustadt - Mödling,Passenger trains,Number,45180.0
Annual,Payerbach-Reichenau - Wiener Neustadt,Goods trains,Number,13750.0
Annual,Payerbach-Reichenau - Wiener Neustadt,Other trains,Number,3750.0
Annual,Payerbach-Reichenau - Wiener Neustadt,Passenger trains,Number,19980.0
Annual,Spielfeld-Straß - Graz Hbf,Goods trains,Number,6625.0
Annual,Spielfeld-Straß - Graz Hbf,Other trains,Number,4375.0
Annual,Spielfeld-Straß - Graz Hbf,Passenger trains,Number,12600.0
Annual,Szentgotthard - Graz Hbf,Goods trains,Number,2000.0
Annual,Szentgotthard - Graz Hbf,Other trains,Number,375.0
Annual,Szentgotthard - Graz Hbf,Passenger trains,Number,7740.0
Annual,St. Michael West - Bruck A.D. Mur,Goods trains,Number,18375.0
Annual,St. Michael West - Bruck A.D. Mur,Other trains,Number,2250.0
Annual,St. Michael West - Bruck A.D. Mur,Passenger trains,Number,15480.0
Annual,Unzmarkt - St. Michael West,Goods trains,Number,11250.0
Annual,Unzmarkt - St. Michael West,Other trains,Number,4500.0
Annual,Unzmarkt - St. Michael West,Passenger trains,Number,10440.0
Annual,Klagenfurt Hbf - Unzmarkt,Goods trains,Number,9125.0
Annual,Klagenfurt Hbf - Unzmarkt,Other trains,Number,875.0
Annual,Klagenfurt Hbf - Unzmarkt,Passenger trains,Number,9720.0
Annual,Villach Hbf - Klagenfurt Hbf,Goods trains,Number,9000.0
Annual,Villach Hbf - Klagenfurt Hbf,Other trains,Number,1750.0
Annual,Villach Hbf - Klagenfurt Hbf,Passenger trains,Number,20340.0
Annual,Arnoldstein - Villach Hbf,Goods trains,Number,8125.0
Annual,Arnoldstein - Villach Hbf,Other trains,Number,4750.0
Annual,Arnoldstein - Villach Hbf,Passenger trains,Number,9720.0
Annual,Tarvisio Boscoverde - Arnoldstein,Goods trains,Number,6875.0
Annual,Tarvisio Boscoverde - Arnoldstein,Other trains,Number,4375.0
Annual,Tarvisio Boscoverde - Arnoldstein,Passenger trains,Number,900.0
Annual,Pregarten - Linz Hbf,Goods trains,Number,3375.0
Annual,Pregarten - Linz Hbf,Other trains,Number,1125.0
Annual,Pregarten - Linz Hbf,Passenger trains,Number,8100.0
Annual,Summerau - Pregarten,Goods trains,Number,2500.0
Annual,Summerau - Pregarten,Other trains,Number,250.0
Annual,Summerau - Pregarten,Passenger trains,Number,5040.0
Annual,Kledering - Wien Südbf Ost,Goods trains,Number,19875.0
Annual,Kledering - Wien Südbf Ost,Other trains,Number,4000.0
Annual,Kledering - Wien Südbf Ost,Passenger trains,Number,27180.0
Annual,Gramatneusiedl - Kledering,Goods trains,Number,19750.0
Annual,Gramatneusiedl - Kledering,Other trains,Number,4000.0
Annual,Gramatneusiedl - Kledering,Passenger trains,Number,27180.0
Annual,Bruck A.D.Leitha - Gramatneusiedl,Goods trains,Number,10375.0
Annual,Bruck A.D.Leitha - Gramatneusiedl,Other trains,Number,3250.0
Annual,Bruck A.D.Leitha - Gramatneusiedl,Passenger trains,Number,27360.0
Annual,Abzw Bruck A.D. Leitha  1 - Bruck A.D.Leitha,Goods trains,Number,9625.0
Annual,Abzw Bruck A.D. Leitha  1 - Bruck A.D.Leitha,Other trains,Number,2875.0
Annual,Abzw Bruck A.D. Leitha  1 - Bruck A.D.Leitha,Passenger trains,Number,21780.0
Annual,Parndorf - Abzw Bruck A.D. Leitha  1,Goods trains,Number,9375.0
Annual,Parndorf - Abzw Bruck A.D. Leitha  1,Other trains,Number,2875.0
Annual,Parndorf - Abzw Bruck A.D. Leitha  1,Passenger trains,Number,14580.0
Annual,Hegyeshalom - Parndorf,Goods trains,Number,6125.0
Annual,Hegyeshalom - Parndorf,Other trains,Number,2000.0
Annual,Hegyeshalom - Parndorf,Passenger trains,Number,7920.0
Annual,Kittsee - Parndorf,Goods trains,Number,2500.0
Annual,Kittsee - Parndorf,Other trains,Number,875.0
Annual,Kittsee - Parndorf,Passenger trains,Number,6660.0
Annual,Inzersdorf Ort - Wien Meidling,Goods trains,Number,11250.0
Annual,Inzersdorf Ort - Wien Meidling,Other trains,Number,2000.0
Annual,Inzersdorf Ort - Wien Meidling,Passenger trains,Number,10800.0
Annual,Wampersdorf - Inzersdorf Ort,Goods trains,Number,1750.0
Annual,Wampersdorf - Inzersdorf Ort,Other trains,Number,250.0
Annual,Wampersdorf - Inzersdorf Ort,Passenger trains,Number,9900.0
Annual,Ebenfurth - Wampersdorf,Goods trains,Number,12125.0
Annual,Ebenfurth - Wampersdorf,Other trains,Number,1125.0
Annual,Ebenfurth - Wampersdorf,Passenger trains,Number,9900.0
Annual,Wiener Neustadt - Ebenfurth,Goods trains,Number,9750.0
Annual,Wiener Neustadt - Ebenfurth,Other trains,Number,875.0
Annual,Wiener Neustadt - Ebenfurth,Passenger trains,Number,6660.0
Annual,Flughafen Wien-Schwechat - Klein Schwechat,Goods trains,Number,875.0
Annual,Flughafen Wien-Schwechat - Klein Schwechat,Other trains,Number,250.0
Annual,Flughafen Wien-Schwechat - Klein Schwechat,Passenger trains,Number,28800.0
Annual,Wolfsthal - Flughafen Wien-Schwechat,Goods trains,Number,250.0
Annual,Wolfsthal - Flughafen Wien-Schwechat,Other trains,Number,0.0
Annual,Wolfsthal - Flughafen Wien-Schwechat,Passenger trains,Number,7380.0
Annual,Loipersbach-Schattendorf - Wiener Neustadt,Goods trains,Number,875.0
Annual,Loipersbach-Schattendorf - Wiener Neustadt,Other trains,Number,0.0
Annual,Loipersbach-Schattendorf - Wiener Neustadt,Passenger trains,Number,10800.0
Annual,Floridsdorf - Wien Nord,Goods trains,Number,2500.0
Annual,Floridsdorf - Wien Nord,Other trains,Number,2375.0
Annual,Floridsdorf - Wien Nord,Passenger trains,Number,104040.0
Annual,Leopoldau - Floridsdorf,Goods trains,Number,2250.0
Annual,Leopoldau - Floridsdorf,Other trains,Number,1500.0
Annual,Leopoldau - Floridsdorf,Passenger trains,Number,50220.0
Annual,Gänserndorf - Leopoldau,Goods trains,Number,9000.0
Annual,Gänserndorf - Leopoldau,Other trains,Number,2875.0
Annual,Gänserndorf - Leopoldau,Passenger trains,Number,24660.0
Annual,Bernhardsthal Frachtenbahnhof - Gänserndorf,Goods trains,Number,6625.0
Annual,Bernhardsthal Frachtenbahnhof - Gänserndorf,Other trains,Number,4375.0
Annual,Bernhardsthal Frachtenbahnhof - Gänserndorf,Passenger trains,Number,9900.0
Annual,Tulln - Wien Franz Josephsbahnhof,Goods trains,Number,4875.0
Annual,Tulln - Wien Franz Josephsbahnhof,Other trains,Number,3750.0
Annual,Tulln - Wien Franz Josephsbahnhof,Passenger trains,Number,28620.0
Annual,Absdorf-Hippersdorf - Tulln,Goods trains,Number,2500.0
Annual,Absdorf-Hippersdorf - Tulln,Other trains,Number,375.0
Annual,Absdorf-Hippersdorf - Tulln,Passenger trains,Number,15120.0
Annual,Sigmundsherberg - Absdorf-Hippersdorf,Goods trains,Number,1250.0
Annual,Sigmundsherberg - Absdorf-Hippersdorf,Other trains,Number,375.0
Annual,Sigmundsherberg - Absdorf-Hippersdorf,Passenger trains,Number,7560.0
Annual,Gmünd In Niederösterreich - Sigmundsherberg,Goods trains,Number,1375.0
Annual,Gmünd In Niederösterreich - Sigmundsherberg,Other trains,Number,500.0
Annual,Gmünd In Niederösterreich - Sigmundsherberg,Passenger trains,Number,3960.0
Annual,Aspang - Wiener Neustadt,Goods trains,Number,1500.0
Annual,Aspang - Wiener Neustadt,Other trains,Number,250.0
Annual,Aspang - Wiener Neustadt,Passenger trains,Number,10440.0
Annual,Friedberg - Aspang,Goods trains,Number,1000.0
Annual,Friedberg - Aspang,Other trains,Number,250.0
Annual,Friedberg - Aspang,Passenger trains,Number,9900.0
Annual,Fehring - Friedberg,Goods trains,Number,625.0
Annual,Fehring - Friedberg,Other trains,Number,0.0
Annual,Fehring - Friedberg,Passenger trains,Number,3420.0
Annual,Hausfeldstraße - Stadlau,Goods trains,Number,1750.0
Annual,Hausfeldstraße - Stadlau,Other trains,Number,250.0
Annual,Hausfeldstraße - Stadlau,Passenger trains,Number,24480.0
Annual,Marchegg - Hausfeldstraße,Goods trains,Number,1625.0
Annual,Marchegg - Hausfeldstraße,Other trains,Number,250.0
Annual,Marchegg - Hausfeldstraße,Passenger trains,Number,11520.0
Annual,Rennweg  - Wien Meidling,Goods trains,Number,2250.0
Annual,Rennweg  - Wien Meidling,Other trains,Number,2875.0
Annual,Rennweg  - Wien Meidling,Passenger trains,Number,74880.0
Annual,Wien Nord - Rennweg,Goods trains,Number,2375.0
Annual,Wien Nord - Rennweg,Other trains,Number,3125.0
Annual,Wien Nord - Rennweg,Passenger trains,Number,110520.0
Annual,Graz Hbf - Bruck A.D. Mur,Goods trains,Number,10375.0
Annual,Graz Hbf - Bruck A.D. Mur,Other trains,Number,2500.0
Annual,Graz Hbf - Bruck A.D. Mur,Passenger trains,Number,20700.0
Annual,Bruck A.D.Mur - Payerbach-Reichenau,Goods trains,Number,18625.0
Annual,Bruck A.D.Mur - Payerbach-Reichenau,Other trains,Number,3500.0
Annual,Bruck A.D.Mur - Payerbach-Reichenau,Passenger trains,Number,17100.0
Annual,Kirchdorf A. D. Krems - Linz Hbf,Goods trains,Number,6375.0
Annual,Kirchdorf A. D. Krems - Linz Hbf,Other trains,Number,875.0
Annual,Kirchdorf A. D. Krems - Linz Hbf,Passenger trains,Number,14040.0
Annual,Selzthal - Kirchdorf A. D. Krems,Goods trains,Number,4500.0
Annual,Selzthal - Kirchdorf A. D. Krems,Other trains,Number,750.0
Annual,Selzthal - Kirchdorf A. D. Krems,Passenger trains,Number,5580.0
Annual,Sopron - Ebenfurth,Goods trains,Number,2932.0
Annual,Sopron - Ebenfurth,Other trains,Number,597.0
Annual,Sopron - Ebenfurth,Passenger trains,Number,7986.0
Annual,Stadlau - Wien Südbahnhof Ost,Goods trains,Number,18500.0
Annual,Stadlau - Wien Südbahnhof Ost,Other trains,Number,10250.0
Annual,Stadlau - Wien Südbahnhof Ost,Passenger trains,Number,32760.0
