Time frequency,Rail network segment (2020),Train category,Unit of measure\Time,2020.0
Annual,Hranice Na Morave - Horní Lidec St.Hr.,Passenger trains,Number,20482.0
Annual,Brno Hl.N. - Prerov - Tovacov,Goods trains,Number,2458.0
Annual,Brno Hl.N. - Prerov - Tovacov,Passenger trains,Number,21794.0
Annual,Bohumín - Mosty U Jabl. St.Hr.-Pet-C.Teš,Goods trains,Number,27111.0
Annual,Bohumín - Mosty U Jabl. St.Hr.-Pet-C.Teš,Passenger trains,Number,21359.0
Annual,Ceský Tešín - Opava Východ,Goods trains,Number,14304.0
Annual,Ceský Tešín - Opava Východ,Passenger trains,Number,20642.0
Annual,Prerov - Breclav - Hodonín St.Hr.,Goods trains,Number,12991.0
Annual,Prerov - Breclav - Hodonín St.Hr.,Passenger trains,Number,26061.0
Annual,Brno Hl.N. - Blažovice - Kunovice - Korycany,Goods trains,Number,2536.0
Annual,Brno Hl.N. - Blažovice - Kunovice - Korycany,Passenger trains,Number,15961.0
Annual,Ústí Nad Labem - Ústí Nad Labem,Goods trains,Number,12943.0
Annual,Ústí Nad Labem - Ústí Nad Labem,Passenger trains,Number,20811.0
Annual,Ceská Trebová - Ceská Trebová,Goods trains,Number,30732.0
Annual,Ceská Trebová - Ceská Trebová,Passenger trains,Number,39689.0
Annual,Praha - Praha,Goods trains,Number,34801.0
Annual,Praha - Praha,Passenger trains,Number,238366.0
Annual,Ostrava Hl.N. - Ostrava Hl.N.,Goods trains,Number,10238.0
Annual,Ostrava Hl.N. - Ostrava Hl.N.,Passenger trains,Number,17106.0
Annual,Brno Hl.N. - Brno Hl.N.,Goods trains,Number,22828.0
Annual,Brno Hl.N. - Brno Hl.N.,Passenger trains,Number,47846.0
Annual,Ceská Trebová - Kolín,Goods trains,Number,27521.0
Annual,Ceská Trebová - Kolín,Passenger trains,Number,54506.0
Annual,Kolín - Praha,Goods trains,Number,10101.0
Annual,Kolín - Praha,Passenger trains,Number,55120.0
Annual,Štíty - Ústí Nad Orlicí,Goods trains,Number,871.0
Annual,Štíty - Ústí Nad Orlicí,Passenger trains,Number,6144.0
Annual,Lysá - Ústí Nad Labem Západ,Goods trains,Number,19380.0
Annual,Lysá - Ústí Nad Labem Západ,Passenger trains,Number,13317.0
Annual,Decín Hl.N. - Ústí Nad Labem-Strekov,Goods trains,Number,11375.0
Annual,Decín Hl.N. - Ústí Nad Labem-Strekov,Passenger trains,Number,15100.0
Annual,Decín Hl.N. - Kralupy Nad Vltavou,Goods trains,Number,25014.0
Annual,Decín Hl.N. - Kralupy Nad Vltavou,Passenger trains,Number,32216.0
Annual,Kralupy Nad Vltavou - Praha,Goods trains,Number,10979.0
Annual,Kralupy Nad Vltavou - Praha,Passenger trains,Number,31103.0
Annual,Dolní Žleb St.Hr. - Decín Hl.N.,Goods trains,Number,19954.0
Annual,Dolní Žleb St.Hr. - Decín Hl.N.,Passenger trains,Number,5612.0
Annual,Most - Chomutov - Ústí Nad Labem Hl.N.,Goods trains,Number,18635.0
Annual,Most - Chomutov - Ústí Nad Labem Hl.N.,Passenger trains,Number,38243.0
Annual,Bílina - Ústí Nad Labem Západ-V.Kríž,Goods trains,Number,13685.0
Annual,Bílina - Ústí Nad Labem Západ-V.Kríž,Passenger trains,Number,5558.0
Annual,Chomutov - Cheb (Velenické Stanicení),Goods trains,Number,6046.0
Annual,Chomutov - Cheb (Velenické Stanicení),Passenger trains,Number,38993.0
Annual,Beroun - Cheb,Goods trains,Number,6760.0
Annual,Beroun - Cheb,Passenger trains,Number,52346.0
Annual,Beroun-Os.N. - Praha-Smíchov,Goods trains,Number,4797.0
Annual,Beroun-Os.N. - Praha-Smíchov,Passenger trains,Number,39900.0
Annual,Cheb St.Hr. - Cheb,Goods trains,Number,1468.0
Annual,Cheb St.Hr. - Cheb,Passenger trains,Number,3307.0
Annual,Ceská Kubice St.Hr. - Plzen-Jižní Predmestí,Goods trains,Number,1300.0
Annual,Ceská Kubice St.Hr. - Plzen-Jižní Predmestí,Passenger trains,Number,13058.0
Annual,Plzen Hl.N.-Os.N. - C.Budejovice-Os.N.,Goods trains,Number,3458.0
Annual,Plzen Hl.N.-Os.N. - C.Budejovice-Os.N.,Passenger trains,Number,25152.0
Annual,Horní Dvorište St.Hr. - C.Budejovice-Os.N.,Goods trains,Number,2276.0
Annual,Horní Dvorište St.Hr. - C.Budejovice-Os.N.,Passenger trains,Number,19732.0
Annual,Ceské Velenice St.Hr. - C.Budejovice-Os.N.,Goods trains,Number,643.0
Annual,Ceské Velenice St.Hr. - C.Budejovice-Os.N.,Passenger trains,Number,10245.0
Annual,Benešov U Prahy - C.Budejovice-Os.N.,Goods trains,Number,5561.0
Annual,Benešov U Prahy - C.Budejovice-Os.N.,Passenger trains,Number,35418.0
Annual,Benešov U Prahy - Praha-Vršovice Os.N.,Goods trains,Number,6601.0
Annual,Benešov U Prahy - Praha-Vršovice Os.N.,Passenger trains,Number,33616.0
Annual,Ceské Velenice - Veselí N Lužnicí,Goods trains,Number,219.0
Annual,Ceské Velenice - Veselí N Lužnicí,Passenger trains,Number,5102.0
Annual,Havlíckuv Brod - Kolín Os.N.,Goods trains,Number,6169.0
Annual,Havlíckuv Brod - Kolín Os.N.,Passenger trains,Number,15181.0
Annual,Kolín Os.N. -Tpca - Praha-Vysocany,Goods trains,Number,30977.0
Annual,Kolín Os.N. -Tpca - Praha-Vysocany,Passenger trains,Number,64684.0
Annual,Lanžhot St.Hr. Hruš - Židl - Havlíckuv Brod,Goods trains,Number,27426.0
Annual,Lanžhot St.Hr. Hruš - Židl - Havlíckuv Brod,Passenger trains,Number,94182.0
Annual,Brno Hl.N. - Ceská Trebová Os.N.,Goods trains,Number,7879.0
Annual,Brno Hl.N. - Ceská Trebová Os.N.,Passenger trains,Number,30639.0
Annual,Bohumín-Predn. - Ceská Trebová Os.N.,Goods trains,Number,43076.0
Annual,Bohumín-Predn. - Ceská Trebová Os.N.,Passenger trains,Number,76459.0
Annual,Horní Lidec St.Hr. - Hranice Na Morave,Goods trains,Number,5412.0
Annual,Horní Lidec St.Hr. - Hranice Na Morave,Passenger trains,Number,20151.0
Annual,Prerov - Tovacov - Brno Hl.N.,Goods trains,Number,2235.0
Annual,Prerov - Tovacov - Brno Hl.N.,Passenger trains,Number,22949.0
Annual,Mosty U Jabl. St.Hr.-Pet-C.Teš - Bohumín,Goods trains,Number,24927.0
Annual,Mosty U Jabl. St.Hr.-Pet-C.Teš - Bohumín,Passenger trains,Number,19591.0
Annual,Opava Východ - Ceský Tešín,Goods trains,Number,12702.0
Annual,Opava Východ - Ceský Tešín,Passenger trains,Number,18577.0
Annual,Breclav - Hodonín St.Hr. - Prerov,Goods trains,Number,13144.0
Annual,Breclav - Hodonín St.Hr. - Prerov,Passenger trains,Number,23247.0
Annual,Blažovice - Kunovice - Korycany - Brno Hl.N.,Goods trains,Number,2459.0
Annual,Blažovice - Kunovice - Korycany - Brno Hl.N.,Passenger trains,Number,15521.0
Annual,Ústí Nad Labem - Ústí Nad Labem,Goods trains,Number,14513.0
Annual,Ústí Nad Labem - Ústí Nad Labem,Passenger trains,Number,22590.0
Annual,Ceská Trebová - Ceská Trebová,Goods trains,Number,28588.0
Annual,Ceská Trebová - Ceská Trebová,Passenger trains,Number,44739.0
Annual,Praha - Praha,Goods trains,Number,33339.0
Annual,Praha - Praha,Passenger trains,Number,252040.0
Annual,Ostrava Hl.N. - Ostrava Hl.N.,Goods trains,Number,11504.0
Annual,Ostrava Hl.N. - Ostrava Hl.N.,Passenger trains,Number,18087.0
Annual,Brno Hl.N. - Brno Hl.N.,Goods trains,Number,23422.0
Annual,Brno Hl.N. - Brno Hl.N.,Passenger trains,Number,44097.0
