Time frequency,Unit of measure,Maritime entity (reporting)\Time,Janvier-Mars 2005,Avril-Juin 2005,Jullet-Septembre 2005,Octobre-Décembre 2005,Janvier-Mars 2006,Avril-Juin 2006,Jullet-Septembre 2006,Octobre-Décembre 2006,Janvier-Mars 2007,Avril-Juin 2007,Jullet-Septembre 2007,Octobre-Décembre 2007,Janvier-Mars 2008,Avril-Juin 2008,Jullet-Septembre 2008,Octobre-Décembre 2008,Janvier-Mars 2009,Avril-Juin 2009,Jullet-Septembre 2009,Octobre-Décembre 2009,Janvier-Mars 2010,Avril-Juin 2010,Jullet-Septembre 2010,Octobre-Décembre 2010,Janvier-Mars 2011,Avril-Juin 2011,Jullet-Septembre 2011,Octobre-Décembre 2011,Janvier-Mars 2012,Avril-Juin 2012,Jullet-Septembre 2012,Octobre-Décembre 2012,Janvier-Mars 2013,Avril-Juin 2013,Jullet-Septembre 2013,Octobre-Décembre 2013,Janvier-Mars 2014,Avril-Juin 2014,Jullet-Septembre 2014,Octobre-Décembre 2014,Janvier-Mars 2015,Avril-Juin 2015,Jullet-Septembre 2015,Octobre-Décembre 2015,Janvier-Mars 2016,Avril-Juin 2016,Jullet-Septembre 2016,Octobre-Décembre 2016,Janvier-Mars 2017,Avril-Juin 2017,Jullet-Septembre 2017,Octobre-Décembre 2017,Janvier-Mars 2018,Avril-Juin 2018,Jullet-Septembre 2018,Octobre-Décembre 2018,Janvier-Mars 2019,Avril-Juin 2019,Jullet-Septembre 2019,Octobre-Décembre 2019,Janvier-Mars 2020,Avril-Juin 2020,Jullet-Septembre 2020,Octobre-Décembre 2020,Janvier-Mars 2021,Avril-Juin 2021,Jullet-Septembre 2021,Octobre-Décembre 2021,Janvier-Mars 2022,Avril-Juin 2022,Jullet-Septembre 2022,Octobre-Décembre 2022,Janvier-Mars 2023,Avril-Juin 2023,Jullet-Septembre 2023,Octobre-Décembre 2023,Janvier-Mars 2024
Quarterly,Thousand tonnes,Gioia Tauro,7685.0,7468.0,7258.0,6671.0,6225.0,6888.0,7542.0,7212.0,7841.0,7506.0,7815.0,6496.0,6623.0,7870.0,7992.0,8522.0,11073.0,10791.0,6008.0,6251.0,8083.0,8863.0,8591.0,7845.0,8403.0,7168.0,5084.0,5432.0,5642.0,6888.0,6925.0,6782.0,7031.0,6676.0,6472.0,6116.0,6025.0,7277.0,6846.0,5726.0,6362.0,7035.0,5656.0,6022.0,5102.0,9155.0,4660.0,6997.0,5614.0,5645.0,4503.0,6300.0,5756.0,7297.0,7047.0,6322.0,3285.0,3920.0,4553.0,5918.0,5644.0,5441.0,4750.0,6147.0,4693.0,6063.0,6468.0,6454.0,5589.0,6911.0,6625.0,5916.0,4709.0,2748.0,3293.0,3053.0,4545.0
Quarterly,Thousand tonnes,Rotterdam,17086.0,18258.0,17720.0,17935.0,17846.0,18075.0,18492.0,19408.0,19325.0,20662.0,20789.0,20994.0,21116.0,21778.0,21477.0,18641.0,17279.0,20169.0,20546.0,21650.0,20472.0,21988.0,21832.0,21630.0,24574.0,26235.0,26444.0,24793.0,24792.0,26920.0,25780.0,24784.0,24927.0,26026.0,25425.0,23840.0,26137.0,27458.0,26723.0,25974.0,26693.0,27178.0,26062.0,25360.0,26068.0,27043.0,26075.0,26903.0,28598.0,30132.0,30406.0,30797.0,30497.0,31384.0,31225.0,32036.0,31757.0,32354.0,31677.0,32113.0,30129.0,29102.0,29893.0,30377.0,29918.0,31633.0,30554.0,29255.0,27623.0,27237.0,27415.0,25067.0,24507.0,25553.0,25949.0,24966.0,25379.0
Quarterly,Sum of the last 4 quarters (in thousand tonnes),Antwerp-Bruges,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,109105.0,107250.0,105932.0,104464.0,103759.0,106254.0
Quarterly,Sum of the last 4 quarters (in thousand tonnes),Antwerpen,:,:,:,59529.0,60608.0,62526.0,63097.0,64676.0,67765.0,70141.0,73513.0,76289.0,77852.0,81034.0,82780.0,82219.0,78807.0,74663.0,71399.0,71141.0,74627.0,78207.0,81518.0,83644.0,85312.0,85333.0,85746.0,85911.0,86583.0,85175.0,84246.0,84105.0,82475.0,83310.0,82993.0,83449.0,84655.0,85982.0,88610.0,90125.0,92214.0,93829.0,94090.0,95387.0,96228.0,98053.0,100288.0,102148.0,102239.0,101729.0,101525.0,101021.0,103041.0,105234.0,106527.0,107667.0,107958.0,109969.0,112352.0,114575.0,117454.0,114881.0,114425.0,115680.0,115795.0,118216.0,117531.0,114574.0,:,:,:,:,:,:,:,:,:
Quarterly,Sum of the last 4 quarters (in thousand tonnes),Bremerhaven,:,:,:,29509.0,30506.0,31980.0,34022.0,35733.0,36943.0,37635.0,38364.0,38764.0,39769.0,41227.0,43008.0,43736.0,41611.0,40306.0,38929.0,39546.0,41387.0,42521.0,42413.0,42112.0,43774.0,46096.0,48753.0,50844.0,53392.0,53813.0,53987.0,52869.0,50672.0,49748.0,49194.0,49190.0,49145.0,48115.0,47969.0,48032.0,47427.0,46295.0,45170.0,44127.0,44122.0,45385.0,46326.0,46493.0,46212.0,44265.0,43180.0,43728.0,44227.0,45432.0,45772.0,45767.0,44881.0,44602.0,43600.0,42068.0,42086.0,41321.0,40708.0,41561.0,41796.0,41702.0,42016.0,41586.0,41214.0,40175.0,39062.0,37657.0,35142.0,34383.0,34098.0,34889.0,36534.0
Quarterly,Sum of the last 4 quarters (in thousand tonnes),Hamburg,:,:,:,65438.0,67160.0,68353.0,69087.0,69936.0,70774.0,72182.0,73763.0,73950.0,74845.0,75907.0,75990.0,73797.0,68732.0,63179.0,58038.0,55626.0,55959.0,56964.0,59407.0,61791.0,64424.0,67197.0,69885.0,72376.0,74022.0,73981.0,73136.0,72075.0,71986.0,73384.0,74867.0,76482.0,78280.0,80120.0,81394.0,81450.0,80282.0,77501.0,74772.0,73112.0,72585.0,72810.0,73109.0,73965.0,74052.0,73881.0,74054.0,72816.0,72180.0,72005.0,71263.0,72013.0,73173.0,74121.0,75092.0,75242.0,74206.0,70704.0,69580.0,69637.0,69440.0,70879.0,70530.0,70384.0,70307.0,70125.0,68851.0,65994.0,63442.0,62402.0,62045.0,62136.0,62457.0
Quarterly,Sum of the last 4 quarters (in thousand tonnes),Peiraias,:,:,:,13406.0,12681.0,13731.0,14988.0,13870.0,12615.0,11476.0,10551.0,12187.0,10723.0,8438.0,5895.0,2998.0,3284.0,3820.0,4531.0,5071.0,5895.0,6361.0,6885.0,7888.0,9535.0,12185.0,15177.0,18676.0,22934.0,26714.0,28519.0,30326.0,30286.0,30876.0,32506.0,34946.0,36114.0,36996.0,37427.0,36342.0,35998.0,34775.0,33960.0,33289.0,32787.0,33581.0,34851.0,35462.0,36724.0,37857.0,38135.0,39420.0,40527.0,41764.0,43443.0,44615.0,46127.0,47348.0,48279.0,49867.0,50312.0,49316.0,48348.0,46024.0,43618.0,42998.0,41873.0,40139.0,38827.0,36946.0,35668.0,36131.0,36729.0,37853.0,38462.0,38826.0,38042.0
Quarterly,Sum of the last 4 quarters (in thousand tonnes),Algeciras,:,:,:,28840.0,28657.0,29534.0,30885.0,32394.0,33547.0,34134.0,34400.0,35264.0,36295.0,36702.0,36249.0,35444.0,33000.0,31282.0,30801.0,30359.0,31568.0,32741.0,30795.0,29533.0,28731.0,28944.0,32098.0,38816.0,42746.0,45040.0,46915.0,44070.0,42818.0,42917.0,43527.0,40703.0,42470.0,43095.0,41900.0,45225.0,44102.0,43474.0,44960.0,46163.0,47991.0,49566.0,50039.0,50364.0,48754.0,48308.0,48403.0,48532.0,50244.0,51137.0,51237.0,50764.0,51428.0,52393.0,52919.0,53772.0,54025.0,53461.0,54352.0,54972.0,53799.0,52723.0,50831.0,48913.0,48032.0,47239.0,46980.0,46702.0,46638.0,46963.0,46860.0,47010.0,47461.0
Quarterly,Sum of the last 4 quarters (in thousand tonnes),Valencia,:,:,:,21584.0,22027.0,22291.0,22545.0,22918.0,24246.0,25061.0,25985.0,26681.0,27355.0,29108.0,31968.0,33868.0,34429.0,35272.0,34639.0,35077.0,35805.0,36470.0,38219.0,40441.0,41065.0,41742.0,42529.0,42056.0,42934.0,43186.0,42649.0,42878.0,43255.0,43053.0,41901.0,40867.0,39649.0,39513.0,39537.0,40012.0,41133.0,42028.0,42794.0,42863.0,43276.0,43089.0,43267.0,44055.0,43985.0,44808.0,45977.0,45881.0,46010.0,46247.0,45897.0,47104.0,48416.0,49241.0,50090.0,49432.0,49296.0,48029.0,48988.0,51935.0,52973.0,54637.0,54054.0,52287.0,50772.0,50266.0,48869.0,45634.0,44140.0,42751.0,41991.0,43658.0,44724.0
Quarterly,Sum of the last 4 quarters (in thousand tonnes),Gioia Tauro,:,:,:,29082.0,27622.0,27042.0,27326.0,27867.0,29483.0,30101.0,30374.0,29658.0,28441.0,28806.0,28982.0,31008.0,35457.0,38378.0,36394.0,34123.0,31132.0,29205.0,31788.0,33382.0,33702.0,32007.0,28499.0,26086.0,23326.0,23046.0,24887.0,26238.0,27627.0,27415.0,26961.0,26295.0,25289.0,25889.0,26264.0,25874.0,26210.0,25968.0,24779.0,25075.0,23815.0,25935.0,24938.0,25914.0,26426.0,22916.0,22759.0,22062.0,22204.0,23856.0,26401.0,26422.0,23952.0,20575.0,18081.0,17677.0,20036.0,21557.0,21754.0,21983.0,21031.0,21654.0,23371.0,23679.0,24575.0,25422.0,25579.0,25041.0,24161.0,19998.0,16666.0,13803.0,13639.0
Quarterly,Sum of the last 4 quarters (in thousand tonnes),Rotterdam,:,:,:,70998.0,71758.0,71575.0,72347.0,73820.0,75300.0,77887.0,80185.0,81771.0,83562.0,84678.0,85365.0,83012.0,79175.0,77566.0,76635.0,79644.0,82836.0,84655.0,85942.0,85922.0,90024.0,94271.0,98882.0,102045.0,102264.0,102949.0,102285.0,102276.0,102411.0,101517.0,101162.0,100219.0,101428.0,102860.0,104158.0,106292.0,106848.0,106568.0,105908.0,105293.0,104668.0,104532.0,104545.0,106089.0,108619.0,111708.0,116039.0,119933.0,121832.0,123084.0,123903.0,125143.0,126403.0,127373.0,127825.0,127902.0,126274.0,123022.0,121237.0,119501.0,119290.0,121821.0,122481.0,121359.0,119065.0,114669.0,111531.0,107343.0,104226.0,102542.0,101075.0,100974.0,101847.0
