Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2017.0
Annual,Percentage of individuals,Austria,24.53,19.92,18.01,19.95,18.58,14.98,13.74,13.37,13.73,12.02,9.0
Annual,Percentage of individuals,Ostösterreich,22.52,18.4,17.65,18.61,17.78,13.55,12.57,13.65,12.94,10.91,7.79
Annual,Percentage of individuals,Burgenland,29.96,: u,23.79,24.53,22.23,21.64,16.81,18.41,14.47,:,10.18
Annual,Percentage of individuals,Niederösterreich,25.17,22.62,20.23,20.24,17.14,13.64,14.83,15.02,16.29,:,9.95
Annual,Percentage of individuals,Wien,18.78,13.87,14.21,16.11,17.64,12.15,9.82,11.64,9.7,:,5.56
Annual,Percentage of individuals,Südösterreich,26.74,22.31,20.2,21.94,19.93,19.03,15.01,14.88,17.21,14.49,10.32
Annual,Percentage of individuals,Kärnten,29.18,22.3,20.38,22.72,22.29,16.3,14.95,16.65,17.12,:,13.44
Annual,Percentage of individuals,Steiermark,25.61,22.31,20.11,21.58,18.84,20.27,15.04,14.07,17.25,:,8.91
Annual,Percentage of individuals,Westösterreich,25.6,20.31,17.14,20.38,18.75,14.34,14.41,12.14,12.64,11.95,9.74
Annual,Percentage of individuals,Oberösterreich,26.18,21.78,17.94,19.86,20.03,16.02,14.54,12.87,13.02,:,10.3
Annual,Percentage of individuals,Salzburg,24.97,16.83,14.21,17.35,17.69,12.16,11.65,12.42,13.15,:,8.69
Annual,Percentage of individuals,Tirol,26.29,21.43,17.79,23.98,18.01,14.86,18.1,12.7,13.11,:,9.87
Annual,Percentage of individuals,Vorarlberg,22.97,17.61,17.13,19.8,16.84,10.04,10.73,7.85,9.55,:,8.91
Annual,Percentage of individuals,Belgium,27.64,24.24,22.8,18.05,14.93,13.38,13.04,11.84,10.39,11.17,9.71
Annual,Percentage of individuals,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,:,:,23.0,16.45,12.77,10.46,8.73,8.9,7.52,9.7,8.05
Annual,Percentage of individuals,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,:,:,23.0,16.45,12.77,10.46,8.73,8.9,7.52,9.7,8.05
Annual,Percentage of individuals,Vlaams Gewest,:,:,20.26,17.17,14.14,12.73,12.09,11.22,9.45,11.19,8.89
Annual,Percentage of individuals,Prov. Antwerpen,:,:,15.97,14.94,12.76,11.7,11.86,8.2,8.49,10.86,6.9
Annual,Percentage of individuals,Prov. Limburg (BE),:,:,22.32,19.54,18.04,13.15,14.24,13.1,8.22,12.16,10.1
Annual,Percentage of individuals,Prov. Oost-Vlaanderen,:,:,21.48,16.98,13.75,13.57,11.13,12.57,11.46,10.86,11.23
