Time frequency,National accounts indicator (ESA 2010),Unit of measure,Geopolitical entity (reporting)\Time,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,Nominal unit labour cost based on hours worked,"Index, 2015=100",Austria,80.954,80.944,80.74,80.829,80.761,81.098,81.614,82.134,83.094,82.962,83.179,84.37,84.851,87.706,91.53,91.134,92.129,94.448,96.844,98.466,100.0,101.477,102.605,105.065,107.182,114.858,114.297,116.702,126.717,:
Annual,Nominal unit labour cost based on hours worked,"Index, 2015=100",Belgium,73.93,74.605,74.581,75.326,76.215,76.471,79.345,81.726,82.19,81.3,81.983,84.018,85.299,89.518,92.964 b,93.157,95.766,99.03,101.034,100.602,100.0,100.406,102.234,103.564,104.887,106.454,108.882,114.568,123.319 p,:
Annual,Nominal unit labour cost based on hours worked,"Index, 2015=100",Bulgaria,1.461,2.444,26.218,39.763,44.428,45.641,49.128,49.395,50.52,52.133,55.126,56.864,61.985,69.266,76.831,79.927,81.77,85.269,92.879,97.504,100.0,103.248,113.012,120.769,122.684,133.119,137.711,152.263,168.965,:
Annual,Nominal unit labour cost based on hours worked,"Index, 2015=100",Cyprus,74.232,77.182,80.234,79.244,80.658,82.276,84.326,86.483,94.429,96.244,101.668,101.17,101.269,102.671,110.317,108.837,110.71,111.969,107.327,103.552,100.0,97.037,98.168,99.334,103.676,107.254,103.075,107.102,111.182 p,:
Annual,Nominal unit labour cost based on hours worked,"Index, 2015=100",Czechia,52.782,59.827,66.071,71.125,73.105,75.398,79.649,85.056,88.457,90.48,89.181,89.783,91.967,95.307,97.206,97.072,97.365,99.244,99.025,100.208,100.0,103.298,107.175,114.202,118.084,126.543,131.103,138.167,148.328,:
Annual,Nominal unit labour cost based on hours worked,"Index, 2015=100",Germany,84.863,85.008,84.156,84.227,84.841,85.65,85.517,86.357,87.52,87.15,86.515,84.568,84.285,86.625,92.612,91.294,91.481,94.545,96.72,98.113,100.0,101.183,102.391,105.618,108.828,112.341,112.014 p,116.925 p,124.737 p,131.446 p
Annual,Nominal unit labour cost based on hours worked,"Index, 2015=100",Denmark,67.986,69.594,70.215,72.492,73.657,74.164,76.996,79.821,81.477,81.307,82.86,84.367,88.428,93.049,97.37,96.593,96.664,97.598,97.876,98.662,100.0,99.595,99.587,100.905,101.9,105.139,103.816,109.005,111.103,:
Annual,Nominal unit labour cost based on hours worked,"Index, 2015=100",Euro area – 20 countries (from 2023),77.591,79.026,77.841,77.768,79.026,79.913,81.122,83.1,84.922,85.492,86.61,87.2,88.418,91.7,95.961,95.445,95.924,98.042,99.274,99.754,100.0,100.721,101.382,103.335,105.291,109.072,109.107,112.859,119.956,:
Annual,Nominal unit labour cost based on hours worked,"Index, 2015=100",Estonia,32.936 u,39.468 u,41.928 u,44.915 u,46.450 u,48.232,50.182,51.779,54.446,56.934,58.581,64.305,75.113,87.042,88.071,83.898,84.87,88.133,92.435,95.953,100.0,104.078,107.865,115.367,121.432,126.731,129.532,145.971,167.886,:
