Time frequency,International classification of crime for statistical purposes (ICCS),Unit of measure,Geopolitical entity (reporting)\Time,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Intentional homicide,Number,Albania,88.0,82.0,118.0,124.0,125.0,107.0,98.0,54.0,71.0,52.0,51.0,58.0,52.0,61.0,42.0
Annual,Intentional homicide,Number,Austria,58.0,51.0,61.0,80.0,88.0,63.0,43.0,42.0,49.0,61.0,73.0,74.0,54.0,59.0,65.0
Annual,Intentional homicide,Number,Bosnia and Herzegovina,66.0,67.0,54.0,49.0,60.0,46.0,49.0,56.0,42.0,34.0,36.0,37.0,42.0,31.0,34.0
Annual,Intentional homicide,Number,Belgium,204.0,189.0,189.0,214.0,206.0,204.0,210.0,231.0,175.0,198.0,192.0,147.0,150.0,154.0,179.0
Annual,Intentional homicide,Number,Bulgaria,172.0,150.0,148.0,128.0,141.0,109.0,112.0,126.0,79.0,95.0,92.0,81.0,67.0,89.0,76.0
Annual,Intentional homicide,Number,Switzerland,54.0,51.0,53.0,46.0,45.0,57.0,41.0,57.0,45.0,45.0,50.0,46.0,47.0,42.0,42.0
Annual,Intentional homicide,Number,Cyprus,9.0,19.0,7.0,8.0,19.0,11.0,10.0,12.0,11.0,7.0,14.0,13.0,15.0,14.0,7.0
Annual,Intentional homicide,Number,Czechia,113.0,105.0,105.0,83.0,95.0,90.0,81.0,88.0,65.0,40.0,55.0,81.0,57.0,46.0,79.0
Annual,Intentional homicide,Number,Germany,656.0,721.0,699.0,689.0,619.0,623.0,645.0,655.0,747.0,738.0,632.0,586.0,719.0,631.0,614.0
Annual,Intentional homicide,Number,Denmark,53.0,56.0,49.0,49.0,43.0,41.0,62.0,52.0,53.0,61.0,54.0,54.0,51.0,42.0,59.0
