Time frequency,Classification of individual consumption by purpose (COICOP),Unit of measure,Geopolitical entity (reporting)\Time,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024,Décembre 2024
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",Albania,158.84 d,159.85 d,162.90 d,162.25 d,161.87 d,161.00 d,159.87 d,160.10 d,162.49 d,162.11 d,160.29 d,161.42 d
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",Austria,136.67,137.1,136.77,137.53,137.47,136.85,136.6,137.35,137.66,138.42,139.17,138.67
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",Belgium,136.84,137.04,138.25,135.52,135.75,136.17,136.82,136.65,135.87,136.65,137.02,136.95
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",Bulgaria,168.76,169.89,169.66,169.51,169.16,168.44,168.77,170.5,171.05,171.44,173.29,172.14
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",Switzerland,107.28,106.65,105.99,106.57,107.6,108.02,109.07,108.77,108.68,107.93,106.64,105.66
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",Cyprus,120.08,123.23,121.96,122.35,124.58,125.23,127.49,129.65,130.71,131.12,127.27,128.53
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",Czechia,145.2,144.8,143.7,146.1,146.0,145.2,145.7,146.4,147.5,147.9,148.5,147.5
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",Germany,146.3,146.0,145.7,146.5,146.3,146.7,146.8,146.7,147.4,148.5,148.7,149.0
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",Denmark,127.0,126.5,127.3,128.8,129.2,130.5,132.0,131.5,131.9,132.4,132.4,129.7
Monthly,Food and non-alcoholic beverages,"Index, 2015=100","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",137.45,137.24,137.19,137.47,137.74,137.82,137.66,137.7,137.84,138.88,139.14,138.97
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",Euro area - 19 countries  (2015-2022),137.43,137.23,137.18,137.45,137.72,137.8,137.63,137.65,137.79,138.82,139.09,138.91
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",Euro area – 20 countries (from 2023),137.48,137.28,137.23,137.51,137.78,137.86,137.69,137.73,137.87,138.91,139.18,139.01
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",Estonia,164.95,164.87,163.48,165.53,166.91,166.92,166.61,167.45,168.32,168.41,169.81,168.86
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",Greece,133.21,133.07,131.89,131.71,130.85,133.35,132.77,133.1,134.53,134.31,133.13,132.02
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",Spain,141.1,141.05,141.14,142.11,142.16,142.28,141.82,141.31,140.95,142.92,142.79,142.86
Monthly,Food and non-alcoholic beverages,"Index, 2015=100","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",141.92,141.79,141.72,142.29,142.53,142.62,142.47,142.53,142.83,143.85,144.27,144.14
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",European Union - 27 countries (from 2020),142.47,142.34,142.26,142.84,143.08,143.17,143.02,143.08,143.38,144.41,144.82,144.7
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",Finland,124.52,124.8,124.17,124.4,124.28,123.99,124.77,123.64,124.38,125.04,125.72,124.13
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",France,133.34,132.85,132.87,132.99,133.56,133.31,132.99,133.42,132.99,133.39,133.21,133.04
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",Croatia,143.3,142.64,142.75,143.81,144.07,144.55,144.86,145.98,146.64,148.21,148.52,149.11
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",Hungary,197.52,197.55,197.15,197.22,197.32,196.08,197.44,197.14,199.4,201.17,203.33,204.11
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",Ireland,110.0,110.8,110.6,111.4,111.5,111.4,111.3,111.3,111.5,112.1,112.3,112.4
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",Iceland,141.0,141.98,142.5,142.74,143.33,143.96,145.38,144.85,144.46,145.34,145.36,145.82
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",Italy,130.9,130.5,130.4,130.5,131.1,130.8,130.2,130.4,130.8,132.3,133.3,132.6
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",Lithuania,167.03,166.46,165.99,166.72,168.39,167.28,165.88,164.81,166.96,166.52,167.67,167.15
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",Luxembourg,135.33,135.2,135.55,135.37,135.63,135.25,134.89,134.9,135.0,135.92,135.26,134.98
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",Latvia,162.04,161.69,162.84,163.37,163.6,164.56,164.15,162.85,164.03,166.74,166.5,168.43
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",Montenegro,150.92 d,151.80 d,152.17 d,152.03 d,151.95 d,151.45 d,151.96 d,153.80 d,151.49 d,151.36 d,151.59 d,149.16 d
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",North Macedonia,141.68 d,142.45 d,144.53 d,146.23 d,147.36 d,146.12 d,145.38 d,148.25 d,151.97 d,148.48 d,151.60 d,150.86 d
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",Malta,148.62,147.01,146.29,146.06,146.9,146.7,147.36,147.89,148.75,150.13,150.1,150.66
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",Netherlands,136.97,137.51,138.14,138.3,139.14,139.5,140.11,140.2,139.64,139.27,140.25,140.94
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",Norway,128.6,127.8,125.5,129.3,130.5,133.0,137.3,135.4,133.2,134.2,134.8,132.2
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",Poland,163.9,163.3,163.0,166.0,166.4,167.6,166.2,165.8,166.1,167.3,168.6,169.2
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",Portugal,134.89,134.42,134.68,134.96,134.8,134.66,135.03,134.38,134.68,135.34,135.51,135.68
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",Romania,159.91,161.24,161.67,162.25,161.97,161.27,161.39,162.22,163.64,164.99,165.16,165.57
Monthly,Food and non-alcoholic beverages,"Index, 2015=100",Serbia,166.5 d,167.2 d,167.3 d,168.7 d,168.6 d,168.8 d,168.8 d,170.1 d,172.3 d,173.1 d,173.4 d,172.8 d
