Time frequency,Unit of measure,Engine capacity of vehicle,Geopolitical entity (reporting)\Time,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Number,Over 125 cm³,Albania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,7946.0,208.0,223.0
Annual,Number,Over 125 cm³,Austria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,89000.0,91000.0,98000.0,111000.0,123000.0,359000.0,159000.0,177000.0,194000.0,213000.0,321000.0,244000.0,255000.0,250000 b,261000.0,269000.0,276000.0,277000.0,287000.0,296000.0,306000.0,315000.0,325000.0,336000.0,347169.0,357444.0,367953.0,379800.0,389495.0,399874.0,439371.0,453100.0,466995.0,477341.0,488022.0
Annual,Number,Over 125 cm³,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,5928.0,5946.0,6411.0,6846.0,7803.0,8613.0,9390.0,9734.0,11087.0,13202.0,15168.0
Annual,Number,Over 125 cm³,Belgium,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,318000.0,324000.0,:,328000.0,353944.0,360400.0,367234.0,374787.0,380969.0,390157.0,397808.0,410276.0,422470.0,431398.0,435399.0
Annual,Number,Over 125 cm³,Switzerland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,98000.0,123000.0,137000.0,149000.0,159000.0,166000.0,175000.0,180000.0,193000.0,201000.0,212000.0,221000.0,230000.0,240000.0,258000.0,273000.0,283000.0,298000 e,310000 e,325000.0,327000 e,351000 e,363000 e,368000 e,389197.0,403901.0,418210.0,431864.0,443147.0,454964.0,463041.0,488349.0,502520.0,498294.0,510824.0
Annual,Number,Over 125 cm³,Cyprus,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,5400.0,5500.0,5800.0,5800.0,7100.0,7500.0,8200.0,9200.0,11000.0,13500.0,14200.0,14500.0,14500.0,15400.0,15099.0,12808.0,14912.0,14976.0,15435.0,15903.0,16009.0,15976.0,16552.0,17600.0,18951.0
Annual,Number,Over 125 cm³,Czechia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,352153.0,353862.0,355000.0,356937.0,360379.0,358320.0,305000.0,280200.0,279700.0,278000 d,274000.0,276000.0,288000.0,302000.0,327000.0,352000.0,364000.0,377000.0,391000.0,412000.0,410569.0,423122.0,451625.0,470157.0,488971.0,509703.0,531644.0,554597.0,570347.0,606263.0,633122.0
Annual,Number,Over 125 cm³,Germany,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1624000 d,1793000 d,1955000 d,2114000 d,2250000 d,2372000 d,2553000 d,2708000 b,2816000.0,2981000.0,3029000.0,3729000.0,3071000.0,3044000.0,2719000 b,2774000.0,2846000.0,2895000.0,2956000.0,3015000.0,3078000.0,3315000.0,3391000.0,3300962.0,3357059.0,3416863.0,3479145.0,3576240.0,3648922.0,3696980.0,3745233.0
Annual,Number,Over 125 cm³,Denmark,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,33000 d,34000 d,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Number,Over 125 cm³,Estonia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,13900.0,16500.0,17410.0,18390.0,19900.0,21500.0,23392.0,25466.0,:,29615.0,31263.0,32802.0,34787.0,36552.0,38467.0,43434.0,43524.0
Annual,Number,Over 125 cm³,Greece,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,206000.0,221000.0,234000.0,256000.0,274000.0,296000.0,317000.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Number,Over 125 cm³,Spain,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,757000 d,765000 d,769000.0,783000.0,807000.0,839000.0,875000.0,910000.0,947000.0,:,:,:,1279000 d,1424000 d,1540000 d,1582000 d,1631000 d,1666000 d,1674000 d,1680000.0,1715243.0,1757892.0,1872007.0,1926439.0,1989580.0,2061384.0,2121946.0,2186360.0,2248965.0,2325554.0
