Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Euro per kilogram of oil equivalent (KGOE),Albania,2.83,3.0,2.84,3.06,2.95,3.09,3.38,3.8,3.92,4.0,4.18,4.11,4.63,3.96,4.05,4.43,4.41,4.37,4.57,4.69,4.88,:,:,:
Annual,Euro per kilogram of oil equivalent (KGOE),Austria,8.63,8.29,8.37,8.04,8.14,8.01,8.2,8.65,8.71,8.85,8.44,8.94,9.03,8.9,9.29,9.19,9.26,9.3,9.75,9.71,9.78,9.69,10.7,10.93
Annual,Euro per kilogram of oil equivalent (KGOE),Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2.24,2.27,2.14,2.21,2.08,2.21,2.18,2.26,2.37,:
Annual,Euro per kilogram of oil equivalent (KGOE),Belgium,4.73,4.83,4.96,4.77,4.9,5.05,5.18,5.37,5.22,5.56,5.32,5.84,6.15,5.94,6.42,6.46,6.16,6.17,6.28,6.41,6.78,6.47,7.24,7.84
Annual,Euro per kilogram of oil equivalent (KGOE),Bulgaria,1.31,1.3,1.41,1.44,1.58,1.6,1.66,1.8,1.94,2.12,2.13,2.03,2.13,2.28,2.2,2.18,2.29,2.28,2.34,2.46,2.51,2.48,2.55,2.94
Annual,Euro per kilogram of oil equivalent (KGOE),Cyprus,5.34,5.5,5.79,5.51,6.32,6.0,6.06,6.17,6.12,6.21,6.61,6.72,6.9,7.22,6.99,7.04,6.94,7.14,7.39,7.82,8.59,9.19,9.19,9.48
Annual,Euro per kilogram of oil equivalent (KGOE),Czechia,2.85,2.86,2.86,2.83,2.89,3.1,3.24,3.42,3.58,3.63,3.51,3.72,3.73,3.71,3.92,4.11,4.26,4.29,4.39,4.62,4.66,4.58,4.81,5.23
Annual,Euro per kilogram of oil equivalent (KGOE),Germany,6.95,6.87,7.0,6.95,6.98,7.07,7.12,7.69,7.67,7.75,7.67,8.39,8.36,8.22,8.77,8.87,9.01,9.21,9.54,9.86,10.22,10.19,10.84,11.84
Annual,Euro per kilogram of oil equivalent (KGOE),Denmark,10.84,10.75,11.06,10.52,11.19,11.73,11.27,11.6,11.93,12.01,11.58,12.56,13.2,13.23,14.01,14.34,14.47,14.93,15.13,15.72,16.85,17.23,18.02,18.81
Annual,Euro per kilogram of oil equivalent (KGOE),Estonia,2.19,2.2,2.52,2.53,2.48,2.68,2.92,2.69,2.89,3.09,2.4,2.67,2.9,2.66,2.93,3.43,2.89,3.08,3.3,4.04,4.18,4.37,4.16,4.64
Annual,Euro per kilogram of oil equivalent (KGOE),Greece,5.76,5.89,6.14,6.33,6.56,6.61,6.96,7.19,7.17,7.2,7.2,6.65,6.26,6.89,7.04,7.02,7.15,6.94,7.22,7.37,7.91,8.13,8.43,8.94
Annual,Euro per kilogram of oil equivalent (KGOE),Spain,6.75,6.81,6.8,6.77,6.69,6.76,7.01,7.14,7.43,7.74,7.78,7.75,7.56,8.01,8.25,8.3,8.48,8.36,8.55,8.93,9.02,9.07,9.42,9.94
Annual,Euro per kilogram of oil equivalent (KGOE),European Union - 27 countries (from 2020),6.28,6.26,6.31,6.21,6.28,6.37,6.53,6.81,6.87,7.0,6.88,7.22,7.26,7.34,7.73,7.8,7.88,7.93,8.14,8.43,8.66,8.69,9.41,9.84
Annual,Euro per kilogram of oil equivalent (KGOE),Finland,4.72,4.74,4.58,4.43,4.57,5.08,4.85,5.2,5.45,5.39,5.09,5.41,5.53,5.57,5.43,5.7,5.64,5.75,5.72,5.91,6.14,6.02,6.32,6.1
Annual,Euro per kilogram of oil equivalent (KGOE),France,6.76,6.68,6.73,6.64,6.71,6.81,7.1,7.34,7.33,7.42,7.34,7.65,7.66,7.69,8.08,8.04,8.25,8.42,8.59,8.87,9.27,9.16,10.31,10.23
