Time frequency,Waste categories,Waste management operations,Unit of measure,Geopolitical entity (reporting)\Time,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Packaging,Waste generated,Kilograms per capita,Austria,146.04,136.36,131.03,142.83,134.83,135.08,141.06,142.79,141.82,139.5,147.17,146.82,148.7,149.97,152.52,151.72,153.46,156.52,159.9,161.89,157.34,164.3,163.2
Annual,Packaging,Waste generated,Kilograms per capita,Belgium,145.96,138.39,144.22,156.47,156.6,158.36,157.9,157.07,157.81,152.11,154.74,154.24,154.46,155.77,155.4,155.32,157.13,156.55,157.51,160.62,167.28,170.75,167.1
Annual,Packaging,Waste generated,Kilograms per capita,Bulgaria,:,:,:,:,:,67.92,48.54,42.19,40.33,40.82,43.43,42.82,45.0,48.18,52.42,54.69,59.08,64.05,70.82,79.49,:,74.6,78.75
Annual,Packaging,Waste generated,Kilograms per capita,Cyprus,:,:,:,:,199.26,166.63,83.98,102.07,111.19 e,98.71,95.88,88.8,86.75 e,91.31,85.69,85.97,86.23,89.94,86.73,92.31,91.68 e,85.31 e,98.55 e
Annual,Packaging,Waste generated,Kilograms per capita,Czechia,:,:,:,70.65,76.1,82.99,87.77,93.47,93.18,85.63,88.09,90.06,91.56,95.66,96.89,103.14,108.82,115.03,122.0,125.04,124.21 d,136.79 d,:
Annual,Packaging,Waste generated,Kilograms per capita,Germany,183.93,182.37,187.11,187.39,188.05,187.59,195.84,195.86,195.41,183.78,195.69,205.37,206.23,212.37,219.53,222.23,220.55,226.52,227.49,227.55,225.79,236.69,226.94
Annual,Packaging,Waste generated,Kilograms per capita,Denmark,159.61,161.35,159.36,177.49,175.57,181.39,178.56,179.25,164.22,125.65,125.09 e,158.53 be,160.05 e,159.05,161.41,155.26,163.29,168.29,173.1,163.15,179.34,185.26,187.73
Annual,Packaging,Waste generated,Kilograms per capita,Estonia,:,:,:,:,96.42,101.26,112.96,121.02,160.4,121.08,118.6,145.41,149.15,169.9,173.3,172.14,169.33,175.46,158.15,157.64 b,154.74,149.96,143.21
Annual,Packaging,Waste generated,Kilograms per capita,Greece,86.48,89.72,91.24,92.79,94.75,96.57,95.82,95.04,94.78 e,90.75,83.39,78.38 e,70.02,68.33,68.66,68.57,69.81,73.13,75.91 e,81.1 e,:,97.8,104.95
Annual,Packaging,Waste generated,Kilograms per capita,Spain,163.38,145.67,153.85,174.82,173.42,178.65,180.34,186.17,174.22,160.14,158.65,152.9,143.73,143.63,147.64,154.03,155.55,161.7,161.22,170.04,168.21,183.99,182.91
Annual,Packaging,Waste generated,Kilograms per capita,European Union - 27 countries (from 2020),:,:,:,:,:,158.34 i,161.01 i,161.9 i,161.59 i,149.89 i,154 i,157.15 i,154.77,156.57,161.18,165.16,168.96,173.84,173.25,177.49,178.01,190.07,186.49 i
Annual,Packaging,Waste generated,Kilograms per capita,Finland,85.49,88.11,86.78,118.17,124.23,131.3,128.55,131.55,131.89,122.46,132.05,131.7,132.2,131.77,134.01,130.27,129.19,135.0,127.93,131.44,157.66,158.74,159.86
Annual,Packaging,Waste generated,Kilograms per capita,France,205.7,201.56,199.13,198.68,198.02,196.2,199.69,200.5,199.88,190.34,193.09,196.7,187.3,184.43,188.1,187.36,190.08,193.08,195.49,187.02,187.52,197.49,188.54
Annual,Packaging,Waste generated,Kilograms per capita,Croatia,:,:,:,:,:,:,:,:,:,:,:,:,46.52,46.67,48.33,51.22,54.99,63.85,67.75,74.03,66.03,73.84,82.17
Annual,Packaging,Waste generated,Kilograms per capita,Hungary,:,:,:,:,80.64,84.57,87.87,96.27,100.08,97.56,88.08,84.08,102.1,103.34,110.01,117.68,121.78,128.82,138.35,142.79,154.61,160.04,165.79
Annual,Packaging,Waste generated,Kilograms per capita,Ireland,208.98,212.17,216.07,205.14,209.06,222.41,240.63,240.05,228.7 i,214.41,189.4,188.55,176.0,188.18,208.13,209.14,208.46,215.98,208.06,227.98,224.45,246.14,233.84
Annual,Packaging,Waste generated,Kilograms per capita,Iceland,:,:,:,:,:,:,:,:,:,:,138.98,138.52,139.0,147.59,129.39,140.88,147.12,150.4,146.79,149.05,130.61 d,147.77 d,154.61 d
Annual,Packaging,Waste generated,Kilograms per capita,Italy,196.13,197.67,199.21,201.29,207.84,206.19,210.16,214.6,206.86,183.8,192.5,195.99,190.55,190.31,196.78,202.82,209.54,217.35,211.2,215.64,208.77,229.9,232.36
Annual,Packaging,Waste generated,Kilograms per capita,Liechtenstein,:,:,:,:,:,:,158.76,167.23,166.62,167.84,165.18,157.63,141.72,152.28,155.15,172.83,165.74,169.88,174.66,178.39,195.49 d,192.04 d,:
Annual,Packaging,Waste generated,Kilograms per capita,Lithuania,:,:,:,:,69.28,79.46,86.75,105.96,103.08,82.43,87.97,96.54,101.12,108.11,117.56,120.94,127.39,127.72,126.58,134.41,136.79,152.26,151.12
Annual,Packaging,Waste generated,Kilograms per capita,Luxembourg,182.67,179.92,190.4,194.27,203.7,212.47,222.31,212.59,213.21,183.33,202.17,201.95,202.67,206.14,227.03,217.55,222.44,225.15,224.04,217.22,205.22,214.24,208.91
Annual,Packaging,Waste generated,Kilograms per capita,Latvia,:,:,:,:,104.55,117.85,138.32,146.85,121.22,86.95,101.98,104.91,105.13,113.94,111.15,118.0,118.2,122.17,133.54,136.74,142.81,153.9,153.44
Annual,Packaging,Waste generated,Kilograms per capita,Malta,:,:,:,:,102.66,104.83,107.49,118.49,120.39,122.53,110.36,127.93,125.12,133.89,133.76,140.64,146.98,146.76,146.65,153.7,139.81,150.43,167.04
Annual,Packaging,Waste generated,Kilograms per capita,Netherlands,182.29,185.96,193.02,209.18,197.4,205.21,168.54,170.01,169.04,152.96,163.94,164.62,164.07,167.46,165.25,182.0,184.38,183.17,165.05,170.42,173.55,171.52,168.78
Annual,Packaging,Waste generated,Kilograms per capita,Norway,:,:,:,:,:,:,104.97,107.43,148.65,146.05,147.68,146.69,138.76,145.68,148.53,153.03,149.53,163.05,161.11,165.51,173.45,175.75,143.38 b
Annual,Packaging,Waste generated,Kilograms per capita,Poland,:,:,:,:,89.39,91.94,95.82,82.21,109.69,99.08,112.85,121.14,122.69,126.88,127.49,133.84,148.58,153.98,143.98,172.19,:,:,:
Annual,Packaging,Waste generated,Kilograms per capita,Portugal,121.31,124.04,124.6,134.46,136.43,142.63,164.68,162.5,169.05,162.68,157.41,148.31,145.34,149.1,151.46,153.05,160.18,166.01 b,173.47,172.22,175.07,176.54,188.08
Annual,Packaging,Waste generated,Kilograms per capita,Romania,:,:,:,:,:,53.51,61.78,61.63,57.0,49.03,48.15,49.26,52.82,52.75,62.52,70.48,68.53,71.92,80.47,103.81 b,116.38,127.21,:
