Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Number,Austria,2.62,3.36,3.66,4.22,4.49,4.05,4.69,5.93,5.73,6.36,5.26,4.49,3.9,5.35,6.11,6.89
Annual,Number,Belgium,4.31,5.46,5.4,5.14,4.37,3.93,4.06,4.66,5.14,5.26,5.22,5.25,4.13,5.48,5.87,6.31
Annual,Number,Bulgaria,0.52,0.59,0.55,0.68,0.88,0.89,1.22,1.34,1.11,1.55,1.69,1.94,1.48,1.71,2.38,3.01
Annual,Number,Switzerland,:,:,:,:,5.6,6.09,5.28,4.96,5.02,4.99,5.14,3.62,:,5.17,5.8,5.7
Annual,Number,Cyprus,31.98,31.73,23.07,18.39,13.56,13.29,16.24,18.37,19.93,22.07,24.12,26.45,18.96,24.65,42.64,37.42
Annual,Number,Czechia,5.91,2.64,3.31,2.0,4.01,4.33,3.37,6.52,7.58,5.45,6.7,10.97,5.08,7.08,5.04,4.03
Annual,Number,Germany,1.39,1.49,1.43,1.37,2.29,2.48,2.93,2.38,6.13,6.48,6.56,5.54,3.76 b,6.14,7.54,7.04
Annual,Number,Denmark,5.76,4.78,5.15,4.44,4.44,5.58,6.36,8.12,7.23,6.43,6.09,6.03,4.09,4.81,6.86,7.2
Annual,Number,Estonia,2.9,2.83,1.99,2.57,1.91,1.89,2.45,3.03,3.27,3.32,3.89,4.67,3.75,4.92,6.25,6.17
Annual,Number,Greece,3.65,4.06,3.02,1.92,1.47,1.67,2.06,3.46,4.09,2.79,3.31,3.95,1.85,4.5 b,5.64,6.82
Annual,Number,Spain,8.7,6.27,5.55,6.05,4.77,4.21,4.08,4.15,4.55,4.96,5.55,6.79,6.59,7.84,9.54,11.35 b
Annual,Number,European Union - 27 countries (from 2020),:,:,:,:,:,3.7,3.97,4.48,5.6,6.05,6.24,6.76,5.13,7.36,7.99,8.34
Annual,Number,Finland,4.12,3.38,3.58,3.75,3.74,3.88,3.95,3.98,5.24,4.56,4.08,5.77,4.48,6.2,8.96,9.7
Annual,Number,France,2.94,3.11,3.15,3.06,3.05,3.26,3.33,3.44,3.56,3.81,3.98,4.27,3.51,4.23,4.8,4.91 p
Annual,Number,Croatia,:,:,:,:,:,0.78,0.79,0.82,1.27,2.36,6.43,12.41,8.68,8.5,14.87,21.09
Annual,Number,Hungary,3.73,1.43,1.46,1.49,1.34,1.7,2.15,2.11,2.33,3.29,5.7,6.35,5.62,5.99,7.12,8.08
Annual,Number,Ireland,6.44,5.62,4.88,5.36,5.83,7.09,7.89,8.17,8.68 u,9.96 u,10.26 u,12.01 u,6.09,6.94 u,16.61 u,16.69 u
Annual,Number,Iceland,3.07,2.78,3.17,2.69,2.99,3.07,3.01,3.46,4.38,4.66,5.48,5.84,5.58,6.24,8.88,9.07
Annual,Number,Italy,9.35,8.58,9.95,5.58,4.14,4.05,3.36,2.95,3.67,4.24,3.95,4.0,2.42,4.64,5.72 b,6.6
Annual,Number,Liechtenstein,:,:,:,:,:,19.98,19.54,21.55,20.81,20.89,21.2,23.13,22.08,23.12,22.84,22.63
Annual,Number,Lithuania,1.66,0.84,0.6,0.8,1.24,1.56,2.47,1.78,2.35,3.61,4.38,7.66,8.05,7.49,11.03,19.53
Annual,Number,Luxembourg,:,5.96,4.67,5.21,7.16,7.67,7.71,8.63,9.67,12.09,12.71,13.59,9.05,11.06,14.16,14.62
Annual,Number,Latvia,3.54,1.08,1.11,1.93,2.76,3.78,4.94,3.21,3.08,3.42,4.59,5.3,2.91,4.32,4.68,5.43
Annual,Number,Malta,11.81,8.6,6.67,8.37,10.78,15.95,22.77,22.43,19.75,26.7,35.44,41.99,21.55,27.69,71.21,75.85
Annual,Number,Netherlands,3.81,3.42,3.28,3.3,3.05,3.85,4.13,5.12,5.62,5.69,5.34,5.89,4.21,6.04,7.75,7.37
Annual,Number,Norway,5.16,5.47,5.45,5.4,5.59,5.45,5.04,5.91,7.33,5.82,4.84,4.74,3.23,4.56,5.62,5.18
Annual,Number,Poland,1.07,0.88,2.67,2.84,3.85,7.2,9.35,14.26,15.43,18.14,17.07 b,19.08,15.78,26.16,19.02,17.52
Annual,Number,Portugal,6.03,4.38,3.5,3.33,3.1,2.54,2.86,2.8,2.49,3.31,6.0,9.09,8.2,8.18,10.42,12.85
Annual,Number,Romania,0.94,0.76,0.5,0.48,0.5,0.56,0.52,0.57,0.6,0.68,0.85,1.4,0.93,1.48,2.22,2.99
Annual,Number,Sweden,9.13,9.82,8.46,8.01,9.48,10.32,11.13,11.29,14.79,12.75,12.13,10.43,7.23,7.99,8.09,7.28
Annual,Number,Slovenia,14.45,7.73,3.68,4.77,4.42,4.02,4.79,5.53,6.55,9.49,14.29,15.09,9.04,12.85,15.52,15.02
Annual,Number,Slovakia,1.49,0.99,0.81,0.67,0.78,0.82,1.02,1.71,1.88,2.52,3.86,5.29,3.34,5.34,5.05,5.3
