Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Millions of passenger-kilometres,Armenia,2131.3 d,2558.5 d,2669.5 d,2741.7 d,2515.0 d,2511.5 d,2532.7 d,2600.4 d,2579.2 d,2516.0 d,2395.9 d,2436.5 d,2403.4 d,2227.5 d,2284.2 d,706.6 d,1072.2 d,1609.7 d
Annual,Millions of passenger-kilometres,Azerbaijan,10893.0,11785.0,12893.0,14041.0,15291.0,16633.0,18264.0,20034.0,21880.0,22991.9,23825.1,24429.0,24886.0,25276.0,25950.0,16974.0,16892.4,21118.9
Annual,Millions of passenger-kilometres,Belarus,11287.5 d,11283.4 d,11435.2 d,10203.1 d,9243.6 d,12212.0 d,11981.5 d,12073.7 d,12627.7 d,10494.2 d,10053.8 d,10405.6 d,10447.6 d,10600.5 d,11008.2 d,9634.5 d,:,:
Annual,Millions of passenger-kilometres,Georgia,5369.0 de,5321.9 de,5422.4 de,5579.6 de,5733.0 de,5884.6 de,6049.4 de,6218.8 de,6392.9 de,6571.9 de,6756.0 de,6945.2 de,7139.7 de,7339.6 de,7545.1 de,5855.8 de,5211.6 de,7551.2 de
Annual,Millions of passenger-kilometres,Moldova,2753.9 d,2841.2 d,3169.1 d,3306.4 d,2905.9 d,2843.6 d,3149.0 d,3250.1 d,3421.9 d,3149.7 d,3348.1 d,3529.0 d,3708.3 d,4047.0 d,4230.8 d,2261.4 d,2687.2 d,3503.9 d
Annual,Millions of passenger-kilometres,Ukraine,63050.9 d,63749.8 d,64771.4 d,69681.8 d,61956.1 d,58351.2 d,58691.5 d,57510.1 d,55952.8 d,48502.7 d,39953.8 d,39490.2 d,40062.9 d,38408.2 d,36883.1 d,21496.7 d,21005.6 d,:
