Time frequency,Currency,Balance of payments item,Sector (ESA 2010),Sector (ESA 2010),Seasonal adjustment,Stock or flow,Geopolitical entity (partner),Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,France,-42115.0,-44965.0,-48867.0,-45972.0,-47125.0,-41851.0,-47431.0,-45430.0,-53399.0,-47732.0,-50252.0,-52347.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Croatia,1329.0,1338.0,1015.0,1252.0,1436.0,1634.0,1732.0,1889.0,2225.0,2351.0,2398.0,2472.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Hungary,-900.4,-653.4,-815.2,-1197.2,-1727.6,-1183.6,-482.9,-859.2,-720.0,-1667.1,-1568.3,-2227.1
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Ireland,-2609.0,-2931.0,-2750.0,-3338.0,-3813.0,-3106.0,-3656.0,-3479.0,-3832.0,-4436.0,-4704.0,-4852.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Iceland,-69.2,-90.0,-94.4,-265.8,-92.9,-165.3,-194.3,-182.2,-148.3,-208.1,-288.9,-333.5
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Italy,-18937.0,-18112.0,-16928.0,-15251.0,-16601.0,-13901.0,-16484.0,-15257.0,-17098.0,-19388.0,-17110.0,-15213.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Lithuania,317.4,856.7,1032.9,762.5,687.9,973.0,693.1,780.0,408.8,197.5,-45.8,189.1
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Luxembourg,-303.0,133.0,136.0,1060.0,901.0,-283.0,-411.0,204.0,-74.0,-535.0,-706.0,-305.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Latvia,529.0,474.0,299.0,378.0,341.0,570.0,493.0,431.0,456.0,317.0,424.0,851.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Montenegro,:,227.0,209.0,193.0,213.0,228.0,265.0,285.0,307.0,401.0,469.0,438.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,North Macedonia,1622.3,1547.3,1602.0,1601.3,1603.6,1731.8,1838.4,1798.0,1473.4,2029.4,2500.2,2696.6
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Malta,-42.1,-46.5,-45.1,-91.2,-139.1,170.0,87.8,12.5,-40.5,-117.1,-289.0,-88.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Netherlands,-6823.0,-7588.0,-8693.0,-8809.0,-4113.0,-5691.0,-7427.0,-7865.0,-12631.0,-8397.0,-6873.0,-5125.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Norway,-5245.5,-5942.9,-5858.9,-6199.9,-6328.7,-5974.3,-5692.9,-5997.1,-6753.8,-7212.8,-6427.3,-7398.1
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Poland,1848.4,2082.3,2153.2,1702.2,-389.9,1264.2,1186.2,1167.1,2547.0,-900.1,-2806.3,-2051.7
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Portugal,1585.0,2072.0,2828.0,3235.0,3318.0,4115.0,4100.0,4346.0,4770.0,5741.0,4269.0,4238.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Romania,2089.9,1794.1,865.2,1953.3,529.7,1354.5,729.5,888.6,932.6,522.9,1101.1,2225.5
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Serbia,2949.0,3165.0,3003.0,3340.0,3161.0,3514.0,4126.0,3873.0,3594.0,4287.0,5913.0,5637.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Sweden,-8416.4,-7649.5,-7693.7,-7201.9,-6011.8,-7083.3,-7529.0,-9164.4,-10039.8,-9683.7,-9778.5,-8764.4
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Slovenia,-20.0,-348.0,-284.3,-357.7,-409.8,-315.9,-390.1,-484.3,-540.5,-626.2,-739.5,-523.1
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Slovakia,-1033.7,-818.9,-577.3,-427.9,-752.4,-1017.1,-1212.5,-1048.1,-697.0,-1058.6,-819.4,-592.9
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Türkiye,1126.1,962.0,1153.4,1258.5,1415.5,2225.9,673.2,787.1,153.5,795.6,-311.3,513.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,United Kingdom,-25713.0,-30318.7,-29709.0,-32855.5,-29181.2,-25668.0,-28797.9,-30139.8,:,:,:,:
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Kosovo*,1103.7,1175.0,1058.1,1034.6,1066.3,1161.0,1260.0,1354.1,1545.4,1686.2,1881.8,2048.2
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Albania,:,:,:,921.5,961.1,961.6,1005.1,1105.4,1169.3,1243.9,1280.1,1367.5
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Austria,2546.0,2594.0,2669.0,4910.0,5078.0,5539.0,5415.0,5898.0,6498.0,6782.0,7673.0,7953.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Bosnia and Herzegovina,2021.6,2031.3,2181.5,1998.5,1969.6,2143.6,2251.8,2408.8,2186.8,2416.9,2712.5,2875.9
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Belgium,9747.0,9402.0,9177.0,10088.0,10002.0,10420.0,12205.0,13138.0,15895.0,17459.0,21740.0,21813.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Bulgaria,2708.2,3046.8,2312.0,2569.3,2476.3,2659.1,3004.1,3116.9,2210.1,2299.3,3000.2,3253.2
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Switzerland,28399.1,28349.9,30509.3,34518.2,38748.5,42853.0,37998.7,42107.2,41813.8,42818.8,51438.4,57862.7
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Cyprus,465.3,337.4,274.6,303.1,369.4,414.2,481.7,573.7,557.7,684.2,738.8,773.6
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Czechia,2191.4,2874.5,2924.1,3339.3,2685.5,2930.2,3876.5,4366.8,4598.8,5093.2,5552.4,5717.6
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Germany,57201.0,64519.0,61786.0,71152.0,64727.0,66367.0,68878.0,79538.0,81179.0,98789.0,106440.0,112995.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Denmark,2359.8,2674.9,2896.9,3258.4,3120.1,3503.9,3216.2,3678.3,3434.9,3813.1,4862.9,5326.2
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Euro area - 19 countries  (2015-2022),83473.0,88872.0,95884.0,111824.0,104084.0,108520.0,112734.0,123568.0,127112.0,150867.0,:,:
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Estonia,448.3,416.0,440.5,471.0,486.1,617.7,629.6,633.3,653.2,720.2,722.7,994.6
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Greece,2343.0,4654.0,2551.0,1946.0,1837.0,1950.0,2178.0,3829.0,4065.0,5009.0,4391.0,5542.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Spain,13510.0,14126.0,14184.0,14596.0,14674.0,16481.0,18061.0,18129.0,19440.0,23063.0,24494.0,27554.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,European Union - 27 countries (from 2020),221933.6,239284.7,247975.0,217912.9,225071.6,222282.1,258850.7,271841.2,284456.1,343628.1,338427.8,357437.6
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Finland,1532.0,1072.0,1487.0,1313.0,1410.0,1528.0,1610.0,1732.0,1594.0,1729.0,1947.0,2345.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,France,15437.0,22012.0,24745.0,28853.0,27127.0,29071.0,31065.0,34322.0,32854.0,46186.0,46787.0,50416.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Croatia,2152.0,2268.0,2184.0,2413.0,2712.0,2958.0,3156.0,3485.0,3827.0,4156.0,4370.0,4750.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Hungary,1567.2,2130.5,1977.8,1938.7,1544.8,1849.8,2780.1,2631.8,2581.5,2232.8,2230.2,2314.4
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Ireland,3918.0,3200.0,2923.0,3989.0,4504.0,5366.0,5225.0,5209.0,6049.0,6504.0,7957.0,9459.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Iceland,75.3,77.0,94.6,99.0,176.6,203.4,212.7,269.4,215.1,205.7,249.5,279.2
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Italy,11790.0,13434.0,13309.0,13082.0,12775.0,13809.0,14069.0,15736.0,16070.0,17424.0,18914.0,20910.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Lithuania,1431.4,1807.8,1931.6,1600.7,1513.6,1738.4,1600.7,1718.0,1253.7,1188.8,1257.2,1515.2
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Luxembourg,6755.0,7609.0,7892.0,8942.0,8846.0,8906.0,8827.0,10643.0,10194.0,11246.0,12906.0,14142.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Latvia,1052.0,1084.0,864.0,937.0,908.0,1070.0,1088.0,1064.0,1061.0,1167.0,1462.0,1815.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Montenegro,:,292.0,280.0,266.0,281.0,304.0,342.0,369.0,392.0,482.0,568.0,556.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,North Macedonia,1694.2,1624.3,1688.2,1691.2,1704.7,1860.0,1975.2,1934.9,1599.7,2164.2,2641.1,2872.3
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Malta,162.7,167.3,171.9,218.0,203.7,2294.1,1267.3,1858.6,1523.3,1509.0,1102.4,932.5
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Netherlands,9818.0,10090.0,10773.0,11097.0,11538.0,11389.0,12242.0,12710.0,12748.0,14222.0,16477.0,17816.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Norway,3358.6,3475.9,3981.9,3807.0,3875.4,4561.0,4616.8,4770.4,4843.8,5513.9,8144.6,8105.9
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Poland,8065.6,8546.7,8473.3,8358.0,6515.5,7549.7,8396.6,9063.2,11215.3,9378.9,10528.5,11297.4
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Portugal,6248.0,6880.0,7690.0,7883.0,8004.0,8647.0,8871.0,9621.0,10451.0,12445.0,11866.0,11791.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Romania,4817.1,5111.5,4479.5,5955.9,4274.0,4428.5,4015.0,4811.3,4969.7,5278.0,6700.5,8160.9
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Serbia,3292.0,3537.0,3400.0,3785.0,3637.0,4097.0,4729.0,4549.0,4345.0,5079.0,7190.0,6934.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Sweden,3848.6,4544.6,4719.8,5186.5,5841.6,5995.8,6084.8,6263.3,4916.4,6489.3,6718.1,6989.6
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Slovenia,939.1,661.8,718.4,768.2,753.5,877.7,927.5,1002.0,1060.7,1156.9,1313.5,1734.2
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Slovakia,402.5,624.1,841.3,933.3,745.4,896.9,1136.9,1186.7,1270.6,1443.5,1565.4,1699.5
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Türkiye,1914.1,1798.5,2011.6,2226.6,2637.6,3961.6,2394.3,2462.5,3624.5,3502.5,3401.3,4750.9
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,United Kingdom,17709.2,20601.2,20069.2,22515.5,20766.0,20198.8,21002.2,21835.6,:,:,:,:
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Kosovo*,1207.7,1284.3,1139.8,1087.6,1126.4,1228.2,1328.8,1407.2,1603.1,1758.6,1965.9,2163.2
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Albania,:,:,:,153.1,140.6,114.1,97.8,134.1,172.2,166.0,161.1,171.1
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Austria,5736.0,6550.0,5831.0,8182.0,8661.0,8355.0,9310.0,9401.0,10265.0,9638.0,11026.0,11309.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Bosnia and Herzegovina,141.9,142.7,152.2,171.9,176.3,185.1,201.6,210.8,221.5,237.1,259.6,320.2
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Belgium,14929.0,15127.0,15085.0,16131.0,16849.0,16017.0,18943.0,18810.0,22487.0,24007.0,27750.0,30013.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Bulgaria,609.5,651.2,651.4,969.6,955.4,914.5,1174.9,1188.0,1197.2,1389.2,1541.9,1765.2
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Switzerland,34898.5,37128.3,44054.4,45627.3,47392.8,54479.1,45772.7,52894.2,56029.2,53788.2,62005.4,70486.8
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Cyprus,710.6,673.1,682.0,725.3,736.9,745.9,844.9,847.1,918.4,992.7,939.0,1132.8
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Czechia,3274.2,3289.0,3175.8,3306.2,3672.2,4183.9,4741.2,5119.6,5610.9,6063.5,6904.3,7276.1
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Germany,92713.0,104738.0,103228.0,109923.0,102985.0,117331.0,118600.0,129913.0,134585.0,158288.0,173927.0,177230.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Denmark,7435.2,7911.8,7373.8,7684.2,7235.7,7480.9,8166.0,8217.4,8582.0,9013.5,8958.6,9696.7
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Euro area - 19 countries  (2015-2022),221653.0,234863.0,238936.0,245378.0,241045.0,243410.0,262611.0,271125.0,284934.0,310057.0,:,:
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Estonia,342.0,426.9,425.8,463.9,519.0,458.8,559.6,559.0,659.6,751.8,831.4,790.4
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Greece,3296.0,2857.0,2885.0,2454.0,2426.0,2508.0,2500.0,3245.0,3503.0,3774.0,4692.0,4216.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Spain,24679.0,25596.0,23589.0,24279.0,25681.0,25815.0,28960.0,30065.0,29711.0,33988.0,37803.0,39398.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,European Union - 27 countries (from 2020),224644.8,245138.6,241907.1,217419.6,225296.4,215702.7,247308.2,257901.5,281480.8,329582.2,345399.0,348898.7
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Finland,3771.0,4059.0,4433.0,4235.0,4319.0,3952.0,4323.0,4513.0,4769.0,5066.0,5440.0,5418.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,France,57552.0,66977.0,73612.0,74825.0,74252.0,70922.0,78496.0,79752.0,86253.0,93918.0,97039.0,102763.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Croatia,822.0,931.0,1170.0,1161.0,1275.0,1324.0,1424.0,1599.0,1603.0,1806.0,1973.0,2278.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Hungary,2467.7,2783.9,2793.0,3135.9,3272.4,3033.4,3263.0,3491.0,3301.5,3899.8,3798.5,4541.5
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Ireland,6527.0,6131.0,5674.0,7327.0,8317.0,8472.0,8881.0,8689.0,9881.0,10940.0,12661.0,14313.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Iceland,144.5,167.0,188.9,364.8,269.5,368.7,407.0,451.6,363.4,413.8,538.4,612.7
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Italy,30728.0,31547.0,30238.0,28334.0,29375.0,27710.0,30551.0,30993.0,33168.0,36811.0,36023.0,36125.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Lithuania,1113.9,951.2,898.7,838.2,825.7,765.5,907.6,938.0,844.8,991.4,1302.9,1326.2
