Time frequency,Unit of measure,Classification of health care functions - SHA 2011,Geopolitical entity (reporting)\Time,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Percentual share of total current health expenditure (CHE),Curative care and rehabilitative care,Austria,58.94,58.66,58.96,59.04,59.26,59.53,58.65,54.64,56.59,:
Annual,Percentual share of total current health expenditure (CHE),Curative care and rehabilitative care,Bosnia and Herzegovina,57.68,57.42,58.06,59.04,60.37,59.85,60.79,59.64,60.25,:
Annual,Percentual share of total current health expenditure (CHE),Curative care and rehabilitative care,Belgium,54.08,53.34,52.53,53.03,52.98,54.41,55.3,54.4,54.24,:
Annual,Percentual share of total current health expenditure (CHE),Curative care and rehabilitative care,Bulgaria,53.7,52.34,51.68,51.89,53.43,53.92,53.58,52.2,51.51,:
Annual,Percentual share of total current health expenditure (CHE),Curative care and rehabilitative care,Switzerland,49.99,49.8,49.56,49.0,48.46,48.41,46.35,45.99,45.91,:
Annual,Percentual share of total current health expenditure (CHE),Curative care and rehabilitative care,Cyprus,63.95,61.79,61.45,61.67,61.31,63.32,64.76,68.6,68.58,:
Annual,Percentual share of total current health expenditure (CHE),Curative care and rehabilitative care,Czechia,55.23,55.48,55.79,55.7,56.05,56.46,56.66,55.17,58.25,:
Annual,Percentual share of total current health expenditure (CHE),Curative care and rehabilitative care,Germany,51.33,50.67,50.49,49.3,48.94,49.35,49.08,46.4,45.91,:
Annual,Percentual share of total current health expenditure (CHE),Curative care and rehabilitative care,Denmark,61.56,61.38,61.2,61.24,60.99,60.92,60.95,57.3,59.43,59.74 p
Annual,Percentual share of total current health expenditure (CHE),Curative care and rehabilitative care,Euro area - 12 countries (2001-2006),53.23,53.22,53.13,52.71,52.64,52.82,52.38 p,50.79 p,51.06 p,:
Annual,Percentual share of total current health expenditure (CHE),Curative care and rehabilitative care,Euro area - 18 countries (2014),53.24,53.23,53.14,52.74,52.67,52.86,52.42 p,50.86 p,51.14 p,:
Annual,Percentual share of total current health expenditure (CHE),Curative care and rehabilitative care,Euro area - 19 countries  (2015-2022),53.23,53.23,53.14,52.74,52.68,52.87,52.43 p,50.87 p,51.15 p,:
Annual,Percentual share of total current health expenditure (CHE),Curative care and rehabilitative care,Euro area – 20 countries (from 2023),53.24,53.24,53.15,52.75,52.69,52.89,52.44 p,50.90 p,51.16 p,:
Annual,Percentual share of total current health expenditure (CHE),Curative care and rehabilitative care,Estonia,55.69,55.59,55.0,55.31,55.06,54.78,54.99,51.38,53.74,:
