Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Per thousand inhabitants,Austria,:,:,:,:,:,:,11.6,8.8,8.8,10.5
Annual,Per thousand inhabitants,Belgium,24.2,24.0,24.4,24.2,22.8,22.3,21.4,16.7,17.4,20.4
Annual,Per thousand inhabitants,Bulgaria,18.6,20.0,20.1,19.2,20.5,21.1,20.7,22.7,24.4,25.7
Annual,Per thousand inhabitants,Cyprus,23.9,22.2,26.6,28.4,28.9,28.0,30.1,28.9,25.0,33.5
Annual,Per thousand inhabitants,Czechia,:,:,:,:,:,:,16.9,13.4,13.7,17.1
Annual,Per thousand inhabitants,Germany,: d,:,:,:,:,:,:,:,:,:
Annual,Per thousand inhabitants,Denmark,17.5,17.2,17.5,17.0,16.2,15.6,15.3,14.3,14.4,15.2
Annual,Per thousand inhabitants,Estonia,12.0,11.9,12.1,12.0,11.6,11.8,11.8,10.5,10.1,12.4
Annual,Per thousand inhabitants,Greece,29.8,31.0,33.2,33.1,34.2,34.1,34.1,28.1,23.5,32.9
Annual,Per thousand inhabitants,Spain,:,:,:,27.5,26.8,26.2,24.9,19.7,20.0,23.2
Annual,Per thousand inhabitants,European Union - 27 countries (from 2020),21.6,21.1,21.7,20.9,20.4,20.2,19.9,16.4,16.4,19.4
Annual,Per thousand inhabitants,Finland,19.6,19.1,18.1,17.4,15.7,15.4,14.7,11.9,11.3,12.5
Annual,Per thousand inhabitants,France,25.9,24.9,25.6,25.6,24.7,25.3,25.1,20.3,21.5,24.3
Annual,Per thousand inhabitants,Croatia,19.2,19.4,19.7,18.7,18.6,18.8,18.8,15.7,18.2,20.2
Annual,Per thousand inhabitants,Hungary,14.5,15.2,15.8,14.4,14.6,14.8,14.4,11.2,11.9,14.4
Annual,Per thousand inhabitants,Ireland,21.6,21.0,23.0,22.0,20.9,22.4,22.8,18.6,17.8,23.1
Annual,Per thousand inhabitants,Iceland,19.4,:,:,:,20.7,20.4,19.3,16.5,16.8,18.6
Annual,Per thousand inhabitants,Italy,25.2,24.5,24.5,24.0,20.9,21.4,21.7,18.4,17.5,21.9
Annual,Per thousand inhabitants,Lithuania,16.7,14.7,15.4,15.7,16.3,16.1,16.3,14.2,14.1,18.5
Annual,Per thousand inhabitants,Luxembourg,25.0,23.2,23.5,22.9,22.6,22.1,21.1,16.1,15.9,19.1
Annual,Per thousand inhabitants,Latvia,13.7,13.0,12.6,13.4,13.9,13.8,13.9,11.9,11.6,15.0
Annual,Per thousand inhabitants,Malta,22.2,22.4,21.2,20.9,22.6,20.2,20.7,16.6,15.8,24.0
Annual,Per thousand inhabitants,Netherlands,10.5,10.3,10.4,10.1,9.8,9.7,9.5,8.5,8.3,9.1
Annual,Per thousand inhabitants,Norway,17.2,16.9,16.8,16.2,15.7,15.3,14.9,13.9,14.0,15.3
Annual,Per thousand inhabitants,Poland,:,21.2,24.1,22.0,25.4,24.4,23.6,18.5,20.2,23.6
Annual,Per thousand inhabitants,Portugal,17.6,18.0,18.8,19.0,18.3,19.1,19.3,15.2,15.3,18.8
Annual,Per thousand inhabitants,Romania,26.8,26.6,28.0,24.4,24.5,25.1,25.8,25.2,25.7,27.6
Annual,Per thousand inhabitants,Sweden,14.2,14.0,13.5,13.2,12.8,12.4,11.8,10.3,10.1,11.2
Annual,Per thousand inhabitants,Slovenia,13.3,13.1,13.3,13.0,13.1,13.2,13.0,10.2,10.2,12.4
Annual,Per thousand inhabitants,Slovakia,23.2,21.2,24.2,23.6,20.0,22.0,19.3,14.4,16.0,20.8
