Time frequency,Unit of measure,Health indicator,Geopolitical entity (reporting)\Time,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0
Annual,Index,Index of the number of serious accidents at work per 100 thousand persons in employment (1998=100),Austria,158.0,164.0,107 b,105.0,100.0,99.0,92.0,83.0,84.0,79.0,79.0,77.0,72.0
Annual,Index,Index of the number of serious accidents at work per 100 thousand persons in employment (1998=100),Belgium,86.0,110.0,99.0,96.0,100.0,96.0,82 b,83.0,72.0,68.0,65.0,62.0,60.0
Annual,Index,Index of the number of serious accidents at work per 100 thousand persons in employment (1998=100),Bulgaria,140.0,147.0,131.0,106.0,100.0,84.0,100 b,90.0,84.0,68.0,61.0,58.0,58.0
Annual,Index,Index of the number of serious accidents at work per 100 thousand persons in employment (1998=100),Cyprus,:,:,:,:,:,100.0,112.0,112.0,92.0,103.0,103.0,97.0,86.0
Annual,Index,Index of the number of serious accidents at work per 100 thousand persons in employment (1998=100),Czechia,:,:,96.0,91.0,100.0,93.0,91.0,91.0,89.0,80.0,81.0,80.0,78.0
Annual,Index,Index of the number of serious accidents at work per 100 thousand persons in employment (1998=100),Germany,113.0,106.0,103.0,101.0,100.0,99.0,96.0,88.0,82.0,74.0,73.0,65.0,66.0
Annual,Index,Index of the number of serious accidents at work per 100 thousand persons in employment (1998=100),Denmark,83.0,82.0,84.0,100.0,100.0,95.0,89.0,90.0,82.0,76.0,79.0,83.0,84.0
Annual,Index,Index of the number of serious accidents at work per 100 thousand persons in employment (1998=100),Estonia,:,85.0,77.0,83.0,100.0,106.0,105.0,132.0,125.0,128.0,124.0,126.0,120.0
Annual,Index,Index of the number of serious accidents at work per 100 thousand persons in employment (1998=100),Greece,126.0,118.0,129.0,113.0,100.0,93.0,88.0,86.0,83.0,71.0,66.0,55.0,55.0
Annual,Index,Index of the number of serious accidents at work per 100 thousand persons in employment (1998=100),Spain,88.0,92.0,95.0,95.0,100.0,107.0,108.0,106.0,103.0,100.0,92.0,87.0,85.0
Annual,Index,Index of the number of serious accidents at work per 100 thousand persons in employment (1998=100),Finland,114.0,106.0,98.0,98.0,100.0,91.0,89.0,87 b,85.0,83.0,83.0,88.0,88.0
Annual,Index,Index of the number of serious accidents at work per 100 thousand persons in employment (1998=100),France,112.0,104.0,101.0,101.0,100.0,101.0,102.0,98.0,99.0,95.0,90.0,90.0,82.0
Annual,Index,Index of the number of serious accidents at work per 100 thousand persons in employment (1998=100),Hungary,130.0,123.0,110.0,103.0,100.0,93.0,93.0,86.0,84.0,83.0,79.0,79.0,74.0
Annual,Index,Index of the number of serious accidents at work per 100 thousand persons in employment (1998=100),Ireland,59.0,62.0,104 b,115.0,100.0,: d,: d,: d,100.0,105.0,94.0,101.0,107.0
Annual,Index,Index of the number of serious accidents at work per 100 thousand persons in employment (1998=100),Italy,113.0,102.0,102.0,100.0,100.0,99.0,99.0,92.0,83.0,80.0,75.0,71.0,69.0
Annual,Index,Index of the number of serious accidents at work per 100 thousand persons in employment (1998=100),Japan,123.0,117.0,114.0,107.0,100.0,93.0,91.0,91.0,86.0,86.0,83.0,81.0,:
Annual,Index,Index of the number of serious accidents at work per 100 thousand persons in employment (1998=100),Lithuania,:,90.0,88.0,90.0,100.0,90.0,94.0,85.0,86.0,82.0,82.0,104.0,101.0
Annual,Index,Index of the number of serious accidents at work per 100 thousand persons in employment (1998=100),Luxembourg,96.0,98.0,100.0,98.0,100.0,105.0,104.0,97.0,109.0,107.0,94.0,72.0,78.0
Annual,Index,Index of the number of serious accidents at work per 100 thousand persons in employment (1998=100),Latvia,:,:,:,:,100.0,75.0,65.0,116.0,108.0,84.0,79.0,92.0,91.0
Annual,Index,Index of the number of serious accidents at work per 100 thousand persons in employment (1998=100),Malta,111 e,106 e,92 e,112 e,100.0,113.0,77.0,94.0,91.0,90.0,83.0,77.0,85.0
Annual,Index,Index of the number of serious accidents at work per 100 thousand persons in employment (1998=100),Netherlands,110.0,108.0,109.0,107.0,100.0,108 b,105.0,92.0,100 b,82.0,73.0,100 b,:
Annual,Index,Index of the number of serious accidents at work per 100 thousand persons in employment (1998=100),Norway,:,95.0,89.0,81.0,100.0,91.0,94.0,82.0,74.0,68.0,59.0,64.0,63.0
Annual,Index,Index of the number of serious accidents at work per 100 thousand persons in employment (1998=100),Poland,:,:,:,113.0,100.0,86.0,85.0,78.0,76.0,82.0,84.0,80.0,88.0
Annual,Index,Index of the number of serious accidents at work per 100 thousand persons in employment (1998=100),Portugal,107.0,109.0,109.0,100.0,100.0,92.0,88.0,91.0,74.0,72.0,75.0,74.0,76.0
Annual,Index,Index of the number of serious accidents at work per 100 thousand persons in employment (1998=100),Romania,:,:,:,106.0,100.0,100.0,106.0,113.0,104.0,111.0,103.0,96.0,94.0
Annual,Index,Index of the number of serious accidents at work per 100 thousand persons in employment (1998=100),Sweden,84.0,76.0,92.0,81.0,100.0,107.0,111.0,113.0,101.0,94.0,86.0,85.0,82.0
Annual,Index,Index of the number of serious accidents at work per 100 thousand persons in employment (1998=100),Slovenia,102.0,109.0,110.0,106.0,100.0,100.0,98.0,94.0,94.0,98.0,98.0,84.0,70.0
Annual,Index,Index of the number of serious accidents at work per 100 thousand persons in employment (1998=100),Slovakia,:,95.0,96.0,107.0,100.0,92.0,87.0,83.0,77.0,68.0,54.0,52.0,64.0
Annual,Index,Index of the number of serious accidents at work per 100 thousand persons in employment (1998=100),Türkiye,:,:,94.0,107.0,100.0,84.0,85.0,90.0,84.0,83.0,82.0,65.0,:
Annual,Index,Index of the number of serious accidents at work per 100 thousand persons in employment (1998=100),United Kingdom,127.0,119.0,103.0,102.0,100.0,106.0,106.0,110.0,108.0,107.0,88.0,84.0,75.0
Annual,Index,Index of the number of serious accidents at work per 100 thousand persons in employment (1998=100),United States,121.0,117.0,107.0,107.0,100 b,96.0,92.0,85.0,81.0,74.0,70.0,68.0,:
Annual,Index,Index of the number of serious accidents at work for women per 100 thousand females in employment (1998=100),Austria,:,:,124.0,106.0,100.0,99.0,93.0,73.0,75.0,71.0,72.0,77.0,72.0
Annual,Index,Index of the number of serious accidents at work for women per 100 thousand females in employment (1998=100),Belgium,78.0,100.0,98.0,95.0,100.0,96.0,101.0,88.0,80.0,76.0,71.0,65.0,61.0
Annual,Index,Index of the number of serious accidents at work for women per 100 thousand females in employment (1998=100),Bulgaria,:,:,:,:,:,:,100.0,84.0,85.0,67.0,61.0,62.0,50.0
Annual,Index,Index of the number of serious accidents at work for women per 100 thousand females in employment (1998=100),Cyprus,:,:,:,:,:,100.0,118.0,123.0,92.0,98.0,100.0,111.0,116.0
Annual,Index,Index of the number of serious accidents at work for women per 100 thousand females in employment (1998=100),Czechia,:,:,:,:,100.0,97.0,95.0,97.0,97.0,90.0,94.0,95.0,91.0
Annual,Index,Index of the number of serious accidents at work for women per 100 thousand females in employment (1998=100),Germany,102.0,98.0,102.0,99.0,100.0,99.0,99.0,94.0,87.0,77.0,77.0,68.0,68.0
Annual,Index,Index of the number of serious accidents at work for women per 100 thousand females in employment (1998=100),Denmark,78.0,83.0,90.0,104.0,100.0,103.0,99.0,95.0,92.0,86.0,90.0,96.0,99.0
Annual,Index,Index of the number of serious accidents at work for women per 100 thousand females in employment (1998=100),Estonia,:,:,:,:,100.0,138.0,130.0,181.0,130.0,137.0,126.0,142.0,129.0
Annual,Index,Index of the number of serious accidents at work for women per 100 thousand females in employment (1998=100),Greece,137.0,118.0,126.0,106.0,100.0,88.0,76.0,77.0,76.0,67.0,65.0,49.0,55.0
Annual,Index,Index of the number of serious accidents at work for women per 100 thousand females in employment (1998=100),Spain,77.0,80.0,88.0,91.0,100.0,109.0,113.0,110.0,105.0,106.0,98.0,88.0,84.0
Annual,Index,Index of the number of serious accidents at work for women per 100 thousand females in employment (1998=100),Finland,108.0,107.0,96.0,98.0,100.0,90.0,89.0,87 b,85.0,86.0,90.0,93.0,96.0
Annual,Index,Index of the number of serious accidents at work for women per 100 thousand females in employment (1998=100),France,111.0,102.0,102.0,103.0,100.0,106.0,111.0,110.0,117.0,112.0,107.0,111.0,103.0
Annual,Index,Index of the number of serious accidents at work for women per 100 thousand females in employment (1998=100),Hungary,:,:,:,:,100.0,92.0,94.0,90.0,91.0,94.0,93.0,93.0,86.0
Annual,Index,Index of the number of serious accidents at work for women per 100 thousand females in employment (1998=100),Ireland,:,:,112.0,120.0,100.0,: d,: d,: d,100.0,103.0,87.0,104.0,89.0
Annual,Index,Index of the number of serious accidents at work for women per 100 thousand females in employment (1998=100),Italy,106.0,97.0,98.0,97.0,100.0,102.0,104.0,88.0,86.0,84.0,77.0,76.0,74.0
Annual,Index,Index of the number of serious accidents at work for women per 100 thousand females in employment (1998=100),Lithuania,:,:,:,:,100.0,85.0,95.0,87.0,84.0,84.0,81.0,101.0,119.0
Annual,Index,Index of the number of serious accidents at work for women per 100 thousand females in employment (1998=100),Luxembourg,79.0,93.0,101.0,96.0,100.0,99.0,100.0,101.0,116.0,118.0,96.0,65.0,70.0
Annual,Index,Index of the number of serious accidents at work for women per 100 thousand females in employment (1998=100),Malta,:,:,:,:,100.0,108.0,77.0,86.0,76.0,78.0,77.0,72.0,71.0
Annual,Index,Index of the number of serious accidents at work for women per 100 thousand females in employment (1998=100),Netherlands,:,:,:,:,:,:,:,:,100 b,85.0,95.0,100 b,:
Annual,Index,Index of the number of serious accidents at work for women per 100 thousand females in employment (1998=100),Norway,:,90.0,86.0,78.0,100.0,98.0,107.0,89.0,82.0,78.0,66.0,75.0,75.0
Annual,Index,Index of the number of serious accidents at work for women per 100 thousand females in employment (1998=100),Poland,:,:,:,:,100.0,85.0,85.0,80.0,81.0,90.0,92.0,90.0,98.0
Annual,Index,Index of the number of serious accidents at work for women per 100 thousand females in employment (1998=100),Portugal,:,:,:,104.0,100.0,75.0,87.0,94.0,83.0,77.0,84.0,77.0,81.0
Annual,Index,Index of the number of serious accidents at work for women per 100 thousand females in employment (1998=100),Romania,:,:,:,:,100.0,94.0,101.0,112.0,96.0,117.0,97.0,88.0,97.0
Annual,Index,Index of the number of serious accidents at work for women per 100 thousand females in employment (1998=100),Sweden,79.0,73.0,84.0,76.0,100.0,103.0,106.0,106.0,96.0,95.0,85.0,88.0,83.0
Annual,Index,Index of the number of serious accidents at work for women per 100 thousand females in employment (1998=100),Slovenia,:,:,:,:,100.0,101.0,98.0,95.0,100.0,109.0,109.0,95.0,60.0
Annual,Index,Index of the number of serious accidents at work for women per 100 thousand females in employment (1998=100),Slovakia,:,:,:,:,100.0,96.0,88.0,83.0,84.0,76.0,62.0,63.0,80.0
Annual,Index,Index of the number of serious accidents at work for women per 100 thousand females in employment (1998=100),United Kingdom,129.0,130.0,103.0,99.0,100.0,109.0,110.0,111.0,110.0,109.0,81.0,79.0,71.0
Annual,Index,Index of the number of serious accidents at work for women per 100 thousand females in employment (1998=100),United States,121 e,117 e,107 e,107 e,100 b,95.0,93.0,86.0,84.0,78.0,71.0,68.0,:
Annual,Index,Index of the number of serious accidents at work for men per 100 thousand males in employment (1998=100),Austria,:,:,104.0,106.0,100.0,100.0,92.0,86.0,87.0,82.0,86.0,78.0,73.0
