Time frequency,Rail network segment (2020),Train category,Unit of measure\Time,2020.0
Annual,Ramal Do Pego (Inserção) - Central Do Pego (Terminal De Carvão),Passenger trains,Number,0.0
Annual,Cais Do Sodré - Cascais,Goods trains,Number,0.0
Annual,Cais Do Sodré - Cascais,Other trains,Number,1358.0
Annual,Cais Do Sodré - Cascais,Passenger trains,Number,30128.0
Annual,Agulha De Inserção Na Linha Do Norte Da Linha De Vendas Novas - Vendas Novas,Goods trains,Number,3593.0
Annual,Agulha De Inserção Na Linha Do Norte Da Linha De Vendas Novas - Vendas Novas,Other trains,Number,51.0
Annual,Agulha De Inserção Na Linha Do Norte Da Linha De Vendas Novas - Vendas Novas,Passenger trains,Number,0.0
Annual,Barreiro - Funcheira,Goods trains,Number,4353.0
Annual,Barreiro - Funcheira,Other trains,Number,640.0
Annual,Barreiro - Funcheira,Passenger trains,Number,14646.0
Annual,Agulha Junto À Ponte Santana - Tunes,Goods trains,Number,5872.0
Annual,Agulha Junto À Ponte Santana - Tunes,Other trains,Number,5609.0
Annual,Agulha Junto À Ponte Santana - Tunes,Passenger trains,Number,35580.0
Annual,Ermidas - Sado - Pk Extremo Da Linha De Sines,Goods trains,Number,3212.0
Annual,Ermidas - Sado - Pk Extremo Da Linha De Sines,Other trains,Number,123.0
Annual,Ermidas - Sado - Pk Extremo Da Linha De Sines,Passenger trains,Number,0.0
Annual,Casa Branca - Pk Extremo Da Linha De Évora,Goods trains,Number,56.0
Annual,Casa Branca - Pk Extremo Da Linha De Évora,Other trains,Number,14.0
Annual,Casa Branca - Pk Extremo Da Linha De Évora,Passenger trains,Number,1176.0
Annual,Lagos - Pk Extremo Da Linha Do Algarve,Goods trains,Number,147.0
Annual,Lagos - Pk Extremo Da Linha Do Algarve,Other trains,Number,35.0
Annual,Lagos - Pk Extremo Da Linha Do Algarve,Passenger trains,Number,8538.0
Annual,Bifurcação Do Poceirão - Descendente - Bifurcação De Águas De Moura - Sul,Goods trains,Number,3325.0
Annual,Bifurcação Do Poceirão - Descendente - Bifurcação De Águas De Moura - Sul,Other trains,Number,140.0
Annual,Bifurcação Do Poceirão - Descendente - Bifurcação De Águas De Moura - Sul,Passenger trains,Number,1366.0
Annual,Agulha 1 Da Amieira - Bifurcação De Verride,Goods trains,Number,1494.0
Annual,Agulha 1 Da Amieira - Bifurcação De Verride,Other trains,Number,230.0
Annual,Agulha 1 Da Amieira - Bifurcação De Verride,Passenger trains,Number,919.0
Annual,Pk De Inicio Concordância Agualva - Bifurcação De Agualva,Goods trains,Number,3150.0
Annual,Pk De Inicio Concordância Agualva - Bifurcação De Agualva,Other trains,Number,81.0
Annual,Pk De Inicio Concordância Agualva - Bifurcação De Agualva,Passenger trains,Number,0.0
Annual,Sete Rios - Benfica,Goods trains,Number,18.0
Annual,Sete Rios - Benfica,Other trains,Number,39.0
Annual,Sete Rios - Benfica,Passenger trains,Number,23109.0
Annual,Ramal Do Louriçal (Inserção) - Ramal Celbi/Ramal Soporcel (Inserção),Goods trains,Number,1500.0
Annual,Ramal Do Louriçal (Inserção) - Ramal Celbi/Ramal Soporcel (Inserção),Other trains,Number,558.0
Annual,Ramal Do Louriçal (Inserção) - Ramal Celbi/Ramal Soporcel (Inserção),Passenger trains,Number,0.0
Annual,Figueira Da Foz - Pampilhosa,Goods trains,Number,0.0
Annual,Figueira Da Foz - Pampilhosa,Other trains,Number,0.0
Annual,Figueira Da Foz - Pampilhosa,Passenger trains,Number,0.0
Annual,Bifurcação Norte Do Setil - Bifurcação Do Setil - Vendas Novas,Goods trains,Number,2870.0
Annual,Bifurcação Norte Do Setil - Bifurcação Do Setil - Vendas Novas,Other trains,Number,34.0
Annual,Bifurcação Norte Do Setil - Bifurcação Do Setil - Vendas Novas,Passenger trains,Number,0.0
Annual,Inicio Do Ramal Neves Corvo (Ag. A De Ourique) - Pk Extremo Ramal Neves Corvo,Goods trains,Number,627.0
Annual,Inicio Do Ramal Neves Corvo (Ag. A De Ourique) - Pk Extremo Ramal Neves Corvo,Other trains,Number,167.0
Annual,Inicio Do Ramal Neves Corvo (Ag. A De Ourique) - Pk Extremo Ramal Neves Corvo,Passenger trains,Number,0.0
Annual,Ramal Petrogal - Asfaltos (Inserção) - Ramal Petrogal (Início) R. Petr.Asf.(Extremo),Goods trains,Number,183.0
Annual,Ramal Petrogal - Asfaltos (Inserção) - Ramal Petrogal (Início) R. Petr.Asf.(Extremo),Other trains,Number,17.0
Annual,Ramal Petrogal - Asfaltos (Inserção) - Ramal Petrogal (Início) R. Petr.Asf.(Extremo),Passenger trains,Number,0.0
Annual,Bifurcação Da Funcheira - Sul - Bifurcação Da Funcheira - Alentejo,Goods trains,Number,461.0
Annual,Bifurcação Da Funcheira - Sul - Bifurcação Da Funcheira - Alentejo,Other trains,Number,1.0
Annual,Bifurcação Da Funcheira - Sul - Bifurcação Da Funcheira - Alentejo,Passenger trains,Number,0.0
Annual,Bifurcação De Ermidas - Sines - Bifurcação De Ermidas - Sul,Goods trains,Number,85.0
Annual,Bifurcação De Ermidas - Sines - Bifurcação De Ermidas - Sul,Other trains,Number,1.0
Annual,Bifurcação De Ermidas - Sines - Bifurcação De Ermidas - Sul,Passenger trains,Number,0.0
Annual,Águas De Moura - Bifurcação De Águas De Moura - Norte,Goods trains,Number,460.0
Annual,Águas De Moura - Bifurcação De Águas De Moura - Norte,Other trains,Number,106.0
Annual,Águas De Moura - Bifurcação De Águas De Moura - Norte,Passenger trains,Number,0.0
Annual,Pk De Inicio Concordância Bombel - Agulha 2 De Vidigal,Goods trains,Number,3561.0
Annual,Pk De Inicio Concordância Bombel - Agulha 2 De Vidigal,Other trains,Number,26.0
Annual,Pk De Inicio Concordância Bombel - Agulha 2 De Vidigal,Passenger trains,Number,0.0
Annual,Bifurcação De Chelas - Bifurcação De Xabregas,Goods trains,Number,0.0
Annual,Bifurcação De Chelas - Bifurcação De Xabregas,Other trains,Number,1175.0
Annual,Bifurcação De Chelas - Bifurcação De Xabregas,Passenger trains,Number,1038.0
Annual,Ramal Barreiro Quimigal (Inserção) - Ramal Barreiro - Quimigal (Extremo),Goods trains,Number,176.0
Annual,Ramal Barreiro Quimigal (Inserção) - Ramal Barreiro - Quimigal (Extremo),Other trains,Number,57.0
Annual,Ramal Barreiro Quimigal (Inserção) - Ramal Barreiro - Quimigal (Extremo),Passenger trains,Number,0.0
Annual,Inicio Variante De Alcácer (Agulha 4I De Pinheiro) - Extremo Variante De Alcácer (Agulha 3 De Grândola Norte),Goods trains,Number,2453.0
Annual,Inicio Variante De Alcácer (Agulha 4I De Pinheiro) - Extremo Variante De Alcácer (Agulha 3 De Grândola Norte),Other trains,Number,26.0
Annual,Inicio Variante De Alcácer (Agulha 4I De Pinheiro) - Extremo Variante De Alcácer (Agulha 3 De Grândola Norte),Passenger trains,Number,1366.0
Annual,Terminal De Mercadorias Tadim (Inserção) - Terminal De Mercadorias De Tadim (Extremo),Goods trains,Number,353.0
Annual,Terminal De Mercadorias Tadim (Inserção) - Terminal De Mercadorias De Tadim (Extremo),Other trains,Number,12.0
Annual,Terminal De Mercadorias Tadim (Inserção) - Terminal De Mercadorias De Tadim (Extremo),Passenger trains,Number,0.0
Annual,Ramal Da Siderurgia Nacional (Inserção) - Siderurgia Nacional (Extremo),Goods trains,Number,1339.0
Annual,Ramal Da Siderurgia Nacional (Inserção) - Siderurgia Nacional (Extremo),Other trains,Number,141.0
Annual,Ramal Da Siderurgia Nacional (Inserção) - Siderurgia Nacional (Extremo),Passenger trains,Number,0.0
Annual,Ramal Terminal De Mercadorias Do Fundão (Inserção) - Terminal De Mercadorias Do Fundão (Extremo),Goods trains,Number,0.0
Annual,Ramal Terminal De Mercadorias Do Fundão (Inserção) - Terminal De Mercadorias Do Fundão (Extremo),Other trains,Number,0.0
Annual,Ramal Terminal De Mercadorias Do Fundão (Inserção) - Terminal De Mercadorias Do Fundão (Extremo),Passenger trains,Number,0.0
Annual,Plataforma De Cacia (Inserção Lado Aveiro) - Plataforma De Cacia (Inserção Lado Cacia),Goods trains,Number,663.0
Annual,Plataforma De Cacia (Inserção Lado Aveiro) - Plataforma De Cacia (Inserção Lado Cacia),Other trains,Number,17.0
Annual,Plataforma De Cacia (Inserção Lado Aveiro) - Plataforma De Cacia (Inserção Lado Cacia),Passenger trains,Number,0.0
Annual,Bobadela Sul (Inserção T. Mer. Bobadela Lado Oriente) - Bobadela Norte (Inserção T. Mer. Bobadela Lado Alverca),Goods trains,Number,1533.0
Annual,Bobadela Sul (Inserção T. Mer. Bobadela Lado Oriente) - Bobadela Norte (Inserção T. Mer. Bobadela Lado Alverca),Other trains,Number,174.0
Annual,Bobadela Sul (Inserção T. Mer. Bobadela Lado Oriente) - Bobadela Norte (Inserção T. Mer. Bobadela Lado Alverca),Passenger trains,Number,0.0
Annual,Ramal Celbi/Ramal Soporcel (Inserção) - Ramal Celbi (Extremo),Goods trains,Number,418.0
Annual,Ramal Celbi/Ramal Soporcel (Inserção) - Ramal Celbi (Extremo),Other trains,Number,217.0
Annual,Ramal Celbi/Ramal Soporcel (Inserção) - Ramal Celbi (Extremo),Passenger trains,Number,0.0
Annual,Ramal Celbi/Ramal Soporcel (Inserção) - Ramal Soporcel (Extremo),Goods trains,Number,1082.0
Annual,Ramal Celbi/Ramal Soporcel (Inserção) - Ramal Soporcel (Extremo),Other trains,Number,341.0
Annual,Ramal Celbi/Ramal Soporcel (Inserção) - Ramal Soporcel (Extremo),Passenger trains,Number,0.0
Annual,"Pk 0,000 Do Ramal Do Porto De Aveiro - Porto De Aveiro (Extremo)",Goods trains,Number,313.0
Annual,"Pk 0,000 Do Ramal Do Porto De Aveiro - Porto De Aveiro (Extremo)",Other trains,Number,5.0
Annual,"Pk 0,000 Do Ramal Do Porto De Aveiro - Porto De Aveiro (Extremo)",Passenger trains,Number,0.0
Annual,Ramal Colpor (Inserção) - Ramal Colpor (Extremo),Goods trains,Number,0.0
Annual,Ramal Colpor (Inserção) - Ramal Colpor (Extremo),Other trains,Number,0.0
Annual,Ramal Colpor (Inserção) - Ramal Colpor (Extremo),Passenger trains,Number,0.0
Annual,Ramal Ter-Tir (Inserção Lado Bobadela Norte) - Ramal Ter-Tir (Inserção Lado Alverca),Goods trains,Number,1.0
Annual,Ramal Ter-Tir (Inserção Lado Bobadela Norte) - Ramal Ter-Tir (Inserção Lado Alverca),Other trains,Number,0.0
Annual,Ramal Ter-Tir (Inserção Lado Bobadela Norte) - Ramal Ter-Tir (Inserção Lado Alverca),Passenger trains,Number,0.0
Annual,Valença Fronteira - Porto São Bento,Goods trains,Number,4799.0
Annual,Valença Fronteira - Porto São Bento,Other trains,Number,12022.0
Annual,Valença Fronteira - Porto São Bento,Passenger trains,Number,44186.0
Annual,São Gemil - Ermesinde,Goods trains,Number,434.0
Annual,São Gemil - Ermesinde,Other trains,Number,41.0
Annual,São Gemil - Ermesinde,Passenger trains,Number,0.0
Annual,Braga - Agulha De Inserção Na Linha Do Minho Do Ramal De Braga,Goods trains,Number,353.0
Annual,Braga - Agulha De Inserção Na Linha Do Minho Do Ramal De Braga,Other trains,Number,215.0
Annual,Braga - Agulha De Inserção Na Linha Do Minho Do Ramal De Braga,Passenger trains,Number,10340.0
Annual,Pk Extremo Da Linha De Leixões - Agulha De Inserção Na Linha Do Minho Da Linha De Leixões,Goods trains,Number,1667.0
Annual,Pk Extremo Da Linha De Leixões - Agulha De Inserção Na Linha Do Minho Da Linha De Leixões,Other trains,Number,92.0
Annual,Pk Extremo Da Linha De Leixões - Agulha De Inserção Na Linha Do Minho Da Linha De Leixões,Passenger trains,Number,0.0
Annual,Pk Extremo Da Linha Do Douro - Ermesinde,Goods trains,Number,940.0
Annual,Pk Extremo Da Linha Do Douro - Ermesinde,Other trains,Number,706.0
Annual,Pk Extremo Da Linha Do Douro - Ermesinde,Passenger trains,Number,15245.0
Annual,Porto Campanhã - Lisboa Santa Apolónia,Goods trains,Number,10187.0
Annual,Porto Campanhã - Lisboa Santa Apolónia,Other trains,Number,6184.0
Annual,Porto Campanhã - Lisboa Santa Apolónia,Passenger trains,Number,86670.0
Annual,Guimarães - Agulha De Inserção Na Linha Do Minho Da Linha De Guimarães,Goods trains,Number,0.0
Annual,Guimarães - Agulha De Inserção Na Linha Do Minho Da Linha De Guimarães,Other trains,Number,126.0
Annual,Guimarães - Agulha De Inserção Na Linha Do Minho Da Linha De Guimarães,Passenger trains,Number,5429.0
Annual,Pk - Extremo Da Linha Do Tua - Tua,Goods trains,Number,0.0
Annual,Pk - Extremo Da Linha Do Tua - Tua,Other trains,Number,0.0
Annual,Pk - Extremo Da Linha Do Tua - Tua,Passenger trains,Number,0.0
Annual,Pk Extremo Da Linha Do Vouga - Pk Inicio Da Linha Do Vouga,Goods trains,Number,0.0
Annual,Pk Extremo Da Linha Do Vouga - Pk Inicio Da Linha Do Vouga,Other trains,Number,237.0
Annual,Pk Extremo Da Linha Do Vouga - Pk Inicio Da Linha Do Vouga,Passenger trains,Number,6052.0
Annual,Vilar Formoso Fronteira - Pampilhosa,Goods trains,Number,753.0
Annual,Vilar Formoso Fronteira - Pampilhosa,Other trains,Number,176.0
Annual,Vilar Formoso Fronteira - Pampilhosa,Passenger trains,Number,2444.0
Annual,Coimbra - Coimbra B,Goods trains,Number,0.0
Annual,Coimbra - Coimbra B,Other trains,Number,403.0
Annual,Coimbra - Coimbra B,Passenger trains,Number,14755.0
Annual,Alfarelos - Agulha De Inserção Na Linha Oeste Do Ramal De Alfarelos,Goods trains,Number,1697.0
Annual,Alfarelos - Agulha De Inserção Na Linha Oeste Do Ramal De Alfarelos,Other trains,Number,231.0
Annual,Alfarelos - Agulha De Inserção Na Linha Oeste Do Ramal De Alfarelos,Passenger trains,Number,6093.0
Annual,Figueira Da Foz - Bifurcação De Meleças - Descendente,Goods trains,Number,1707.0
Annual,Figueira Da Foz - Bifurcação De Meleças - Descendente,Other trains,Number,511.0
Annual,Figueira Da Foz - Bifurcação De Meleças - Descendente,Passenger trains,Number,16419.0
Annual,Tomar - Lamarosa,Goods trains,Number,0.0
Annual,Tomar - Lamarosa,Other trains,Number,55.0
Annual,Tomar - Lamarosa,Passenger trains,Number,5137.0
Annual,Guarda - Entroncamento,Goods trains,Number,772.0
Annual,Guarda - Entroncamento,Other trains,Number,90.0
Annual,Guarda - Entroncamento,Passenger trains,Number,4042.0
Annual,Elvas-Fronteira - Abrantes,Goods trains,Number,555.0
Annual,Elvas-Fronteira - Abrantes,Other trains,Number,12.0
Annual,Elvas-Fronteira - Abrantes,Passenger trains,Number,316.0
Annual,Pk Extremo Da Linha De Sintra - Lisboa Rossio,Goods trains,Number,20.0
Annual,Pk Extremo Da Linha De Sintra - Lisboa Rossio,Other trains,Number,7922.0
Annual,Pk Extremo Da Linha De Sintra - Lisboa Rossio,Passenger trains,Number,41950.0
Annual,Braço De Prata - Alcântara-Mar,Goods trains,Number,93.0
Annual,Braço De Prata - Alcântara-Mar,Other trains,Number,4893.0
Annual,Braço De Prata - Alcântara-Mar,Passenger trains,Number,56771.0
Annual,Central Do Pego (Terminal De Carvão) - Ramal Do Pego (Inserção),Goods trains,Number,12.0
Annual,Central Do Pego (Terminal De Carvão) - Ramal Do Pego (Inserção),Other trains,Number,0.0
Annual,Central Do Pego (Terminal De Carvão) - Ramal Do Pego (Inserção),Passenger trains,Number,0.0
Annual,Cascais - Cais Do Sodré,Goods trains,Number,0.0
Annual,Cascais - Cais Do Sodré,Other trains,Number,1358.0
Annual,Cascais - Cais Do Sodré,Passenger trains,Number,30128.0
Annual,Vendas Novas - Agulha De Inserção Na Linha Do Norte Da Linha De Vendas Novas,Goods trains,Number,3593.0
Annual,Vendas Novas - Agulha De Inserção Na Linha Do Norte Da Linha De Vendas Novas,Other trains,Number,51.0
Annual,Vendas Novas - Agulha De Inserção Na Linha Do Norte Da Linha De Vendas Novas,Passenger trains,Number,0.0
Annual,Funcheira - Barreiro,Goods trains,Number,4353.0
Annual,Funcheira - Barreiro,Other trains,Number,640.0
Annual,Funcheira - Barreiro,Passenger trains,Number,14645.0
Annual,Tunes - Agulha Junto À Ponte Santana,Goods trains,Number,5872.0
Annual,Tunes - Agulha Junto À Ponte Santana,Other trains,Number,5608.0
Annual,Tunes - Agulha Junto À Ponte Santana,Passenger trains,Number,35580.0
Annual,Pk Extremo Da Linha De Sines - Ermidas - Sado,Goods trains,Number,3212.0
Annual,Pk Extremo Da Linha De Sines - Ermidas - Sado,Other trains,Number,122.0
Annual,Pk Extremo Da Linha De Sines - Ermidas - Sado,Passenger trains,Number,0.0
Annual,Pk Extremo Da Linha De Évora - Casa Branca,Goods trains,Number,55.0
Annual,Pk Extremo Da Linha De Évora - Casa Branca,Other trains,Number,13.0
Annual,Pk Extremo Da Linha De Évora - Casa Branca,Passenger trains,Number,1175.0
Annual,Pk Extremo Da Linha Do Algarve - Lagos,Goods trains,Number,146.0
Annual,Pk Extremo Da Linha Do Algarve - Lagos,Other trains,Number,35.0
Annual,Pk Extremo Da Linha Do Algarve - Lagos,Passenger trains,Number,8538.0
Annual,Bifurcação De Águas De Moura - Sul - Bifurcação Do Poceirão - Descendente,Goods trains,Number,3324.0
Annual,Bifurcação De Águas De Moura - Sul - Bifurcação Do Poceirão - Descendente,Other trains,Number,139.0
Annual,Bifurcação De Águas De Moura - Sul - Bifurcação Do Poceirão - Descendente,Passenger trains,Number,1365.0
Annual,Bifurcação De Verride - Agulha 1 Da Amieira,Goods trains,Number,1493.0
Annual,Bifurcação De Verride - Agulha 1 Da Amieira,Other trains,Number,229.0
Annual,Bifurcação De Verride - Agulha 1 Da Amieira,Passenger trains,Number,919.0
Annual,Bifurcação De Agualva - Pk De Inicio Concordância Agualva,Goods trains,Number,3149.0
Annual,Bifurcação De Agualva - Pk De Inicio Concordância Agualva,Other trains,Number,80.0
Annual,Bifurcação De Agualva - Pk De Inicio Concordância Agualva,Passenger trains,Number,0.0
Annual,Benfica - Sete Rios,Goods trains,Number,17.0
Annual,Benfica - Sete Rios,Other trains,Number,39.0
Annual,Benfica - Sete Rios,Passenger trains,Number,23109.0
Annual,Ramal Celbi/Ramal Soporcel (Inserção) - Ramal Do Louriçal (Inserção),Goods trains,Number,1500.0
Annual,Ramal Celbi/Ramal Soporcel (Inserção) - Ramal Do Louriçal (Inserção),Other trains,Number,557.0
Annual,Ramal Celbi/Ramal Soporcel (Inserção) - Ramal Do Louriçal (Inserção),Passenger trains,Number,0.0
Annual,Pampilhosa - Figueira Da Foz,Goods trains,Number,0.0
Annual,Pampilhosa - Figueira Da Foz,Other trains,Number,0.0
Annual,Pampilhosa - Figueira Da Foz,Passenger trains,Number,0.0
Annual,Bifurcação Do Setil - Vendas Novas - Bifurcação Norte Do Setil,Goods trains,Number,2869.0
Annual,Bifurcação Do Setil - Vendas Novas - Bifurcação Norte Do Setil,Other trains,Number,34.0
Annual,Bifurcação Do Setil - Vendas Novas - Bifurcação Norte Do Setil,Passenger trains,Number,0.0
Annual,Pk Extremo Ramal Neves Corvo - Inicio Do Ramal Neves Corvo (Ag. A De Ourique),Goods trains,Number,627.0
Annual,Pk Extremo Ramal Neves Corvo - Inicio Do Ramal Neves Corvo (Ag. A De Ourique),Other trains,Number,166.0
Annual,Pk Extremo Ramal Neves Corvo - Inicio Do Ramal Neves Corvo (Ag. A De Ourique),Passenger trains,Number,0.0
Annual,Ramal Petrogal (Início) R. Petr.Asf.(Extremo) - Ramal Petrogal - Asfaltos (Inserção),Goods trains,Number,183.0
Annual,Ramal Petrogal (Início) R. Petr.Asf.(Extremo) - Ramal Petrogal - Asfaltos (Inserção),Other trains,Number,17.0
Annual,Ramal Petrogal (Início) R. Petr.Asf.(Extremo) - Ramal Petrogal - Asfaltos (Inserção),Passenger trains,Number,0.0
Annual,Bifurcação Da Funcheira - Alentejo - Bifurcação Da Funcheira - Sul,Goods trains,Number,461.0
Annual,Bifurcação Da Funcheira - Alentejo - Bifurcação Da Funcheira - Sul,Other trains,Number,0.0
Annual,Bifurcação Da Funcheira - Alentejo - Bifurcação Da Funcheira - Sul,Passenger trains,Number,0.0
Annual,Bifurcação De Ermidas - Sul - Bifurcação De Ermidas - Sines,Goods trains,Number,84.0
Annual,Bifurcação De Ermidas - Sul - Bifurcação De Ermidas - Sines,Other trains,Number,0.0
Annual,Bifurcação De Ermidas - Sul - Bifurcação De Ermidas - Sines,Passenger trains,Number,0.0
Annual,Bifurcação De Águas De Moura - Norte - Águas De Moura,Goods trains,Number,460.0
Annual,Bifurcação De Águas De Moura - Norte - Águas De Moura,Other trains,Number,106.0
Annual,Bifurcação De Águas De Moura - Norte - Águas De Moura,Passenger trains,Number,0.0
Annual,Agulha 2 De Vidigal - Pk De Inicio Concordância Bombel,Goods trains,Number,3561.0
Annual,Agulha 2 De Vidigal - Pk De Inicio Concordância Bombel,Other trains,Number,26.0
Annual,Agulha 2 De Vidigal - Pk De Inicio Concordância Bombel,Passenger trains,Number,0.0
Annual,Bifurcação De Xabregas - Bifurcação De Chelas,Goods trains,Number,0.0
Annual,Bifurcação De Xabregas - Bifurcação De Chelas,Other trains,Number,1175.0
Annual,Bifurcação De Xabregas - Bifurcação De Chelas,Passenger trains,Number,1037.0
Annual,Ramal Barreiro - Quimigal (Extremo) - Ramal Barreiro Quimigal (Inserção),Goods trains,Number,175.0
Annual,Ramal Barreiro - Quimigal (Extremo) - Ramal Barreiro Quimigal (Inserção),Other trains,Number,56.0
Annual,Ramal Barreiro - Quimigal (Extremo) - Ramal Barreiro Quimigal (Inserção),Passenger trains,Number,0.0
Annual,Extremo Variante De Alcácer (Agulha 3 De Grândola Norte) - Inicio Variante De Alcácer (Agulha 4I De Pinheiro),Goods trains,Number,2453.0
Annual,Extremo Variante De Alcácer (Agulha 3 De Grândola Norte) - Inicio Variante De Alcácer (Agulha 4I De Pinheiro),Other trains,Number,25.0
Annual,Extremo Variante De Alcácer (Agulha 3 De Grândola Norte) - Inicio Variante De Alcácer (Agulha 4I De Pinheiro),Passenger trains,Number,1365.0
Annual,Terminal De Mercadorias De Tadim (Extremo) - Terminal De Mercadorias Tadim (Inserção),Goods trains,Number,353.0
Annual,Terminal De Mercadorias De Tadim (Extremo) - Terminal De Mercadorias Tadim (Inserção),Other trains,Number,11.0
Annual,Terminal De Mercadorias De Tadim (Extremo) - Terminal De Mercadorias Tadim (Inserção),Passenger trains,Number,0.0
Annual,Siderurgia Nacional (Extremo) - Ramal Da Siderurgia Nacional (Inserção),Goods trains,Number,1338.0
Annual,Siderurgia Nacional (Extremo) - Ramal Da Siderurgia Nacional (Inserção),Other trains,Number,140.0
Annual,Siderurgia Nacional (Extremo) - Ramal Da Siderurgia Nacional (Inserção),Passenger trains,Number,0.0
Annual,Terminal De Mercadorias Do Fundão (Extremo) - Ramal Terminal De Mercadorias Do Fundão (Inserção),Goods trains,Number,0.0
