Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,1960.0,1961.0,1962.0,1963.0,1964.0,1965.0,1966.0,1967.0,1968.0,1969.0,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Number per inhabitant,Austria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,11.73,11.95,11.99,:,:,:
Annual,Number per inhabitant,Belgium,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6.49,6.47,6.75,6.85,6.62,6.68,6.71,6.67,6.67,6.76,6.89,6.96,7.19,7.3,6.17,6.74,7.42
Annual,Number per inhabitant,Bulgaria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6.5,6.5,6.8,7.0,7.2,7.3,7.6,7.5,7.4,7.2,6.6,5.6,5.8,5.5,5.5,5.5,5.9,5.7,5.5,5.4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,5.9,5.9,6.1,6.0,6.3,6.3,5.4,5.7,6.6
Annual,Number per inhabitant,Switzerland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3.37,:,:,:,:,4.08,:,:,:,:,3.85,:,:,:,:,4.32,:,:,:,:,4.46
Annual,Number per inhabitant,Cyprus,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.67 d,1.99 d,2.09 d,2.14 d,2.07 d,1.77 d,1.86 d,1.88 d,1.84 d,1.86 d,1.89 d,1.88 d,1.88 d,1.86 d,1.89 d,1.90 d,1.89 d,1.90 d,1.97 d,1.94 d,1.99 d,1.80 d,1.84 d,1.92 d,2.05 d,2.09 d,2.04 d,2.08 d,2.13 d,2.26 d,2.31 d,2.34 d,2.44 d,2.36 d,2.16 d,2.18 d,2.11 d,2.09 d,2.06 d,1.56 bd,6.75 bd,8.00 d,8.40 d
Annual,Number per inhabitant,Czechia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,7.72,7.73,7.71,7.91,7.91,7.32,7.8,7.93
Annual,Number per inhabitant,Germany,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,5.30 d,5.70 d,6.20 d,6.50 d,6.80 d,7.00 d,7.30 d,7.40 d,7.60 d,7.70 d,7.90 d,8.00 d,8.00 d,7.40 d,8.10 d,7.90 d,8.10 d,8.60 d,9.20 d,9.90 d,9.70 d,9.70 d,9.90 d,9.90 d,10.00 d,10.00 d,9.90 d,9.90 d,9.70 bd,9.40 d,9.40 d,9.60 d
Annual,Number per inhabitant,Denmark,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3.7,3.8,4.0,3.9,4.0,4.1,4.0,4.1,4.2,4.1,4.2,4.2,4.3,4.3,4.4,4.5,4.5,4.5,4.6,4.6,4.6,4.80 d,4.70 d,4.70 d,4.70 d,4.60 d,4.50 d,4.50 d,4.50 d,4.60 d,4.80 d,4.60 d,4.30 d
Annual,Number per inhabitant,Estonia,:,:,:,:,:,:,:,:,:,:,6.16,6.31,6.14,6.49,6.82,7.03,7.32,7.45,7.59,7.76,8.04,8.23,8.32,8.71,8.61,8.81,9.12,8.97,8.47,7.70 b,7.74,7.16 b,5.3,5.78,5.95,6.03,6.06,6.13,6.34,6.25,6.19,6.06,5.98,6.08,6.22,6.32,6.41,6.63,6.55,6.32,6.06,6.35,6.27,6.35,6.32,6.4,6.29,5.87,5.63,5.45,4.1,4.1,4.01
Annual,Number per inhabitant,Greece,5.2,5.28,5.83,5.86,6.4,6.59,6.47,6.43,6.25,6.17,6.08,6.33,6.38,6.39,6.39,6.66,6.41,6.22,6.24,6.02,5.62,5.84,5.68,5.72,5.85,5.76,5.14,4.81,4.73,4.36,4.32,4.31,4.33,4.37,4.4,4.28,4.6,4.44,4.26,4.15,4.29,4.02,4.04,4.18,4.2,3.94,3.95,:,:,:,:,:,:,:,:,:,:,3.46 b,3.34,3.46,2.74,2.69,2.57
Annual,Number per inhabitant,Spain,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6.5,:,:,:,:,:,8.3,:,7.8,:,8.2,:,:,:,8.7,:,9.5,:,:,8.1,:,:,7.50 b,:,7.36,:,:,7.6,:,:,7.26,:,6.99 b,4.94,4.78,5.57
