Time frequency,Stock or flow,"Standard International Trade Classification (SITC Rev. 4, 2006)",Geopolitical entity (partner),Unit of measure,Geopolitical entity (reporting)\Time,Décembre 2023,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024
Monthly,Imports,Total - all products,Rest of the world,Percentage change m/m-12 (NSA),Euro area – 20 countries (from 2023),-18.3,-16.1,-7.9,-11.3,2.0,-6.3,-8.8,3.7,-1.7,-0.8,2.7,-1.0
Monthly,Imports,Total - all products,Rest of the world,Percentage change m/m-12 (NSA),European Union - 27 countries (from 2020),-20.0,-18.9,-8.8,-12.0,1.2,-5.6,-7.5,4.9,0.3,0.0,3.2,0.1
Monthly,Imports,Total - all products,Rest of the world,Percentage change m/m-1 (SA),Euro area – 20 countries (from 2023),-0.5,-4.3,4.4,0.1,2.1,-0.3,-2.3,1.7,1.7,-1.9,1.2,0.7
Monthly,Imports,Total - all products,Rest of the world,Percentage change m/m-1 (SA),European Union - 27 countries (from 2020),0.9,-6.3,5.8,0.2,2.6,0.5,-2.7,2.0,2.1,-2.7,1.1,0.6
Monthly,Imports,Total - all products,Rest of the world,Trade value in million euro (SA),Euro area – 20 countries (from 2023),221526.2,212005.9,221411.7,221534.5,226262.9,225617.0,220401.7,224109.1,227974.0,223540.3,226125.0,227761.7
Monthly,Imports,Total - all products,Rest of the world,Trade value in million euro (SA),European Union - 27 countries (from 2020),201003.0,188395.7,199242.1,199549.2,204763.7,205768.1,200155.2,204172.2,208400.9,202864.6,205150.5,206329.5
