Time frequency,Statistical classification of economic activities in the European Community (NACE Rev. 2),Economical indicator for structural business statistics,Geopolitical entity (reporting)\Time,2021.0,2022.0
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods - million euro,Albania,15.26,13.36
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods - million euro,Austria,2530.71,5177.33
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods - million euro,Bosnia and Herzegovina,405.19,603.86
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods - million euro,Belgium,1071.33,7097.54
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods - million euro,Bulgaria,1649.08,2630.05
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods - million euro,Cyprus,135.21,:
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods - million euro,Czechia,2891.83,3752.22
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods - million euro,Germany,22112.52,30510.46
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods - million euro,Denmark,3634.88,5139.76
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods - million euro,Estonia,655.83,841.63
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods - million euro,Greece,784.79,2519.35
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods - million euro,Spain,7762.82,15007.45
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods - million euro,European Union - 27 countries (from 2020),92313.21,175165.53
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods - million euro,Finland,667.27,2443.13
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods - million euro,France,10229.39 b,25208.06
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods - million euro,Croatia,597.67,1299.16
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods - million euro,Hungary,2111.17,3221.46
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods - million euro,Ireland,1885.97,1611.65
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods - million euro,Iceland,125.54,284.85
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods - million euro,Italy,5798.33,21013.05
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods - million euro,Lithuania,1087.34,1320.5
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods - million euro,Luxembourg,439.53,605.01
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods - million euro,North Macedonia,244.52,339.59
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods - million euro,Malta,123.47,234.33
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods - million euro,Netherlands,12241.01,16252.18
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods - million euro,Norway,2383.31,4655.71
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods - million euro,Poland,7596.77,13247.28
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods - million euro,Portugal,1407.19 b,2829.0
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods - million euro,Romania,4022.23,4426.21
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods - million euro,Serbia,:,7152.62
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods - million euro,Sweden,2.85,7191.34
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods - million euro,Slovakia,874.02,1587.38
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods for resale - million euro,Albania,12.02,0.88
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods for resale - million euro,Austria,2310.85,4756.24
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods for resale - million euro,Bosnia and Herzegovina,353.12,432.87
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods for resale - million euro,Belgium,-1699.82,4620.51
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods for resale - million euro,Bulgaria,1519.98,2388.76
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods for resale - million euro,Czechia,2893.14,3773.65
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods for resale - million euro,Germany,15970.9,26529.45
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods for resale - million euro,Denmark,3194.61,4517.16
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods for resale - million euro,Estonia,635.39,830.58
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods for resale - million euro,Greece,716.07,2313.05
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods for resale - million euro,Spain,6629.06,12597.93
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods for resale - million euro,European Union - 27 countries (from 2020),70896.43,150144.29
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods for resale - million euro,Finland,664.82,2413.77
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods for resale - million euro,France,9145.54 b,23578.15
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods for resale - million euro,Croatia,620.61,1231.59
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods for resale - million euro,Hungary,2110.92,2868.77
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods for resale - million euro,Ireland,984.73,1856.67
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods for resale - million euro,Italy,-213.19,11326.18
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods for resale - million euro,Lithuania,1023.62,1258.14
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods for resale - million euro,Luxembourg,370.65,410.97
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods for resale - million euro,North Macedonia,211.97,278.19
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods for resale - million euro,Malta,116.95,221.52
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods for resale - million euro,Netherlands,12077.04,16020.94
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods for resale - million euro,Norway,2334.18,4554.95
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods for resale - million euro,Poland,6144.1,12649.57
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods for resale - million euro,Portugal,1248.02 b,2618.64
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods for resale - million euro,Romania,3694.34,4017.07
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods for resale - million euro,Serbia,:,6877.76
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods for resale - million euro,Sweden,1.79,5969.22
Annual,Wholesale and retail trade; repair of motor vehicles and motorcycles,Change in stock of goods for resale - million euro,Slovakia,736.32,1375.78
Annual,Wholesale and retail trade and repair of motor vehicles and motorcycles,Change in stock of goods - million euro,Albania,: @C,3.36
Annual,Wholesale and retail trade and repair of motor vehicles and motorcycles,Change in stock of goods - million euro,Austria,-335.25,1089.97
Annual,Wholesale and retail trade and repair of motor vehicles and motorcycles,Change in stock of goods - million euro,Bosnia and Herzegovina,15.26,54.97
