Time frequency,Country of residence,Unit of measure,Statistical classification of economic activities in the European Community (NACE Rev. 2),Geopolitical entity (reporting)\Time,Décembre 2023,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,54.25 e,29.96,18.2,21.13,17.92,-2.04,5.93,:,0.17,3.06,1.15,:
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,4.37,3.79,3.5,5.33,-4.45,4.13,-2.31,0.05,3.71,-8.51,2.31,:
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Belgium,1.5,-2.98,-4.81,7.54,-7.96,-0.89,-2.34,-5.52,0.81,-6.33,-5.04 u,:
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Bulgaria,: @C,2.07,0.44,8.78,3.53,8.02,7.7,-1.56,-2.18,3.31,2.16,:
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Switzerland,0.69,-1.8,-3.81,-0.1,:,:,:,:,:,:,:,:
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Cyprus,14.4,-1.31,0.78,51.43,-34.67,-4.79,7.7,-10.4,-8.3,18.76,-0.71,:
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Czechia,-0.97,1.95,0.01,0.07,-8.43,-2.5,-1.12,-4.83,0.22,-15.62,6.31,:
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Germany,8.84,4.24,7.19,16.29,-10.86,5.16,-5.15,0.16,3.21,-4.02,2.97,:
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Denmark,-0.37,2.51,1.41,11.12,-12.57,-2.55,-4.14,-2.51,0.85,-1.17,1.76,:
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Euro area – 20 countries (from 2023),3.05,0.36,2.29,7.12,-12.36,4.55,-1.91,-3.22,0.42,-3.08,10.24,:
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Estonia,-3.86,-4.29,-2.12,-4.59,-3.12,6.67,1.57,-5.33,-3.3,-4.48,4.77,:
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Greece,9.71,1 e,2.93 e,6.65 e,1.96 e,3.67 e,1.44 e,1.1 e,1.95 e,1.47 e,1.55 e,:
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Spain,5.17,-0.71,4.08,0.85,-24.3,9.43,1.78,-2.01,-1.24,0.01,-3.5,9.46
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),2.99,0.49,1.93,6.14,-11.54,4.28,-1.63,-2.71,0.78,-3.27,9.69,:
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Finland,-3.83,-6.26,1.38,-1.85,-7.23,-3.09,0.95,-2.63,-3.45,-9.0,-2.88,:
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",France,-5.2 e,-0.19 e,-4.29 e,4.07 e,-8.78,1.16,-2.33,-5.31,1.64,-5.81,0.55 e,:
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Croatia,21.24,-0.68,9.87,15.28,-5.88,8.87,0.52,8.05,11.64,3.68,3.45,:
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Hungary,9.27,6.94,11.66,15.54,-7.65,3.85,-1.51,0.55,2.17,-4.74,3.2,:
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Ireland,-30.15 e,0 e,-25.9 e,30.83 e,-13.58 e,-9.4 e,48.42 e,-9.74 u,32.56 u,8.38 u,28.1 u,:
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Iceland,-14.09,-11.98 e,21.89 e,21.21 e,4.39 e,-1.38 e,5.04 e,8.54 e,-5.9 e,10.32 e,:,:
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Italy,5.21,-6.46,1.53,5.59,-15.76,5.52,-5.38,-6.19,-5.69,-3.96,93.07,:
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Liechtenstein,108.7,-40.23,24.78,15.93,57.3,81.46,104.43,18.46,-4.15,-48.44,32.42,9.04
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Lithuania,-2.03,-3.02,-0.55,4.75,-0.4,1.28,0.5,-4.01,-1.78,2.21,8.32,7.31
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,-8.77,37.24,65.08,31.57,31.6,8.23,8.33,2.51,15.82,-1.8,-0.37,:
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,0.52,-0.91,-0.27,9.94,-0.57,6.88,4.2,-3.07,6.02,3.35,3.66,:
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Montenegro,-13.93,-16.8,-13.6,28.33,43.28,1.13,5.67,-7.46,-5.34,-14.08,1.09,:
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",North Macedonia,4.82,20.46,-5.61,13.72,18.44,-6.27,-0.18,-12.81,-15.52,-15.38,0.97,:
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Malta,-2.85,-3.75,-0.09,12.6,-7.23,1.7,-0.11,0.29,9.46,-7.6,8.94,:
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Netherlands,0.27,:,15.4,-8.05,-6.06,8.08,2.76,-1.11,-0.28,7.01,-10.82,:
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Norway,-0.43,0.45,1.5,-0.56,-7.42,3.12,1.98,2.82,3.44,-0.78,0.6,:
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,4.68,3.09,-1.37,-2.7,-1.69,11.16,3.15,4.29,6.78,-0.61,11.06,:
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Portugal,10.08,-1.02,3.03,10.8,-14.27,7.93,3.7,-3.1,4.33,-0.72,-0.63,:
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Romania,2.62,-3.06,3.9,4.17,-5.51,3.76,0.83,6.33,5.39,-4.4,2.96,-0.13
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Serbia,5.03,6.4,2.1,10.22,10.98,6.97,1.82,-15.19,-15.14,-22.36,-14.64,:
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Sweden,-1.49,-3.24,-2.25,-4.6,-9.02,-4.66,-3.73,-3.69,0.79,-6.74,5.92,:
Monthly,Domestic country,Percentage change compared to same period in previous year,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Slovenia,1.01,-6.57,3.08,-2.38,-7.81,6.57,-3.22,-7.19,6.67,-11.55,0.8,4.34
