Time frequency,Unit of measure,Maritime entity (reporting)\Time,Janvier-Mars 2005,Avril-Juin 2005,Jullet-Septembre 2005,Octobre-Décembre 2005,Janvier-Mars 2006,Avril-Juin 2006,Jullet-Septembre 2006,Octobre-Décembre 2006,Janvier-Mars 2007,Avril-Juin 2007,Jullet-Septembre 2007,Octobre-Décembre 2007,Janvier-Mars 2008,Avril-Juin 2008,Jullet-Septembre 2008,Octobre-Décembre 2008,Janvier-Mars 2009,Avril-Juin 2009,Jullet-Septembre 2009,Octobre-Décembre 2009,Janvier-Mars 2010,Avril-Juin 2010,Jullet-Septembre 2010,Octobre-Décembre 2010,Janvier-Mars 2011,Avril-Juin 2011,Jullet-Septembre 2011,Octobre-Décembre 2011,Janvier-Mars 2012,Avril-Juin 2012,Jullet-Septembre 2012,Octobre-Décembre 2012,Janvier-Mars 2013,Avril-Juin 2013,Jullet-Septembre 2013,Octobre-Décembre 2013,Janvier-Mars 2014,Avril-Juin 2014,Jullet-Septembre 2014,Octobre-Décembre 2014,Janvier-Mars 2015,Avril-Juin 2015,Jullet-Septembre 2015,Octobre-Décembre 2015,Janvier-Mars 2016,Avril-Juin 2016,Jullet-Septembre 2016,Octobre-Décembre 2016,Janvier-Mars 2017,Avril-Juin 2017,Jullet-Septembre 2017,Octobre-Décembre 2017,Janvier-Mars 2018,Avril-Juin 2018,Jullet-Septembre 2018,Octobre-Décembre 2018,Janvier-Mars 2019,Avril-Juin 2019,Jullet-Septembre 2019,Octobre-Décembre 2019,Janvier-Mars 2020,Avril-Juin 2020,Jullet-Septembre 2020,Octobre-Décembre 2020,Janvier-Mars 2021,Avril-Juin 2021,Jullet-Septembre 2021,Octobre-Décembre 2021,Janvier-Mars 2022,Avril-Juin 2022,Jullet-Septembre 2022,Octobre-Décembre 2022,Janvier-Mars 2023,Avril-Juin 2023,Jullet-Septembre 2023,Octobre-Décembre 2023,Janvier-Mars 2024
Quarterly,Growth rate on previous period (t/t-1),France,:,1.4,-2.0,3.4,0.6,-1.4,0.5,4.9,-8.3,8.1,-2.4,2.3,-2.1,-0.7,3.7,-1.8,-9.9,-1.7,0.7,0.0,-0.2,2.5,-1.6,-2.0,4.5,2.2,-6.1,4.5,-6.0,0.1,-3.7,3.5,-0.8,2.0,-5.2,5.2,-3.4,-1.4,3.2,-0.2,-1.1,-1.2,1.7,-0.2,-1.2,-3.1,2.9,-0.8,0.7,2.5,0.9,1.7,-0.6,-2.8,4.7,0.0,-1.7,-1.6,-0.8,-3.9,-0.8,-8.9,3.2,1.6,-2.7,-0.3,3.3,7.6,-5.3,-0.3,5.1,-5.5,-8.2,6.8,3.0,0.0,-1.6
Quarterly,Growth rate on previous period (t/t-1),Croatia,:,5.2,-8.0,13.1,-4.1,-24.2,15.6,17.1,10.5,-4.2,13.6,-3.9,-7.9,14.5,-0.6,-6.5,-16.7,-6.8,-4.1,11.0,-11.0,-0.7,19.2,-3.5,-17.3,-2.3,14.8,-21.7,0.1,1.0,8.7,-11.7,2.2,0.2,-11.8,32.8,-27.1,37.9,-26.0,11.5,-13.1,40.3,4.0,-20.1,-21.8,65.9,-15.5,17.6,-9.8,10.5,6.9,-4.1,-15.1,28.3,-0.9,1.0,-19.5,11.4,-0.7,3.8,-21.2,35.7,-2.2,6.1,-15.3,24.9,-18.0,4.7,-4.5,35.9,-19.4,0.2,4.4,6.1,-6.8,-7.0,-17.4
Quarterly,Growth rate on previous period (t/t-1),Ireland,:,-1.7,1.5,0.2,5.1,-2.8,1.5,2.8,-0.4,5.5,-12.0,9.2,-3.4,1.3,-10.7,5.8,-9.9,-0.1,-12.9,20.0,-1.9,4.4,-4.0,7.1,-3.3,-0.1,-5.3,10.5,1.4,-1.3,-1.9,5.1,-5.8,7.0,-5.7,-0.7,0.0,3.0,-4.6,11.8,-0.3,-0.7,-2.3,6.3,-3.6,3.9,-4.7,1.6,4.5,-3.1,1.6,2.9,-1.5,3.7,-1.6,1.2,-0.3,-6.9,0.5,3.2,-2.1,-13.3,17.3,3.6,-7.7,6.4,-1.2,5.3,-5.8,4.3,-7.0,2.9,-5.6,2.9,-4.3,-0.3,3.0
Quarterly,Growth rate on previous period (t/t-1),Italy,:,-0.6,2.7,-2.7,1.5,-0.6,2.5,2.0,2.7,-0.8,1.3,-5.7,7.0,0.1,-4.5,-11.7,10.6,-8.5,-2.8,-6.8,10.5,13.7,-4.0,-13.1,13.0,3.8,-4.7,-8.4,7.7,-1.3,-0.7,-9.2,12.7,-6.2,-5.4,-2.8,5.7,3.2,-6.0,-5.1,10.9,2.8,-2.2,-5.6,3.6,11.5,-10.3,-2.6,-1.5,11.6,2.6,-1.9,-8.7,18.3,0.8,-5.1,-3.8,16.0,-13.0,3.6,-9.8,5.2,-0.6,-2.7,-0.7,10.1,5.7,-5.7,-5.1,13.2,-5.6,-2.7,2.3,-6.0,4.3,0.9,-15.8
Quarterly,Growth rate on previous period (t/t-1),Lithuania,:,-3.7,4.6,16.2,-17.9,18.6,-0.8,-4.2,-2.7,12.4,8.0,-12.8,30.3,6.1,-6.7,-8.1,-2.6,0.4,8.3,3.9,-5.7,5.0,4.2,11.9,-2.3,4.2,0.0,-1.3,-9.0,-4.9,18.4,2.0,0.0,-17.7,5.7,0.1,-1.3,6.2,-2.3,14.6,-11.4,7.1,2.1,1.5,4.5,-4.4,0.4,7.9,-3.2,0.0,12.0,0.9,-5.2,-2.6,6.3,12.5,-9.0,-1.2,-1.9,-0.4,-4.9,-4.6,14.9,6.1,-16.3,-2.4,7.2,7.7,-16.7,-25.3,22.9,-0.2,-13.4,8.7,-5.8,6.3,-2.6
Quarterly,Growth rate on previous period (t/t-1),Latvia,:,5.3,-1.0,13.5,-16.1,5.3,-0.9,-2.8,5.5,7.1,-2.0,-5.7,8.2,-5.5,-2.1,7.8,3.4,-7.6,-5.3,0.1,5.3,-3.1,-6.2,9.5,5.8,11.9,-9.4,7.2,14.0,-1.1,-11.3,-3.9,10.1,-5.1,-11.3,5.9,21.5,-8.0,-13.1,14.1,7.8,-11.4,-14.4,11.9,1.4,-17.1,-2.4,22.6,4.1,-12.7,-17.7,9.4,5.2,12.3,-4.1,6.6,-0.9,-12.9,-2.6,3.7,-20.9,-15.9,1.7,11.2,-3.2,-17.6,2.6,20.9,7.5,-7.5,1.7,11.6,-17.0,-17.6,-4.0,9.2,3.1
Quarterly,Growth rate on previous period (t/t-1),Montenegro,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,-0.8,-5.4,17.4,-21.6,37.7,-9.5,-0.9,-10.7,20.5,-15.4,18.0,-45.2,49.9,1.8,33.8,3.5,1.4,32.1,-10.2,-30.5,-12.5,41.3,9.0,:
Quarterly,Growth rate on previous period (t/t-1),Malta,:,24.0,19.8,-11.5,-11.9,20.4,-3.0,-8.2,-3.1,-14.5,17.9,-1.1,-10.2,19.6,1.6,-9.9,-1.2,10.7,-4.1,-6.7,17.2,11.7,-12.4,-3.8,-5.0,-8.0,20.0,-15.9,4.8,8.5,-7.4,-3.1,-7.1,8.7,4.7,-15.7,11.2,-4.9,47.5,-26.9,11.7,-4.7,16.5,-8.6,35.7,-34.7,20.2,-23.3,51.0,-14.5,12.6,-16.1,180.7,-72.9,-10.3,8.3,39.8,66.6,-21.8,17.6,-26.3,-27.4,-28.5,504.2,-79.6,71.3,-43.4,28.5,27.2,14.2,-16.8,49.6,-32.2,40.5,17.9,72.1,-32.4
Quarterly,Growth rate on previous period (t/t-1),Netherlands,:,3.6,-2.2,1.0,-0.7,7.6,-4.3,1.8,0.6,3.2,3.5,2.0,1.6,2.6,-2.6,-6.5,-6.7,2.1,1.0,5.3,5.9,-1.9,2.8,1.4,-2.0,3.1,2.3,-4.0,2.6,0.7,-1.5,0.0,-0.6,3.7,-1.6,-2.1,4.0,0.6,-2.2,2.2,4.6,1.8,-6.4,2.5,0.7,-2.9,2.1,2.3,2.3,-2.3,-3.1,1.2,5.2,-5.9,2.9,3.0,3.1,-4.5,-2.4,-0.3,-3.1,-5.6,-5.2,9.6,1.6,1.5,0.8,0.3,-3.5,7.8,-1.5,-3.0,-4.3,-1.6,-2.9,1.5,-0.5
Quarterly,Growth rate on previous period (t/t-1),Norway,:,1.8,4.4,-1.1,-2.0,2.3,-3.1,-2.3,2.2,0.8,2.1,0.1,-14.0,11.0,-1.3,-3.4,-10.5,1.7,5.7,4.3,-3.9,6.8,0.2,0.9,-5.2,7.2,6.4,-3.1,-7.5,9.2,-1.4,2.5,-8.4,8.7,6.2,-4.8,-8.1,-6.7,15.7,4.2,-11.0,7.2,4.3,-7.4,0.9,0.9,-2.4,-1.2,-1.7,7.9,-3.5,4.5,-11.4,9.7,-0.2,-0.6,-3.7,4.5,-3.1,6.7,5.2,-5.6,5.4,-4.4,0.2,4.9,3.8,-4.3,-8.7,0.4,6.0,2.4,-9.5,6.0,5.2,-0.6,-14.2
Quarterly,Growth rate on previous period (t/t-1),Poland,:,2.5,19.3,0.3,-5.4,-6.6,-2.1,-1.6,-1.8,7.9,3.2,-10.5,-9.3,11.5,9.4,-19.1,-9.6,3.5,17.2,0.7,8.4,13.0,3.2,-1.0,-2.1,-4.7,-7.8,10.7,-14.4,2.9,25.1,3.0,-8.2,-3.3,16.5,-3.4,0.0,-2.0,3.2,10.4,-7.3,1.8,2.1,-8.2,6.8,2.4,2.8,2.0,-2.8,1.4,1.9,17.3,1.4,3.1,-7.1,12.6,-3.9,7.9,-10.9,1.5,-2.7,-3.7,3.3,4.3,7.1,-6.2,-0.8,13.7,-2.0,10.4,7.1,17.0,0.5,-3.3,-0.8,-4.0,-7.9
Quarterly,Growth rate on previous period (t/t-1),Portugal,:,9.7,-3.5,0.5,1.0,1.9,5.9,-6.1,-2.0,10.7,-8.4,6.1,1.7,-3.4,-5.6,-5.5,-7.9,12.8,1.8,-3.3,2.9,2.8,0.0,1.2,-5.7,7.9,5.2,-5.4,1.5,4.7,-6.7,-4.8,11.4,15.9,2.1,-8.5,-2.8,9.1,1.7,2.4,-2.9,11.7,-4.0,-1.1,-2.1,6.9,6.4,-14.3,15.4,-1.3,3.1,-9.4,-0.7,11.3,-0.8,-9.5,3.0,-1.8,-4.8,1.8,2.2,-21.9,23.5,-1.0,0.9,3.0,-2.1,-2.8,4.1,4.9,0.9,-12.3,2.7,10.8,-6.7,-8.1,8.0
Quarterly,Growth rate on previous period (t/t-1),Romania,:,3.1,17.1,-9.1,-5.9,-1.7,3.5,3.4,-2.5,-8.4,16.9,7.6,-17.8,21.1,1.2,-12.2,-30.6,3.3,14.6,-10.8,-9.9,16.5,6.2,2.2,-17.9,12.8,10.6,-0.6,-20.5,34.3,-5.5,-6.5,-9.2,5.1,35.5,1.9,-25.3,-11.2,57.6,-9.7,-10.3,-4.4,26.9,-22.1,-0.4,7.7,21.0,-9.9,-20.6,8.3,32.8,-4.5,-14.7,-3.7,37.5,-13.1,-8.6,7.6,16.1,-4.4,-13.3,-9.5,11.1,-1.0,-1.6,10.0,16.9,-13.3,6.7,10.1,3.0,-5.9,-6.3,19.1,11.7,7.8,-19.0
Quarterly,Growth rate on previous period (t/t-1),Sweden,:,10.7,-2.8,6.9,-9.4,4.0,1.2,3.2,1.3,-0.9,-3.1,1.8,3.0,3.5,-4.9,1.6,-12.4,-5.1,0.6,11.2,-1.1,7.5,-2.7,4.6,-3.5,1.6,-7.8,6.4,-5.7,3.4,-1.4,-1.9,4.5,3.8,-7.4,2.0,2.0,3.5,0.1,2.1,-2.2,0.5,1.8,-0.9,-3.3,2.8,2.4,2.8,-4.1,0.9,4.1,1.0,-3.2,5.7,-4.5,2.7,-5.0,-0.1,0.8,-6.5,6.6,-1.8,-3.6,2.0,1.0,2.4,-1.2,-1.3,3.4,0.7,-5.1,2.2,-3.8,-0.4,-4.7,-0.5,8.6
Quarterly,Growth rate on previous period (t/t-1),Slovenia,:,5.8,-13.4,26.6,8.6,1.2,-7.8,15.6,3.5,-7.2,-14.1,22.5,1.3,-3.3,-3.4,7.7,-11.2,-27.9,18.2,12.4,-1.7,5.9,-17.2,33.8,-9.7,9.6,-0.4,2.5,-3.4,10.8,-7.3,-0.5,0.8,3.2,-1.6,3.7,4.3,-9.3,4.8,11.4,-0.2,12.8,-13.8,3.1,12.1,-0.1,-10.4,9.7,10.1,-6.0,-0.3,-3.7,12.3,-9.3,2.5,10.8,-5.6,-0.3,-2.6,-14.4,7.1,-10.6,-8.3,-0.1,15.0,7.7,-2.0,-7.7,16.1,3.3,2.1,-8.7,-0.5,1.9,-5.2,4.3,-7.3
Quarterly,Growth rate on previous period (t/t-1),Türkiye,:,:,:,:,:,:,:,:,:,:,:,:,:,12.0,-9.4,-19.6,-0.9,19.9,6.5,-3.6,-1.0,14.5,0.5,-0.4,-1.2,7.2,-2.2,-0.5,-1.6,7.5,0.8,-1.3,-4.1,7.4,-0.1,-4.2,-5.0,7.0,0.3,4.6,-2.8,5.8,0.1,6.7,-4.5,3.8,-3.5,3.4,1.3,7.1,2.2,-0.8,-3.3,1.3,-3.3,-2.2,2.8,6.1,-0.6,4.6,1.1,-9.8,7.7,3.8,-3.8,6.9,1.3,1.0,-0.1,1.9,-2.0,-1.2,-6.3,8.2,-3.5,-1.2,3.7
Quarterly,Growth rate on previous period (t/t-1),United Kingdom,:,3.7,-3.3,3.4,-3.4,3.7,-3.4,2.1,-0.9,0.4,-2.2,2.6,-4.3,1.8,-2.8,1.0,-9.9,-2.5,1.8,1.6,-0.8,-1.7,3.6,2.7,-2.6,2.0,-0.7,-0.4,-2.5,1.6,-0.5,-6.7,2.7,5.1,-1.0,-1.3,-0.5,3.4,-4.7,2.4,-0.4,-2.1,0.5,1.0,-4.3,3.2,-0.7,-3.2,0.6,4.0,-2.5,-2.6,-2.0,5.7,-1.2,4.0,-2.1,-2.2,-2.6,8.7,-8.6,-15.3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Quarterly,Rolling 4-quarter growth rate,Belgium,:,:,:,:,:,:,:,6.1,8.0,6.7,8.1,7.9,5.9,7.9,6.7,3.4,-2.4,-10.3,-15.4,-16.3,-9.9,-1.0,6.4,12.1,12.3,9.5,6.4,2.0,-2.1,-4.6,-4.9,-3.7,-2.8,-0.3,0.7,2.0,3.3,3.0,4.2,4.6,4.7,4.8,3.1,1.6,1.5,2.3,4.2,4.9,4.6,3.3,1.9,1.9,2.9,3.8,4.7,4.8,2.8,3.0,2.3,2.8,5.5,0.4,-1.4,-3.3,-5.6,1.7,5.2,7.5,8.6,5.0,2.7,-0.2,-1.9,-4.4,-5.6,-5.3,-4.2
Quarterly,Rolling 4-quarter growth rate,Bulgaria,:,:,:,:,:,:,:,10.8,4.0,2.1,-5.1,-9.5,-6.6,-4.9,1.1,6.7,4.5,-6.7,-15.0,-17.6,-18.7,-7.9,3.6,4.8,15.4,14.3,8.2,9.8,2.8,3.2,5.4,3.3,5.6,2.7,5.6,10.9,5.3,4.8,-3.1,-5.6,3.8,4.1,6.3,-0.3,-8.3,-7.5,-2.0,5.6,12.8,12.7,8.9,7.9,-0.8,-3.3,-5.5,-10.0,-0.8,4.4,5.2,11.2,5.4,-1.5,-9.4,-18.5,-22.8,-18.4,-5.5,1.3,13.0,19.9,14.1,20.2,10.1,-3.4,-2.2,-2.4,1.2
Quarterly,Rolling 4-quarter growth rate,Cyprus,:,:,:,:,:,:,:,4.9,0.3,-0.6,-3.1,-2.2,1.1,2.0,9.4,6.2,1.8,-4.0,-14.0,-14.7,-12.4,-7.9,-4.7,2.7,0.6,0.7,3.2,-5.6,-6.1,-7.5,-7.4,-5.0,0.4,6.2,9.9,15.0,14.1,7.7,3.5,0.2,-3.7,-4.3,-1.5,3.3,13.6,32.4,40.3,38.2,26.5,0.9,-16.6,-23.4,-31.8,-26.7,-15.8,-11.6,8.0,9.9,7.9,6.9,-3.5,-5.7,-6.4,0.6,1.2,3.3,2.8,-6.5,-0.8,9.7,13.1,17.9,12.8,-0.4,3.1,6.2,6.8
Quarterly,Rolling 4-quarter growth rate,Germany,:,:,:,:,:,:,:,6.3,6.8,5.3,3.6,4.3,3.0,3.7,4.5,1.8,-3.4,-10.3,-15.2,-17.7,-13.4,-6.6,-2.4,3.4,4.8,5.0,7.7,7.5,7.8,6.6,3.5,1.1,-1.6,-1.5,-0.1,1.9,3.9,3.4,3.2,2.2,1.1,0.9,-1.0,-2.5,-3.7,-3.4,-1.7,0.3,2.6,1.8,1.3,0.7,-1.3,-0.9,-2.2,-1.0,0.1,1.2,2.7,-0.6,-2.0,-6.7,-8.8,-6.4,-5.1,1.1,5.0,4.9,4.6,2.1,-0.4,-3.4,-4.6,-5.3,-6.2,-4.1,-3.1
Quarterly,Rolling 4-quarter growth rate,Denmark,:,:,:,:,:,:,:,7.9,8.3,6.0,4.3,1.3,-1.4,0.6,0.3,-1.1,-4.5,-12.7,-14.0,-14.9,-14.0,-7.4,-7.5,-3.8,1.4,5.1,9.2,6.5,1.0,-3.8,-7.0,-6.3,-3.7,-3.7,-0.5,1.1,-0.4,-0.4,-3.3,-3.8,1.7,5.0,9.2,10.8,5.8,2.9,0.8,0.3,1.2,2.0,-0.2,-1.7,-2.0,-1.1,0.8,1.0,0.4,-2.0,-2.3,-1.7,-1.5,-0.3,-0.8,-2.0,-1.1,0.1,0.7,3.0,3.8,3.8,6.4,5.0,4.0,1.9,-3.9,-5.3,-7.9
Quarterly,Rolling 4-quarter growth rate,Estonia,:,:,:,:,:,:,:,5.9,7.4,3.9,-5.8,-12.8,-23.6,-30.7,-25.3,-20.9,-14.6,-2.5,0.1,4.7,12.4,18.8,23.2,26.7,25.1,19.9,11.1,4.7,2.1,-6.9,-8.6,-11.1,-13.3,-8.3,-5.4,-2.9,0.0,-0.2,0.2,1.8,-5.0,-9.4,-14.6,-21.7,-19.0,-15.9,-8.2,-3.9,-0.6,1.4,-3.5,2.9,0.7,1.2,7.3,4.3,6.5,7.4,3.3,6.0,5.2,3.4,5.2,0.9,4.9,7.4,10.9,10.7,5.3,-2.2,-13.8,-15.6,-22.0,-24.8,-26.6,-31.9,-27.6
