Time frequency,Unit of measure,Maritime entity (reporting)\Time,Janvier-Mars 2005,Avril-Juin 2005,Jullet-Septembre 2005,Octobre-Décembre 2005,Janvier-Mars 2006,Avril-Juin 2006,Jullet-Septembre 2006,Octobre-Décembre 2006,Janvier-Mars 2007,Avril-Juin 2007,Jullet-Septembre 2007,Octobre-Décembre 2007,Janvier-Mars 2008,Avril-Juin 2008,Jullet-Septembre 2008,Octobre-Décembre 2008,Janvier-Mars 2009,Avril-Juin 2009,Jullet-Septembre 2009,Octobre-Décembre 2009,Janvier-Mars 2010,Avril-Juin 2010,Jullet-Septembre 2010,Octobre-Décembre 2010,Janvier-Mars 2011,Avril-Juin 2011,Jullet-Septembre 2011,Octobre-Décembre 2011,Janvier-Mars 2012,Avril-Juin 2012,Jullet-Septembre 2012,Octobre-Décembre 2012,Janvier-Mars 2013,Avril-Juin 2013,Jullet-Septembre 2013,Octobre-Décembre 2013,Janvier-Mars 2014,Avril-Juin 2014,Jullet-Septembre 2014,Octobre-Décembre 2014,Janvier-Mars 2015,Avril-Juin 2015,Jullet-Septembre 2015,Octobre-Décembre 2015,Janvier-Mars 2016,Avril-Juin 2016,Jullet-Septembre 2016,Octobre-Décembre 2016,Janvier-Mars 2017,Avril-Juin 2017,Jullet-Septembre 2017,Octobre-Décembre 2017,Janvier-Mars 2018,Avril-Juin 2018,Jullet-Septembre 2018,Octobre-Décembre 2018,Janvier-Mars 2019,Avril-Juin 2019,Jullet-Septembre 2019,Octobre-Décembre 2019,Janvier-Mars 2020,Avril-Juin 2020,Jullet-Septembre 2020,Octobre-Décembre 2020,Janvier-Mars 2021,Avril-Juin 2021,Jullet-Septembre 2021,Octobre-Décembre 2021,Janvier-Mars 2022,Avril-Juin 2022,Jullet-Septembre 2022,Octobre-Décembre 2022,Janvier-Mars 2023,Avril-Juin 2023,Jullet-Septembre 2023,Octobre-Décembre 2023,Janvier-Mars 2024
Quarterly,Growth rate on previous period (t/t-1),Belgium,:,5.9,-1.0,2.1,-2.8,9.6,-4.5,6.4,0.4,0.9,1.8,4.1,-3.0,7.6,-3.3,-6.4,-17.1,5.5,2.9,1.3,1.0,8.9,-0.5,2.0,1.5,0.8,-5.3,-2.8,2.4,-0.6,-1.3,-1.2,1.5,4.7,-3.2,1.6,0.7,3.6,0.1,1.7,-1.4,2.7,-3.5,2.5,1.8,5.7,-3.0,-1.3,0.9,4.7,-2.9,0.4,4.0,3.6,-3.2,-0.6,-1.5,11.6,-6.8,2.9,1.9,-11.1,1.4,6.2,3.2,5.3,-5.8,4.1,-0.2,4.3,-8.5,-0.2,0.9,0.3,-6.7,2.1,5.0
Quarterly,Growth rate on previous period (t/t-1),Bulgaria,:,-0.4,11.9,-3.3,3.8,-2.5,18.5,-12.0,-15.4,14.7,3.8,-13.7,-4.0,25.4,6.3,-15.0,-21.7,-4.5,25.6,2.4,-31.8,30.9,30.5,-14.0,-9.5,8.7,16.6,-7.6,-17.3,25.3,11.1,-14.8,-9.3,16.2,29.7,-12.9,-37.3,37.6,19.2,3.3,-20.5,0.5,15.9,-9.1,-15.5,14.9,32.4,-13.0,-8.8,-2.9,35.2,-9.9,-31.5,8.9,43.5,-16.0,-2.9,-2.3,24.2,-5.8,-12.5,-18.8,6.9,-2.2,-4.0,6.3,24.9,-25.2,26.3,13.7,-2.9,-13.2,-9.2,5.6,30.3,-7.2,-19.9
Quarterly,Growth rate on previous period (t/t-1),Cyprus,:,6.4,7.5,-4.4,3.1,-0.9,4.9,-6.8,-3.1,6.9,-3.8,4.0,0.7,4.0,11.7,-21.8,-0.3,-5.5,9.7,-14.1,13.8,-5.5,-2.4,14.8,-11.9,3.1,-5.1,-1.6,-5.2,8.2,-1.6,-7.3,15.3,12.4,-5.5,-6.9,11.9,-3.1,-4.3,-4.6,7.1,-4.9,11.3,5.2,21.2,18.2,-7.4,-13.5,2.1,-15.7,-15.3,10.7,-22.9,29.3,0.5,-2.7,9.4,-7.0,4.0,-11.7,5.7,-6.5,14.4,10.1,-22.3,0.9,13.1,-1.7,4.3,25.1,-13.9,-9.4,0.3,16.2,16.9,-15.2,-13.2
Quarterly,Growth rate on previous period (t/t-1),Germany,:,4.2,-1.6,5.0,-2.0,6.9,-1.3,-0.1,1.7,2.4,-2.7,4.8,-2.5,5.7,-3.1,-4.2,-17.4,2.0,4.4,-2.7,-2.1,6.5,-1.6,4.1,-1.8,6.1,1.7,0.2,0.1,0.3,-2.9,-1.0,0.4,6.1,-1.9,0.0,0.7,1.8,0.4,-2.5,1.0,0.7,-3.7,-3.7,2.5,5.8,-1.6,-4.1,5.1,-1.8,1.8,-4.8,1.5,0.6,-1.9,4.9,-2.5,3.2,-4.2,-4.1,0.4,-8.0,4.0,6.9,-1.5,0.2,1.6,2.1,-3.9,-0.2,-1.0,-4.8,1.0,1.9,-4.7,0.9,1.1
Quarterly,Growth rate on previous period (t/t-1),Denmark,:,11.9,-4.3,6.0,-3.6,9.3,-5.1,9.5,-2.3,-3.4,-3.9,7.6,-0.8,3.8,-11.6,0.9,-7.0,-10.3,9.5,-2.9,-5.4,-0.6,0.5,9.0,2.3,3.2,-6.9,-5.3,-0.8,9.4,-9.4,-2.3,3.8,4.6,-0.1,-5.3,-4.7,6.4,-1.5,0.6,11.5,-1.3,0.0,-3.2,2.9,-2.1,4.2,-0.7,0.3,-3.1,-3.5,4.8,2.3,0.7,-6.8,3.1,1.0,-2.4,-1.9,5.1,-2.3,-1.4,-3.4,3.8,3.3,0.6,-7.1,9.4,2.9,-0.5,-1.1,-1.0,4.0,-5.7,-10.7,7.9,0.0
Quarterly,Growth rate on previous period (t/t-1),Estonia,:,4.1,-10.3,12.5,0.6,5.3,-7.5,3.3,11.1,-11.7,-31.6,9.0,4.7,-15.7,3.5,2.3,1.5,0.8,5.6,3.1,8.4,13.5,0.9,1.1,-1.1,12.7,-16.7,6.0,3.1,-12.7,-9.7,9.1,8.4,-7.1,-10.3,8.8,14.3,-11.6,-8.9,13.9,-13.9,-9.2,-13.9,13.0,2.5,-4.3,1.0,-10.4,18.7,-3.9,-10.6,13.4,-2.9,6.9,-1.3,0.5,-3.3,13.3,-10.1,15.0,-15.0,15.5,-5.7,4.3,3.2,9.3,2.6,-17.8,3.6,-5.0,-9.1,-2.6,-18.3,-0.4,-18.4,-0.4,11.3
Quarterly,Growth rate on previous period (t/t-1),Greece,:,5.2,3.3,-4.3,0.6,2.2,9.9,-9.4,-6.0,11.8,3.5,-1.5,-15.4,3.6,5.3,-3.9,-8.4,0.9,3.3,-12.4,-2.5,7.8,1.6,-2.3,-3.6,3.2,12.6,-5.5,11.4,9.0,-4.3,1.3,-2.6,8.3,4.0,-0.5,-8.0,10.7,3.2,-1.7,-5.2,1.8,3.5,5.7,-8.7,6.1,12.0,-7.1,-3.1,9.0,-2.8,-0.7,1.8,5.5,1.7,-2.2,-2.4,11.0,-0.6,-4.8,-4.2,-4.2,4.1,-4.4,-5.9,13.5,-1.7,-2.3,-16.0,16.8,0.6,-3.3,3.0,6.4,2.7,-4.8,-3.6
Quarterly,Growth rate on previous period (t/t-1),Spain,:,6.4,0.2,-1.2,-1.3,4.3,1.5,1.1,-5.6,7.0,1.5,0.9,-4.8,5.3,-5.2,-7.4,-11.2,8.1,-1.8,2.3,-6.2,6.5,1.4,7.0,-7.7,7.1,1.8,6.0,-4.9,2.3,0.6,-0.6,-9.5,6.8,2.4,-7.3,4.4,5.9,3.7,-0.7,-4.7,7.9,1.2,0.7,-4.4,2.1,0.0,3.6,-2.7,4.6,8.2,-3.7,-2.7,4.9,-1.0,1.6,-2.8,3.1,-0.4,-5.0,-2.2,-8.9,6.3,3.1,-2.9,4.6,3.2,-1.1,-1.9,8.6,-5.7,-2.5,-1.5,3.4,-3.0,-1.9,2.8
Quarterly,Growth rate on previous period (t/t-1),European Union - 27 countries (from 2020),:,3.7,-0.2,1.7,-1.7,3.7,0.0,1.9,-1.4,3.2,0.1,0.6,-0.6,3.1,-2.5,-5.7,-8.2,-0.5,1.5,0.3,0.7,6.4,0.0,0.2,-0.6,4.4,-1.4,-0.8,-0.3,1.5,-1.4,-1.5,0.5,2.5,-1.2,-1.1,0.6,2.9,-0.2,0.7,0.2,1.9,-1.3,-0.5,-0.5,2.9,0.0,-0.4,0.1,2.3,1.5,-0.3,-1.0,3.4,0.6,0.6,-1.8,3.6,-3.7,-1.1,-3.3,-5.6,1.4,3.7,-1.3,3.6,1.5,0.3,-3.0,6.3,-2.5,-1.9,-2.2,0.9,-1.7,0.4,-2.7
Quarterly,Growth rate on previous period (t/t-1),Finland,:,-2.6,-3.2,12.9,-5.9,12.6,-3.0,7.6,-8.0,7.4,3.0,-2.6,-0.6,4.1,-0.4,-1.4,-22.8,-2.1,12.6,4.3,-14.0,24.7,6.5,2.7,-16.2,17.4,0.0,-0.4,-12.5,1.4,1.0,4.4,-9.2,4.0,3.5,5.1,-14.7,14.0,-3.8,7.1,-9.9,-9.4,10.1,3.6,-6.9,9.5,-0.3,2.3,-5.4,7.4,-0.8,7.4,-6.0,8.6,-1.9,4.3,-4.6,6.2,-2.1,-0.6,-3.9,-3.6,-8.2,4.9,-6.6,-4.2,8.5,4.1,-8.2,7.9,-2.9,3.5,-13.0,7.3,-9.9,6.1,-9.3
