Time frequency,Unit of measure,Rail network Segment (2015),Train category\Time,2015.0
Annual,Number,Haydarpasa - Gebze,Goods trains,1.0
Annual,Number,Haydarpasa - Gebze,Other trains,0.0
Annual,Number,Haydarpasa - Gebze,Passenger trains,1760.0
Annual,Number,Gebze - Arifiye,Goods trains,520.0
Annual,Number,Gebze - Arifiye,Other trains,6.0
Annual,Number,Gebze - Arifiye,Passenger trains,726.0
Annual,Number,Arifiye - Adapazari,Goods trains,0.0
Annual,Number,Arifiye - Adapazari,Other trains,0.0
Annual,Number,Arifiye - Adapazari,Passenger trains,0.0
Annual,Number,Arifiye - Eskisehir,Goods trains,982.0
Annual,Number,Arifiye - Eskisehir,Other trains,339.0
Annual,Number,Arifiye - Eskisehir,Passenger trains,472.0
Annual,Number,Eskisehir - Polatli,Goods trains,1789.0
Annual,Number,Eskisehir - Polatli,Other trains,608.0
Annual,Number,Eskisehir - Polatli,Passenger trains,5099.0
Annual,Number,Eskisehir - Alayunt,Goods trains,1229.0
Annual,Number,Eskisehir - Alayunt,Other trains,0.0
Annual,Number,Eskisehir - Alayunt,Passenger trains,2332.0
Annual,Number,Kütahya - Seyitömer,Goods trains,10.0
Annual,Number,Kütahya - Seyitömer,Other trains,0.0
Annual,Number,Kütahya - Seyitömer,Passenger trains,0.0
Annual,Number,Tavsanli - Tunçbilek,Goods trains,179.0
Annual,Number,Tavsanli - Tunçbilek,Other trains,172.0
Annual,Number,Tavsanli - Tunçbilek,Passenger trains,0.0
Annual,Number,Alayunt - Balikesir,Goods trains,1054.0
Annual,Number,Alayunt - Balikesir,Other trains,0.0
Annual,Number,Alayunt - Balikesir,Passenger trains,195.0
Annual,Number,Alayunt - Afyon,Goods trains,1264.0
Annual,Number,Alayunt - Afyon,Other trains,0.0
Annual,Number,Alayunt - Afyon,Passenger trains,1078.0
Annual,Number,Halkali - Pehlivanköy,Goods trains,707.0
Annual,Number,Halkali - Pehlivanköy,Other trains,5.0
Annual,Number,Halkali - Pehlivanköy,Passenger trains,78.0
Annual,Number,Pehlivanköy - Hudut (Bulgaristan),Goods trains,1228.0
Annual,Number,Pehlivanköy - Hudut (Bulgaristan),Other trains,2.0
Annual,Number,Pehlivanköy - Hudut (Bulgaristan),Passenger trains,99.0
Annual,Number,Ankara - Marsandiz,Goods trains,1646.0
Annual,Number,Ankara - Marsandiz,Other trains,23.0
Annual,Number,Ankara - Marsandiz,Passenger trains,6936.0
Annual,Number,Marsandiz - Sincan,Goods trains,2105.0
Annual,Number,Marsandiz - Sincan,Other trains,29.0
Annual,Number,Marsandiz - Sincan,Passenger trains,54612.0
Annual,Number,Ankara - Kayas,Goods trains,1678.0
Annual,Number,Ankara - Kayas,Other trains,0.0
Annual,Number,Ankara - Kayas,Passenger trains,28315.0
Annual,Number,Sincan - Polatli,Goods trains,1778.0
Annual,Number,Sincan - Polatli,Other trains,406.0
Annual,Number,Sincan - Polatli,Passenger trains,7424.0
Annual,Number,Kayas - Irmak,Goods trains,2444.0
Annual,Number,Kayas - Irmak,Other trains,66.0
Annual,Number,Kayas - Irmak,Passenger trains,2244.0
Annual,Number,Irmak - Karabük,Goods trains,938.0
Annual,Number,Irmak - Karabük,Other trains,11.0
Annual,Number,Irmak - Karabük,Passenger trains,0.0
Annual,Number,Karabük - Zonguldak,Goods trains,1369.0
Annual,Number,Karabük - Zonguldak,Other trains,1.0
Annual,Number,Karabük - Zonguldak,Passenger trains,225.0
Annual,Number,Irmak - Bogazköprü,Goods trains,2538.0
Annual,Number,Irmak - Bogazköprü,Other trains,8.0
Annual,Number,Irmak - Bogazköprü,Passenger trains,1488.0
Annual,Number,Bogazköprü - Ulukisla,Goods trains,2472.0
Annual,Number,Bogazköprü - Ulukisla,Other trains,1.0
Annual,Number,Bogazköprü - Ulukisla,Passenger trains,745.0
Annual,Number,Bogazköprü - Kayseri,Goods trains,3459.0
Annual,Number,Bogazköprü - Kayseri,Other trains,0.0
Annual,Number,Bogazköprü - Kayseri,Passenger trains,1368.0
Annual,Number,Basmane - Halkapinar,Goods trains,189.0
Annual,Number,Basmane - Halkapinar,Other trains,0.0
Annual,Number,Basmane - Halkapinar,Passenger trains,1206.0
Annual,Number,Menemen - Aliaga,Goods trains,318.0
Annual,Number,Menemen - Aliaga,Other trains,12.0
Annual,Number,Menemen - Aliaga,Passenger trains,0.0
Annual,Number,Halkapinar - Çigli,Goods trains,599.0
Annual,Number,Halkapinar - Çigli,Other trains,3.0
Annual,Number,Halkapinar - Çigli,Passenger trains,3535.0
Annual,Number,Alsancak - Sirinyer,Goods trains,423.0
Annual,Number,Alsancak - Sirinyer,Other trains,0.0
Annual,Number,Alsancak - Sirinyer,Passenger trains,5113.0
Annual,Number,Sirinyer - A.Menderes,Goods trains,651.0
Annual,Number,Sirinyer - A.Menderes,Other trains,10.0
Annual,Number,Sirinyer - A.Menderes,Passenger trains,7013.0
Annual,Number,Alsancak - Halkapinar,Goods trains,2.0
Annual,Number,Alsancak - Halkapinar,Other trains,1.0
Annual,Number,Alsancak - Halkapinar,Passenger trains,1263.0
Annual,Number,Basmane - Sirinyer,Goods trains,0.0
Annual,Number,Basmane - Sirinyer,Other trains,0.0
Annual,Number,Basmane - Sirinyer,Passenger trains,1266.0
Annual,Number,Adnan Menderes - Kaklik,Goods trains,462.0
Annual,Number,Adnan Menderes - Kaklik,Other trains,2.0
Annual,Number,Adnan Menderes - Kaklik,Passenger trains,3418.0
Annual,Number,D.Pinar - Alasehir,Goods trains,327.0
Annual,Number,D.Pinar - Alasehir,Other trains,11.0
Annual,Number,D.Pinar - Alasehir,Passenger trains,1135.0
Annual,Number,Alasehir - Manisa,Goods trains,361.0
Annual,Number,Alasehir - Manisa,Other trains,14.0
Annual,Number,Alasehir - Manisa,Passenger trains,2177.0
Annual,Number,Manisa - Soma,Goods trains,145.0
Annual,Number,Manisa - Soma,Other trains,0.0
Annual,Number,Manisa - Soma,Passenger trains,1489.0
Annual,Number,Soma - Balikesir,Goods trains,288.0
Annual,Number,Soma - Balikesir,Other trains,0.0
Annual,Number,Soma - Balikesir,Passenger trains,1308.0
Annual,Number,Balikesir - Bandirma,Goods trains,715.0
Annual,Number,Balikesir - Bandirma,Other trains,9.0
Annual,Number,Balikesir - Bandirma,Passenger trains,754.0
Annual,Number,Çigli - Manisa,Goods trains,555.0
Annual,Number,Çigli - Manisa,Other trains,4.0
Annual,Number,Çigli - Manisa,Passenger trains,3579.0
Annual,Number,Kaklik - Karakuyu,Goods trains,195.0
Annual,Number,Kaklik - Karakuyu,Other trains,0.0
Annual,Number,Kaklik - Karakuyu,Passenger trains,1595.0
Annual,Number,Karakuyu - Afyon,Goods trains,483.0
Annual,Number,Karakuyu - Afyon,Other trains,0.0
Annual,Number,Karakuyu - Afyon,Passenger trains,299.0
Annual,Number,Karakuyu - Egirdir,Goods trains,138.0
Annual,Number,Karakuyu - Egirdir,Other trains,1.0
Annual,Number,Karakuyu - Egirdir,Passenger trains,28.0
Annual,Number,Gümüsgün - Burdur,Goods trains,195.0
Annual,Number,Gümüsgün - Burdur,Other trains,0.0
Annual,Number,Gümüsgün - Burdur,Passenger trains,0.0
Annual,Number,Goncali - Denizli,Goods trains,352.0
Annual,Number,Goncali - Denizli,Other trains,0.0
Annual,Number,Goncali - Denizli,Passenger trains,3526.0
Annual,Number,Ortaklar - Söke,Goods trains,17.0
Annual,Number,Ortaklar - Söke,Other trains,7.0
Annual,Number,Ortaklar - Söke,Passenger trains,1792.0
Annual,Number,Torbali - Ödemis,Goods trains,0.0
Annual,Number,Torbali - Ödemis,Other trains,0.0
Annual,Number,Torbali - Ödemis,Passenger trains,3455.0
Annual,Number,Sivas - Kalin,Goods trains,1194.0
Annual,Number,Sivas - Kalin,Other trains,0.0
Annual,Number,Sivas - Kalin,Passenger trains,1348.0
Annual,Number,Kalin - Hanli,Goods trains,415.0
Annual,Number,Kalin - Hanli,Other trains,0.0
Annual,Number,Kalin - Hanli,Passenger trains,1009.0
Annual,Number,Sivas - Bostankaya,Goods trains,2354.0
Annual,Number,Sivas - Bostankaya,Other trains,0.0
Annual,Number,Sivas - Bostankaya,Passenger trains,2229.0
Annual,Number,Kalin - Samsun,Goods trains,866.0
Annual,Number,Kalin - Samsun,Other trains,0.0
Annual,Number,Kalin - Samsun,Passenger trains,485.0
Annual,Number,Divrigi - Erzurum,Goods trains,552.0
Annual,Number,Divrigi - Erzurum,Other trains,0.0
Annual,Number,Divrigi - Erzurum,Passenger trains,534.0
Annual,Number,Erzurum - Kars,Goods trains,168.0
Annual,Number,Erzurum - Kars,Other trains,0.0
Annual,Number,Erzurum - Kars,Passenger trains,364.0
Annual,Number,Kars - Dogukapi,Goods trains,6.0
Annual,Number,Kars - Dogukapi,Other trains,0.0
Annual,Number,Kars - Dogukapi,Passenger trains,532.0
Annual,Number,Samsun - Gelemen,Goods trains,574.0
Annual,Number,Samsun - Gelemen,Other trains,0.0
Annual,Number,Samsun - Gelemen,Passenger trains,0.0
Annual,Number,Çetinkaya - Divrigi,Goods trains,2992.0
Annual,Number,Çetinkaya - Divrigi,Other trains,0.0
Annual,Number,Çetinkaya - Divrigi,Passenger trains,1434.0
Annual,Number,Malatya - Hekimhan,Goods trains,4102.0
Annual,Number,Malatya - Hekimhan,Other trains,59.0
Annual,Number,Malatya - Hekimhan,Passenger trains,822.0
Annual,Number,Hekimhan - Çetinkaya,Goods trains,2782.0
Annual,Number,Hekimhan - Çetinkaya,Other trains,89.0
Annual,Number,Hekimhan - Çetinkaya,Passenger trains,729.0
Annual,Number,Malatya - Yolçati,Goods trains,2561.0
Annual,Number,Malatya - Yolçati,Other trains,36.0
Annual,Number,Malatya - Yolçati,Passenger trains,759.0
Annual,Number,Yolçati - Maden,Goods trains,852.0
Annual,Number,Yolçati - Maden,Other trains,1.0
Annual,Number,Yolçati - Maden,Passenger trains,261.0
Annual,Number,Maden - Batman,Goods trains,630.0
Annual,Number,Maden - Batman,Other trains,74.0
Annual,Number,Maden - Batman,Passenger trains,628.0
Annual,Number,Batman - Kurtalan,Goods trains,105.0
Annual,Number,Batman - Kurtalan,Other trains,0.0
Annual,Number,Batman - Kurtalan,Passenger trains,270.0
Annual,Number,Yolçati - Elazig,Goods trains,1850.0
Annual,Number,Yolçati - Elazig,Other trains,7.0
Annual,Number,Yolçati - Elazig,Passenger trains,483.0
Annual,Number,Elazig - Tatvan,Goods trains,704.0
Annual,Number,Elazig - Tatvan,Other trains,45.0
Annual,Number,Elazig - Tatvan,Passenger trains,216.0
Annual,Number,Malatya - Narli,Goods trains,3522.0
Annual,Number,Malatya - Narli,Other trains,33.0
Annual,Number,Malatya - Narli,Passenger trains,361.0
Annual,Number,Van - Hudut,Goods trains,531.0
Annual,Number,Van - Hudut,Other trains,83.0
Annual,Number,Van - Hudut,Passenger trains,57.0
Annual,Number,Afyon - Horozluhan,Goods trains,991.0
Annual,Number,Afyon - Horozluhan,Other trains,0.0
Annual,Number,Afyon - Horozluhan,Passenger trains,547.0
Annual,Number,Horozluhan - Ulukisla,Goods trains,969.0
Annual,Number,Horozluhan - Ulukisla,Other trains,9.0
Annual,Number,Horozluhan - Ulukisla,Passenger trains,228.0
Annual,Number,Ulukisla - Yenice,Goods trains,4016.0
Annual,Number,Ulukisla - Yenice,Other trains,57.0
Annual,Number,Ulukisla - Yenice,Passenger trains,1103.0
Annual,Number,Yenice - Mersin,Goods trains,2533.0
Annual,Number,Yenice - Mersin,Other trains,24.0
Annual,Number,Yenice - Mersin,Passenger trains,11294.0
Annual,Number,Yenice - Adana,Goods trains,2717.0
Annual,Number,Yenice - Adana,Other trains,589.0
Annual,Number,Yenice - Adana,Passenger trains,9385.0
Annual,Number,Adana - Toprakkale,Goods trains,2356.0
Annual,Number,Adana - Toprakkale,Other trains,35.0
