Time frequency,Unit of measure,National accounts indicator (ESA 2010),Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,Percentage change on previous period (based on persons),Total employment domestic concept,Austria,1.2,1.7,1.8,1.9,-0.5,0.8,1.6,1.0,0.4,1.0,0.6,1.3,1.7,1.8,1.1,-1.6,2.0,2.6,0.8,:
Annual,Percentage change on previous period (based on persons),Total employment domestic concept,Belgium,1.4,1.1,1.7,1.8,-0.1 b,0.7,1.2,0.2,-0.2,0.4,0.8,1.3,1.5,1.5,1.6,-0.1,1.7,1.9,0.8 p,:
Annual,Percentage change on previous period (based on persons),Total employment domestic concept,Bulgaria,2.7,3.3,3.2,2.4,-1.7,-3.9,-2.2,-2.5,-0.4,0.4,0.4,0.5,1.8,-0.1,-1.5,-1.8,0.1,1.1,1.1,:
Annual,Percentage change on previous period (based on persons),Total employment domestic concept,Switzerland,0.7,2.2,2.6,2.4,0.5,0.3,2.6,1.8,1.2,1.9,1.5,1.4,0.9,1.0,0.7,-0.5,0.6,1.5,2.2,:
Annual,Percentage change on previous period (based on persons),Total employment domestic concept,Cyprus,3.6,1.9,4.4,3.5,0.0,0.6,0.3,-3.5,-5.6,-2.0,1.6,4.7,5.4,6.0,4.8,-0.4,2.9,4.0,1.4,:
Annual,Percentage change on previous period (based on persons),Total employment domestic concept,Czechia,1.9,1.3,2.1,2.2,-1.8,-1.0,-0.5,0.5,0.4,0.5,1.4,1.0,1.3,1.2,-0.1,-2.3,1.0,1.0,1.0,:
Annual,Percentage change on previous period (based on persons),Total employment domestic concept,Germany,-0.1,0.7,1.7,1.4,0.1,0.5,1.1,1.2,0.7,0.9,0.9,1.3,1.4,1.3,0.9,-0.7,0.2 p,1.4 p,0.7 p,0.2 p
Annual,Percentage change on previous period (based on persons),Total employment domestic concept,Denmark,1.4,2.3,2.3,1.3,-3.1,-2.3,-0.1,-0.7,0.0,0.6,1.5,1.6,1.5,1.5,1.4,-1.1,2.3,4.0,1.3,:
Annual,Percentage change on previous period (based on persons),Total employment domestic concept,Euro area - 19 countries  (2015-2022),1.0,1.8,1.9,0.8,-1.9,-0.5,0.2,-0.4,-0.5,0.7,0.9,1.4,1.6,1.6,1.4,-1.4,1.6,2.4,1.4,:
Annual,Percentage change on previous period (based on persons),Total employment domestic concept,Euro area – 20 countries (from 2023),1.0,1.8,1.9,0.9,-1.9,-0.6,0.1,-0.4,-0.5,0.7,0.9,1.4,1.6,1.7,1.3,-1.4,1.6,2.4,1.4,:
Annual,Percentage change on previous period (based on persons),Total employment domestic concept,Estonia,2.3,4.9,0.2,-0.2,-10.2,-4.9,6.5,1.6,1.2,0.8,2.9,0.3,2.7,0.9,1.3,-2.7,0.1,4.6,3.2,:
