Time frequency,External trade indicator,"Standard International Trade Classification (SITC Rev. 4, 2006)",Geopolitical entity (partner),Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Share of exports by Member State (%),Total - all products,Extra-EU27 (from 2020),Austria,2.4,2.4,2.5,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.5
Annual,Share of exports by Member State (%),Total - all products,Extra-EU27 (from 2020),Belgium,7.3,7.4,7.5,7.1,7.1,6.9,6.7,6.5,6.7,7.1,7.4,6.8
Annual,Share of exports by Member State (%),Total - all products,Extra-EU27 (from 2020),Bulgaria,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6
Annual,Share of exports by Member State (%),Total - all products,Extra-EU27 (from 2020),Cyprus,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1
Annual,Share of exports by Member State (%),Total - all products,Extra-EU27 (from 2020),Czechia,1.6,1.6,1.7,1.7,1.7,1.7,1.7,1.7,1.8,1.7,1.7,1.7
Annual,Share of exports by Member State (%),Total - all products,Extra-EU27 (from 2020),Germany,30.6,30.4,30.9,31.6,31.4,31.0,30.3,29.6,29.7,29.0,27.8,27.9
Annual,Share of exports by Member State (%),Total - all products,Extra-EU27 (from 2020),Denmark,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.2,2.4,2.3,2.2,2.1
Annual,Share of exports by Member State (%),Total - all products,Extra-EU27 (from 2020),Estonia,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2
Annual,Share of exports by Member State (%),Total - all products,Extra-EU27 (from 2020),Greece,0.9,0.9,0.8,0.7,0.7,0.7,0.8,0.8,0.7,0.8,1.0,0.9
Annual,Share of exports by Member State (%),Total - all products,Extra-EU27 (from 2020),Spain,5.5,5.9,5.9,5.7,5.8,5.8,5.7,5.6,5.4,5.6,5.6,5.6
Annual,Share of exports by Member State (%),Total - all products,Extra-EU27 (from 2020),European Union - 27 countries (from 2020),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Annual,Share of exports by Member State (%),Total - all products,Extra-EU27 (from 2020),Finland,1.7,1.6,1.5,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.4,1.3
Annual,Share of exports by Member State (%),Total - all products,Extra-EU27 (from 2020),France,11.9,11.7,11.4,11.7,11.5,11.4,11.4,11.6,10.3,10.3,10.1,10.5
Annual,Share of exports by Member State (%),Total - all products,Extra-EU27 (from 2020),Croatia,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.3,0.3
Annual,Share of exports by Member State (%),Total - all products,Extra-EU27 (from 2020),Hungary,1.2,1.2,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2
Annual,Share of exports by Member State (%),Total - all products,Extra-EU27 (from 2020),Ireland,3.0,2.9,3.0,3.6,4.0,3.8,4.2,4.5,4.9,4.6,4.8,4.4
Annual,Share of exports by Member State (%),Total - all products,Extra-EU27 (from 2020),Italy,11.1,11.2,11.2,11.1,11.0,11.1,11.0,11.0,11.0,11.3,11.5,11.8
