Time frequency,Currency,prod_veg,geo\TIME_PERIOD,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Euro,1110000.0,AT,21.1,14.84,13.48,13.72,11.55,14.46,15.41,14.63,14.88,22.65,28.05,16.70 p
Annual,Euro,1110000.0,BE,22.33,19.87,16.48,15.44,13.34,14.14,16.66,15.59,17.45,23.3,32.11,21.05
Annual,Euro,1110000.0,BG,20.67,16.12,16.06,15.59,14.06,15.47,15.4,15.21,16.76,20.45,31.08,21.23
Annual,Euro,1110000.0,CY,:,:,:,:,:,:,:,:,19.66,23.79,38.38,24.5
Annual,Euro,1110000.0,CZ,20.08,20.36,16.27,15.84,13.69,14.51,15.99,16.95,15.76,19.58,30.98,24.29
Annual,Euro,1110000.0,DE,21.87,20.26,16.89,16.15,14.05,15.13,16.84,16.69,17.21,21.96,32.1,25.64
Annual,Euro,1110000.0,DK,20.72,20.5,16.62,15.5,14.1,14.97,16.85,17.97,16.64,19.48,26.93,25.17
Annual,Euro,1110000.0,EE,21.01,19.26,19.25,15.97,14.64,15.5,16.41,16.79,16.78,21.1,32.02,23.8
Annual,Euro,1110000.0,EL,23.2,21.55,19.07,19.4,18.52,18.84,18.45,19.08,19.77,23.27,38.3,25.88
Annual,Euro,1110000.0,ES,23.91,20.03,18.09,18.12,15.73,17.64,18.29,18.66,18.57,23.64,34.21,26.14
Annual,Euro,1110000.0,FI,20.35,20.42,16.95,16.89,15.14,15.91,19.98,18.4,17.05,21.55,33.62,26.51
Annual,Euro,1110000.0,FR,30.44,27.89,23.9,22.3,20.1,:,:,:,:,:,:,:
Annual,Euro,1110000.0,HR,18.55,14.81,15.77,15.23,12.19,13.89,14.61,14.99,13.94,18.15,29.77,17.86
Annual,Euro,1110000.0,HU,20.85,16.06,15.62,15.58,12.77,14.02,15.27,15.47,15.35,19.99,32.39,20.13
Annual,Euro,1110000.0,IT,24.56,33.07,20.4,19.47,17.82,18.77,19.82,19.94,19.81,24.92,35.97,26.55
Annual,Euro,1110000.0,LT,21.22,17.94,15.73,16.22,14.5,15.49,17.16,16.25,16.73,20.16,31.74,22.97
Annual,Euro,1110000.0,LU,23.08,16.76,14.94,15.6,14.35,15.0,17.93,15.82,17.18,: @C,: @C,: @C
Annual,Euro,1110000.0,LV,21.29,18.42,15.5,14.85,13.46,14.82,17.17,16.28,17.04,20.2,28.96,21.17
Annual,Euro,1110000.0,NL,22.4,19.48,15.8,15.6,14.9,15.25,19.4,16.2,18.4,24.35,31.0,22.15
Annual,Euro,1110000.0,PL,21.38,19.0,16.36,16.0,14.23,15.62,17.04,16.81 p,16.85 p,21.20 p,32.44,21.75
Annual,Euro,1110000.0,PT,22.08,20.46,18.24,18.84,17.06,17.82,18.45,20.72,20.05,23.26,38.83,26.92
Annual,Euro,1110000.0,RO,20.41,19.24,17.1,16.65,14.03,14.23,14.61,15.38,16.33,19.51,30.22,22.24
Annual,Euro,1110000.0,SE,21.83,19.53,16.32,15.1,13.54,13.88,18.43,13.91,14.78,20.09,30.14,23.6
Annual,Euro,1110000.0,SI,19.56,18.1,16.91,16.83,13.38,15.4,15.94,16.32,14.82,18.78,31.49,16.24
Annual,Euro,1110000.0,SK,19.24,16.92,14.8,14.63,12.29,13.98,15.12,15.31,14.78,18.52,29.86,19.18
Annual,Euro,1110000.0,UK,23.83,21.95,19.31,17.01,14.68,16.62,18.49,18.11,:,:,:,:
