Time frequency,Unit of measure,Rail network Segment (2015),Train category\Time,2015.0
Annual,Number,Kolín - Ceská Trebová,Goods trains,26299.0
Annual,Number,Kolín - Ceská Trebová,Passenger trains,49295.0
Annual,Number,Praha - Kolín,Goods trains,6873.0
Annual,Number,Praha - Kolín,Passenger trains,47760.0
Annual,Number,Ústí nad Orlicí - ¿títy,Goods trains,1241.0
Annual,Number,Ústí nad Orlicí - ¿títy,Passenger trains,8401.0
Annual,Number,Ústí nad Labem západ - Lysá,Goods trains,24658.0
Annual,Number,Ústí nad Labem západ - Lysá,Passenger trains,10621.0
Annual,Number,Ústí nad Labem-Strekov - Decín hl.n.,Goods trains,8781.0
Annual,Number,Ústí nad Labem-Strekov - Decín hl.n.,Passenger trains,13066.0
Annual,Number,Kralupy nad Vltavou - Decín hl.n.,Goods trains,26994.0
Annual,Number,Kralupy nad Vltavou - Decín hl.n.,Passenger trains,31807.0
Annual,Number,Praha - Kralupy nad Vltavou,Goods trains,8623.0
Annual,Number,Praha - Kralupy nad Vltavou,Passenger trains,30539.0
Annual,Number,Decín hl.n. - Dolní ¿leb st.hr.,Goods trains,20281.0
Annual,Number,Decín hl.n. - Dolní ¿leb st.hr.,Passenger trains,7713.0
Annual,Number,Ústí nad Labem hl.n. - Most - Chomutov,Goods trains,32091.0
Annual,Number,Ústí nad Labem hl.n. - Most - Chomutov,Passenger trains,31179.0
Annual,Number,Ústí nad Labem západ-v.krí¿ - Bílina,Goods trains,16945.0
Annual,Number,Ústí nad Labem západ-v.krí¿ - Bílina,Passenger trains,3932.0
Annual,Number,Cheb (velenické stanicení) - Chomutov,Goods trains,8348.0
Annual,Number,Cheb (velenické stanicení) - Chomutov,Passenger trains,28069.0
Annual,Number,Chodov-karlovarské zhlaví - Nová Role,Goods trains,447.0
Annual,Number,Chodov-karlovarské zhlaví - Nová Role,Passenger trains,7064.0
Annual,Number,Cheb - Beroun,Goods trains,9135.0
Annual,Number,Cheb - Beroun,Passenger trains,40850.0
Annual,Number,Praha-Smíchov - Beroun-os.n.,Goods trains,3615.0
Annual,Number,Praha-Smíchov - Beroun-os.n.,Passenger trains,36880.0
Annual,Number,Cheb - Cheb st.hr.,Goods trains,3103.0
Annual,Number,Cheb - Cheb st.hr.,Passenger trains,9057.0
Annual,Number,Plzen-Ji¿ní predmestí - Ceská Kubice st.hr.,Goods trains,1720.0
Annual,Number,Plzen-Ji¿ní predmestí - Ceská Kubice st.hr.,Passenger trains,11585.0
Annual,Number,C.Budejovice-os.n. - Plzen hl.n.-os.n.,Goods trains,2339.0
Annual,Number,C.Budejovice-os.n. - Plzen hl.n.-os.n.,Passenger trains,17936.0
Annual,Number,C.Budejovice-os.n. - Horní Dvori¿te st.hr.,Goods trains,2366.0
Annual,Number,C.Budejovice-os.n. - Horní Dvori¿te st.hr.,Passenger trains,10161.0
Annual,Number,C.Budejovice-os.n. - Ceské Velenice st.hr.,Goods trains,560.0
Annual,Number,C.Budejovice-os.n. - Ceské Velenice st.hr.,Passenger trains,6709.0
Annual,Number,C.Budejovice-os.n. - Bene¿ov u Prahy,Goods trains,4840.0
Annual,Number,C.Budejovice-os.n. - Bene¿ov u Prahy,Passenger trains,24079.0
Annual,Number,Praha-Vr¿ovice os.n. - Bene¿ov u Prahy,Goods trains,6194.0
Annual,Number,Praha-Vr¿ovice os.n. - Bene¿ov u Prahy,Passenger trains,27128.0
Annual,Number,Veselí n Lu¿nicí - Ceské Velenice,Goods trains,222.0
Annual,Number,Veselí n Lu¿nicí - Ceské Velenice,Passenger trains,3464.0
Annual,Number,Kolín os.n. - Havlíckuv Brod,Goods trains,5915.0
