Time frequency,Country of residence,Unit of measure,Statistical classification of economic activities in the European Community (NACE Rev. 2),Geopolitical entity (reporting)\Time,Décembre 2023,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024
Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,95074 e,74949.0,60528.0,79152.0,114083.0,125798.0,206149.0,435366.0,511717.0,271802.0,144879.0,:
Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2315750.0,2636364.0,3143745.0,2775980.0,2167270.0,3058498.0,3581528.0,4415585.0,4843678.0,3137864.0,2831356.0,:
Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Belgium,1356333.0,919809.0,1176923.0,1531403.0,1836976.0,2150377.0,1880957.0,3521908.0,3105551.0,1924726.0,1708211 u,:
Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Bulgaria,: @C,608994.0,741812.0,732964.0,727458.0,740645.0,1227959.0,2126363.0,2293108.0,1246647.0,717078.0,:
Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Switzerland,1952841.0,2584802.0,3441351.0,2473746.0,:,:,:,:,:,:,:,:
Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Cyprus,79241.0,57500.0,60157.0,72209.0,55668.0,58195.0,131753.0,157041.0,275338.0,110795.0,70830.0,:
Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Czechia,1368450.0,1594048.0,2056066.0,1990166.0,1802460.0,2629440.0,3046508.0,5393585.0,5180931.0,2601816.0,2254714.0,:
Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Germany,19968322.0,16597504.0,18656760.0,25301041.0,25982114.0,36662771.0,35191279.0,41948722.0,44146198.0,35530387.0,33561235.0,:
Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Denmark,1063669.0,957105.0,1158520.0,1494799.0,1800967.0,2448099.0,2519799.0,4328060.0,2952083.0,2179026.0,1766615.0,:
Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Euro area – 20 countries (from 2023),70447139.0,61506231.0,67499277.0,80042493.0,89923608.0,116531568.0,133097469.0,188676316.0,227150637.0,122820883.0,101534767.0,:
Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Estonia,210254.0,184860.0,197729.0,202684.0,200586.0,222414.0,307121.0,430222.0,372028.0,211648.0,224186.0,:
Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Greece,1388723.0,1035511 e,1013823 e,1455129 e,1788483 e,1541106 e,2448915 e,3762978 e,5295660 e,2246848 e,1463138 e,:
Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Spain,10055691.0,7309687.0,8685570.0,10456953.0,12272382.0,14986490.0,19019786.0,25846362.0,31710134.0,17565616.0,12771017.0,9822410.0
Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),82902679.0,73802657.0,81219625.0,94048924.0,104371553.0,136133716.0,156806935.0,227190894.0,262508234.0,142932318.0,118764419.0,:
Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Finland,1025248.0,932049.0,1219212.0,1386687.0,1183961.0,1168642.0,1801685.0,2567429.0,1647254.0,1321274.0,1273925.0,:
Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",France,14181389 e,13963882 e,15578108 e,17096627 e,22758487.0,28741270.0,28333591.0,49856971.0,64853107.0,26644274.0,16828938 e,:
Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Croatia,302806.0,251151.0,287457.0,346229.0,465030.0,618564.0,907601.0,1734582.0,2244795.0,670264.0,455081.0,:
Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Hungary,953878.0,827628.0,823861.0,1008471.0,1012186.0,1313704.0,1671323.0,2721760.0,2758639.0,1265776.0,1230359.0,:
Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Ireland,621000 e,659000 e,804000 e,1099000 e,1025000 e,1156000 e,2259000 e,2483000 u,3562000 u,1294000 u,1386000 u,:
Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Iceland,75377.0,69615 e,117916 e,136240 e,116019 e,133599 e,253688 e,435638 e,290164 e,180153 e,:,:
