Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Per hundred thousand inhabitants,Burgenland,538.96,599.5,606.51,601.63,593.41,602.79,620.24,604.67,587.21,574.48,549.53,529.7
Annual,Per hundred thousand inhabitants,Niederösterreich,698.22,701.69,700.72,707.48,701.18,688.49,672.58,673.91,671.36,672.38,661.95,646.5
Annual,Per hundred thousand inhabitants,Wien,802.65,788.07,793.22,799.93,815.66,795.94,783.58,756.47,751.91,727.43,701.36,674.96
Annual,Per hundred thousand inhabitants,Kärnten,893.65,888.71,877.13,863.93,858.4,836.87,810.0,818.84,803.93,764.12,774.19,763.48
Annual,Per hundred thousand inhabitants,Steiermark,877.57,871.61,863.65,837.32,827.61,816.83,821.95,815.22,801.3,784.37,780.56,754.69
Annual,Per hundred thousand inhabitants,Oberösterreich,731.07,720.67,710.22,694.11,684.49,676.6,689.64,686.75,676.7,674.57,655.64,638.05
Annual,Per hundred thousand inhabitants,Salzburg,924.55,959.12,952.57,942.54,918.49,918.47,898.13,883.01,869.23,832.08,797.64,803.75
Annual,Per hundred thousand inhabitants,Tirol,691.14,699.56,703.24,697.65,681.76,675.15,674.68,669.66,665.33,660.46,655.29,617.69
Annual,Per hundred thousand inhabitants,Vorarlberg,598.2,600.11,593.94,590.02,581.33,569.8,562.98,537.63,529.42,522.87,533.89,525.45
Annual,Per hundred thousand inhabitants,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,751.8,740.51,731.75,714.43,735.56,726.38,716.3,711.51,706.21 bd,703.84 d,702.16 d,694.41 d
Annual,Per hundred thousand inhabitants,Prov. Antwerpen,595.83,591.51,585.93,578.47,575.05,570.43,560.25,553.86,547.31 bd,543.78 d,539.32 d,533.03 d
Annual,Per hundred thousand inhabitants,Prov. Limburg (BE),517.66,510.2,494.79,494.29,492.03,489.11,485.08,483.36,481.20 bd,479.18 d,475.36 d,471.26 d
Annual,Per hundred thousand inhabitants,Prov. Oost-Vlaanderen,646.65,637.38,632.76,628.71,621.6,615.68,608.44,603.8,598.40 bd,592.84 d,586.29 d,580.03 d
Annual,Per hundred thousand inhabitants,Prov. Vlaams-Brabant,463.07,451.71,445.89,443.19,433.94,429.96,425.09,423.95,402.85 bd,399.32 d,393.56 d,389.33 d
Annual,Per hundred thousand inhabitants,Prov. West-Vlaanderen,708.82,702.09,694.95,692.44,691.73,689.05,683.68,674.19,658.29 bd,655.08 d,650.02 d,644.19 d
Annual,Per hundred thousand inhabitants,Prov. Brabant wallon,343.75,341.24,338.58,258.79,256.79,252.55,236.63,234.8,235.76 bd,233.07 d,228.10 d,226.54 d
