Time frequency,Unit of measure,Geopolitical entity (partner),product,geo\TIME_PERIOD,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12
Monthly,Gigawatt-hour,Total,6000.0,AT,2503.0,2283.0,2162.0,1764.0,1287.0,823.0,770.0,826.0,1223.0,1777.0,2078.0,2299.0,2494.0,2178.0,1844.0,1115.0,666.0,991.0,1024.0,1223.0,1572.0,1665.0,2391.0,2379.0,2238.0,2112.0,2156.0,2262.0,1185.0,757.0,1249.0,890.0,1197.0,1758.0,1927.0,2013.0,2231.0,2267.0,2373.0,2043.0,1642.0,1414.0,1791.0,1653.0,1788.0,2130.0,2568.0,3080.0,2507.0,2492.0,2535.0,2021.0,1503.0,1278.0,1460.0,1646.0,1738.0,1910.0,1925.0,2232.0,2386.0,2204.0,2609.0,1740.0,1074.0,1451.0,1664.0,1982.0,1916.0,2647.0,2236.0,3052.0,3091.0,3127.0,3014.0,2033.0,1237.0,1748.0,1632.0,1360.0,1637.0,2815.0,2192.0,2826.0,3018.0,2945.0,2914.0,2030.0,1526.0,1534.0,2049.0,2268.0,2359.0,2243.0,2929.0,3552.0,3530.0,2497.0,3055.0,2109.0,1775.0,941.0,1318.0,1615.0,2159.0,2380.0,2457.0,2506.0
Monthly,Gigawatt-hour,Total,6000.0,BE,1588.0,1569.0,2131.0,1886.0,1603.0,1469.0,1034.0,1495.0,1248.0,1186.0,1081.0,867.0,1071.0,890.0,757.0,713.0,654.0,701.0,621.0,536.0,524.0,953.0,1029.0,1038.0,1228.0,916.0,929.0,760.0,853.0,1061.0,799.0,800.0,905.0,1329.0,1212.0,1593.0,1854.0,1156.0,1427.0,1026.0,1005.0,1297.0,1107.0,860.0,803.0,927.0,927.0,1160.0,1119.0,1243.0,1828.0,1276.0,1146.0,1155.0,880.0,1141.0,1283.0,2118.0,1920.0,1739.0,1872.0,1489.0,1725.0,1958.0,2017.0,1382.0,1061.0,1472.0,1151.0,1084.0,1055.0,977.0,1276.0,914.0,1323.0,1949.0,1898.0,1800.0,1882.0,2102.0,2148.0,2126.0,2156.0,2217.0,1726.0,1792.0,2132.0,2142.0,2037.0,2081.0,2087.0,2397.0,2249.0,2157.0,1493.0,1420.0,947.0,977.0,914.0,1047.0,1348.0,1649.0,901.0,758.0,1343.0,1781.0,1505.0,1478.0
Monthly,Gigawatt-hour,Total,6000.0,BG,467.0,544.0,318.0,141.0,118.0,213.0,227.0,284.0,191.0,175.0,127.0,292.0,333.0,285.0,356.0,218.0,194.0,221.0,230.0,200.0,121.0,175.0,64.0,265.0,179.0,85.0,83.0,89.0,95.0,2.0,23.0,115.0,135.0,241.0,77.0,42.0,134.0,158.0,192.0,83.0,80.0,11.0,50.0,138.0,99.0,171.0,181.0,153.0,337.0,259.0,162.0,98.0,102.0,112.0,143.0,203.0,138.0,238.0,257.0,304.0,281.0,324.0,374.0,258.0,233.0,337.0,391.0,109.0,181.0,230.0,232.0,401.0,334.0,219.0,491.0,307.0,311.0,315.0,395.0,533.0,364.0,332.0,293.0,425.0,501.0,321.0,377.0,314.0,223.0,174.0,184.0,465.0,314.0,459.0,439.0,479.0,605.0,380.0,376.0,499.0,281.0,212.0,487.0,488.0,191.0,239.0,300.0,508.0
Monthly,Gigawatt-hour,Total,6000.0,CY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monthly,Gigawatt-hour,Total,6000.0,CZ,1064.0,865.0,708.0,569.0,507.0,545.0,751.0,592.0,483.0,772.0,895.0,770.0,1074.0,748.0,682.0,424.0,492.0,491.0,599.0,590.0,817.0,845.0,1050.0,773.0,630.0,718.0,581.0,520.0,520.0,407.0,534.0,482.0,513.0,744.0,683.0,631.0,535.0,718.0,813.0,698.0,591.0,532.0,1106.0,922.0,805.0,941.0,1214.0,1584.0,1281.0,1524.0,840.0,675.0,604.0,702.0,898.0,1149.0,727.0,1090.0,1090.0,1009.0,1073.0,960.0,880.0,595.0,394.0,548.0,828.0,810.0,936.0,1030.0,975.0,1543.0,1275.0,1112.0,921.0,868.0,556.0,305.0,1283.0,691.0,421.0,763.0,956.0,1355.0,1353.0,1164.0,992.0,561.0,752.0,942.0,1727.0,1469.0,1721.0,1664.0,1843.0,1956.0,1938.0,1100.0,1071.0,1158.0,892.0,630.0,856.0,831.0,1298.0,1241.0,1149.0,1653.0
Monthly,Gigawatt-hour,Total,6000.0,DE,3525.0,3182.0,2999.0,3204.0,3469.0,4236.0,4466.0,3877.0,3355.0,2894.0,3066.0,3399.0,3741.0,3781.0,3953.0,3595.0,4261.0,3433.0,3398.0,3517.0,3242.0,3344.0,2659.0,2936.0,2785.0,2771.0,3704.0,2951.0,3281.0,4785.0,4299.0,4835.0,3764.0,3460.0,3359.0,2966.0,3804.0,2979.0,3763.0,4222.0,5102.0,5226.0,4912.0,4501.0,3991.0,3896.0,4434.0,4173.0,4235.0,3068.0,4165 p,4007.0,4524.0,4192.0,4272.0,3618.0,3457.0,3834.0,3527 p,3373.0,3510.0,3020.0,2739.0,3110.0,4854.0,3778.0,4102.0,3638.0,2582.0,2098.0,3052.0,2739.0,3332.0,2946.0,3458.0,2918.0,3763.0,3438.0,5493.0,4697.0,2684.0,2252.0,2891.0,2563.0,2885.0,2399.0,2316.0,2236.0,3622.0,3568.0,3812.0,3792.0,2596.0,3642.0,3333.0,2806.0,2599.0,2606.0,2820.0,2608.0,2946.0,3362.0,2467.0,1954.0,1475.0,1558.0,1737.0,2207.0
Monthly,Gigawatt-hour,Total,6000.0,DK,753.0,862.0,897.0,1366.0,1280.0,1077.0,1555.0,1252.0,1263.0,959.0,723.0,830.0,883.0,760.0,861.0,1049.0,1144.0,982.0,917.0,1201.0,1064.0,766.0,735.0,849.0,754.0,717.0,846.0,625.0,961.0,1291.0,1370.0,1137.0,860.0,708.0,579.0,750.0,770.0,543.0,602.0,890.0,795.0,1123.0,1430.0,1411.0,1392.0,945.0,931.0,860.0,909.0,766.0,1337.0,1427.0,1518.0,1440.0,1660.0,1857.0,1314.0,1381.0,1291.0,1019.0,840.0,789.0,798.0,727.0,1208.0,1065.0,1404.0,1225.0,1013.0,771.0,922.0,698.0,552.0,825.0,1187.0,1030.0,1184.0,944.0,1593.0,1142.0,1065.0,469.0,886.0,892.0,993.0,857.0,757.0,1066.0,1249.0,1547.0,1614.0,1720.0,1586.0,1598.0,1277.0,940.0,1007.0,1217.0,1197.0,972.0,1548.0,1737.0,1535.0,1412.0,1466.0,944.0,852.0,1090.0
Monthly,Gigawatt-hour,Total,6000.0,EA,20454.0,18579.0,20180.0,18311.0,17986.0,16465.0,17600.0,16292.0,16280.0,16929.0,17724.0,19046.0,20008.0,18176.0,18649.0,16849.0,16732.0,16991.0,18213.0,15614.0,16777.0,18058.0,18164.0,18898.0,18691.0,17282.0,19042.0,16925.0,16481.0,17495.0,19201.0,17219.0,16419.0,18864.0,17981.0,18087.0,19946.0,17680.0,19556.0,18582.0,18228.0,19414.0,21045.0,19080.0,18369.0,20541.0,21336.0,21848.0,22290.0,21006.0,23203 p,20778.0,20496 p,19800.0,20666.0,18962.0,18934.0,21575.0,20875 p,21103.0,22296.0,20315.0,20590.0,18232.0,19780.0,19130.0,20801.0,19666.0,17618.0,20432.0,20546.0,21840.0,23987.0,22110.0,24174.0,20348.0,19888.0,20326.0,23586.0,20893.0,20704.0,22652.0,23018.0,23406.0,26122.0,23879.0,24461.0,22079.0,21739.0,22724.0,25209.0,23377.0,22529.0,25006.0,24838.0,25559.0,25696.0,24196.0,25005.0,22377.0,22748.0,20862.0,21772.0,19355.0,20249.0,20702.0,20054.0,21946.0
Monthly,Gigawatt-hour,Total,6000.0,EE,17.0,10.0,221.0,164.0,153.0,179.0,157.0,6.0,10.0,99.0,163.0,181.0,176.0,161.0,180.0,261.0,223.0,110.0,261.0,254.0,244.0,365.0,379.0,409.0,96.0,97.0,26.0,193.0,64.0,56.0,108.0,141.0,101.0,55.0,67.0,73.0,40.0,68.0,99.0,276.0,113.0,97.0,162.0,133.0,186.0,237.0,128.0,139.0,228.0,215.0,264.0,244.0,261.0,209.0,297.0,154.0,180.0,180.0,228.0,238.0,306.0,273.0,297.0,323.0,308.0,154.0,196.0,116.0,45.0,130.0,191.0,373.0,450.0,439.0,384.0,373.0,310.0,185.0,180.0,235.0,253.0,266.0,291.0,359.0,466.0,347.0,483.0,190.0,426.0,616.0,616.0,397.0,352.0,500.0,404.0,429.0,349.0,535.0,607.0,353.0,472.0,366.0,230.0,138.0,151.0,84.0,108.0,180.0
Monthly,Gigawatt-hour,Total,6000.0,EL,130.0,215.0,419.0,327.0,242.0,362.0,394.0,374.0,282.0,186.0,256.0,194.0,581.0,592.0,753.0,550.0,564.0,859.0,934.0,659.0,542.0,454.0,549.0,563.0,523.0,554.0,728.0,706.0,630.0,889.0,964.0,971.0,771.0,587.0,611.0,581.0,581.0,648.0,647.0,563.0,469.0,632.0,751.0,726.0,462.0,476.0,601.0,624.0,535.0,463.0,537.0,518.0,341.0,515.0,784.0,594.0,465.0,366.0,421.0,415.0,365.0,453.0,386.0,348.0,268.0,338.0,420.0,385.0,356.0,393.0,488.0,505.0,553.0,422.0,740.0,509.0,617.0,697.0,1028.0,1073.0,824.0,842.0,1058.0,1099.0,1183.0,905.0,1213.0,1014.0,961.0,968.0,895.0,941.0,855.0,724.0,650.0,772.0,840.0,975.0,1086.0,905.0,945.0,838.0,1015.0,970.0,788.0,557.0,505.0,410.0
