Time frequency,Unit of measure,Geopolitical entity (partner),product,geo\TIME_PERIOD,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12
Monthly,Gigawatt-hour,Total,6000.0,ES,775.0,613.0,230.0,257.0,564.0,334.0,505.0,501.0,416.0,284.0,589.0,679.0,470.0,525.0,722.0,653.0,822.0,620.0,596.0,470.0,404.0,349.0,411.0,704.0,735.0,402.0,461.0,324.0,398.0,367.0,262.0,497.0,365.0,217.0,380.0,656.0,353.0,495.0,383.0,347.0,743.0,705.0,810.0,954.0,688.0,740.0,494.0,815.0,958.0,462.0,705.0,468.0,696.0,835.0,772.0,758.0,488.0,271.0,647.0,729.0,1026.0,729.0,898.0,919.0,1029.0,919.0,634.0,951.0,688.0,731.0,606.0,1083.0,1382.0,912.0,1031.0,529.0,981.0,988.0,983.0,1126.0,1102.0,860.0,1054.0,1071.0,1145.0,587.0,963.0,936.0,1003.0,1124.0,1226.0,1077.0,924.0,1227.0,1479.0,2233.0,1992.0,2166.0,1544.0,1380.0,1775.0,1831.0,1772.0,2038.0,1736.0,1250.0,1717.0,2097.0
Monthly,Gigawatt-hour,Total,6000.0,EU27_2007,28109.0,25797.0,26667.0,24171.0,24075.0,22840.0,25366.0,23662.0,23179.0,23443.0,24491.0,25606.0,26683.0,23393.0,24586.0,22169.0,22554.0,22666.0,24253.0,21612.0,22733.0,23875.0,24224.0,25212.0,24524.0,23072.0,25141.0,22437.0,21539.0,22647.0,25898.0,23338.0,22234.0,25604.0,23565.0,24691.0,25805.0,23121.0,25400.0,24327.0,23337.0,25439.0,29637.0,26715.0,24754.0,27227.0,28799.0,30148.0,31578.0,29063.0,31001 p,28129.0,28207 p,27032.0,29445.0,28688.0,26796.0,29028.0,28155 p,28590.0,29513.0,26728.0,27653.0,24426.0,26949.0,26844.0,30008.0,28579.0,25383.0,28439.0,28958.0,31323.0,33116.0,30144.0,32379.0,29191.0,28485.0,28462.0,33914.0,30359.0,28664.0,30660.0,32051.0,31180.0,35175.0,31014.0,32022.0,29180.0,29481.0,31389.0,34598.0,33171.0,32236.0,34066.0,34352.0,35346.0,36383.0,33309.0,34618.0,30981.0,32057.0,29628.0,30134.0,27680.0,28127.0,27725.0,26915.0,30229.0
Monthly,Gigawatt-hour,Total,6000.0,EU27_2020,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,28984.0,26191.0,26874.0,23589.0,25890.0,26027.0,28746.0,27439.0,24440.0,27435.0,27872.0,30626.0,31584.0,28715.0,31150.0,27758.0,26958.0,27302.0,32520.0,28980.0,27674.0,29537.0,30495.0,31694.0,33931.0,29860.0,30683.0,27635.0,28066.0,30246.0,33514.0,32137.0,31106.0,33147.0,33354.0,34340.0,35234.0,31811.0,33023.0,29658.0,30811.0,28694.0,29297.0,26664.0,27768.0,27373.0,26442.0,30075.0
Monthly,Gigawatt-hour,Total,6000.0,EU28,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,30058.0,27206.0,28140.0,24918.0,27460.0,27468.0,30773.0,29254.0,26001.0,28889.0,29448.0,32032.0,33665.0,30622.0,32863.0,29758.0,28961.0,29071.0,34666.0,31107.0,29432.0,31215.0,32573.0,31694.0,35776.0,31546.0,32588.0,29665.0,30021.0,32244.0,35602.0,34200.0,33107.0,34788.0,34984.0,36149.0,37200.0,33915.0,35287.0,31574.0,32727.0,30378.0,31104.0,28575.0,29001.0,28304.0,27481.0,30942.0
Monthly,Gigawatt-hour,Total,6000.0,FI,1674.0,1491.0,1603.0,1312.0,1474.0,998.0,1210.0,1335.0,1235.0,1232.0,1260.0,1280.0,1311.0,1181.0,1289.0,1296.0,1409.0,1127.0,1307.0,1128.0,1319.0,1339.0,1352.0,1402.0,1391.0,1203.0,1328.0,1174.0,1362.0,1217.0,1289.0,1593.0,1242.0,1224.0,1345.0,1353.0,1345.0,1248.0,1324.0,1284.0,1313.0,1426.0,1699.0,1883.0,1949.0,1440.0,1339.0,1407.0,1918.0,1568.0,1649.0,1599.0,1535.0,1172.0,1517.0,1858.0,1706.0,1397.0,1493.0,1680.0,1701.0,1085.0,1276.0,889.0,1117.0,1542.0,1629.0,1782.0,1610.0,1464.0,1655.0,1838.0,2115.0,1855.0,1988.0,1809.0,1503.0,1419.0,1795.0,1901.0,1664.0,1632.0,1858.0,2082.0,2388.0,2019.0,1891.0,1647.0,1464.0,1485.0,1754.0,1843.0,1674.0,1674.0,1861.0,1759.0,2523.0,2073.0,2116.0,1609.0,1876.0,1710.0,1706.0,1672.0,1751.0,1584.0,1579.0,1915.0
Monthly,Gigawatt-hour,Total,6000.0,FR,798.0,519.0,915.0,593.0,314.0,446.0,643.0,509.0,878.0,1578.0,940.0,1395.0,1569.0,983.0,826.0,1033.0,693.0,1509.0,2025.0,1373.0,1604.0,2606.0,1919.0,2377.0,3039.0,2196.0,2127.0,1312.0,1375.0,543.0,780.0,479.0,982.0,2680.0,1726.0,2184.0,1266.0,855.0,871.0,549.0,499.0,302.0,288.0,333.0,488.0,841.0,1262.0,943.0,721.0,3166.0,436.0,939.0,613.0,633.0,947.0,956.0,611.0,796.0,664.0,711.0,972.0,1546.0,1573.0,1061.0,474.0,285.0,303.0,375.0,400.0,734.0,1514.0,1723.0,790.0,1175.0,997.0,661.0,270.0,287.0,175.0,182.0,593.0,664.0,540.0,848.0,720.0,1447.0,803.0,1019.0,572.0,485.0,710.0,320.0,617.0,972.0,838.0,704.0,1483.0,1171.0,1423.0,1576.0,815.0,370.0,1041.0,1483.0,1594.0,2446.0,2665.0,3098.0
Monthly,Gigawatt-hour,Total,6000.0,HR,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,520.0,577.0,648.0,683.0,945.0,761.0,835.0,843.0,739.0,766.0,860.0,767.0,827.0,824.0,756.0,687.0,803.0,966.0,984.0,948.0,865.0,645.0,494.0,530.0,545.0,478.0,487.0,492.0,511.0,624.0,765.0,675.0,618.0,450.0,490.0,709.0,549.0,478.0,484.0,567.0,476.0,609.0,752.0,748.0,768.0,555.0,522.0,514.0,601.0,532.0,566.0,485.0,540.0,855.0,1004.0,1029.0,871.0,722.0,632.0,803.0,817.0,606.0,669.0,593.0,670.0,750.0,970.0,895.0,874.0,579.0,566.0,713.0
Monthly,Gigawatt-hour,Total,6000.0,HU,1420.0,1326.0,1160.0,1004.0,1004.0,802.0,1001.0,900.0,888.0,1013.0,866.0,808.0,958.0,798.0,1166.0,711.0,701.0,827.0,1112.0,801.0,1055.0,943.0,765.0,865.0,680.0,652.0,638.0,786.0,775.0,875.0,1230.0,944.0,885.0,1126.0,702.0,604.0,833.0,947.0,956.0,1037.0,1209.0,961.0,1487.0,1327.0,1384.0,1451.0,1456.0,1618.0,1724.0,1621.0,1473.0,1461.0,1319.0,1283.0,1574.0,1558.0,1294.0,1268.0,1192.0,1197.0,1224.0,1138.0,1208.0,1265.0,1212.0,1234.0,1487.0,1413.0,1404.0,1699.0,1560.0,1794.0,1618.0,1362.0,1487.0,1597.0,1598.0,1770.0,1738.0,1665.0,1410.0,1667.0,1554.0,1613.0,1714.0,1458.0,1629.0,1719.0,1663.0,1646.0,1934.0,1714.0,1549.0,1517.0,1609.0,1784.0,1708.0,1427.0,1513.0,1622.0,1415.0,1391.0,1500.0,1386.0,1249.0,1438.0,1510.0,1793.0
Monthly,Gigawatt-hour,Total,6000.0,IE,37.0,69.0,118.0,141.0,81.0,31.0,59.0,59.0,58.0,14.0,9.0,77.0,44.0,58.0,90.0,87.0,100.0,87.0,117.0,107.0,100.0,32.0,46.0,71.0,138.0,108.0,74.0,51.0,105.0,51.0,23.0,55.0,14.0,24.0,26.0,92.0,70.0,65.0,94.0,130.0,101.0,104.0,70.0,55.0,23.0,9.0,6.0,3.0,3.0,25.0,88.0,66.0,67.0,74.0,66.0,96.0,98.0,56.0,40.0,103.0,190.0,165.0,47.0,106.0,373.0,310.0,300.0,359.0,245.0,334.0,297.0,193.0,312.0,270.0,298.0,240.0,252.0,228.0,215.0,215.0,191.0,217.0,209.0,194.0,182.0,197.0,177.0,176.0,155.0,180.0,97.0,115.0,90.0,138.0,128.0,117.0,112.0,101.0,100.0,114.0,134.0,88.0,53.0,75.0,8.0,15.0,20.0,50.0
Monthly,Gigawatt-hour,Total,6000.0,IS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Monthly,Gigawatt-hour,Total,6000.0,IT,3887.0,3759.0,3846.0,3711.0,4043.0,3010.0,3818.0,2844.0,3069.0,3094.0,3855.0,4079.0,4026.0,4234.0,4758.0,4087.0,3894.0,3873.0,4388.0,2926.0,3698.0,3310.0,3809.0,3567.0,3637.0,4039.0,4541.0,4046.0,3682.0,3914.0,4563.0,2926.0,3503.0,3869.0,4005.0,3036.0,4078.0,4196.0,4228.0,4054.0,3541.0,3541.0,4016.0,2729.0,3094.0,4816.0,4663.0,4393.0,4381.0,3274.0,4720.0,3849.0,3477.0,3511.0,3415.0,2230.0,3303.0,4661.0,4595.0,3896.0,4239.0,4428.0,3791.0,3203.0,3359.0,3471.0,3674.0,2716.0,2961.0,4550.0,4144.0,3798.0,4353.0,4514.0,4800.0,3039.0,3200.0,3287.0,3536.0,2483.0,3724.0,4716.0,4851.0,4221.0,5179.0,4736.0,4721.0,3897.0,3143.0,3715.0,4444.0,2871.0,3880.0,4608.0,5045.0,4607.0,4474.0,5077.0,4912.0,4106.0,3662.0,3473.0,4413.0,2817.0,3305.0,2745.0,2319.0,1872.0
Monthly,Gigawatt-hour,Total,6000.0,LT,508.0,388.0,407.0,400.0,354.0,456.0,424.0,790.0,724.0,437.0,344.0,417.0,403.0,315.0,317.0,494.0,432.0,546.0,396.0,354.0,340.0,437.0,346.0,403.0,663.0,545.0,582.0,788.0,680.0,594.0,644.0,674.0,736.0,747.0,692.0,829.0,665.0,596.0,601.0,722.0,743.0,678.0,693.0,690.0,630.0,724.0,729.0,615.0,620.0,623.0,697.0,720.0,750.0,670.0,712.0,657.0,547.0,691.0,707.0,668.0,735.0,619.0,636.0,697.0,775.0,701.0,632.0,587.0,567.0,681.0,781.0,664.0,737.0,667.0,693.0,754.0,756.0,649.0,608.0,622.0,675.0,772.0,789.0,798.0,761.0,664.0,662.0,698.0,583.0,549.0,578.0,650.0,615.0,743.0,726.0,709.0,845.0,840.0,1019.0,986.0,987.0,816.0,954.0,1010.0,1010.0,953.0,782.0,905.0
Monthly,Gigawatt-hour,Total,6000.0,LU,613.0,582.0,605.0,601.0,639.0,611.0,635.0,525.0,529.0,533.0,487.0,470.0,549.0,493.0,487.0,465.0,466.0,458.0,497.0,462.0,517.0,552.0,523.0,554.0,638.0,573.0,614.0,625.0,695.0,580.0,581.0,487.0,574.0,630.0,645.0,638.0,678.0,640.0,666.0,613.0,563.0,464.0,563.0,563.0,629.0,620.0,560.0,548.0,599.0,569.0,622.0,558.0,563.0,556.0,534.0,494.0,571.0,570.0,554.0,545.0,590.0,529.0,572.0,566.0,574.0,579.0,591.0,531.0,628.0,597.0,575.0,520.0,597.0,564.0,612.0,558.0,604.0,559.0,593.0,528.0,588.0,621.0,576.0,561.0,639.0,596.0,644.0,624.0,624.0,594.0,640.0,594.0,634.0,651.0,648.0,630.0,666.0,648.0,677.0,651.0,677.0,611.0,615.0,559.0,632.0,660.0,671.0,652.0
Monthly,Gigawatt-hour,Total,6000.0,LV,484.0,410.0,272.0,245.0,397.0,379.0,465.0,444.0,481.0,458.0,399.0,399.0,497.0,345.0,367.0,251.0,402.0,403.0,436.0,447.0,436.0,355.0,161.0,175.0,213.0,237.0,194.0,138.0,211.0,331.0,483.0,430.0,446.0,421.0,365.0,504.0,305.0,269.0,231.0,143.0,280.0,445.0,488.0,375.0,413.0,440.0,350.0,270.0,353.0,481.0,483.0,294.0,448.0,439.0,472.0,497.0,436.0,444.0,298.0,292.0,361.0,361.0,377.0,304.0,320.0,411.0,481.0,509.0,436.0,470.0,508.0,466.0,495.0,443.0,469.0,427.0,481.0,525.0,510.0,451.0,464.0,346.0,335.0,392.0,383.0,413.0,281.0,514.0,505.0,518.0,478.0,491.0,473.0,580.0,352.0,259.0,331.0,405.0,420.0,425.0,493.0,420.0,606.0,519.0,491.0,291.0,154.0,272.0
Monthly,Gigawatt-hour,Total,6000.0,ME,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,99.0,71.0,25.0,78.0,128.0,169.0,199.0,152.0,117.0,100.0,69.0,91.0,541.0,596.0,523.0,473.0,493.0,588.0,536.0,628.0,478.0,551.0,587.0,540.0,505.0,507.0,455.0,497.0,882.0,581.0,563.0,822.0,533.0,557.0,909.0,563.0,620.0,988.0,549.0,524.0,837 p,632.0,547.0,824.0,444.0,572.0,997.0,628.0
Monthly,Gigawatt-hour,Total,6000.0,MK,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,248.0,148.0,267.0,178.0,104.0,117.0,190.0,207.0,251.0,230.0,220.0,331.0,375.0,312.0,252.0,207.0,195.0,254.0,183.0,348.0,194.0,247.0,183.0,324.0,276.0,225.0,224.0,179.0,186.0,168.0,217.0,219.0,230.0,248.0,240.0,261.0,217.0,191.0,187.0,185.0,152.0,172.0,179.0,188.0,148.0,187.0,173.0,212.0
