Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Number,Austria,78.0,113.0,93.0,101.0,90.0,87.0,80.0,99.0,92.0,95.0,99.0,73.0,92.0,71.0,74.0,75.0,101.0,94.0
Annual,Number,Belgium,97.0,94.0,:,69.0,84.0,98.0,102.0,94.0,97.0,92.0,104.0,88.0,93.0,93.0,94.0,88.0,106.0,102.0
Annual,Number,Bulgaria,32.0,39.0,27.0,19.0,18.0,27.0,33.0,17.0,29.0,22.0,15.0,23.0,15.0,19.0,20.0,11.0,14.0,13.0
Annual,Number,Switzerland,:,:,:,121.0,126.0,103.0,140.0,140.0,151.0,145.0,140.0,140.0,139.0,126.0,114.0,127.0,105.0,117.0
Annual,Number,Channel Tunnel,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Number,Czechia,174.0,150.0,160.0,185.0,198.0,235.0,224.0,207.0,279.0,205.0,203.0,203.0,184.0,211.0,204.0,161.0,214.0,195.0
Annual,Number,Germany,:,706.0,714.0,875.0,899.0,853.0,872.0,834.0,781.0,806.0,798.0,771.0,732.0,646.0,678.0,678.0,684.0,690.0
Annual,Number,Denmark,21.0,24.0,15.0,23.0,20.0,20.0,32.0,23.0,21.0,27.0,27.0,24.0,25.0,30.0,20.0,19.0,16.0,15.0
Annual,Number,Estonia,:,0.0,1.0,0.0,0.0,0.0,5.0,1.0,5.0,7.0,1.0,5.0,6.0,5.0,2.0,9.0,4.0,6.0
Annual,Number,Greece,1.0,4.0,1.0,3.0,2.0,4.0,1.0,5.0,4.0,7.0,4.0,7.0,5.0,2.0,4.0,1.0,0.0,2.0
Annual,Number,Spain,189.0,188.0,174.0,163.0,124.0,128.0,138.0,118.0,139.0,108.0,115.0,126.0,90.0,89.0,69.0,71.0,87.0,98.0
Annual,Number,European Union - 27 countries (from 2020),:,:,:,:,2532.0,2687.0,2734.0,2552.0,2608.0,2511.0,2608.0,2532.0,2379.0,2313.0,2204.0,2234.0,2401.0,2371.0
Annual,Number,Finland,42.0,54.0,52.0,62.0,44.0,64.0,32.0,55.0,64.0,48.0,60.0,56.0,48.0,58.0,53.0,35.0,52.0,49.0
Annual,Number,France,351.0,344.0,289.0,337.0,328.0,332.0,356.0,291.0,298.0,302.0,314.0,297.0,288.0,261.0,203.0,243.0,240.0,265.0
Annual,Number,Croatia,:,:,:,:,19.0,28.0,24.0,15.0,28.0,30.0,27.0,21.0,23.0,20.0,13.0,19.0,22.0,18.0
Annual,Number,Hungary,128.0,111.0,111.0,139.0,121.0,155.0,148.0,79.0,79.0,57.0,76.0,82.0,63.0,69.0,114.0,121.0,85.0,84.0
Annual,Number,Ireland,7.0,5.0,7.0,2.0,6.0,6.0,5.0,3.0,5.0,2.0,5.0,7.0,9.0,2.0,5.0,4.0,6.0,7.0
Annual,Number,Italy,126.0,138.0,137.0,111.0,109.0,140.0,124.0,134.0,143.0,127.0,165.0,176.0,144.0,135.0,116.0,132.0,129.0,155.0
Annual,Number,Lithuania,0.0,0.0,0.0,2.0,4.0,5.0,13.0,8.0,6.0,4.0,10.0,3.0,4.0,2.0,5.0,4.0,6.0,0.0
Annual,Number,Luxembourg,:,:,:,4.0,3.0,7.0,5.0,4.0,6.0,3.0,3.0,2.0,1.0,0.0,2.0,0.0,5.0,2.0
Annual,Number,Latvia,6.0,10.0,9.0,10.0,13.0,10.0,7.0,3.0,6.0,11.0,9.0,7.0,4.0,10.0,3.0,5.0,7.0,7.0
Annual,Number,Netherlands,190.0,193.0,164.0,197.0,201.0,215.0,202.0,220.0,192.0,223.0,221.0,215.0,194.0,194.0,198.0,186.0,210.0,190.0
Annual,Number,Norway,11.0,8.0,7.0,8.0,7.0,11.0,8.0,10.0,15.0,7.0,12.0,18.0,16.0,7.0,15.0,10.0,12.0,15.0
Annual,Number,Poland,25.0,28.0,29.0,23.0,44.0,28.0,80.0,71.0,71.0,88.0,116.0,112.0,105.0,156.0,127.0,138.0,183.0,128.0
Annual,Number,Portugal,40.0,52.0,50.0,69.0,51.0,42.0,58.0,47.0,44.0,39.0,32.0,52.0,29.0,40.0,23.0,33.0,29.0,35.0
Annual,Number,Romania,16.0,24.0,29.0,25.0,23.0,76.0,57.0,66.0,80.0,42.0,48.0,48.0,62.0,41.0,38.0,42.0,42.0,51.0
Annual,Number,Sweden,69.0,78.0,71.0,67.0,68.0,62.0,82.0,90.0,77.0,86.0,69.0,50.0,79.0,85.0,69.0,83.0,60.0,78.0
Annual,Number,Slovenia,6.0,14.0,20.0,10.0,15.0,25.0,16.0,13.0,18.0,16.0,26.0,15.0,13.0,17.0,16.0,24.0,22.0,17.0
Annual,Number,Slovakia,49.0,48.0,58.0,56.0,48.0,40.0,38.0,55.0,44.0,64.0,61.0,69.0,71.0,57.0,54.0,52.0,77.0,70.0
Annual,Number,United Kingdom,227.0,197.0,202.0,210.0,224.0,203.0,248.0,267.0,287.0,254.0,273.0,245.0,258.0,259.0,251.0,:,:,:
