Time frequency,Currency,prod_veg,geo\TIME_PERIOD,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Euro,1300000.0,AT,:,:,: m,: m,:,:,:,:,:,:,:,:
Annual,Euro,1300000.0,BE,21.61,17.32,13.9,14.23,11.82,13.22,17.76,14.12,15.51,22.32,27.21,:
Annual,Euro,1300000.0,BG,19.33,17.09,15.33,15.5,14.07,13.71,14.96,14.74,14.7,17.93,28.95,19.37
Annual,Euro,1300000.0,CY,24.4,23.6,23.02,18.59,29.7,17.32,18.9,19.93,17.75,22.11,37.52,24.54
Annual,Euro,1300000.0,CZ,20.04,20.82,19.39,16.61,14.91,14.51,15.32,17.41,15.91,16.69,27.6,26.0
Annual,Euro,1300000.0,DE,:,:,:,:,12.6,13.61,16.55,15.69,15.03,19.84,28.58,18.97
Annual,Euro,1300000.0,DK,21.29,19.03,15.09,16.16,13.97,14.76,17.24,17.3,15.47,18.49,26.89,25.15
Annual,Euro,1300000.0,EE,19.01,16.51,16.5,14.88,12.76,13.56,15.73,15.45,14.58,18.23,27.49,19.62
Annual,Euro,1300000.0,EL,20.46,19.6,16.14,16.72,16.2,15.83,15.61,16.22,15.6,19.25,30.52,19.16
Annual,Euro,1300000.0,ES,22.33,18.07,16.74,17.4,15.13,16.51,17.26,17.51,16.12,21.97,32.39,24.54
Annual,Euro,1300000.0,FI,:,:,:,:,:,:,:,:,:,:,31.92,24.68
Annual,Euro,1300000.0,FR,31.69,27.46,24.3,24.4,21.3,:,:,:,:,:,:,:
Annual,Euro,1300000.0,HR,17.64,16.55,16.21,15.73,13.15,13.45,14.9,14.69,14.17,:,:,:
Annual,Euro,1300000.0,HU,18.93,15.68,13.98,13.51,11.79,11.69,13.55,13.57,12.68,16.47,27.54,15.19
Annual,Euro,1300000.0,IE,21.23,: @C,: @C,: @C,: @C,15.36,22.27,17.64,17.28,23.49,36.28,27.06
Annual,Euro,1300000.0,LT,20.02,17.78,14.01,14.35,12.83,13.8,17.06,14.66,14.25,18.19,28.69,20.26
Annual,Euro,1300000.0,LU,20.03,14.7,13.02,14.21,11.3,12.52,15.18,13.32,14.21,: @C,: @C,: @C
Annual,Euro,1300000.0,LV,19.92,16.23,12.96,13.3,12.16,12.72,16.19,14.1,14.27,18.44,27.25,18.06
Annual,Euro,1300000.0,PL,19.63,17.53,15.06,14.63,13.39,14.43,16.03,15.68 p,14.32 p,17.14 p,27.73,19.36
Annual,Euro,1300000.0,PT,21.55,20.16,19.37,19.61,18.99,17.78,19.21,19.41,19.0,22.68,39.0,26.25
Annual,Euro,1300000.0,RO,22.43,23.53,20.25,19.35,17.82,16.85,17.62,18.54,18.39,20.32,27.58,23.05
Annual,Euro,1300000.0,SE,18.84,15.95,13.8,13.22,12.43,12.94,19.05,12.93,13.49,19.07,28.57,21.63
Annual,Euro,1300000.0,SI,17.96,17.73,15.33,13.38,13.3,12.88,14.24,13.72,12.54,16.83,27.83,15.09
Annual,Euro,1300000.0,SK,19.69,19.06,16.65,15.14,13.97,15.36,16.27,16.62,15.54,17.68,30.07,22.11
Annual,Euro,1300000.0,UK,20.64,18.6,14.89,14.41,12.46,13.77,16.75,14.67,:,:,:,:
