Time frequency,Unit of measure,National accounts indicator (ESA 2010),Geopolitical entity (reporting)\Time,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,"Price index - percentage change (t/t-5), based on 2015=100 and national currency",Exports of goods and services,Austria,:,:,:,:,:,-4.4,-2.7,-1.0,0.2,0.2,0.4,-0.9,-2.0,-4.0,-1.7,-2.5,-3.2,-3.2,-1.9,-2.8,0.4,3.2,2.5,2.0,0.4,0.0,-2.0,-5.6,-5.3,:
Annual,"Price index - percentage change (t/t-5), based on 2015=100 and national currency",Exports of goods and services,Belgium,:,:,:,:,:,-3.2,-2.4,-1.4,-2.2,-2.1,-1.1,-1.9,-2.3,-4.6,-0.9 b,-2.0,-2.7,-2.9,0.1,-2.8,0.1,2.4,2.0,0.9,1.5,0.9,-1.3,-4.4,-2.6 p,:
Annual,"Price index - percentage change (t/t-5), based on 2015=100 and national currency",Exports of goods and services,Bulgaria,:,:,:,:,:,-20.3,14.7,19.3,17.1,13.0,6.4,12.3,15.4,13.0,12.0,14.0,11.5,5.9,4.2,3.0,3.6,3.1,5.7,7.5,9.0,13.0,7.9,8.2,6.5,:
Annual,"Price index - percentage change (t/t-5), based on 2015=100 and national currency",Exports of goods and services,Cyprus,:,:,:,:,:,1.8,3.6,1.4,3.6,3.9,1.0,-2.0,1.2,-3.4,-4.0,-1.9,-1.8,-2.1,-0.6,-0.8,1.4,3.9,3.2,2.6,2.6,-0.5,-0.4,0.1,0.2 p,:
Annual,"Price index - percentage change (t/t-5), based on 2015=100 and national currency",Exports of goods and services,Czechia,:,:,:,:,:,6.6,5.4,8.8,3.5,5.1,6.0,0.9,-1.7,-3.2,-2.3,-2.1,-1.7,-3.3,-1.0,-1.6,0.8,3.4,2.9,1.8,0.8,2.2,1.1,-1.5,1.4,:
Annual,"Price index - percentage change (t/t-5), based on 2015=100 and national currency",Exports of goods and services,Germany,:,6.4,1.8,2.2,2.3,-3.0,-2.5,0.5,-0.1,-1.3,1.3,-0.5,-1.6,-4.9,-0.3,-0.9,-1.7,-2.2,0.5,-2.5,2.1,6.6,5.7,4.0,3.3,2.7,-1.8 p,-4.3 p,0.1 p,0.7 p
Annual,"Price index - percentage change (t/t-5), based on 2015=100 and national currency",Exports of goods and services,Denmark,0.6,2.5,0.3,0.3,1.0,1.5,0.1,1.1,2.2,3.3,4.6,4.0,2.3,3.3,2.8,3.4,2.3,3.4,2.6,3.8,2.0,3.9,3.4,1.6,0.1,2.0,2.9,3.6,-3.7,:
Annual,"Price index - percentage change (t/t-5), based on 2015=100 and national currency",Exports of goods and services,Euro area – 20 countries (from 2023),:,:,:,:,:,-1.3,-0.8,0.8,-0.3,-1.1,0.8,-1.1,-2.1,-3.9,-0.2,-1.4,-2.2,-3.1,-0.9,-3.0,1.4,4.7,4.2,2.7,2.4,1.5,-1.7,-4.5,-1.1,:
Annual,"Price index - percentage change (t/t-5), based on 2015=100 and national currency",Exports of goods and services,Estonia,:,:,:,:,:,9.1,14.2,12.8,13.2,14.3,13.4,11.1,9.0,7.4,7.0,3.0,1.0,-1.5,-1.1,-0.3,1.8,2.1,2.5,3.1,2.6,0.7,0.4,0.7,4.7,:
