Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Average,Albania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3.7,3.7,3.7,3.7,3.7,:,:
Annual,Average,Austria,2.4,2.4,2.3,2.3,2.3,2.3 b,2.3,2.3,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2
Annual,Average,Belgium,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3 b,2.3,2.3,2.3,2.3
Annual,Average,Bulgaria,:,:,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.8,2.7,2.6,2.5,2.5 b,2.4,2.4,2.4,2.4,2.4,2.3,2.3
Annual,Average,Switzerland,:,:,:,:,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.2 b,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.1,2.2
Annual,Average,Cyprus,:,:,3.0,3.0,2.9,2.8 b,2.8,2.8,2.8,2.8,2.8,2.7,2.7,2.7,2.7,2.7,2.7,2.6,2.6,2.6,2.6
Annual,Average,Czechia,:,:,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.3,2.3,2.3,2.3,2.3
Annual,Average,Germany,:,:,2.1,2.1,2.1,2.1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0 b,2.0,2.0,2.0
Annual,Average,Denmark,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Annual,Average,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",:,:,:,:,:,:,:,:,2.3 e,2.3 e,2.3 e,2.3 e,2.3 e,2.3 e,2.3 e,2.3 e,2.2,2.3,2.2,:,:
Annual,Average,Euro area - 18 countries (2014),:,:,2.4,2.4,2.4,2.4,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.2,2.3,:,:,:
Annual,Average,Euro area - 19 countries  (2015-2022),:,:,2.4,2.4,2.4,2.4,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.2,2.3,2.2,:,:
Annual,Average,Euro area – 20 countries (from 2023),:,:,:,:,:,:,:,:,:,:,:,2.3,2.3,2.3,2.3,2.3,2.2,2.3,2.2,2.2,2.2
Annual,Average,Estonia,:,2.4,2.4,2.4,2.3,2.3,2.3,2.3,2.3,2.2,2.2,2.2 b,2.2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.1
Annual,Average,Greece,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.6,2.6,2.6,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.4
Annual,Average,Spain,:,2.7,2.8,2.7,2.7,2.7,2.7 b,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Annual,Average,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",:,:,:,:,:,:,:,:,2.4,2.4,2.4,2.3,2.3,2.3,2.3,2.3,2.3 e,:,:,:,:
Annual,Average,European Union - 27 countries (2007-2013),:,:,:,:,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.3,2.3,2.3,2.3,2.3,2.3 e,:,:,:,:
