Time frequency,Unit of measure,Age class,Sex,Geopolitical entity (reporting)\Time,2005.0,2010.0,2015.0
Annual,Percentage,From 55 to 64 years,Total,European Union - 28 countries (2013-2020),20.8,29.8,33.3
Annual,Percentage,From 55 to 64 years,Total,Finland,46.9,43.8,48.8
Annual,Percentage,From 55 to 64 years,Total,France,25.7,18.8,36.8
Annual,Percentage,From 55 to 64 years,Total,Croatia,29.9,18.3,25.2
Annual,Percentage,From 55 to 64 years,Total,Hungary,20.0,23.1,26.0
Annual,Percentage,From 55 to 64 years,Total,Ireland,31.3,23.4,43.5
Annual,Percentage,From 55 to 64 years,Total,Italy,7.2,25.3,27.8
Annual,Percentage,From 55 to 64 years,Total,Lithuania,21.2,19.2,37.6
Annual,Percentage,From 55 to 64 years,Total,Luxembourg,25.5,37.0,43.2
Annual,Percentage,From 55 to 64 years,Total,Latvia,27.4,23.0,25.9
Annual,Percentage,From 55 to 64 years,Total,Malta,38.3,17.9,29.9
Annual,Percentage,From 55 to 64 years,Total,Netherlands,25.3,39.4,48.4
Annual,Percentage,From 55 to 64 years,Total,Poland,19.1,28.3,24.1
Annual,Percentage,From 55 to 64 years,Total,Portugal,9.6,13.8,14.4
Annual,Percentage,From 55 to 64 years,Total,Romania,6.5,13.7,15.4
Annual,Percentage,From 55 to 64 years,Total,Sweden,37.3,46.5,41.9
Annual,Percentage,From 55 to 64 years,Total,Slovenia,24.2,43.0,37.4
Annual,Percentage,From 55 to 64 years,Total,Slovakia,36.9,35.6,42.3
Annual,Percentage,From 55 to 64 years,Total,United Kingdom,29.1,34.3,42.8
