Time frequency,National accounts indicator (ESA 2010),Statistical classification of economic activities in the European Community (NACE Rev. 2),Unit of measure,Geopolitical entity (reporting)\Time,Octobre-Décembre 2021,Janvier-Mars 2022,Avril-Juin 2022,Jullet-Septembre 2022,Octobre-Décembre 2022,Janvier-Mars 2023,Avril-Juin 2023,Jullet-Septembre 2023,Octobre-Décembre 2023,Janvier-Mars 2024,Avril-Juin 2024,Jullet-Septembre 2024
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),Albania,-21.4,26.9,-3.3,5.8,-15.3,16.9 p,-4.4 p,10.6 p,-5.7 p,2.0 p,2.9 p,0.8 p
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),Austria,3.4,-2.5,3.1,-0.7,1.0,-12.0,4.9,-0.2,-1.3,4.6,2.9,-1.3
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),Belgium,-0.6,-2.5,-3.8,-1.4,-2.8,2.0 p,2.4 p,2.1 p,2.4 p,0.4 p,-0.1 p,-0.9 p
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),Bulgaria,4.5,0.1,2.2,1.6,1.1,0.3,1.2,-0.6,0.6,0.3 p,0.1 p,2.7 p
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),Switzerland,-0.3,1.1,-0.5,-1.3,-1.2,-1.3,-1.3,0.2,0.3,-0.5,0.6,-1.1
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),Cyprus,7.2,-3.8,1.7,2.8,-3.0,3.2,-2.9,-2.3,-1.3,8.0,-4.0,1.2
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),Czechia,-0.2,-2.3,2.1,0.5,3.8,-4.6,-1.5,4.0,-2.8,2.7,1.1,2.9
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),Germany,-6.0 p,-2.0 p,-3.7 p,-1.3 p,2.3 p,-0.7 p,0.0 p,-0.1 p,0.6 p,0.4 p,-0.8 p,-0.9 p
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),Denmark,1.2,-6.0,-4.6,-4.6,-3.4,0.8,-2.1,0.1,1.7,0.0,2.8,0.7
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",-1.3,-1.2,-0.4,-0.4,0.4,-1.1,-0.3,-0.5,-0.1,0.9,-0.1,-0.1
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),Euro area - 19 countries  (2015-2022),-1.3,-1.2,-0.4,-0.4,0.4,-1.2,-0.3,-0.4,-0.1,0.9,-0.1,-0.1
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),Euro area – 20 countries (from 2023),-1.3,-1.2,-0.4,-0.3,0.4,-1.1,-0.3,-0.5,-0.1,0.9,-0.1,-0.1
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),Estonia,-6.7,-0.9,-3.9,-2.3,2.2,-3.5,-0.5,0.6,-0.2,-1.0,-0.2,-0.6
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),Greece,-7.7,6.8 p,0.2 p,4.7 p,9.4 p,-7.0 p,1.4 p,0.6 p,5.3 p,-4.5 p,0.0 p,2.1 p
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),Spain,2.5,0.1 p,1.6 p,1.0 p,-0.3 p,-2.8 p,1.4 p,3.9 p,-5.0 p,1.6 p,2.3 p,1.1 p
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),European Union - 27 countries (from 2020),-0.7,-0.6,-0.1,-0.3,1.0,-1.8,-0.1,-0.3,-0.1,0.7,-0.1,-0.1
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),Finland,5.3,-0.7,4.9,1.1,1.9,-0.4,-2.1,-4.4,-3.2,5.2,-1.3,-3.0
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),France,0.1,-0.1,0.9,1.6,0.1,-1.3,-1.2,-1.9,-0.6,0.3,1.7,-0.7
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),Croatia,0.2,-4.0,-2.8,6.2,-1.0,6.5 p,0.8 p,-3.2 p,0.3 p,2.2 p,0.6 p,-0.2 p
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),Hungary,1.2,-2.1,0.6,-0.3,-0.9,-1.0 p,-1.0 p,-0.6 p,0.4 p,0.8 p,0.7 p,0.6 p
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),Ireland,-2.3,-6.7,-4.1,-2.4,-0.8,25.0,-2.3,-9.6,1.2,2.3,-9.8,4.0
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),Italy,-0.9,1.1,0.8,-0.9,-0.4,-3.8,-2.0,-1.7,-0.1,2.0,0.8,0.7
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),Lithuania,1.0,3.0,1.1,1.9,2.6,1.7,1.1,1.1,1.0,0.0,0.5,0.9
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),Luxembourg,3.9,-7.8,0.4,-0.1,-2.7,-3.2,-0.2,-2.9,-1.8,1.7 p,0.0 p,-1.7 p
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),Latvia,4.0,4.8,-8.1,6.5,-20.3,9.8,12.0,-16.9,14.0,-4.5,-3.9,-2.1
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),North Macedonia,4.5,-2.3,-1.3,1.8,-1.0,5.7 p,-0.6 p,3.5 p,-3.0 p,2.0 e,-0.3 e,3.4 e
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),Malta,3.6,0.7,-2.2,1.3,0.1,-0.2,-1.5,1.4,-0.5,5.0,2.6,-3.7
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),Netherlands,2.0,-1.5,2.8,-1.5,-1.9,-0.7,0.7,1.5,-0.4,-1.4,-2.2,1.1
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),Norway,0.7,-0.5,0.2,1.0,0.9,0.2,0.9,0.6,1.0,-0.3,1.1,:
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),Poland,8.9,8.4,6.4,3.6,18.1,-15.7,3.2,0.5,0.0,0.6,-1.4,-1.6
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),Portugal,-0.1,2.3,1.5,0.7,0.6,-0.4 e,0.1 e,0.8 e,-0.3 e,0.9 e,0.8 e,0.9 e
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),Romania,3.0,1.2,2.9,0.8,-4.7,-0.1 p,2.9 p,-0.6 p,-1.4 p,1.3 p,0.2 p,-1.7 p
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),Serbia,0.2,-0.5,0.3,0.6,-0.3,0.3,0.9,0.0,1.3,0.3,0.9,1.3
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),Sweden,2.4,2.7,-0.2,-2.5,-1.0,1.5,-0.2,1.3,-1.0,-3.5,-0.5,0.1
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),Slovenia,-0.5,1.7,-0.7,2.4,1.9,-1.8,0.2,-1.2,-0.6,1.3,1.3,0.4
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),Slovakia,-10.8,-2.7,5.7,-10.0,2.8,-4.4,-4.2,9.8,-6.6,12.8,-3.9,3.8
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-1 (SCA),Türkiye,7.0,5.8,5.8,2.6,0.5,3.2,2.0,0.6,0.9,2.0,1.1,1.8
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-4 (NSA),Albania,-6.4,9.1,9.8,2.1,10.0,1.3 p,0.2 p,4.8 p,16.7 p,3.9 p,8.7 p,6.3 p
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-4 (NSA),Austria,11.6,11.2,9.8,3.1,0.5,-9.0,-6.9,-7.0,-9.3,8.0,6.2,4.7
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-4 (NSA),Bosnia and Herzegovina,4.3,3.7,4.0,4.0,4.9,7.1,6.1,6.1,5.3,0.1,0.0,0.2
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-4 (NSA),Belgium,2.9,-1.9,-6.9,-8.2,-10.2,-5.8 p,0.2 p,4.0 p,9.4 p,7.2 p,4.9 p,1.8 p
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-4 (NSA),Bulgaria,26.4,8.5,7.9,9.1,8.1,3.3,3.9,2.7,2.5,0.4 p,-0.5 p,3.9 p
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-4 (NSA),Switzerland,5.0,4.3,1.8,-1.0,-2.0,-4.2,-5.0,-3.6,-2.0,-1.2,0.8,-0.7
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-4 (NSA),Cyprus,8.2,4.6,4.6,7.1,-2.3,3.6,-0.5,-4.8,-2.4,0.1,-0.2,4.1
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-4 (NSA),Czechia,4.1,-1.3,-3.8,0.6,5.0,1.3,-2.2,1.9,-4.7,1.8,4.5,4.3
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-4 (NSA),Germany,2.9 p,-1.4 p,-10.1 p,-12.5 p,-5.1 p,-3.4 p,0.1 p,1.3 p,-0.4 p,0.7 p,0.3 p,-0.5 p
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-4 (NSA),Denmark,-0.6,-6.5,-9.3,-13.4,-17.3,-11.4,-8.9,-4.6,0.4,-0.3,4.7,5.2
Quarterly,"Value added, gross",Financial and insurance activities,Percentage change q/q-4 (NSA),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",4.2,-0.3,-2.1,-3.2,-1.5,-1.6,-1.6,-1.2,-2.6,-0.1,0.3,0.4
